Protein.Group	Protein.Names	Genes	First.Protein.Description	D:\LZW\Guomics\MS-BERT\Benchmark\fdrs_DIANN19\mzML_new\GUI\HYC\MP-LFC-MS1var-OT-S2-120kMS1_MHRM_R01.mzML
Q9NWX6	THG1_HUMAN	THG1L	Probable tRNA(His) guanylyltransferase	2.70824e+06
Q9NWY4	HPF1_HUMAN	HPF1	Histone PARylation factor 1	6.06734e+06
Q9NWZ5	UCKL1_HUMAN	UCKL1	Uridine-cytidine kinase-like 1	1.71943e+06
Q9NX05	F120C_HUMAN	FAM120C	Constitutive coactivator of PPAR-gamma-like protein 2	974282
Q9NX08	COMD8_HUMAN	COMMD8	COMM domain-containing protein 8	1.10114e+06
Q9NX14	NDUBB_HUMAN	NDUFB11	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 11, mitochondrial	3.48185e+07
Q9NX18	SDHF2_HUMAN	SDHAF2	Succinate dehydrogenase assembly factor 2, mitochondrial	4.01615e+06
Q9NX20	RM16_HUMAN	MRPL16	39S ribosomal protein L16, mitochondrial	7.04319e+06
Q9NX24	NHP2_HUMAN	NHP2	H/ACA ribonucleoprotein complex subunit 2	2.26759e+07
Q9NX40	OCAD1_HUMAN	OCIAD1	OCIA domain-containing protein 1	1.321e+07
Q9NX46	ADPRS_HUMAN	ADPRS	ADP-ribose glycohydrolase ARH3	3.36858e+06
Q9NX47	MARH5_HUMAN	MARCHF5	E3 ubiquitin-protein ligase MARCHF5	3.46365e+06
Q9NX55	HYPK_HUMAN	HYPK	Huntingtin-interacting protein K	9.73854e+06
Q9NX58	LYAR_HUMAN	LYAR	Cell growth-regulating nucleolar protein	1.01333e+07
Q9NX61	T161A_HUMAN	TMEM161A	Transmembrane protein 161A	246238
Q9NX62	IMPA3_HUMAN	BPNT2	Golgi-resident adenosine 3',5'-bisphosphate 3'-phosphatase	1.4191e+06
Q9NX63	MIC19_HUMAN	CHCHD3	MICOS complex subunit MIC19	2.72958e+07
Q9NX70	MED29_HUMAN	MED29	Mediator of RNA polymerase II transcription subunit 29	4.8039e+06
Q9NX74	DUS2L_HUMAN	DUS2	tRNA-dihydrouridine(20) synthase [NAD(P)+]-like	3.73901e+06
Q9NX76	CKLF6_HUMAN	CMTM6	CKLF-like MARVEL transmembrane domain-containing protein 6	1.16713e+06
Q9NXA8	SIR5_HUMAN	SIRT5	NAD-dependent protein deacylase sirtuin-5, mitochondrial	1.9029e+06
Q9NXC5	MIO_HUMAN	MIOS	GATOR complex protein MIOS	1.01775e+06
Q9NXE4	NSMA3_HUMAN	SMPD4	Sphingomyelin phosphodiesterase 4	6.57295e+06
Q9NXE8	CWC25_HUMAN	CWC25	Pre-mRNA-splicing factor CWC25 homolog	7.96722e+06
Q9NXF1	TEX10_HUMAN	TEX10	Testis-expressed protein 10	3.89414e+06
Q9NXF7	DCA16_HUMAN	DCAF16	DDB1- and CUL4-associated factor 16	1.12478e+06
Q9NXG2	THUM1_HUMAN	THUMPD1	THUMP domain-containing protein 1	1.42317e+07
Q9NXG6	P4HTM_HUMAN	P4HTM	Transmembrane prolyl 4-hydroxylase	1.32985e+06
Q9NXH9	TRM1_HUMAN	TRMT1	tRNA (guanine(26)-N(2))-dimethyltransferase	7.92596e+06
Q9NXR1	NDE1_HUMAN	NDE1	Nuclear distribution protein nudE homolog 1	1.81427e+06
Q9NXR5	ANR10_HUMAN	ANKRD10	Ankyrin repeat domain-containing protein 10	517778
Q9NXR7	BABA2_HUMAN	BABAM2	BRISC and BRCA1-A complex member 2	5.23201e+06
Q9NXS2	QPCTL_HUMAN	QPCTL	Glutaminyl-peptide cyclotransferase-like protein	9.11513e+06
Q9NXU5	ARL15_HUMAN	ARL15	ADP-ribosylation factor-like protein 15	561681
Q9NXV2	KCTD5_HUMAN	KCTD5	BTB/POZ domain-containing protein KCTD5	1.09524e+06
Q9NXV6	CARF_HUMAN	CDKN2AIP	CDKN2A-interacting protein	2.17564e+07
Q9NXW2	DJB12_HUMAN	DNAJB12	DnaJ homolog subfamily B member 12	2.63305e+06
Q9NXX6	NSE4A_HUMAN	NSMCE4A	Non-structural maintenance of chromosomes element 4 homolog A	893388
Q9NY12	GAR1_HUMAN	GAR1	H/ACA ribonucleoprotein complex subunit 1	2.08665e+07
Q9NY26	S39A1_HUMAN	SLC39A1	Zinc transporter ZIP1	1.19726e+06
Q9NY27	PP4R2_HUMAN	PPP4R2	Serine/threonine-protein phosphatase 4 regulatory subunit 2	4.76729e+06
Q9NY33	DPP3_HUMAN	DPP3	Dipeptidyl peptidase 3	1.15293e+07
Q9NY61	AATF_HUMAN	AATF	Protein AATF	4.54285e+06
Q9NY93	DDX56_HUMAN	DDX56	Probable ATP-dependent RNA helicase DDX56	7.52247e+06
Q9NYB0	TE2IP_HUMAN	TERF2IP	Telomeric repeat-binding factor 2-interacting protein 1	6.48332e+06
Q9NYF8	BCLF1_HUMAN	BCLAF1	Bcl-2-associated transcription factor 1	3.40879e+07
Q9NYH9	UTP6_HUMAN	UTP6	U3 small nucleolar RNA-associated protein 6 homolog	5.13467e+06
Q9NYJ1	COA4_HUMAN	COA4	Cytochrome c oxidase assembly factor 4 homolog, mitochondrial	8.99343e+06
Q9NYK5	RM39_HUMAN	MRPL39	39S ribosomal protein L39, mitochondrial	7.11178e+06
Q9NYL2	M3K20_HUMAN	MAP3K20	Mitogen-activated protein kinase kinase kinase 20	4.39327e+06
Q9NYL4	FKB11_HUMAN	FKBP11	Peptidyl-prolyl cis-trans isomerase FKBP11	2.42045e+07
Q9NYL9	TMOD3_HUMAN	TMOD3	Tropomodulin-3	1.07316e+07
Q9NYP7	ELOV5_HUMAN	ELOVL5	Elongation of very long chain fatty acids protein 5	5.51675e+06
Q9NYP9	MS18A_HUMAN	MIS18A	Protein Mis18-alpha	2.97256e+06
Q9NYR9	KBRS2_HUMAN	NKIRAS2	NF-kappa-B inhibitor-interacting Ras-like protein 2	1.33056e+06
Q9NYU1	UGGG2_HUMAN	UGGT2	UDP-glucose:glycoprotein glucosyltransferase 2	2.18998e+06
Q9NYU2	UGGG1_HUMAN	UGGT1	UDP-glucose:glycoprotein glucosyltransferase 1	6.05479e+06
Q9NYV4	CDK12_HUMAN	CDK12	Cyclin-dependent kinase 12	3.17483e+06
Q9NYY8	FAKD2_HUMAN	FASTKD2	FAST kinase domain-containing protein 2, mitochondrial	463104
Q9NZ01	TECR_HUMAN	TECR	Very-long-chain enoyl-CoA reductase	4.8122e+07
Q9NZ08	ERAP1_HUMAN	ERAP1	Endoplasmic reticulum aminopeptidase 1	3.0804e+06
Q9NZ32	ARP10_HUMAN	ACTR10	Actin-related protein 10	2.84831e+06
Q9NZ43	USE1_HUMAN	USE1	Vesicle transport protein USE1	738540
Q9NZ45	CISD1_HUMAN	CISD1	CDGSH iron-sulfur domain-containing protein 1	1.89558e+07
Q9NZ53	PDXL2_HUMAN	PODXL2	Podocalyxin-like protein 2	1.70605e+06
Q9NZ63	TLS1_HUMAN	C9orf78	Telomere length and silencing protein 1 homolog	5.38226e+06
Q9NZB2	F120A_HUMAN	FAM120A	Constitutive coactivator of PPAR-gamma-like protein 1	6.34003e+06
Q9NZD2	GLTP_HUMAN	GLTP	Glycolipid transfer protein	2.07158e+06
Q9NZD8	SPG21_HUMAN	SPG21	Maspardin	2.44315e+06
Q9NZE8	RM35_HUMAN	MRPL35	39S ribosomal protein L35, mitochondrial	888369
Q9NZI8	IF2B1_HUMAN	IGF2BP1	Insulin-like growth factor 2 mRNA-binding protein 1	1.30427e+07
Q9NZJ0	DTL_HUMAN	DTL	Denticleless protein homolog	1.44232e+06
Q9NZJ6	COQ3_HUMAN	COQ3	Ubiquinone biosynthesis O-methyltransferase, mitochondrial	1.36926e+06
Q9NZJ7	MTCH1_HUMAN	MTCH1	Mitochondrial carrier homolog 1	3.30503e+06
Q9NZJ9	NUDT4_HUMAN	NUDT4	Diphosphoinositol polyphosphate phosphohydrolase 2	1.78511e+06
Q9NZL4	HPBP1_HUMAN	HSPBP1	Hsp70-binding protein 1	1.54812e+07
Q9NZL9	MAT2B_HUMAN	MAT2B	Methionine adenosyltransferase 2 subunit beta	2.79537e+07
Q9NZM1	MYOF_HUMAN	MYOF	Myoferlin	2.3912e+07
Q9NZM5	NOP53_HUMAN	NOP53	Ribosome biogenesis protein NOP53	5.09671e+06
Q9NZN3	EHD3_HUMAN	EHD3	EH domain-containing protein 3	9.67392e+06
Q9NZN4	EHD2_HUMAN	EHD2	EH domain-containing protein 2	3.19665e+06
Q9NZN8	CNOT2_HUMAN	CNOT2	CCR4-NOT transcription complex subunit 2	2.2501e+06
Q9NZQ3	SPN90_HUMAN	NCKIPSD	NCK-interacting protein with SH3 domain	3.14265e+06
Q9NZR1	TMOD2_HUMAN	TMOD2	Tropomodulin-2	1.04974e+07
Q9NZT2	OGFR_HUMAN	OGFR	Opioid growth factor receptor	1.20158e+07
Q9NZW5	MPP6_HUMAN	MPP6	MAGUK p55 subfamily member 6	1.45024e+06
Q9NZZ3	CHMP5_HUMAN	CHMP5	Charged multivesicular body protein 5	4.75752e+06
Q9P000	COMD9_HUMAN	COMMD9	COMM domain-containing protein 9	4.40829e+06
Q9P003	CNIH4_HUMAN	CNIH4	Protein cornichon homolog 4	3.34034e+06
Q9P013	CWC15_HUMAN	CWC15	Spliceosome-associated protein CWC15 homolog	6.71333e+06
Q9P015	RM15_HUMAN	MRPL15	39S ribosomal protein L15, mitochondrial	7.3705e+06
Q9P016	THYN1_HUMAN	THYN1	Thymocyte nuclear protein 1	5.46535e+06
Q9P021	CRIPT_HUMAN	CRIPT	Cysteine-rich PDZ-binding protein	1.94282e+06
Q9P031	TAP26_HUMAN	CCDC59	Thyroid transcription factor 1-associated protein 26	8.9121e+06
Q9P032	NDUF4_HUMAN	NDUFAF4	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex assembly factor 4	1.34545e+07
Q9P035	HACD3_HUMAN	HACD3	Very-long-chain (3R)-3-hydroxyacyl-CoA dehydratase 3	1.40539e+07
Q9P086	MED11_HUMAN	MED11	Mediator of RNA polymerase II transcription subunit 11	1.22262e+06
Q9P0I2	EMC3_HUMAN	EMC3	ER membrane protein complex subunit 3	1.81013e+06
Q9P0J0	NDUAD_HUMAN	NDUFA13	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 13	1.01324e+07
Q9P0J7	KCMF1_HUMAN	KCMF1	E3 ubiquitin-protein ligase KCMF1	2.87204e+06
Q9P0L0	VAPA_HUMAN	VAPA	Vesicle-associated membrane protein-associated protein A	7.44995e+07
Q9P0L2	MARK1_HUMAN	MARK1	Serine/threonine-protein kinase MARK1	1.01788e+07
Q9P0M9	RM27_HUMAN	MRPL27	39S ribosomal protein L27, mitochondrial	7.23892e+06
Q9P0P0	RN181_HUMAN	RNF181	E3 ubiquitin-protein ligase RNF181	2.80497e+06
Q9P0S3	ORML1_HUMAN	ORMDL1	ORM1-like protein 1	1.63838e+06
Q9P0S9	TM14C_HUMAN	TMEM14C	Transmembrane protein 14C	3.86447e+06
Q9P0T7	TMEM9_HUMAN	TMEM9	Transmembrane protein 9	2.94965e+06
Q9P0U1	TOM7_HUMAN	TOMM7	Mitochondrial import receptor subunit TOM7 homolog	433166
Q9P0U4	CXXC1_HUMAN	CXXC1	CXXC-type zinc finger protein 1	4.07526e+06
Q9P0V9	SEP10_HUMAN	SEPTIN10	Septin-10	8.92377e+06
Q9P0W2	HM20B_HUMAN	HMG20B	SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily E member 1-related	7.65873e+06
Q9P1F3	ABRAL_HUMAN	ABRACL	Costars family protein ABRACL	1.78615e+06
Q9P1U0	RPA12_HUMAN	POLR1H	DNA-directed RNA polymerase I subunit RPA12	806205
Q9P1U1	ARP3B_HUMAN	ACTR3B	Actin-related protein 3B	2.32815e+07
Q9P206	K1522_HUMAN	KIAA1522	Uncharacterized protein KIAA1522	4.15939e+06
Q9P253	VPS18_HUMAN	VPS18	Vacuolar protein sorting-associated protein 18 homolog	1.55588e+06
Q9P258	RCC2_HUMAN	RCC2	Protein RCC2	8.17633e+07
Q9P260	RELCH_HUMAN	RELCH	RAB11-binding protein RELCH	1.07442e+06
Q9P265	DIP2B_HUMAN	DIP2B	Disco-interacting protein 2 homolog B	4.06922e+06
Q9P275	UBP36_HUMAN	USP36	Ubiquitin carboxyl-terminal hydrolase 36	1.32715e+07
Q9P287	BCCIP_HUMAN	BCCIP	BRCA2 and CDKN1A-interacting protein	1.39484e+07
Q9P289	STK26_HUMAN	STK26	Serine/threonine-protein kinase 26	9.49191e+06
Q9P2B2	FPRP_HUMAN	PTGFRN	Prostaglandin F2 receptor negative regulator	4.96803e+06
Q9P2D1	CHD7_HUMAN	CHD7	Chromodomain-helicase-DNA-binding protein 7	1.40648e+06
Q9P2D3	HTR5B_HUMAN	HEATR5B	HEAT repeat-containing protein 5B	1.4475e+06
Q9P2E3	ZNFX1_HUMAN	ZNFX1	NFX1-type zinc finger-containing protein 1	464089
Q9P2E9	RRBP1_HUMAN	RRBP1	Ribosome-binding protein 1	1.34141e+07
Q9P2I0	CPSF2_HUMAN	CPSF2	Cleavage and polyadenylation specificity factor subunit 2	7.19896e+06
Q9P2J5	SYLC_HUMAN	LARS1	Leucine--tRNA ligase, cytoplasmic	3.03318e+07
Q9P2K3	RCOR3_HUMAN	RCOR3	REST corepressor 3	7.18033e+06
Q9P2N5	RBM27_HUMAN	RBM27	RNA-binding protein 27	8.89593e+06
Q9P2R3	ANFY1_HUMAN	ANKFY1	Rabankyrin-5	4.47246e+06
Q9P2R7	SUCB1_HUMAN	SUCLA2	Succinate--CoA ligase [ADP-forming] subunit beta, mitochondrial	1.51587e+07
Q9P2T1	GMPR2_HUMAN	GMPR2	GMP reductase 2	7.45532e+06
Q9P2W1	HOP2_HUMAN	PSMC3IP	Homologous-pairing protein 2 homolog	1.74742e+06
Q9P2W9	STX18_HUMAN	STX18	Syntaxin-18	520084
Q9P2X0	DPM3_HUMAN	DPM3	Dolichol-phosphate mannosyltransferase subunit 3	3.59129e+07
Q9P305	IGO2_YEAST	IGO2	mRNA stability protein IGO2	515104
Q9TW45	PAR1_CAEEL	par-1	Serine/threonine-protein kinase par-1	1.56851e+06
Q9TW67	NGLY1_CAEEL	png-1	Peptide-N(4)-(N-acetyl-beta-glucosaminyl)asparagine amidase	243860
Q9TXH9	UBXN1_CAEEL	ubxn-1	UBX domain-containing protein 1	4.18618e+06
Q9TXI3				5.32348e+06
Q9TXI4				1.67136e+07
Q9TXK1				4.82066e+06
Q9TXP0	RS27_CAEEL	rps-27	40S ribosomal protein S27	1.67411e+08
Q9TXQ1	TNKS1_CAEEL	tank-1	Poly [ADP-ribose] polymerase tankyrase	1.154e+06
Q9TXR7				3.36346e+06
Q9TXU7				8.769e+06
Q9TXY8				1.43667e+07
Q9TXZ9				3.43657e+06
Q9TYJ7				1.50216e+06
Q9TYJ8				2.4323e+06
Q9TYK1	GAR1_CAEEL	Y66H1A.4	Probable H/ACA ribonucleoprotein complex subunit 1-like protein	2.40857e+07
Q9TYL2				4.13692e+06
Q9TYL9				8.21308e+06
Q9TYP9				1.02111e+06
Q9TYS3				6.35328e+06
Q9TYS7				749456
Q9TYV3				1.27069e+06
Q9TYV5				8.18169e+06
Q9TYW1				1.63333e+07
Q9TYW7				9.12142e+06
Q9TYX1				8.20411e+06
Q9TYY0				3.23366e+06
Q9TYY5				5.25559e+06
Q9TYY8;V6CJY2				3.00884e+06
Q9TZ33				3.65333e+06
Q9TZ69				1.09837e+07
Q9TZ90				2.32994e+06
Q9TZC4	ILKH_CAEEL	pat-4	Integrin-linked protein kinase homolog pat-4	5.21078e+06
Q9TZD9;V6CLE7				4.80329e+06
Q9TZE0				1.2786e+06
Q9TZL8	PFKA1_CAEEL	pfk-1.1	ATP-dependent 6-phosphofructokinase 1	7.96787e+06
Q9TZL9				3.12113e+06
Q9TZS5				2.59967e+07
Q9U1P7				2.00679e+06
Q9U1Q4	SYV_CAEEL	glp-4	Valine--tRNA ligase	1.12787e+07
Q9U1Q7				3.68687e+06
Q9U1R7				1.03434e+06
Q9U1V9				2.07891e+06
Q9U1W1				8.04242e+06
Q9U1W8				6.99514e+06
Q9U1X0				722591
Q9U1X9				5.94155e+07
Q9U1Y6				1.07544e+06
Q9U1Z4				1.17655e+07
Q9U202;Q9U203				825752
Q9U210				2.31966e+06
Q9U213				1.4679e+06
Q9U229				6.08188e+06
Q9U238				5.0654e+07
Q9U241				1.7077e+07
Q9U283				3.24255e+06
Q9U294				489935
Q9U296				1.51466e+07
Q9U299	XRN2_CAEEL	xrn-2	5'-3' exoribonuclease 2 homolog	1.61376e+06
Q9U2A6				513104
Q9U2A8	RL37A_CAEEL	rpl-43	60S ribosomal protein L37a	1.18222e+08
Q9U2A9	BOP1_CAEEL	Y48B6A.1	Ribosome biogenesis protein BOP1 homolog	1.5826e+06
Q9U2D6	CNP2_CAEEL	cnp-2	Calcineurin-interacting protein 2	2.18401e+06
Q9U2D9	GYS_CAEEL	gsy-1	Glycogen [starch] synthase	2.05263e+07
Q9U2F2				2.60089e+06
Q9U2G0	U520_CAEEL	snrp-200	Putative U5 small nuclear ribonucleoprotein 200 kDa helicase	1.74633e+07
Q9U2G5				159734
Q9U2H9	EF1B2_CAEEL	eef-1B.2	Probable elongation factor 1-beta/1-delta 2	1.50796e+08
Q9U2I4				275515
Q9U2K8				9.23902e+06
Q9U2M4	HOT_CAEEL	hphd-1	Hydroxyacid-oxoacid transhydrogenase, mitochondrial	2.79727e+07
Q9U2M7	AP4A_CAEEL	ndx-4	Bis(5'-nucleosyl)-tetraphosphatase [asymmetrical]	2.0038e+06
Q9U2M8	C2D1_CAEEL	Y37H9A.3	Coiled-coil and C2 domain-containing protein 1-like	1.09893e+06
Q9U2Q8				7.80486e+07
Q9U2Q9	GSK3_CAEEL	gsk-3	Glycogen synthase kinase-3	2.07694e+06
Q9U2S4				5.22556e+06
Q9U2S6				3.32028e+06
Q9U2T9				1.37016e+07
Q9U2U0				9.43224e+06
Q9U2U3				4.13306e+06
Q9U2V9				1.2064e+07
Q9U2X0	ANM1_CAEEL	prmt-1	Protein arginine N-methyltransferase 1	2.1391e+07
Q9U2Y2	CK5P3_CAEEL	cdkr-3	CDK5RAP3-like protein	2.13527e+06
Q9U2Z1				5.49588e+06
Q9U2Z5				2.49246e+06
Q9U302				5.13196e+07
Q9U315				9.56398e+06
Q9U329				1.72826e+07
Q9U332	RL31_CAEEL	rpl-31	60S ribosomal protein L31	1.34439e+08
Q9U354				975377
Q9U367				371926
Q9U368				2.14546e+06
Q9U3B6	NOL9_CAEEL	nol-9	Polynucleotide 5'-hydroxyl-kinase nol-9	258960
Q9U3B7				6.30523e+06
Q9U3F8				1.25813e+07
Q9U3H4				8.65211e+06
Q9U3I0				4.64416e+06
Q9U3L4				3.69244e+06
Q9U3L5				1.82852e+06
Q9U3M0				2.09561e+06
Q9U3N5	SELT1_CAEEL	selt-1.1	Thioredoxin reductase-like selenoprotein T homolog selt-1.1	597897
Q9U3P5				1.86031e+06
Q9U3Q0				3.41293e+06
Q9U3Q6				1.02428e+07
Q9UAQ6				1.86464e+07
Q9UAT3				8.54614e+06
Q9UAV5				1.60746e+08
Q9UAV8				2.1042e+06
Q9UAW8				1.32648e+06
Q9UAY9				2.72149e+06
Q9UB28				1.34358e+07
Q9UBB4	ATX10_HUMAN	ATXN10	Ataxin-10	4.70091e+06
Q9UBB5	MBD2_HUMAN	MBD2	Methyl-CpG-binding domain protein 2	1.68533e+06
Q9UBB6	NCDN_HUMAN	NCDN	Neurochondrin	1.46456e+06
Q9UBB9	TFP11_HUMAN	TFIP11	Tuftelin-interacting protein 11	2.61292e+06
Q9UBC2	EP15R_HUMAN	EPS15L1	Epidermal growth factor receptor substrate 15-like 1	5.96427e+06
Q9UBD5	ORC3_HUMAN	ORC3	Origin recognition complex subunit 3	2.59783e+06
Q9UBE0	SAE1_HUMAN	SAE1	SUMO-activating enzyme subunit 1	2.63164e+07
Q9UBF2	COPG2_HUMAN	COPG2	Coatomer subunit gamma-2	2.02539e+07
Q9UBF6	RBX2_HUMAN	RNF7	RING-box protein 2	565618
Q9UBI1	COMD3_HUMAN	COMMD3	COMM domain-containing protein 3	2.30633e+06
Q9UBI6	GBG12_HUMAN	GNG12	Guanine nucleotide-binding protein G(I)/G(S)/G(O) subunit gamma-12	1.89577e+07
Q9UBK8	MTRR_HUMAN	MTRR	Methionine synthase reductase	2.95242e+06
Q9UBK9	UXT_HUMAN	UXT	Protein UXT	1.11893e+06
Q9UBL3	ASH2L_HUMAN	ASH2L	Set1/Ash2 histone methyltransferase complex subunit ASH2	2.58715e+06
Q9UBM7	DHCR7_HUMAN	DHCR7	7-dehydrocholesterol reductase	2.54359e+07
Q9UBN7	HDAC6_HUMAN	HDAC6	Histone deacetylase 6	1.81709e+06
Q9UBP0	SPAST_HUMAN	SPAST	Spastin	1.33563e+06
Q9UBP6	TRMB_HUMAN	METTL1	tRNA (guanine-N(7)-)-methyltransferase	1.16827e+06
Q9UBQ0	VPS29_HUMAN	VPS29	Vacuolar protein sorting-associated protein 29	3.35032e+07
Q9UBQ5	EIF3K_HUMAN	EIF3K	Eukaryotic translation initiation factor 3 subunit K	2.51238e+07
Q9UBQ7	GRHPR_HUMAN	GRHPR	Glyoxylate reductase/hydroxypyruvate reductase	1.16504e+07
Q9UBR2	CATZ_HUMAN	CTSZ	Cathepsin Z	5.67723e+06
Q9UBS0	KS6B2_HUMAN	RPS6KB2	Ribosomal protein S6 kinase beta-2	1.91307e+06
Q9UBS4	DJB11_HUMAN	DNAJB11	DnaJ homolog subfamily B member 11	1.59729e+07
Q9UBT2	SAE2_HUMAN	UBA2	SUMO-activating enzyme subunit 2	6.02291e+07
Q9UBT7	CTNL1_HUMAN	CTNNAL1	Alpha-catulin	668995
Q9UBU8	MO4L1_HUMAN	MORF4L1	Mortality factor 4-like protein 1	1.88427e+06
Q9UBU9	NXF1_HUMAN	NXF1	Nuclear RNA export factor 1	1.10277e+07
Q9UBV2	SE1L1_HUMAN	SEL1L	Protein sel-1 homolog 1	2.55721e+06
Q9UBV8	PEF1_HUMAN	PEF1	Peflin	4.00369e+06
Q9UBW8	CSN7A_HUMAN	COPS7A	COP9 signalosome complex subunit 7a	7.53739e+06
Q9UBX3	DIC_HUMAN	SLC25A10	Mitochondrial dicarboxylate carrier	5.50595e+06
Q9UBZ4	APEX2_HUMAN	APEX2	DNA-(apurinic or apyrimidinic site) endonuclease 2	1.50615e+06
Q9UDW1	QCR9_HUMAN	UQCR10	Cytochrome b-c1 complex subunit 9	7.11697e+06
Q9UDX5	MTFP1_HUMAN	MTFP1	Mitochondrial fission process protein 1	5.85878e+06
Q9UDY2	ZO2_HUMAN	TJP2	Tight junction protein ZO-2	8.22876e+06
Q9UDY4	DNJB4_HUMAN	DNAJB4	DnaJ homolog subfamily B member 4	3.99319e+06
Q9UEE9	CFDP1_HUMAN	CFDP1	Craniofacial development protein 1	2.31751e+07
Q9UEG4	ZN629_HUMAN	ZNF629	Zinc finger protein 629	2.1703e+06
Q9UER7	DAXX_HUMAN	DAXX	Death domain-associated protein 6	1.30272e+06
Q9UET6	TRM7_HUMAN	FTSJ1	Putative tRNA (cytidine(32)/guanosine(34)-2'-O)-methyltransferase	1.67429e+06
Q9UEU0	VTI1B_HUMAN	VTI1B	Vesicle transport through interaction with t-SNAREs homolog 1B	5.69935e+06
Q9UEW8	STK39_HUMAN	STK39	STE20/SPS1-related proline-alanine-rich protein kinase	768335
Q9UEY8	ADDG_HUMAN	ADD3	Gamma-adducin	1.34639e+06
Q9UFC0	LRWD1_HUMAN	LRWD1	Leucine-rich repeat and WD repeat-containing protein 1	1.91553e+06
Q9UFG5	CS025_HUMAN	C19orf25	UPF0449 protein C19orf25	1.0907e+06
Q9UFW8	CGBP1_HUMAN	CGGBP1	CGG triplet repeat-binding protein 1	6.26524e+06
Q9UG63	ABCF2_HUMAN	ABCF2	ATP-binding cassette sub-family F member 2	1.46497e+07
Q9UGI8	TES_HUMAN	TES	Testin	9.55046e+06
Q9UGJ1	GCP4_HUMAN	TUBGCP4	Gamma-tubulin complex component 4	3.15668e+06
Q9UGM6	SYWM_HUMAN	WARS2	Tryptophan--tRNA ligase, mitochondrial	4.17293e+06
Q9UGN5	PARP2_HUMAN	PARP2	Poly [ADP-ribose] polymerase 2	6.73988e+06
Q9UGP4	LIMD1_HUMAN	LIMD1	LIM domain-containing protein 1	4.39926e+06
Q9UGP8	SEC63_HUMAN	SEC63	Translocation protein SEC63 homolog	1.21518e+07
Q9UGU0	TCF20_HUMAN	TCF20	Transcription factor 20	5.35678e+06
Q9UGV2	NDRG3_HUMAN	NDRG3	Protein NDRG3	6.33264e+06
Q9UH17	ABC3B_HUMAN	APOBEC3B	DNA dC->dU-editing enzyme APOBEC-3B	1.39215e+06
Q9UH62	ARMX3_HUMAN	ARMCX3	Armadillo repeat-containing X-linked protein 3	1.95524e+06
Q9UH65	SWP70_HUMAN	SWAP70	Switch-associated protein 70	9.95015e+06
Q9UH99	SUN2_HUMAN	SUN2	SUN domain-containing protein 2	4.28909e+06
Q9UHA2	S18L2_HUMAN	SS18L2	SS18-like protein 2	160292
Q9UHA3	RLP24_HUMAN	RSL24D1	Probable ribosome biogenesis protein RLP24	9.03588e+06
Q9UHA4	LTOR3_HUMAN	LAMTOR3	Ragulator complex protein LAMTOR3	2.89127e+06
Q9UHB6	LIMA1_HUMAN	LIMA1	LIM domain and actin-binding protein 1	5.57138e+06
Q9UHB7	AFF4_HUMAN	AFF4	AF4/FMR2 family member 4	464742
Q9UHB9	SRP68_HUMAN	SRP68	Signal recognition particle subunit SRP68	9.25595e+06
Q9UHD1	CHRD1_HUMAN	CHORDC1	Cysteine and histidine-rich domain-containing protein 1	2.82025e+07
Q9UHD2	TBK1_HUMAN	TBK1	Serine/threonine-protein kinase TBK1	1.57247e+06
Q9UHD8	SEPT9_HUMAN	SEPTIN9	Septin-9	2.15912e+07
Q9UHD9	UBQL2_HUMAN	UBQLN2	Ubiquilin-2	1.71864e+07
Q9UHG3	PCYOX_HUMAN	PCYOX1	Prenylcysteine oxidase 1	7.5817e+06
Q9UHI6	DDX20_HUMAN	DDX20	Probable ATP-dependent RNA helicase DDX20	9.07533e+06
Q9UHL4	DPP2_HUMAN	DPP7	Dipeptidyl peptidase 2	2.32736e+06
Q9UHL9	GT2D1_HUMAN	GTF2IRD1	General transcription factor II-I repeat domain-containing protein 1	9.62793e+06
Q9UHN1	DPOG2_HUMAN	POLG2	DNA polymerase subunit gamma-2, mitochondrial	2.5508e+06
Q9UHQ1	NARF_HUMAN	NARF	Nuclear prelamin A recognition factor	413855
Q9UHQ4	BAP29_HUMAN	BCAP29	B-cell receptor-associated protein 29	972070
Q9UHQ9	NB5R1_HUMAN	CYB5R1	NADH-cytochrome b5 reductase 1	6.18873e+06
Q9UHR4	BI2L1_HUMAN	BAIAP2L1	Brain-specific angiogenesis inhibitor 1-associated protein 2-like protein 1	1.67188e+06
Q9UHR5	S30BP_HUMAN	SAP30BP	SAP30-binding protein	5.23682e+06
Q9UHR6	ZNHI2_HUMAN	ZNHIT2	Zinc finger HIT domain-containing protein 2	3.81953e+06
Q9UHV9	PFD2_HUMAN	PFDN2	Prefoldin subunit 2	2.4387e+07
Q9UHW5	GPN3_HUMAN	GPN3	GPN-loop GTPase 3	1.68367e+06
Q9UHW9	S12A6_HUMAN	SLC12A6	Solute carrier family 12 member 6	3.64304e+06
Q9UHX1	PUF60_HUMAN	PUF60	Poly(U)-binding-splicing factor PUF60	3.22992e+07
Q9UHX3	AGRE2_HUMAN	ADGRE2	Adhesion G protein-coupled receptor E2	1.10874e+06
