Protein.Group	Protein.Names	Genes	First.Protein.Description	D:\LZW\Guomics\MS-BERT\Benchmark\fdrs_DIANN19\mzML_new\GUI\HYC\MP-LFC-MS1var-OT-S2-120kMS1_MHRM_R02.mzML
Q99959	PKP2_HUMAN	PKP2	Plakophilin-2	905391
Q99961	SH3G1_HUMAN	SH3GL1	Endophilin-A2	1.20331e+07
Q99986	VRK1_HUMAN	VRK1	Serine/threonine-protein kinase VRK1	4.14002e+07
Q9BHK7				790387
Q9BI71;Q9BI72				976370
Q9BI88	U587_CAEEL	F46B6.12	UPF0587 protein F46B6.12	2.22759e+06
Q9BIB7				1.50888e+07
Q9BIB8				2.63036e+06
Q9BIC3;Q9GYT0				2.31812e+07
Q9BKP7				829906
Q9BKP8				8.06734e+06
Q9BKQ9				9.93725e+06
Q9BKR5				767856
Q9BKS1				4.43509e+06
Q9BKT9				1.88808e+06
Q9BKU3				3.53554e+07
Q9BKU4	PHB1_CAEEL	phb-1	Mitochondrial prohibitin complex protein 1	4.87137e+07
Q9BKU5				1.5432e+08
Q9BL03				2.74487e+07
Q9BL07	PLBL3_CAEEL	Y54F10AM.8	Putative phospholipase B-like 3	6.66028e+06
Q9BL15				4.30067e+06
Q9BL19	RL17_CAEEL	rpl-17	60S ribosomal protein L17	1.85734e+08
Q9BL33				4.19597e+06
Q9BL34				1.29531e+07
Q9BL35				673620
Q9BL43				1.33644e+06
Q9BL46				5.27947e+06
Q9BL48				1.23773e+06
Q9BL56				473563
Q9BL64				3.35659e+06
Q9BL81				5.59087e+06
Q9BL83				4.62081e+06
Q9BL86				2.32219e+06
Q9BL94				887086
Q9BLB6	RU2A_CAEEL	mog-2	Probable U2 small nuclear ribonucleoprotein A'	8.27336e+06
Q9BMU4				3.094e+06
Q9BPN5				2.59807e+06
Q9BPN6				1.56471e+06
Q9BPN8	Y92H3_CAEEL	Y92H12BR.3	Uncharacterized protein Y92H12BR.3	4.70751e+06
Q9BPW8	NIPS1_HUMAN	NIPSNAP1	Protein NipSnap homolog 1	9.53224e+06
Q9BPX3	CND3_HUMAN	NCAPG	Condensin complex subunit 3	8.59876e+06
Q9BPX5	ARP5L_HUMAN	ARPC5L	Actin-related protein 2/3 complex subunit 5-like protein	7.54179e+06
Q9BPX6	MICU1_HUMAN	MICU1	Calcium uptake protein 1, mitochondrial	1.90183e+06
Q9BPZ7	SIN1_HUMAN	MAPKAP1	Target of rapamycin complex 2 subunit MAPKAP1	2.04898e+06
Q9BQ04	RBM4B_HUMAN	RBM4B	RNA-binding protein 4B	972211
Q9BQ15	SOSB1_HUMAN	NABP2	SOSS complex subunit B1	1.8767e+06
Q9BQ39	DDX50_HUMAN	DDX50	ATP-dependent RNA helicase DDX50	1.14337e+07
Q9BQ48	RM34_HUMAN	MRPL34	39S ribosomal protein L34, mitochondrial	3.57754e+06
Q9BQ52	RNZ2_HUMAN	ELAC2	Zinc phosphodiesterase ELAC protein 2	7.28778e+06
Q9BQ61	TRIR_HUMAN	TRIR	Telomerase RNA component interacting RNase	1.36632e+07
Q9BQ67	GRWD1_HUMAN	GRWD1	Glutamate-rich WD repeat-containing protein 1	1.19921e+07
Q9BQ69	MACD1_HUMAN	MACROD1	ADP-ribose glycohydrolase MACROD1	2.84084e+07
Q9BQ70	TCF25_HUMAN	TCF25	Transcription factor 25	1.43031e+06
Q9BQ75	CMS1_HUMAN	CMSS1	Protein CMSS1	8.12994e+06
Q9BQ95	ECSIT_HUMAN	ECSIT	Evolutionarily conserved signaling intermediate in Toll pathway, mitochondrial	3.3231e+06
Q9BQA1	MEP50_HUMAN	WDR77	Methylosome protein 50	1.57754e+07
Q9BQB6	VKOR1_HUMAN	VKORC1	Vitamin K epoxide reductase complex subunit 1	2.06656e+07
Q9BQC3	DPH2_HUMAN	DPH2	2-(3-amino-3-carboxypropyl)histidine synthase subunit 2	2.5843e+06
Q9BQE3	TBA1C_HUMAN	TUBA1C	Tubulin alpha-1C chain	1.72456e+07
Q9BQE4	SELS_HUMAN	SELENOS	Selenoprotein S	2.46395e+06
Q9BQE5	APOL2_HUMAN	APOL2	Apolipoprotein L2	2.42037e+06
Q9BQE9	BCL7B_HUMAN	BCL7B	B-cell CLL/lymphoma 7 protein family member B	5.87626e+06
Q9BQG0	MBB1A_HUMAN	MYBBP1A	Myb-binding protein 1A	3.0698e+07
Q9BQL6	FERM1_HUMAN	FERMT1	Fermitin family homolog 1	1.24903e+06
Q9BQP7	MGME1_HUMAN	MGME1	Mitochondrial genome maintenance exonuclease 1	2.2645e+06
Q9BR61	ACBD6_HUMAN	ACBD6	Acyl-CoA-binding domain-containing protein 6	1.52761e+06
Q9BR76	COR1B_HUMAN	CORO1B	Coronin-1B	1.9161e+07
Q9BRA2	TXD17_HUMAN	TXNDC17	Thioredoxin domain-containing protein 17	3.62996e+07
Q9BRB3	PIGQ_HUMAN	PIGQ	Phosphatidylinositol N-acetylglucosaminyltransferase subunit Q	343540
Q9BRD0	BUD13_HUMAN	BUD13	BUD13 homolog	1.93386e+06
Q9BRF8	CPPED_HUMAN	CPPED1	Serine/threonine-protein phosphatase CPPED1	868289
Q9BRG1	VPS25_HUMAN	VPS25	Vacuolar protein-sorting-associated protein 25	4.45212e+06
Q9BRJ2	RM45_HUMAN	MRPL45	39S ribosomal protein L45, mitochondrial	6.69588e+06
Q9BRJ6	CG050_HUMAN	C7orf50	Uncharacterized protein C7orf50	1.11554e+07
Q9BRK5	CAB45_HUMAN	SDF4	45 kDa calcium-binding protein	2.8349e+06
Q9BRP1	PDD2L_HUMAN	PDCD2L	Programmed cell death protein 2-like	2.42619e+06
Q9BRP4	PAAF1_HUMAN	PAAF1	Proteasomal ATPase-associated factor 1	3.41201e+06
Q9BRP8	PYM1_HUMAN	PYM1	Partner of Y14 and mago	9.35413e+06
Q9BRQ0	PYGO2_HUMAN	PYGO2	Pygopus homolog 2	1.36303e+06
Q9BRQ6	MIC25_HUMAN	CHCHD6	MICOS complex subunit MIC25	2.21308e+06
Q9BRQ8	FSP1_HUMAN	AIFM2	Ferroptosis suppressor protein 1	5.47288e+06
Q9BRR6	ADPGK_HUMAN	ADPGK	ADP-dependent glucokinase	5.29826e+06
Q9BRR8	GPTC1_HUMAN	GPATCH1	G patch domain-containing protein 1	248940
Q9BRS2	RIOK1_HUMAN	RIOK1	Serine/threonine-protein kinase RIO1	1.72967e+06
Q9BRT2	UQCC2_HUMAN	UQCC2	Ubiquinol-cytochrome-c reductase complex assembly factor 2	2.88996e+06
Q9BRT3	MIEN1_HUMAN	MIEN1	Migration and invasion enhancer 1	3.4395e+06
Q9BRT6	LLPH_HUMAN	LLPH	Protein LLP homolog	4.20015e+06
Q9BRT9	SLD5_HUMAN	GINS4	DNA replication complex GINS protein SLD5	6.10644e+06
Q9BRU9	UTP23_HUMAN	UTP23	rRNA-processing protein UTP23 homolog	3.70164e+06
Q9BRX2	PELO_HUMAN	PELO	Protein pelota homolog	2.08898e+06
Q9BRX5	PSF3_HUMAN	GINS3	DNA replication complex GINS protein PSF3	6.18411e+06
Q9BRX8	PXL2A_HUMAN	PRXL2A	Peroxiredoxin-like 2A	8.7803e+06
Q9BRX9	WDR83_HUMAN	WDR83	WD repeat domain-containing protein 83	114956
Q9BRZ2	TRI56_HUMAN	TRIM56	E3 ubiquitin-protein ligase TRIM56	2.99837e+06
Q9BS16	CENPK_HUMAN	CENPK	Centromere protein K	4.21547e+06
Q9BS18	APC13_HUMAN	ANAPC13	Anaphase-promoting complex subunit 13	347008
Q9BS26	ERP44_HUMAN	ERP44	Endoplasmic reticulum resident protein 44	1.11013e+07
Q9BS40	LXN_HUMAN	LXN	Latexin	4.49024e+06
Q9BSC4	NOL10_HUMAN	NOL10	Nucleolar protein 10	5.0176e+06
Q9BSD7	NTPCR_HUMAN	NTPCR	Cancer-related nucleoside-triphosphatase	9.2478e+06
Q9BSE5	SPEB_HUMAN	AGMAT	Agmatinase, mitochondrial	3.6308e+06
Q9BSF4	TIM29_HUMAN	TIMM29	Mitochondrial import inner membrane translocase subunit Tim29	1.84754e+06
Q9BSH4	TACO1_HUMAN	TACO1	Translational activator of cytochrome c oxidase 1	6.91338e+06
Q9BSH5	HDHD3_HUMAN	HDHD3	Haloacid dehalogenase-like hydrolase domain-containing protein 3	4.65733e+06
Q9BSJ2	GCP2_HUMAN	TUBGCP2	Gamma-tubulin complex component 2	4.06084e+06
Q9BSJ8	ESYT1_HUMAN	ESYT1	Extended synaptotagmin-1	1.28561e+07
Q9BSL1	UBAC1_HUMAN	UBAC1	Ubiquitin-associated domain-containing protein 1	1.56498e+06
Q9BSV6	SEN34_HUMAN	TSEN34	tRNA-splicing endonuclease subunit Sen34	2.70578e+06
Q9BT09	CNPY3_HUMAN	CNPY3	Protein canopy homolog 3	4.27242e+06
Q9BT22	ALG1_HUMAN	ALG1	Chitobiosyldiphosphodolichol beta-mannosyltransferase	6.22977e+06
Q9BT25	HAUS8_HUMAN	HAUS8	HAUS augmin-like complex subunit 8	1.34659e+06
Q9BT67	NFIP1_HUMAN	NDFIP1	NEDD4 family-interacting protein 1	129411
Q9BT73	PSMG3_HUMAN	PSMG3	Proteasome assembly chaperone 3	3.91561e+06
Q9BT78	CSN4_HUMAN	COPS4	COP9 signalosome complex subunit 4	1.59665e+07
Q9BTA9	WAC_HUMAN	WAC	WW domain-containing adapter protein with coiled-coil	5.29768e+06
Q9BTC0	DIDO1_HUMAN	DIDO1	Death-inducer obliterator 1	4.39268e+06
Q9BTC8	MTA3_HUMAN	MTA3	Metastasis-associated protein MTA3	348040
Q9BTD8	RBM42_HUMAN	RBM42	RNA-binding protein 42	7.11484e+06
Q9BTE1	DCTN5_HUMAN	DCTN5	Dynactin subunit 5	1.78561e+06
Q9BTE3	MCMBP_HUMAN	MCMBP	Mini-chromosome maintenance complex-binding protein	1.00314e+07
Q9BTE6	AASD1_HUMAN	AARSD1	Alanyl-tRNA editing protein Aarsd1	7.18047e+06
Q9BTE7	DCNL5_HUMAN	DCUN1D5	DCN1-like protein 5	1.83787e+06
Q9BTL3	RAMAC_HUMAN	RAMAC	RNA guanine-N7 methyltransferase activating subunit	4.14391e+06
Q9BTM9	URM1_HUMAN	URM1	Ubiquitin-related modifier 1	3.56618e+06
Q9BTT0	AN32E_HUMAN	ANP32E	Acidic leucine-rich nuclear phosphoprotein 32 family member E	3.59809e+07
Q9BTT4	MED10_HUMAN	MED10	Mediator of RNA polymerase II transcription subunit 10	1.22183e+06
Q9BTU6	P4K2A_HUMAN	PI4K2A	Phosphatidylinositol 4-kinase type 2-alpha	3.58928e+06
Q9BTV4	TMM43_HUMAN	TMEM43	Transmembrane protein 43	7.08195e+06
Q9BTW9	TBCD_HUMAN	TBCD	Tubulin-specific chaperone D	1.2548e+07
Q9BTX1	NDC1_HUMAN	NDC1	Nucleoporin NDC1	5.97414e+06
Q9BTY7	HGH1_HUMAN	HGH1	Protein HGH1 homolog	5.42096e+06
Q9BTZ2	DHRS4_HUMAN	DHRS4	Dehydrogenase/reductase SDR family member 4	5.62066e+06
Q9BU02	THTPA_HUMAN	THTPA	Thiamine-triphosphatase	769811
Q9BU23	LMF2_HUMAN	LMF2	Lipase maturation factor 2	2.81317e+06
Q9BU61	NDUF3_HUMAN	NDUFAF3	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex assembly factor 3	6.36492e+06
Q9BU76	MMTA2_HUMAN	MMTAG2	Multiple myeloma tumor-associated protein 2	4.99184e+06
Q9BU89	DOHH_HUMAN	DOHH	Deoxyhypusine hydroxylase	2.83688e+06
Q9BUA3	SPNDC_HUMAN	SPINDOC	Spindlin interactor and repressor of chromatin-binding protein	474808
Q9BUB7	TMM70_HUMAN	TMEM70	Transmembrane protein 70, mitochondrial	5.37458e+06
Q9BUF5	TBB6_HUMAN	TUBB6	Tubulin beta-6 chain	1.64912e+07
Q9BUH6	PAXX_HUMAN	PAXX	Protein PAXX	1.45328e+07
Q9BUI4	RPC3_HUMAN	POLR3C	DNA-directed RNA polymerase III subunit RPC3	859906
Q9BUJ2	HNRL1_HUMAN	HNRNPUL1	Heterogeneous nuclear ribonucleoprotein U-like protein 1	1.4708e+07
Q9BUK6	MSTO1_HUMAN	MSTO1	Protein misato homolog 1	3.65061e+06
Q9BUL8	PDC10_HUMAN	PDCD10	Programmed cell death protein 10	2.98192e+07
Q9BUL9	RPP25_HUMAN	RPP25	Ribonuclease P protein subunit p25	3.71966e+06
Q9BUM1	G6PC3_HUMAN	G6PC3	Glucose-6-phosphatase 3	794530
Q9BUN8	DERL1_HUMAN	DERL1	Derlin-1	9.86899e+06
Q9BUP0	EFHD1_HUMAN	EFHD1	EF-hand domain-containing protein D1	3.72527e+07
Q9BUP3	HTAI2_HUMAN	HTATIP2	Oxidoreductase HTATIP2	2.2874e+07
Q9BUQ8	DDX23_HUMAN	DDX23	Probable ATP-dependent RNA helicase DDX23	1.4716e+07
Q9BUR4	TCAB1_HUMAN	WRAP53	Telomerase Cajal body protein 1	1.0465e+06
Q9BUR5	MIC26_HUMAN	APOO	MICOS complex subunit MIC26	9.5096e+06
Q9BUT1	BDH2_HUMAN	BDH2	3-hydroxybutyrate dehydrogenase type 2	2.3539e+06
Q9BUZ4	TRAF4_HUMAN	TRAF4	TNF receptor-associated factor 4	459054
Q9BV20	MTNA_HUMAN	MRI1	Methylthioribose-1-phosphate isomerase	1.1035e+07
Q9BV38	WDR18_HUMAN	WDR18	WD repeat-containing protein 18	2.25477e+07
Q9BV40	VAMP8_HUMAN	VAMP8	Vesicle-associated membrane protein 8	1.37711e+07
Q9BV44	THUM3_HUMAN	THUMPD3	THUMP domain-containing protein 3	3.91717e+06
Q9BV57	MTND_HUMAN	ADI1	1,2-dihydroxy-3-keto-5-methylthiopentene dioxygenase	9.6511e+06
Q9BV68	RN126_HUMAN	RNF126	E3 ubiquitin-protein ligase RNF126	5.48237e+06
Q9BV73	CP250_HUMAN	CEP250	Centrosome-associated protein CEP250	997197
Q9BV79	MECR_HUMAN	MECR	Enoyl-[acyl-carrier-protein] reductase, mitochondrial	5.94485e+06
Q9BV81	EMC6_HUMAN	EMC6	ER membrane protein complex subunit 6	1.83924e+06
Q9BV86	NTM1A_HUMAN	NTMT1	N-terminal Xaa-Pro-Lys N-methyltransferase 1	1.09325e+07
Q9BVA1	TBB2B_HUMAN	TUBB2B	Tubulin beta-2B chain	117371
Q9BVC3	DCC1_HUMAN	DSCC1	Sister chromatid cohesion protein DCC1	1.77158e+06
Q9BVC4	LST8_HUMAN	MLST8	Target of rapamycin complex subunit LST8	2.1864e+06
Q9BVC5	ASHWN_HUMAN	C2orf49	Ashwin	3.21584e+06
Q9BVC6	TM109_HUMAN	TMEM109	Transmembrane protein 109	3.71654e+07
Q9BVG8	KIFC3_HUMAN	KIFC3	Kinesin-like protein KIFC3	864317
Q9BVG9	PTSS2_HUMAN	PTDSS2	Phosphatidylserine synthase 2	2.89473e+06
Q9BVI4	NOC4L_HUMAN	NOC4L	Nucleolar complex protein 4 homolog	1.61682e+07
Q9BVJ6	UT14A_HUMAN	UTP14A	U3 small nucleolar RNA-associated protein 14 homolog A	5.77545e+06
Q9BVK6	TMED9_HUMAN	TMED9	Transmembrane emp24 domain-containing protein 9	1.7665e+07
Q9BVL2	NUP58_HUMAN	NUP58	Nucleoporin p58/p45	1.37709e+07
Q9BVM2	DPCD_HUMAN	DPCD	Protein DPCD	3.56534e+06
Q9BVP2	GNL3_HUMAN	GNL3	Guanine nucleotide-binding protein-like 3	3.0589e+07
Q9BVQ7	SPA5L_HUMAN	SPATA5L1	Spermatogenesis-associated protein 5-like protein 1	2.01823e+06
Q9BVS4	RIOK2_HUMAN	RIOK2	Serine/threonine-protein kinase RIO2	1.29869e+06
Q9BVS5	TR61B_HUMAN	TRMT61B	tRNA (adenine(58)-N(1))-methyltransferase, mitochondrial	3.39364e+06
Q9BVT8	TMUB1_HUMAN	TMUB1	Transmembrane and ubiquitin-like domain-containing protein 1	3.26733e+06
Q9BVV7	TIM21_HUMAN	TIMM21	Mitochondrial import inner membrane translocase subunit Tim21	3.87362e+06
Q9BVW5	TIPIN_HUMAN	TIPIN	TIMELESS-interacting protein	2.47805e+06
Q9BW19	KIFC1_HUMAN	KIFC1	Kinesin-like protein KIFC1	4.67774e+06
Q9BW27	NUP85_HUMAN	NUP85	Nuclear pore complex protein Nup85	7.15362e+06
Q9BW60	ELOV1_HUMAN	ELOVL1	Elongation of very long chain fatty acids protein 1	3.86119e+06
Q9BW61	DDA1_HUMAN	DDA1	DET1- and DDB1-associated protein 1	2.2592e+06
Q9BW71	HIRP3_HUMAN	HIRIP3	HIRA-interacting protein 3	4.56831e+06
Q9BW72	HIG2A_HUMAN	HIGD2A	HIG1 domain family member 2A, mitochondrial	2.16987e+06
Q9BW83	IFT27_HUMAN	IFT27	Intraflagellar transport protein 27 homolog	2.81066e+06
Q9BW85	YJU2_HUMAN	YJU2	Splicing factor YJU2	515056
Q9BW91	NUDT9_HUMAN	NUDT9	ADP-ribose pyrophosphatase, mitochondrial	2.46582e+06
Q9BW92	SYTM_HUMAN	TARS2	Threonine--tRNA ligase, mitochondrial	1.46603e+07
Q9BWD1	THIC_HUMAN	ACAT2	Acetyl-CoA acetyltransferase, cytosolic	1.21436e+07
Q9BWE0	REPI1_HUMAN	REPIN1	Replication initiator 1	8.23009e+06
Q9BWF3	RBM4_HUMAN	RBM4	RNA-binding protein 4	5.53802e+07
Q9BWH6	RPAP1_HUMAN	RPAP1	RNA polymerase II-associated protein 1	824092
Q9BWJ5	SF3B5_HUMAN	SF3B5	Splicing factor 3B subunit 5	1.13347e+07
Q9BWM7	SFXN3_HUMAN	SFXN3	Sideroflexin-3	1.088e+07
Q9BWQ6	YIPF2_HUMAN	YIPF2	Protein YIPF2	759179
Q9BWS9	CHID1_HUMAN	CHID1	Chitinase domain-containing protein 1	2.74711e+06
Q9BWU0	NADAP_HUMAN	SLC4A1AP	Kanadaptin	3.60329e+06
Q9BWW4	SSBP3_HUMAN	SSBP3	Single-stranded DNA-binding protein 3	2.00042e+06
Q9BX40	LS14B_HUMAN	LSM14B	Protein LSM14 homolog B	3.1767e+06
Q9BX68	HINT2_HUMAN	HINT2	Histidine triad nucleotide-binding protein 2, mitochondrial	4.23881e+06
Q9BX95	SGPP1_HUMAN	SGPP1	Sphingosine-1-phosphate phosphatase 1	2.05327e+06
Q9BXB4	OSB11_HUMAN	OSBPL11	Oxysterol-binding protein-related protein 11	702775
Q9BXB5	OSB10_HUMAN	OSBPL10	Oxysterol-binding protein-related protein 10	2.88912e+06
Q9BXF6	RFIP5_HUMAN	RAB11FIP5	Rab11 family-interacting protein 5	729875
Q9BXJ9	NAA15_HUMAN	NAA15	N-alpha-acetyltransferase 15, NatA auxiliary subunit	1.36662e+07
Q9BXK1	KLF16_HUMAN	KLF16	Krueppel-like factor 16	1.24827e+06
Q9BXP5	SRRT_HUMAN	SRRT	Serrate RNA effector molecule homolog	2.11522e+07
Q9BXR0	TGT_HUMAN	QTRT1	Queuine tRNA-ribosyltransferase catalytic subunit 1	3.52278e+06
Q9BXS5	AP1M1_HUMAN	AP1M1	AP-1 complex subunit mu-1	9.96723e+06
Q9BXS6	NUSAP_HUMAN	NUSAP1	Nucleolar and spindle-associated protein 1	1.38032e+07
Q9BXV9	GON7_HUMAN	GON7	EKC/KEOPS complex subunit GON7	3.56992e+06
Q9BXW6	OSBL1_HUMAN	OSBPL1A	Oxysterol-binding protein-related protein 1	447577
Q9BXW7	HDHD5_HUMAN	HDHD5	Haloacid dehalogenase-like hydrolase domain-containing 5	9.9477e+06
Q9BXW9	FACD2_HUMAN	FANCD2	Fanconi anemia group D2 protein	1.95874e+06
Q9BXY0	MAK16_HUMAN	MAK16	Protein MAK16 homolog	7.21239e+06
Q9BY32	ITPA_HUMAN	ITPA	Inosine triphosphate pyrophosphatase	2.60796e+07
Q9BY42	RTF2_HUMAN	RTF2	Replication termination factor 2	2.85523e+07
Q9BY43	CHM4A_HUMAN	CHMP4A	Charged multivesicular body protein 4a	2.20131e+07
Q9BY44	EIF2A_HUMAN	EIF2A	Eukaryotic translation initiation factor 2A	1.29647e+07
Q9BY77	PDIP3_HUMAN	POLDIP3	Polymerase delta-interacting protein 3	1.18188e+07
Q9BY89	K1671_HUMAN	KIAA1671	Uncharacterized protein KIAA1671	1.30555e+06
Q9BYC8	RM32_HUMAN	MRPL32	39S ribosomal protein L32, mitochondrial	5.56844e+06
Q9BYC9	RM20_HUMAN	MRPL20	39S ribosomal protein L20, mitochondrial	3.72837e+06
Q9BYD1	RM13_HUMAN	MRPL13	39S ribosomal protein L13, mitochondrial	3.75358e+06
Q9BYD2	RM09_HUMAN	MRPL9	39S ribosomal protein L9, mitochondrial	1.06787e+07
Q9BYD3	RM04_HUMAN	MRPL4	39S ribosomal protein L4, mitochondrial	7.22921e+06
Q9BYD6	RM01_HUMAN	MRPL1	39S ribosomal protein L1, mitochondrial	1.29742e+07
Q9BYG3	MK67I_HUMAN	NIFK	MKI67 FHA domain-interacting nucleolar phosphoprotein	6.34344e+06
Q9BYJ9	YTHD1_HUMAN	YTHDF1	YTH domain-containing family protein 1	7.67223e+06
Q9BYK8	HELZ2_HUMAN	HELZ2	Helicase with zinc finger domain 2	151814
Q9BYN0	SRXN1_HUMAN	SRXN1	Sulfiredoxin-1	5.35772e+06
Q9BYN8	RT26_HUMAN	MRPS26	28S ribosomal protein S26, mitochondrial	1.71079e+07
Q9BYT8	NEUL_HUMAN	NLN	Neurolysin, mitochondrial	3.10353e+06
Q9BYW2	SETD2_HUMAN	SETD2	Histone-lysine N-methyltransferase SETD2	448423
Q9BYX2	TBD2A_HUMAN	TBC1D2	TBC1 domain family member 2A	307594
Q9BZ67	FRMD8_HUMAN	FRMD8	FERM domain-containing protein 8	2.5595e+06
Q9BZ95	NSD3_HUMAN	NSD3	Histone-lysine N-methyltransferase NSD3	1.49435e+06
Q9BZD4	NUF2_HUMAN	NUF2	Kinetochore protein Nuf2	1.1493e+06
Q9BZE1	RM37_HUMAN	MRPL37	39S ribosomal protein L37, mitochondrial	6.28228e+06
Q9BZE4	NOG1_HUMAN	GTPBP4	Nucleolar GTP-binding protein 1	1.89781e+07
Q9BZF1	OSBL8_HUMAN	OSBPL8	Oxysterol-binding protein-related protein 8	4.06179e+06
Q9BZF9	UACA_HUMAN	UACA	Uveal autoantigen with coiled-coil domains and ankyrin repeats	959027
Q9BZG1	RAB34_HUMAN	RAB34	Ras-related protein Rab-34	2.73093e+06
Q9BZG8	DPH1_HUMAN	DPH1	2-(3-amino-3-carboxypropyl)histidine synthase subunit 1	603341
Q9BZH6	WDR11_HUMAN	WDR11	WD repeat-containing protein 11	1.03123e+08
Q9BZI7	REN3B_HUMAN	UPF3B	Regulator of nonsense transcripts 3B	4.18052e+06
Q9BZJ0	CRNL1_HUMAN	CRNKL1	Crooked neck-like protein 1	7.55523e+06
Q9BZK7	TBL1R_HUMAN	TBL1XR1	F-box-like/WD repeat-containing protein TBL1XR1	4.70323e+06
Q9BZL1	UBL5_HUMAN	UBL5	Ubiquitin-like protein 5	3.40356e+06
Q9BZL4	PP12C_HUMAN	PPP1R12C	Protein phosphatase 1 regulatory subunit 12C	1.39326e+06
Q9BZV1	UBXN6_HUMAN	UBXN6	UBX domain-containing protein 6	4.41165e+06
Q9BZX2	UCK2_HUMAN	UCK2	Uridine-cytidine kinase 2	1.14719e+07
Q9BZY9	TRI31_HUMAN	TRIM31	E3 ubiquitin-protein ligase TRIM31	2.731e+06
Q9BZZ5	API5_HUMAN	API5	Apoptosis inhibitor 5	2.50907e+07
Q9C005	DPY30_HUMAN	DPY30	Protein dpy-30 homolog	1.27137e+07
Q9C0A1	ZFHX2_HUMAN	ZFHX2	Zinc finger homeobox protein 2	1.66363e+07
Q9C0B1	FTO_HUMAN	FTO	Alpha-ketoglutarate-dependent dioxygenase FTO	1.13758e+07
Q9C0B5	ZDHC5_HUMAN	ZDHHC5	Palmitoyltransferase ZDHHC5	2.28019e+06
Q9C0B7	TNG6_HUMAN	TANGO6	Transport and Golgi organization protein 6 homolog	1.12058e+06
Q9C0C2	TB182_HUMAN	TNKS1BP1	182 kDa tankyrase-1-binding protein	5.30731e+06
Q9C0C9	UBE2O_HUMAN	UBE2O	(E3-independent) E2 ubiquitin-conjugating enzyme	6.36871e+06
Q9C0D3	ZY11B_HUMAN	ZYG11B	Protein zyg-11 homolog B	1.41389e+06
Q9C0D5	TANC1_HUMAN	TANC1	Protein TANC1	1.73642e+06
Q9C0D9	EPT1_HUMAN	SELENOI	Ethanolaminephosphotransferase 1	2.10866e+06
Q9C0E2	XPO4_HUMAN	XPO4	Exportin-4	4.58581e+06
Q9C0E8	LNP_HUMAN	LNPK	Endoplasmic reticulum junction formation protein lunapark	2.77623e+06
Q9C0F1	CEP44_HUMAN	CEP44	Centrosomal protein of 44 kDa	3.01422e+06
Q9C0I9	LRC27_HUMAN	LRRC27	Leucine-rich repeat-containing protein 27	7.29366e+07
Q9C0J8	WDR33_HUMAN	WDR33	pre-mRNA 3' end processing protein WDR33	4.08457e+06
Q9C0K1	S39A8_HUMAN	SLC39A8	Metal cation symporter ZIP8	1.2272e+06
Q9GPA0				2.43883e+07
Q9GPA1				6.48397e+06
Q9GRY9				1.55703e+07
Q9GRZ1				8.37717e+06
Q9GRZ2				588697
Q9GRZ9				1.81359e+07
Q9GS00	CSN1_CAEEL	csn-1	COP9 signalosome complex subunit 1	1.36128e+06
Q9GUF2				1.57484e+07
Q9GUM1				4.42867e+06
Q9GUM5				1.06819e+06
Q9GUM7	CPLX1_CAEEL	cpx-1	Putative complexin-1	779677
Q9GUP2;U4PBK1;U4PBX5;U4PRN6				1.62285e+06
Q9GYF1	TNNI2_CAEEL	unc-27	Troponin I 2	5.62509e+07
Q9GYI1				3.54666e+07
Q9GYJ9				2.35882e+06
Q9GYK4				846225
Q9GYQ7;W6RQY2				232575
Q9GYS8				1.54388e+07
Q9GZE9	LDP1_CAEEL	ldp-1	Lipid droplet localized protein	1.78157e+07
Q9GZH2	RUVB2_CAEEL	ruvb-2	RuvB-like 2	5.74424e+06
Q9GZH3	IMDH_CAEEL	T22D1.3	Inosine-5'-monophosphate dehydrogenase	1.85393e+07
Q9GZH4	RPN1_CAEEL	ribo-1	Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 1	1.4711e+07
Q9GZH5				1.29336e+07
Q9GZL7	WDR12_HUMAN	WDR12	Ribosome biogenesis protein WDR12	1.61507e+07
Q9GZM5	YIPF3_HUMAN	YIPF3	Protein YIPF3	449130
Q9GZN1	ARP6_HUMAN	ACTR6	Actin-related protein 6	2.02959e+06
Q9GZN8	CT027_HUMAN	C20orf27	UPF0687 protein C20orf27	3.25072e+06
Q9GZP4	PITH1_HUMAN	PITHD1	PITH domain-containing protein 1	6.09656e+06
Q9GZP8	IMUP_HUMAN	IMUP	Immortalization up-regulated protein	1.80996e+06
Q9GZP9	DERL2_HUMAN	DERL2	Derlin-2	346386
Q9GZQ3	COMD5_HUMAN	COMMD5	COMM domain-containing protein 5	1.29771e+06
Q9GZR2	REXO4_HUMAN	REXO4	RNA exonuclease 4	4.91039e+06
Q9GZR7	DDX24_HUMAN	DDX24	ATP-dependent RNA helicase DDX24	4.65843e+06
Q9GZS1	RPA49_HUMAN	POLR1E	DNA-directed RNA polymerase I subunit RPA49	6.95639e+06
Q9GZS3	WDR61_HUMAN	WDR61	WD repeat-containing protein 61	1.25826e+07
Q9GZT3	SLIRP_HUMAN	SLIRP	SRA stem-loop-interacting RNA-binding protein, mitochondrial	1.17229e+07
Q9GZT6	CC90B_HUMAN	CCDC90B	Coiled-coil domain-containing protein 90B, mitochondrial	388711
