Protein.Group	Protein.Names	Genes	First.Protein.Description	D:\LZW\Guomics\MS-BERT\Benchmark\fdrs_DIANN19\mzML_new\GUI\HYC\MP-LFC-MS1var-OT-S1-120kMS1_MHRM_R03.mzML
Q8NEU8	DP13B_HUMAN	APPL2	DCC-interacting protein 13-beta	445668
Q8NEW0	ZNT7_HUMAN	SLC30A7	Zinc transporter 7	1.80638e+06
Q8NEY8	PPHLN_HUMAN	PPHLN1	Periphilin-1	6.62512e+06
Q8NEZ4	KMT2C_HUMAN	KMT2C	Histone-lysine N-methyltransferase 2C	1.21117e+08
Q8NEZ5	FBX22_HUMAN	FBXO22	F-box only protein 22	5.50857e+06
Q8NF37	PCAT1_HUMAN	LPCAT1	Lysophosphatidylcholine acyltransferase 1	1.15022e+07
Q8NFC6	BD1L1_HUMAN	BOD1L1	Biorientation of chromosomes in cell division protein 1-like 1	5.22324e+06
Q8NFF5	FAD1_HUMAN	FLAD1	FAD synthase	3.11709e+06
Q8NFH3	NUP43_HUMAN	NUP43	Nucleoporin Nup43	1.56159e+07
Q8NFH4	NUP37_HUMAN	NUP37	Nucleoporin Nup37	8.30076e+06
Q8NFH5	NUP35_HUMAN	NUP35	Nucleoporin NUP35	5.60324e+06
Q8NFI3	ENASE_HUMAN	ENGASE	Cytosolic endo-beta-N-acetylglucosaminidase	3.89113e+06
Q8NFJ5	RAI3_HUMAN	GPRC5A	Retinoic acid-induced protein 3	3.2291e+07
Q8NFP7	NUD10_HUMAN	NUDT10	Diphosphoinositol polyphosphate phosphohydrolase 3-alpha	2.47966e+06
Q8NFP9	NBEA_HUMAN	NBEA	Neurobeachin	950850
Q8NFQ8	TOIP2_HUMAN	TOR1AIP2	Torsin-1A-interacting protein 2	4.14646e+06
Q8NFV4	ABHDB_HUMAN	ABHD11	Protein ABHD11	692392
Q8NFW8	NEUA_HUMAN	CMAS	N-acylneuraminate cytidylyltransferase	4.62676e+06
Q8NG31	KNL1_HUMAN	KNL1	Kinetochore scaffold 1	2.41805e+06
Q8NHH9	ATLA2_HUMAN	ATL2	Atlastin-2	5.78935e+06
Q8NHM5	KDM2B_HUMAN	KDM2B	Lysine-specific demethylase 2B	7.987e+06
Q8NHP6	MSPD2_HUMAN	MOSPD2	Motile sperm domain-containing protein 2	2.72261e+06
Q8NHP8	PLBL2_HUMAN	PLBD2	Putative phospholipase B-like 2	3.04767e+06
Q8NHQ9	DDX55_HUMAN	DDX55	ATP-dependent RNA helicase DDX55	2.82742e+06
Q8NHV4	NEDD1_HUMAN	NEDD1	Protein NEDD1	479733
Q8NHZ8	CDC26_HUMAN	CDC26	Anaphase-promoting complex subunit CDC26	1.35726e+06
Q8NI08	NCOA7_HUMAN	NCOA7	Nuclear receptor coactivator 7	1.14205e+06
Q8NI22	MCFD2_HUMAN	MCFD2	Multiple coagulation factor deficiency protein 2	3.61811e+06
Q8NI27	THOC2_HUMAN	THOC2	THO complex subunit 2	7.68993e+06
Q8NI36	WDR36_HUMAN	WDR36	WD repeat-containing protein 36	1.19923e+07
Q8NI60	COQ8A_HUMAN	COQ8A	Atypical kinase COQ8A, mitochondrial	3.04577e+06
Q8NI77	KI18A_HUMAN	KIF18A	Kinesin-like protein KIF18A	353888
Q8T3D2				7.54526e+06
Q8TAD8	SNIP1_HUMAN	SNIP1	Smad nuclear-interacting protein 1	2.11098e+06
Q8TAE8	G45IP_HUMAN	GADD45GIP1	Growth arrest and DNA damage-inducible proteins-interacting protein 1	2.98466e+06
Q8TAF3	WDR48_HUMAN	WDR48	WD repeat-containing protein 48	2.52566e+06
Q8TAG9	EXOC6_HUMAN	EXOC6	Exocyst complex component 6	1.89411e+06
Q8TAQ2	SMRC2_HUMAN	SMARCC2	SWI/SNF complex subunit SMARCC2	2.86014e+07
Q8TAT6	NPL4_HUMAN	NPLOC4	Nuclear protein localization protein 4 homolog	4.28179e+06
Q8TB03	CX038_HUMAN	CXorf38	Uncharacterized protein CXorf38	1.70096e+06
Q8TB37	NUBPL_HUMAN	NUBPL	Iron-sulfur protein NUBPL	1.755e+06
Q8TB45	DPTOR_HUMAN	DEPTOR	DEP domain-containing mTOR-interacting protein	164340
Q8TB61	S35B2_HUMAN	SLC35B2	Adenosine 3'-phospho 5'-phosphosulfate transporter 1	2.82096e+06
Q8TB72	PUM2_HUMAN	PUM2	Pumilio homolog 2	1.32657e+07
Q8TBB5	KLDC4_HUMAN	KLHDC4	Kelch domain-containing protein 4	4.59898e+06
Q8TBC4	UBA3_HUMAN	UBA3	NEDD8-activating enzyme E1 catalytic subunit	7.78014e+06
Q8TBE9	NANP_HUMAN	NANP	N-acylneuraminate-9-phosphatase	566049
Q8TBF4	ZCRB1_HUMAN	ZCRB1	Zinc finger CCHC-type and RNA-binding motif-containing protein 1	2.0349e+06
Q8TBP6	S2540_HUMAN	SLC25A40	Solute carrier family 25 member 40	537163
Q8TBQ9	KISHA_HUMAN	TMEM167A	Protein kish-A	6.41842e+06
Q8TBX8	PI42C_HUMAN	PIP4K2C	Phosphatidylinositol 5-phosphate 4-kinase type-2 gamma	4.10535e+06
Q8TC07	TBC15_HUMAN	TBC1D15	TBC1 domain family member 15	7.02892e+06
Q8TC12	RDH11_HUMAN	RDH11	Retinol dehydrogenase 11	1.16797e+07
Q8TCC3	RM30_HUMAN	MRPL30	39S ribosomal protein L30, mitochondrial	7.17771e+06
Q8TCD5	NT5C_HUMAN	NT5C	5'(3')-deoxyribonucleotidase, cytosolic type	2.38708e+06
Q8TCG1	CIP2A_HUMAN	CIP2A	Protein CIP2A	806289
Q8TCJ2	STT3B_HUMAN	STT3B	Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit STT3B	5.41591e+06
Q8TCS8	PNPT1_HUMAN	PNPT1	Polyribonucleotide nucleotidyltransferase 1, mitochondrial	9.91319e+06
Q8TCT9	HM13_HUMAN	HM13	Minor histocompatibility antigen H13	1.44949e+07
Q8TCY9	URGCP_HUMAN	URGCP	Up-regulator of cell proliferation	186709
Q8TCZ2	C99L2_HUMAN	CD99L2	CD99 antigen-like protein 2	1.61136e+06
Q8TD08	MK15_HUMAN	MAPK15	Mitogen-activated protein kinase 15	1.94741e+07
Q8TD16	BICD2_HUMAN	BICD2	Protein bicaudal D homolog 2	1.41406e+06
Q8TD19	NEK9_HUMAN	NEK9	Serine/threonine-protein kinase Nek9	3.61654e+06
Q8TDD1	DDX54_HUMAN	DDX54	ATP-dependent RNA helicase DDX54	6.7941e+06
Q8TDM6	DLG5_HUMAN	DLG5	Disks large homolog 5	1.87831e+06
Q8TDN6	BRX1_HUMAN	BRIX1	Ribosome biogenesis protein BRX1 homolog	3.63711e+07
Q8TDP1	RNH2C_HUMAN	RNASEH2C	Ribonuclease H2 subunit C	4.16102e+06
Q8TDQ7	GNPI2_HUMAN	GNPDA2	Glucosamine-6-phosphate isomerase 2	385823
Q8TDX7	NEK7_HUMAN	NEK7	Serine/threonine-protein kinase Nek7	1.28161e+06
Q8TE02	ELP5_HUMAN	ELP5	Elongator complex protein 5	1.28584e+06
Q8TEA8	DTD1_HUMAN	DTD1	D-aminoacyl-tRNA deacylase 1	4.30893e+06
Q8TED0	UTP15_HUMAN	UTP15	U3 small nucleolar RNA-associated protein 15 homolog	9.25556e+06
Q8TED1	GPX8_HUMAN	GPX8	Probable glutathione peroxidase 8	1.9273e+06
Q8TEM1	PO210_HUMAN	NUP210	Nuclear pore membrane glycoprotein 210	1.10302e+07
Q8TEQ6	GEMI5_HUMAN	GEMIN5	Gem-associated protein 5	1.04152e+07
Q8TEU7	RPGF6_HUMAN	RAPGEF6	Rap guanine nucleotide exchange factor 6	3.26152e+06
Q8TEX9	IPO4_HUMAN	IPO4	Importin-4	1.31599e+07
Q8TF01	PNISR_HUMAN	PNISR	Arginine/serine-rich protein PNISR	4.93889e+06
Q8TF05	PP4R1_HUMAN	PPP4R1	Serine/threonine-protein phosphatase 4 regulatory subunit 1	1.86883e+06
Q8TF65	GIPC2_HUMAN	GIPC2	PDZ domain-containing protein GIPC2	1.3058e+06
Q8TF68	ZN384_HUMAN	ZNF384	Zinc finger protein 384	2.715e+06
Q8TF72	SHRM3_HUMAN	SHROOM3	Protein Shroom3	1.17425e+07
Q8TF74	WIPF2_HUMAN	WIPF2	WAS/WASL-interacting protein family member 2	1.32156e+06
Q8TF76	HASP_HUMAN	HASPIN	Serine/threonine-protein kinase haspin	701258
Q8TGU7	YB126_YEAST	YBR126W-A	Uncharacterized protein YBR126W-A	1.74139e+06
Q8WQA8				1.76766e+08
Q8WTL6				2.92949e+06
Q8WTM6	ARPC2_CAEEL	arx-4	Probable actin-related protein 2/3 complex subunit 2	1.56866e+06
Q8WTR2	DUS19_HUMAN	DUSP19	Dual specificity protein phosphatase 19	3.96434e+08
Q8WTS6	SETD7_HUMAN	SETD7	Histone-lysine N-methyltransferase SETD7	6.26706e+06
Q8WTT2	NOC3L_HUMAN	NOC3L	Nucleolar complex protein 3 homolog	1.01111e+07
Q8WTV0	SCRB1_HUMAN	SCARB1	Scavenger receptor class B member 1	9.30312e+06
Q8WU76	SCFD2_HUMAN	SCFD2	Sec1 family domain-containing protein 2	1.1812e+06
Q8WU79	SMAP2_HUMAN	SMAP2	Stromal membrane-associated protein 2	3.9206e+06
Q8WU90	ZC3HF_HUMAN	ZC3H15	Zinc finger CCCH domain-containing protein 15	1.18848e+07
Q8WUA2	PPIL4_HUMAN	PPIL4	Peptidyl-prolyl cis-trans isomerase-like 4	2.9766e+06
Q8WUA4	TF3C2_HUMAN	GTF3C2	General transcription factor 3C polypeptide 2	3.4018e+06
Q8WUB8	PHF10_HUMAN	PHF10	PHD finger protein 10	3.66516e+06
Q8WUD4	CCD12_HUMAN	CCDC12	Coiled-coil domain-containing protein 12	4.72826e+06
Q8WUF5	IASPP_HUMAN	PPP1R13L	RelA-associated inhibitor	2.37683e+06
Q8WUH2	TGFA1_HUMAN	TGFBRAP1	Transforming growth factor-beta receptor-associated protein 1	241982
Q8WUH6	TM263_HUMAN	TMEM263	Transmembrane protein 263	1.09804e+06
Q8WUI4	HDAC7_HUMAN	HDAC7	Histone deacetylase 7	1.99663e+08
Q8WUK0	PTPM1_HUMAN	PTPMT1	Phosphatidylglycerophosphatase and protein-tyrosine phosphatase 1	932096
Q8WUM0	NU133_HUMAN	NUP133	Nuclear pore complex protein Nup133	6.69982e+06
Q8WUM4	PDC6I_HUMAN	PDCD6IP	Programmed cell death 6-interacting protein	2.64321e+07
Q8WUQ7	CATIN_HUMAN	CACTIN	Cactin	1.12196e+06
Q8WUR7	CO040_HUMAN	C15orf40	UPF0235 protein C15orf40	5.20367e+06
Q8WUU5	GATD1_HUMAN	GATAD1	GATA zinc finger domain-containing protein 1	164843
Q8WUW1	BRK1_HUMAN	BRK1	Protein BRICK1	4.30241e+06
Q8WUX1	S38A5_HUMAN	SLC38A5	Sodium-coupled neutral amino acid transporter 5	1.52446e+07
Q8WUX2	CHAC2_HUMAN	CHAC2	Glutathione-specific gamma-glutamylcyclotransferase 2	3.85436e+06
Q8WUX9	CHMP7_HUMAN	CHMP7	Charged multivesicular body protein 7	4.8723e+06
Q8WUY1	THEM6_HUMAN	THEM6	Protein THEM6	9.27502e+06
Q8WV41	SNX33_HUMAN	SNX33	Sorting nexin-33	585712
Q8WV74	NUDT8_HUMAN	NUDT8	Nucleoside diphosphate-linked moiety X motif 8	437911
Q8WVB6	CTF18_HUMAN	CHTF18	Chromosome transmission fidelity protein 18 homolog	6.11324e+06
Q8WVC0	LEO1_HUMAN	LEO1	RNA polymerase-associated protein LEO1	4.13994e+06
Q8WVJ2	NUDC2_HUMAN	NUDCD2	NudC domain-containing protein 2	2.07828e+07
Q8WVM0	TFB1M_HUMAN	TFB1M	Dimethyladenosine transferase 1, mitochondrial	2.25807e+06
Q8WVM7	STAG1_HUMAN	STAG1	Cohesin subunit SA-1	775865
Q8WVM8	SCFD1_HUMAN	SCFD1	Sec1 family domain-containing protein 1	5.2599e+06
Q8WVT3	TPC12_HUMAN	TRAPPC12	Trafficking protein particle complex subunit 12	569554
Q8WVV9	HNRLL_HUMAN	HNRNPLL	Heterogeneous nuclear ribonucleoprotein L-like	8.33869e+07
Q8WVX9	FACR1_HUMAN	FAR1	Fatty acyl-CoA reductase 1	1.99846e+06
Q8WVY7	UBCP1_HUMAN	UBLCP1	Ubiquitin-like domain-containing CTD phosphatase 1	7.72849e+06
Q8WVZ9	KBTB7_HUMAN	KBTBD7	Kelch repeat and BTB domain-containing protein 7	689902
Q8WW01	SEN15_HUMAN	TSEN15	tRNA-splicing endonuclease subunit Sen15	1.91159e+06
Q8WW12	PCNP_HUMAN	PCNP	PEST proteolytic signal-containing nuclear protein	2.94706e+07
Q8WW22	DNJA4_HUMAN	DNAJA4	DnaJ homolog subfamily A member 4	7.67224e+06
Q8WW59	SPRY4_HUMAN	SPRYD4	SPRY domain-containing protein 4	4.12581e+06
Q8WWC4	MAIP1_HUMAN	MAIP1	m-AAA protease-interacting protein 1, mitochondrial	4.51074e+06
Q8WWH5	TRUB1_HUMAN	TRUB1	Probable tRNA pseudouridine synthase 1	4.17362e+06
Q8WWI1	LMO7_HUMAN	LMO7	LIM domain only protein 7	1.52962e+07
Q8WWI5	CTL1_HUMAN	SLC44A1	Choline transporter-like protein 1	2.30017e+06
Q8WWK9	CKAP2_HUMAN	CKAP2	Cytoskeleton-associated protein 2	2.9211e+06
Q8WWM7	ATX2L_HUMAN	ATXN2L	Ataxin-2-like protein	1.37954e+07
Q8WWQ0	PHIP_HUMAN	PHIP	PH-interacting protein	6.4232e+06
Q8WWV3	RT4I1_HUMAN	RTN4IP1	Reticulon-4-interacting protein 1, mitochondrial	3.91248e+06
Q8WWY3	PRP31_HUMAN	PRPF31	U4/U6 small nuclear ribonucleoprotein Prp31	1.20822e+07
Q8WX92	NELFB_HUMAN	NELFB	Negative elongation factor B	1.45539e+07
Q8WX93	PALLD_HUMAN	PALLD	Palladin	1.20511e+07
Q8WXA9	SREK1_HUMAN	SREK1	Splicing regulatory glutamine/lysine-rich protein 1	1.13695e+07
Q8WXD5	GEMI6_HUMAN	GEMIN6	Gem-associated protein 6	2.8938e+06
Q8WXE1	ATRIP_HUMAN	ATRIP	ATR-interacting protein	3.10372e+06
Q8WXF1	PSPC1_HUMAN	PSPC1	Paraspeckle component 1	3.44392e+06
Q8WXG6	MADD_HUMAN	MADD	MAP kinase-activating death domain protein	1.48091e+06
Q8WXH0	SYNE2_HUMAN	SYNE2	Nesprin-2	1.15346e+06
Q8WXI7	MUC16_HUMAN	MUC16	Mucin-16	9.71334e+06
Q8WXI9	P66B_HUMAN	GATAD2B	Transcriptional repressor p66-beta	4.68178e+06
Q8WXX5	DNJC9_HUMAN	DNAJC9	DnaJ homolog subfamily C member 9	1.33974e+07
Q8WY22	BRI3B_HUMAN	BRI3BP	BRI3-binding protein	7.5846e+06
Q8WY36	BBX_HUMAN	BBX	HMG box transcription factor BBX	2.46106e+06
Q8WYA0	IFT81_HUMAN	IFT81	Intraflagellar transport protein 81 homolog	2.46494e+07
Q8WYA6	CTBL1_HUMAN	CTNNBL1	Beta-catenin-like protein 1	8.35189e+06
Q8WYP5	ELYS_HUMAN	AHCTF1	Protein ELYS	3.2052e+06
Q8WZ42	TITIN_HUMAN	TTN	Titin	4.94375e+07
Q8WZ82	OVCA2_HUMAN	OVCA2	Esterase OVCA2	2.08508e+06
Q8WZA0	LZIC_HUMAN	LZIC	Protein LZIC	9.33107e+06
Q92466	DDB2_HUMAN	DDB2	DNA damage-binding protein 2	6.57552e+06
Q92478	CLC2B_HUMAN	CLEC2B	C-type lectin domain family 2 member B	5.62715e+06
Q92499	DDX1_HUMAN	DDX1	ATP-dependent RNA helicase DDX1	1.95501e+07
Q92504	S39A7_HUMAN	SLC39A7	Zinc transporter SLC39A7	5.78455e+06
Q92506	DHB8_HUMAN	HSD17B8	Estradiol 17-beta-dehydrogenase 8	4.09658e+06
Q92520	FAM3C_HUMAN	FAM3C	Protein FAM3C	1.05654e+06
Q92522	H1X_HUMAN	H1-10	Histone H1.10	9.07345e+07
Q92530	PSMF1_HUMAN	PSMF1	Proteasome inhibitor PI31 subunit	3.45411e+06
Q92536	YLAT2_HUMAN	SLC7A6	Y+L amino acid transporter 2	331442
Q92538	GBF1_HUMAN	GBF1	Golgi-specific brefeldin A-resistance guanine nucleotide exchange factor 1	1.49712e+06
Q92541	RTF1_HUMAN	RTF1	RNA polymerase-associated protein RTF1 homolog	2.40538e+07
Q92542	NICA_HUMAN	NCSTN	Nicastrin	6.07182e+06
Q92544	TM9S4_HUMAN	TM9SF4	Transmembrane 9 superfamily member 4	4.51122e+06
Q92547	TOPB1_HUMAN	TOPBP1	DNA topoisomerase 2-binding protein 1	1.46931e+06
Q92551	IP6K1_HUMAN	IP6K1	Inositol hexakisphosphate kinase 1	1.1739e+06
Q92552	RT27_HUMAN	MRPS27	28S ribosomal protein S27, mitochondrial	6.2927e+06
Q92562	FIG4_HUMAN	FIG4	Polyphosphoinositide phosphatase	5.35602e+07
Q92572	AP3S1_HUMAN	AP3S1	AP-3 complex subunit sigma-1	4.09839e+06
Q92574	TSC1_HUMAN	TSC1	Hamartin	119298
Q92575	UBXN4_HUMAN	UBXN4	UBX domain-containing protein 4	4.96878e+06
Q92576	PHF3_HUMAN	PHF3	PHD finger protein 3	2.76402e+06
Q92597	NDRG1_HUMAN	NDRG1	Protein NDRG1	6.75027e+07
Q92598	HS105_HUMAN	HSPH1	Heat shock protein 105 kDa	2.58844e+07
Q92599	SEPT8_HUMAN	SEPTIN8	Septin-8	4.94895e+06
Q92600	CNOT9_HUMAN	CNOT9	CCR4-NOT transcription complex subunit 9	6.76298e+06
Q92604	LGAT1_HUMAN	LPGAT1	Acyl-CoA:lysophosphatidylglycerol acyltransferase 1	459242
Q92609	TBCD5_HUMAN	TBC1D5	TBC1 domain family member 5	3.38623e+06
Q92610	ZN592_HUMAN	ZNF592	Zinc finger protein 592	1.9178e+06
Q92614	MY18A_HUMAN	MYO18A	Unconventional myosin-XVIIIa	2.6997e+06
Q92615	LAR4B_HUMAN	LARP4B	La-related protein 4B	2.96665e+06
Q92616	GCN1_HUMAN	GCN1	eIF-2-alpha kinase activator GCN1	1.32308e+07
Q92618	ZN516_HUMAN	ZNF516	Zinc finger protein 516	317126
Q92620	PRP16_HUMAN	DHX38	Pre-mRNA-splicing factor ATP-dependent RNA helicase PRP16	6.16997e+06
Q92621	NU205_HUMAN	NUP205	Nuclear pore complex protein Nup205	9.31875e+06
Q92625	ANS1A_HUMAN	ANKS1A	Ankyrin repeat and SAM domain-containing protein 1A	1.54889e+07
Q92643	GPI8_HUMAN	PIGK	GPI-anchor transamidase	1.42383e+07
Q92665	RT31_HUMAN	MRPS31	28S ribosomal protein S31, mitochondrial	4.24731e+06
Q92667	AKAP1_HUMAN	AKAP1	A-kinase anchor protein 1, mitochondrial	2.57014e+06
Q92685	ALG3_HUMAN	ALG3	Dol-P-Man:Man(5)GlcNAc(2)-PP-Dol alpha-1,3-mannosyltransferase	1.997e+06
Q92688	AN32B_HUMAN	ANP32B	Acidic leucine-rich nuclear phosphoprotein 32 family member B	1.52936e+08
Q92696	PGTA_HUMAN	RABGGTA	Geranylgeranyl transferase type-2 subunit alpha	2.21385e+08
Q92733	PRCC_HUMAN	PRCC	Proline-rich protein PRCC	4.9788e+06
Q92734	TFG_HUMAN	TFG	Protein TFG	2.6911e+07
Q92743	HTRA1_HUMAN	HTRA1	Serine protease HTRA1	116157
Q92747	ARC1A_HUMAN	ARPC1A	Actin-related protein 2/3 complex subunit 1A	4.47346e+06
Q92754	AP2C_HUMAN	TFAP2C	Transcription factor AP-2 gamma	471082
Q92759	TF2H4_HUMAN	GTF2H4	General transcription factor IIH subunit 4	1.73348e+06
Q92766	RREB1_HUMAN	RREB1	Ras-responsive element-binding protein 1	852981
Q92769	HDAC2_HUMAN	HDAC2	Histone deacetylase 2	2.9236e+07
Q92783	STAM1_HUMAN	STAM	Signal transducing adapter molecule 1	2.44316e+06
Q92785	REQU_HUMAN	DPF2	Zinc finger protein ubi-d4	1.62921e+06
Q92793	CBP_HUMAN	CREBBP	CREB-binding protein	2.04283e+06
Q92796	DLG3_HUMAN	DLG3	Disks large homolog 3	5.31323e+06
Q92797	SYMPK_HUMAN	SYMPK	Symplekin	2.12862e+07
Q92800	EZH1_HUMAN	EZH1	Histone-lysine N-methyltransferase EZH1	1.57376e+06
Q92804	RBP56_HUMAN	TAF15	TATA-binding protein-associated factor 2N	5.71858e+07
Q92817	EVPL_HUMAN	EVPL	Envoplakin	1.83493e+06
Q92820	GGH_HUMAN	GGH	Gamma-glutamyl hydrolase	3.15491e+06
Q92841	DDX17_HUMAN	DDX17	Probable ATP-dependent RNA helicase DDX17	1.69084e+08
Q92878	RAD50_HUMAN	RAD50	DNA repair protein RAD50	7.36178e+07
Q92879	CELF1_HUMAN	CELF1	CUGBP Elav-like family member 1	1.25316e+07
Q92882	OSTF1_HUMAN	OSTF1	Osteoclast-stimulating factor 1	5.82812e+06
Q92887	MRP2_HUMAN	ABCC2	Canalicular multispecific organic anion transporter 1	1.65839e+06
Q92888	ARHG1_HUMAN	ARHGEF1	Rho guanine nucleotide exchange factor 1	4.72066e+06
Q92889	XPF_HUMAN	ERCC4	DNA repair endonuclease XPF	2.07901e+06
Q92890	UFD1_HUMAN	UFD1	Ubiquitin recognition factor in ER-associated degradation protein 1	4.13713e+06
Q92896	GSLG1_HUMAN	GLG1	Golgi apparatus protein 1	4.37457e+06
Q92900	RENT1_HUMAN	UPF1	Regulator of nonsense transcripts 1	2.39889e+07
Q92905	CSN5_HUMAN	COPS5	COP9 signalosome complex subunit 5	7.83619e+06
Q92917	GPKOW_HUMAN	GPKOW	G-patch domain and KOW motifs-containing protein	1.67302e+07
Q92922	SMRC1_HUMAN	SMARCC1	SWI/SNF complex subunit SMARCC1	4.54538e+07
Q92925	SMRD2_HUMAN	SMARCD2	SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily D member 2	2.38573e+06
Q92930	RAB8B_HUMAN	RAB8B	Ras-related protein Rab-8B	3.22955e+06
Q92934	BAD_HUMAN	BAD	Bcl2-associated agonist of cell death	121706
Q92945	FUBP2_HUMAN	KHSRP	Far upstream element-binding protein 2	5.05288e+07
Q92947	GCDH_HUMAN	GCDH	Glutaryl-CoA dehydrogenase, mitochondrial	3.27138e+06
Q92954	PRG4_HUMAN	PRG4	Proteoglycan 4	729574
Q92963	RIT1_HUMAN	RIT1	GTP-binding protein Rit1	88083.9
Q92973	TNPO1_HUMAN	TNPO1	Transportin-1	3.37139e+07
Q92974	ARHG2_HUMAN	ARHGEF2	Rho guanine nucleotide exchange factor 2	4.91533e+06
Q92979	NEP1_HUMAN	EMG1	Ribosomal RNA small subunit methyltransferase NEP1	3.35992e+07
Q92989	CLP1_HUMAN	CLP1	Polyribonucleotide 5'-hydroxyl-kinase Clp1	3.31603e+06
Q92990	GLMN_HUMAN	GLMN	Glomulin	1.17196e+06
Q93008	USP9X_HUMAN	USP9X	Probable ubiquitin carboxyl-terminal hydrolase FAF-X	6.24243e+06
Q93009	UBP7_HUMAN	USP7	Ubiquitin carboxyl-terminal hydrolase 7	1.94538e+07
Q93034	CUL5_HUMAN	CUL5	Cullin-5	1.20876e+06
Q93045	STMN2_HUMAN	STMN2	Stathmin-2	7.48539e+07
Q93050	VPP1_HUMAN	ATP6V0A1	V-type proton ATPase 116 kDa subunit a1	2.35874e+06
Q93052	LPP_HUMAN	LPP	Lipoma-preferred partner	7.0333e+06
Q93062	RBPMS_HUMAN	RBPMS	RNA-binding protein with multiple splicing	314642
Q93074	MED12_HUMAN	MED12	Mediator of RNA polymerase II transcription subunit 12	1.01247e+06
Q93077	H2A1C_HUMAN	H2AC6	Histone H2A type 1-C	3.41109e+09
Q93096	TP4A1_HUMAN	PTP4A1	Protein tyrosine phosphatase type IVA 1	5.53268e+06
Q93100	KPBB_HUMAN	PHKB	Phosphorylase b kinase regulatory subunit beta	6.13683e+06
Q93168				6.56074e+06
Q93204				4.28227e+06
Q93233				426390
Q93235	AT1B1_CAEEL	nkb-1	Sodium/potassium-transporting ATPase subunit beta-1	6.81214e+06
Q93244	CYSK1_CAEEL	cysl-1	Cysteine synthase 1	4.57453e+06
Q93315				6.27756e+06
Q93338				1.08739e+06
Q93353	IDH3B_CAEEL	idhb-1	Probable isocitrate dehydrogenase [NAD] subunit beta, mitochondrial	1.32058e+07
Q93454	RAE1_CAEEL	rae-1	mRNA export factor rae-1	3.98847e+07
Q93459	NUBP1_CAEEL	nubp-1	Cytosolic Fe-S cluster assembly factor NUBP1 homolog	4.34171e+06
Q93535				2.20035e+06
Q93540				2.66294e+06
Q93545				5.93424e+06
Q93565				2.29428e+06
Q93568				750235
Q93572	RLA0_CAEEL	rla-0	60S acidic ribosomal protein P0	1.30051e+08
Q93573	TCTP_CAEEL	tct-1	Translationally-controlled tumor protein homolog	6.18491e+07
Q93576				1.49289e+08
Q93594	NCBP2_CAEEL	ncbp-2	Nuclear cap-binding protein subunit 2	1.62364e+06
Q93615	ETFA_CAEEL	F27D4.1	Probable electron transfer flavoprotein subunit alpha, mitochondrial	4.6187e+07
Q93618	ZC3HF_CAEEL	F27D4.4	Zinc finger CCCH domain-containing protein 15 homolog	6.9904e+06
Q93619				9.81695e+06
Q93637				2.03267e+06
Q93714	IDH3A_CAEEL	idha-1	Probable isocitrate dehydrogenase [NAD] subunit alpha, mitochondrial	2.27805e+07
Q93716				2.49447e+06
Q93761	YXEK_CAEEL	F53C11.3	Uncharacterized oxidoreductase F53C11.3	3.38855e+06
Q93778				1.22296e+06
Q93805				3.42125e+06
Q93831				3.91446e+07
Q93841	PLC1_CAEEL	acl-1	Putative 1-acyl-sn-glycerol-3-phosphate acyltransferase acl-1	2.23064e+07
Q93873	NDUS2_CAEEL	gas-1	Probable NADH dehydrogenase [ubiquinone] iron-sulfur protein 2, mitochondrial	4.80135e+06
Q93931				1.1347e+06
Q93934				3.58464e+07
Q94010				521920
Q94053	MSP78_CAEEL	msp-78	Major sperm protein 78	3.12606e+06
Q94055				1.2517e+06
Q94148	RAB10_CAEEL	rab-10	Ras-related protein Rab-10	8.40591e+06
Q94207				3.22231e+06
Q94216				811289
Q94218	UFSP_CAEEL	odr-8	Ufm1-specific protease	765280
Q94230				1.31163e+07
Q94231	ARF11_CAEEL	arf-1.1	ADP-ribosylation factor 1-like 1	1.04961e+06
Q94246;Q94247				1.51491e+07
Q94261	EIF3M_CAEEL	cif-1	COP9/Signalosome and eIF3 complex-shared subunit 1	4.25515e+06
Q94269				4.14207e+07
Q94271				684961
Q94272				9.95634e+06
Q94300	RL111_CAEEL	rpl-11.1	60S ribosomal protein L11-1	3.12028e+07
Q94360	NDUS7_CAEEL	nduf-7	Probable NADH dehydrogenase [ubiquinone] iron-sulfur protein 7, mitochondrial	7.75484e+06
Q94416				527234
Q94417	CLC91_CAEEL	clec-91	C-type lectin domain-containing protein 91	2.46767e+06
Q95005	PSA7_CAEEL	pas-4	Proteasome subunit alpha type-7	2.0792e+07
Q95008	PSA5_CAEEL	pas-5	Proteasome subunit alpha type-5	1.70432e+07
Q95017	UBC9_CAEEL	ubc-9	SUMO-conjugating enzyme UBC9	601280
Q95PX7;Q95PX8				2.35982e+06
Q95PY8				1.2254e+06
Q95PZ1				1.14061e+07
Q95PZ7				2.70635e+06
Q95Q11	RT07_CAEEL	mrps-7	28S ribosomal protein S7, mitochondrial	1.67253e+06
Q95Q34	RIOK2_CAEEL	riok-2	Serine/threonine-protein kinase RIO2	148336
Q95Q68				2.34978e+06
Q95QC2				2.04754e+06
Q95QL2				473318
Q95QL3				1.3101e+06
Q95QQ4				6.71005e+06
