Protein.Group	Protein.Names	Genes	First.Protein.Description	D:\LZW\Guomics\MS-BERT\Benchmark\fdrs_DIANN19\mzML_new\GUI\HYC\MP-LFC-MS1var-OT-S1-120kMS1_MHRM_R01.mzML
Q92954	PRG4_HUMAN	PRG4	Proteoglycan 4	821593
Q92963	RIT1_HUMAN	RIT1	GTP-binding protein Rit1	79127.3
Q92973	TNPO1_HUMAN	TNPO1	Transportin-1	4.84142e+07
Q92974	ARHG2_HUMAN	ARHGEF2	Rho guanine nucleotide exchange factor 2	6.29602e+06
Q92979	NEP1_HUMAN	EMG1	Ribosomal RNA small subunit methyltransferase NEP1	4.33602e+07
Q92989	CLP1_HUMAN	CLP1	Polyribonucleotide 5'-hydroxyl-kinase Clp1	4.30676e+06
Q92990	GLMN_HUMAN	GLMN	Glomulin	1.13306e+06
Q92995	UBP13_HUMAN	USP13	Ubiquitin carboxyl-terminal hydrolase 13	5.36094e+06
Q93008	USP9X_HUMAN	USP9X	Probable ubiquitin carboxyl-terminal hydrolase FAF-X	6.3383e+06
Q93009	UBP7_HUMAN	USP7	Ubiquitin carboxyl-terminal hydrolase 7	3.24156e+07
Q93034	CUL5_HUMAN	CUL5	Cullin-5	1.57281e+06
Q93045	STMN2_HUMAN	STMN2	Stathmin-2	9.84561e+07
Q93050	VPP1_HUMAN	ATP6V0A1	V-type proton ATPase 116 kDa subunit a1	3.16571e+06
Q93052	LPP_HUMAN	LPP	Lipoma-preferred partner	7.36481e+06
Q93062	RBPMS_HUMAN	RBPMS	RNA-binding protein with multiple splicing	1.19233e+06
Q93074	MED12_HUMAN	MED12	Mediator of RNA polymerase II transcription subunit 12	4.90154e+06
Q93077	H2A1C_HUMAN	H2AC6	Histone H2A type 1-C	4.78908e+09
Q93096	TP4A1_HUMAN	PTP4A1	Protein tyrosine phosphatase type IVA 1	5.98307e+06
Q93100	KPBB_HUMAN	PHKB	Phosphorylase b kinase regulatory subunit beta	2.53908e+06
Q93167				744048
Q93168				7.5676e+06
Q93204				5.7496e+06
Q93233				899281
Q93235	AT1B1_CAEEL	nkb-1	Sodium/potassium-transporting ATPase subunit beta-1	9.83295e+06
Q93244	CYSK1_CAEEL	cysl-1	Cysteine synthase 1	8.44465e+06
Q93315				8.11238e+06
Q93338				1.07189e+06
Q93353	IDH3B_CAEEL	idhb-1	Probable isocitrate dehydrogenase [NAD] subunit beta, mitochondrial	1.1377e+07
Q93454	RAE1_CAEEL	rae-1	mRNA export factor rae-1	4.37024e+07
Q93535				3.34451e+06
Q93540				5.12247e+06
Q93545				9.38653e+06
Q93565				2.03661e+06
Q93568				1.00641e+06
Q93572	RLA0_CAEEL	rla-0	60S acidic ribosomal protein P0	1.57504e+08
Q93573	TCTP_CAEEL	tct-1	Translationally-controlled tumor protein homolog	8.50687e+07
Q93576				1.78026e+08
Q93594	NCBP2_CAEEL	ncbp-2	Nuclear cap-binding protein subunit 2	1.87516e+06
Q93615	ETFA_CAEEL	F27D4.1	Probable electron transfer flavoprotein subunit alpha, mitochondrial	9.16396e+07
Q93618	ZC3HF_CAEEL	F27D4.4	Zinc finger CCCH domain-containing protein 15 homolog	1.39934e+07
Q93619				1.1399e+07
Q93637				2.8528e+06
Q93714	IDH3A_CAEEL	idha-1	Probable isocitrate dehydrogenase [NAD] subunit alpha, mitochondrial	3.06055e+07
Q93716				2.1708e+06
Q93761	YXEK_CAEEL	F53C11.3	Uncharacterized oxidoreductase F53C11.3	3.4563e+06
Q93778				1.80921e+06
Q93805				5.89931e+06
Q93831				2.78051e+07
Q93841	PLC1_CAEEL	acl-1	Putative 1-acyl-sn-glycerol-3-phosphate acyltransferase acl-1	6.50751e+07
Q93873	NDUS2_CAEEL	gas-1	Probable NADH dehydrogenase [ubiquinone] iron-sulfur protein 2, mitochondrial	5.42256e+06
Q93931				1.15739e+06
Q93934				4.23072e+07
Q94010				862457
Q94053	MSP78_CAEEL	msp-78	Major sperm protein 78	3.53331e+06
Q94055				3.99964e+06
Q94148	RAB10_CAEEL	rab-10	Ras-related protein Rab-10	5.09146e+06
Q94207				3.37048e+06
Q94216				1.87484e+06
Q94218	UFSP_CAEEL	odr-8	Ufm1-specific protease	1.97137e+06
Q94230				1.69968e+07
Q94231	ARF11_CAEEL	arf-1.1	ADP-ribosylation factor 1-like 1	6.08432e+06
Q94241				1.79677e+06
Q94246;Q94247				1.85058e+07
Q94261	EIF3M_CAEEL	cif-1	COP9/Signalosome and eIF3 complex-shared subunit 1	4.96794e+06
Q94269				2.05197e+07
Q94271				1.72871e+06
Q94272				1.14551e+07
Q94300	RL111_CAEEL	rpl-11.1	60S ribosomal protein L11-1	4.67395e+07
Q94360	NDUS7_CAEEL	nduf-7	Probable NADH dehydrogenase [ubiquinone] iron-sulfur protein 7, mitochondrial	9.60458e+06
Q94416				949871
Q94417	CLC91_CAEEL	clec-91	C-type lectin domain-containing protein 91	3.27175e+06
Q95005	PSA7_CAEEL	pas-4	Proteasome subunit alpha type-7	2.17217e+07
Q95008	PSA5_CAEEL	pas-5	Proteasome subunit alpha type-5	2.00166e+07
Q95NM6	NUCG_CAEEL	cps-6	Endonuclease G, mitochondrial	2.36118e+06
Q95PX7;Q95PX8				3.25431e+06
Q95PY8				1.91798e+06
Q95PZ1				1.27025e+07
Q95PZ7				2.92625e+06
Q95Q11	RT07_CAEEL	mrps-7	28S ribosomal protein S7, mitochondrial	1.94912e+06
Q95Q18	LACB2_CAEEL	Y53F4B.39	Beta-lactamase-like protein 2 homolog	1.30073e+06
Q95Q68				8.32989e+06
Q95QC2				2.95332e+06
Q95QL3				950971
Q95QN1				1.70086e+06
Q95QN6	BRAP2_CAEEL	brap-2	BRCA1-associated protein homolog 2	575980
Q95QQ4				6.01568e+06
Q95QS3				2.01531e+06
Q95QU0	PCID2_CAEEL	C27F2.10	PCI domain-containing protein 2 homolog	665447
Q95QW0	EIF3L_CAEEL	eif-3.L	Eukaryotic translation initiation factor 3 subunit L	1.01349e+07
Q95X18				827697
Q95X21;Q9TZC8				8.93485e+06
Q95X39				2.09159e+06
Q95X44				8.83452e+07
Q95XD3	BL1S2_CAEEL	blos-2	Biogenesis of lysosome-related organelles complex 1 subunit 2	724157
Q95XD4				5.62685e+06
Q95XG6				1.04599e+07
Q95XJ0				4.88175e+07
Q95XM5				4.00267e+06
Q95XM9				1.64366e+06
Q95XN2	MPPA_CAEEL	mppa-1	Mitochondrial-processing peptidase subunit alpha	7.23618e+06
Q95XP6				7.54669e+06
Q95XP9	ZWILC_CAEEL	zwl-1	Protein zwilch homolog	549276
Q95XQ8	MCM4_CAEEL	mcm-4	DNA replication licensing factor mcm-4	1.39071e+06
Q95XR0				1.0038e+07
Q95XR1				3.794e+06
Q95XS1				6.75026e+06
Q95XS2				2.45584e+07
Q95XT5				1.81354e+07
Q95XX0	UBC13_CAEEL	ubc-13	Ubiquitin-conjugating enzyme E2 13	6.9169e+06
Q95XX1	PNCB_CAEEL	nprt-1	Nicotinate phosphoribosyltransferase	1.12992e+06
Q95XY1				8.93422e+06
Q95XY4				246685
Q95XZ0	COG4_CAEEL	cogc-4	Conserved oligomeric Golgi complex subunit 4	9.40047e+06
Q95Y04	RS28_CAEEL	rps-28	40S ribosomal protein S28	3.80197e+08
Q95Y15				2.1209e+06
Q95Y26				300451
Q95Y28				3.62964e+06
Q95Y44				1.69699e+06
Q95Y51				418502
Q95Y72	DSS1_CAEEL	dss-1	Probable 26S proteasome complex subunit dss-1	995780
Q95Y82				6.57437e+06
Q95Y83	RM19_CAEEL	mrpl-19	Probable 39S ribosomal protein L19, mitochondrial	1.56404e+06
Q95Y85;Q9N590				3.73557e+06
Q95Y89	PESC_CAEEL	lpd-7	Pescadillo homolog	4.1313e+06
Q95Y90	RL9_CAEEL	rpl-9	60S ribosomal protein L9	1.49281e+08
Q95Y93				1.3394e+06
Q95Y97				3.41088e+06
Q95YA9				6.35925e+06
Q95YB2				8.45719e+06
Q95YD5				1.4477e+07
Q95YD8				4.24931e+06
Q95YF3	CGH1_CAEEL	cgh-1	ATP-dependent RNA helicase cgh-1	2.25356e+07
Q95ZJ1	GALT5_CAEEL	gly-5	Polypeptide N-acetylgalactosaminyltransferase 5	627129
Q95ZQ4	AAPK2_CAEEL	aak-2	5'-AMP-activated protein kinase catalytic subunit alpha-2	3.61322e+06
Q95ZQ5				562894
Q95ZS5				1.78195e+06
Q95ZW2				1.00283e+06
Q95ZW9				303597
Q965K2;U4PRR4				2.74277e+06
Q965K5				1.67097e+06
Q965N8				1.32215e+06
Q965Q1				8.92241e+07
Q965R9				796868
Q965S0				2.61773e+06
Q965S8	EIF3I_CAEEL	eif-3.I	Eukaryotic translation initiation factor 3 subunit I	1.28361e+07
Q965T2				3.94829e+06
Q965T4				1.39667e+06
Q965V4				3.33784e+06
Q965V9				512395
Q965W3				7.95235e+06
Q965Y1				1.17445e+07
Q966C6	RL7A_CAEEL	rpl-7A	60S ribosomal protein L7a	1.36886e+08
Q966C7				1.66681e+07
Q966I2				3.26004e+06
Q966I7				2.67611e+07
Q966I8				1.97156e+07
Q966L5	SRRT_CAEEL	E01A2.2	Serrate RNA effector molecule homolog	4.56317e+06
Q966L9	GLH2_CAEEL	glh-2	ATP-dependent RNA helicase glh-2	810606
Q966P8				598096
Q967F4	HMR1_CAEEL	hmr-1	Cadherin-related hmr-1	1.21907e+06
Q969E2	SCAM4_HUMAN	SCAMP4	Secretory carrier-associated membrane protein 4	7.50162e+06
Q969E8	TSR2_HUMAN	TSR2	Pre-rRNA-processing protein TSR2 homolog	2.477e+07
Q969F9	HPS3_HUMAN	HPS3	Hermansky-Pudlak syndrome 3 protein	1.20998e+06
Q969G3	SMCE1_HUMAN	SMARCE1	SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily E member 1	8.36504e+06
Q969G6	RIFK_HUMAN	RFK	Riboflavin kinase	1.1239e+06
Q969H8	MYDGF_HUMAN	MYDGF	Myeloid-derived growth factor	4.30251e+07
Q969L2	MAL2_HUMAN	MAL2	Protein MAL2	1.74365e+06
Q969M3	YIPF5_HUMAN	YIPF5	Protein YIPF5	5.26034e+06
Q969N2	PIGT_HUMAN	PIGT	GPI transamidase component PIG-T	6.46592e+06
Q969Q0	RL36L_HUMAN	RPL36AL	60S ribosomal protein L36a-like	2.0518e+07
Q969S3	ZN622_HUMAN	ZNF622	Zinc finger protein 622	7.48556e+06
Q969S9	RRF2M_HUMAN	GFM2	Ribosome-releasing factor 2, mitochondrial	618560
Q969T9	WBP2_HUMAN	WBP2	WW domain-binding protein 2	3.37246e+06
Q969U7	PSMG2_HUMAN	PSMG2	Proteasome assembly chaperone 2	6.50579e+06
Q969V3	NCLN_HUMAN	NCLN	Nicalin	1.15239e+07
Q969X5	ERGI1_HUMAN	ERGIC1	Endoplasmic reticulum-Golgi intermediate compartment protein 1	6.12422e+06
Q969X6	UTP4_HUMAN	UTP4	U3 small nucleolar RNA-associated protein 4 homolog	7.77753e+06
Q969Y2	GTPB3_HUMAN	GTPBP3	tRNA modification GTPase GTPBP3, mitochondrial	3.41296e+06
Q969Z0	FAKD4_HUMAN	TBRG4	FAST kinase domain-containing protein 4	6.36084e+06
Q969Z3	MARC2_HUMAN	MTARC2	Mitochondrial amidoxime reducing component 2	1.53416e+06
Q96A26	F162A_HUMAN	FAM162A	Protein FAM162A	5.51658e+07
Q96A33	CCD47_HUMAN	CCDC47	Coiled-coil domain-containing protein 47	2.26069e+07
Q96A35	RM24_HUMAN	MRPL24	39S ribosomal protein L24, mitochondrial	1.79326e+07
Q96A49	SYAP1_HUMAN	SYAP1	Synapse-associated protein 1	9.36316e+06
Q96A65	EXOC4_HUMAN	EXOC4	Exocyst complex component 4	3.88054e+06
Q96A72	MGN2_HUMAN	MAGOHB	Protein mago nashi homolog 2	3.85488e+07
Q96AA3	RFT1_HUMAN	RFT1	Protein RFT1 homolog	2.61076e+06
Q96AB3	ISOC2_HUMAN	ISOC2	Isochorismatase domain-containing protein 2	1.93455e+06
Q96AC1	FERM2_HUMAN	FERMT2	Fermitin family homolog 2	9.89972e+06
Q96AE4	FUBP1_HUMAN	FUBP1	Far upstream element-binding protein 1	8.97565e+07
Q96AG4	LRC59_HUMAN	LRRC59	Leucine-rich repeat-containing protein 59	8.13668e+07
Q96AJ9	VTI1A_HUMAN	VTI1A	Vesicle transport through interaction with t-SNAREs homolog 1A	4.13703e+06
Q96AQ6	PBIP1_HUMAN	PBXIP1	Pre-B-cell leukemia transcription factor-interacting protein 1	3.71287e+06
Q96AT1	K1143_HUMAN	KIAA1143	Uncharacterized protein KIAA1143	7.27486e+06
Q96AT9	RPE_HUMAN	RPE	Ribulose-phosphate 3-epimerase	4.40675e+06
Q96AX1	VP33A_HUMAN	VPS33A	Vacuolar protein sorting-associated protein 33A	2.89459e+06
Q96AY2	EME1_HUMAN	EME1	Crossover junction endonuclease EME1	998938
Q96AY3	FKB10_HUMAN	FKBP10	Peptidyl-prolyl cis-trans isomerase FKBP10	1.14533e+07
Q96AY4	TTC28_HUMAN	TTC28	Tetratricopeptide repeat protein 28	167140
Q96B23	CR025_HUMAN	C18orf25	Uncharacterized protein C18orf25	2.88785e+06
Q96B26	EXOS8_HUMAN	EXOSC8	Exosome complex component RRP43	1.54981e+07
Q96B36	AKTS1_HUMAN	AKT1S1	Proline-rich AKT1 substrate 1	2.79508e+06
Q96B49	TOM6_HUMAN	TOMM6	Mitochondrial import receptor subunit TOM6 homolog	1.52529e+06
Q96B54	ZN428_HUMAN	ZNF428	Zinc finger protein 428	831385
Q96B97	SH3K1_HUMAN	SH3KBP1	SH3 domain-containing kinase-binding protein 1	5.14608e+06
Q96BD5	PF21A_HUMAN	PHF21A	PHD finger protein 21A	1.22525e+06
Q96BH1	RNF25_HUMAN	RNF25	E3 ubiquitin-protein ligase RNF25	1.04334e+06
Q96BI1	S22AI_HUMAN	SLC22A18	Solute carrier family 22 member 18	3.04785e+06
Q96BI3	APH1A_HUMAN	APH1A	Gamma-secretase subunit APH-1A	1.5649e+06
Q96BJ3	AIDA_HUMAN	AIDA	Axin interactor, dorsalization-associated protein	1.43755e+06
Q96BJ8	ELMO3_HUMAN	ELMO3	Engulfment and cell motility protein 3	3.9195e+06
Q96BM9	ARL8A_HUMAN	ARL8A	ADP-ribosylation factor-like protein 8A	1.01974e+07
Q96BN8	OTUL_HUMAN	OTULIN	Ubiquitin thioesterase otulin	8.27972e+06
Q96BP2	CHCH1_HUMAN	CHCHD1	Coiled-coil-helix-coiled-coil-helix domain-containing protein 1	3.7987e+06
Q96BP3	PPWD1_HUMAN	PPWD1	Peptidylprolyl isomerase domain and WD repeat-containing protein 1	4.97952e+06
Q96BQ5	CC127_HUMAN	CCDC127	Coiled-coil domain-containing protein 127	3.31519e+06
Q96BR5	COA7_HUMAN	COA7	Cytochrome c oxidase assembly factor 7	9.5621e+06
Q96BW1	UPP_HUMAN	UPRT	Uracil phosphoribosyltransferase homolog	1.34629e+06
Q96BW5	PTER_HUMAN	PTER	Phosphotriesterase-related protein	5.00028e+06
Q96BW9	TAM41_HUMAN	TAMM41	Phosphatidate cytidylyltransferase, mitochondrial	1.54841e+06
Q96C01	F136A_HUMAN	FAM136A	Protein FAM136A	5.96309e+06
Q96C12	ARMC5_HUMAN	ARMC5	Armadillo repeat-containing protein 5	244568
Q96C19	EFHD2_HUMAN	EFHD2	EF-hand domain-containing protein D2	5.32569e+07
Q96C23	GALM_HUMAN	GALM	Galactose mutarotase	3.52256e+06
Q96C36	P5CR2_HUMAN	PYCR2	Pyrroline-5-carboxylate reductase 2	4.2772e+06
Q96C57	CSTOS_HUMAN	CUSTOS	Protein CUSTOS	9.82086e+06
Q96C86	DCPS_HUMAN	DCPS	m7GpppX diphosphatase	1.72288e+07
Q96C90	PP14B_HUMAN	PPP1R14B	Protein phosphatase 1 regulatory subunit 14B	1.25692e+07
Q96CB8	INT12_HUMAN	INTS12	Integrator complex subunit 12	2.64538e+06
Q96CB9	NSUN4_HUMAN	NSUN4	5-methylcytosine rRNA methyltransferase NSUN4	3.19371e+06
Q96CD2	COAC_HUMAN	PPCDC	Phosphopantothenoylcysteine decarboxylase	985781
Q96CM8	ACSF2_HUMAN	ACSF2	Medium-chain acyl-CoA ligase ACSF2, mitochondrial	1.16746e+07
Q96CN7	ISOC1_HUMAN	ISOC1	Isochorismatase domain-containing protein 1	1.59208e+07
Q96CP2	FWCH2_HUMAN	FLYWCH2	FLYWCH family member 2	5.69186e+07
Q96CS3	FAF2_HUMAN	FAF2	FAS-associated factor 2	6.87179e+06
Q96CT7	CC124_HUMAN	CCDC124	Coiled-coil domain-containing protein 124	3.19285e+07
Q96CU9	FXRD1_HUMAN	FOXRED1	FAD-dependent oxidoreductase domain-containing protein 1	422825
Q96CV9	OPTN_HUMAN	OPTN	Optineurin	1.17769e+06
Q96CW1	AP2M1_HUMAN	AP2M1	AP-2 complex subunit mu	1.08542e+07
Q96CW5	GCP3_HUMAN	TUBGCP3	Gamma-tubulin complex component 3	2.87667e+06
Q96D46	NMD3_HUMAN	NMD3	60S ribosomal export protein NMD3	4.22672e+06
Q96D53	COQ8B_HUMAN	COQ8B	Atypical kinase COQ8B, mitochondrial	1.64527e+06
Q96DA6	TIM14_HUMAN	DNAJC19	Mitochondrial import inner membrane translocase subunit TIM14	4.31012e+06
Q96DB5	RMD1_HUMAN	RMDN1	Regulator of microtubule dynamics protein 1	2.49371e+06
Q96DE0	NUD16_HUMAN	NUDT16	U8 snoRNA-decapping enzyme	167290
Q96DE5	APC16_HUMAN	ANAPC16	Anaphase-promoting complex subunit 16	2.43988e+06
Q96DG6	CMBL_HUMAN	CMBL	Carboxymethylenebutenolidase homolog	4.9833e+07
Q96DH6	MSI2H_HUMAN	MSI2	RNA-binding protein Musashi homolog 2	6.6928e+06
Q96DI7	SNR40_HUMAN	SNRNP40	U5 small nuclear ribonucleoprotein 40 kDa protein	2.01479e+07
Q96DV4	RM38_HUMAN	MRPL38	39S ribosomal protein L38, mitochondrial	1.07085e+07
Q96DX5	ASB9_HUMAN	ASB9	Ankyrin repeat and SOCS box protein 9	2.36901e+06
Q96DZ1	ERLEC_HUMAN	ERLEC1	Endoplasmic reticulum lectin 1	546956
Q96E11	RRFM_HUMAN	MRRF	Ribosome-recycling factor, mitochondrial	1.49929e+07
Q96E29	MTEF3_HUMAN	MTERF3	Transcription termination factor 3, mitochondrial	505282
Q96E39	RMXL1_HUMAN	RBMXL1	RNA binding motif protein, X-linked-like-1	5.1195e+06
Q96EB1	ELP4_HUMAN	ELP4	Elongator complex protein 4	2.44305e+06
Q96EB6	SIR1_HUMAN	SIRT1	NAD-dependent protein deacetylase sirtuin-1	1.43158e+06
Q96EC8	YIPF6_HUMAN	YIPF6	Protein YIPF6	2.78045e+06
Q96EE3	SEH1_HUMAN	SEH1L	Nucleoporin SEH1	3.70877e+06
Q96EH3	MASU1_HUMAN	MALSU1	Mitochondrial assembly of ribosomal large subunit protein 1	1.8124e+06
Q96EI5	TCAL4_HUMAN	TCEAL4	Transcription elongation factor A protein-like 4	4.75172e+06
Q96EK4	THA11_HUMAN	THAP11	THAP domain-containing protein 11	2.03423e+06
Q96EK5	KBP_HUMAN	KIFBP	KIF-binding protein	3.86242e+06
Q96EK6	GNA1_HUMAN	GNPNAT1	Glucosamine 6-phosphate N-acetyltransferase	1.61217e+07
Q96EK9	KTI12_HUMAN	KTI12	Protein KTI12 homolog	2.41425e+06
Q96EL3	RM53_HUMAN	MRPL53	39S ribosomal protein L53, mitochondrial	1.10662e+07
Q96EN8	MOCOS_HUMAN	MOCOS	Molybdenum cofactor sulfurase	1.89024e+07
Q96EP5	DAZP1_HUMAN	DAZAP1	DAZ-associated protein 1	4.28839e+07
Q96ER3	SAAL1_HUMAN	SAAL1	Protein SAAL1	1.12544e+07
Q96ER9	MITOK_HUMAN	CCDC51	Mitochondrial potassium channel	6.91739e+06
Q96ES7	SGF29_HUMAN	SGF29	SAGA-associated factor 29	729789
Q96EU6	RRP36_HUMAN	RRP36	Ribosomal RNA processing protein 36 homolog	1.28638e+07
Q96EV2	RBM33_HUMAN	RBM33	RNA-binding protein 33	1.02276e+07
Q96EV8	DTBP1_HUMAN	DTNBP1	Dysbindin	1.61996e+06
Q96EX3	WDR34_HUMAN	WDR34	WD repeat-containing protein 34	909259
Q96EY1	DNJA3_HUMAN	DNAJA3	DnaJ homolog subfamily A member 3, mitochondrial	1.31095e+07
Q96EY4	TMA16_HUMAN	TMA16	Translation machinery-associated protein 16	1.31054e+07
Q96EY5	MB12A_HUMAN	MVB12A	Multivesicular body subunit 12A	2.26734e+06
Q96EY7	PTCD3_HUMAN	PTCD3	Pentatricopeptide repeat domain-containing protein 3, mitochondrial	8.3091e+06
Q96EY8	MMAB_HUMAN	MMAB	Corrinoid adenosyltransferase	5.62673e+06
Q96F07	CYFP2_HUMAN	CYFIP2	Cytoplasmic FMR1-interacting protein 2	1.36266e+06
Q96F63	CCD97_HUMAN	CCDC97	Coiled-coil domain-containing protein 97	1.94071e+06
Q96F86	EDC3_HUMAN	EDC3	Enhancer of mRNA-decapping protein 3	7.25915e+06
Q96FF9	CDCA5_HUMAN	CDCA5	Sororin	2.09369e+07
Q96FJ0	STALP_HUMAN	STAMBPL1	AMSH-like protease	679153
Q96FJ2	DYL2_HUMAN	DYNLL2	Dynein light chain 2, cytoplasmic	6.12442e+07
Q96FK6	WDR89_HUMAN	WDR89	WD repeat-containing protein 89	3.73306e+06
Q96FN4	CPNE2_HUMAN	CPNE2	Copine-2	1.56573e+06
Q96FQ6	S10AG_HUMAN	S100A16	Protein S100-A16	2.4387e+07
Q96FV2	SCRN2_HUMAN	SCRN2	Secernin-2	2.77299e+06
Q96FV9	THOC1_HUMAN	THOC1	THO complex subunit 1	9.50789e+06
Q96FW1	OTUB1_HUMAN	OTUB1	Ubiquitin thioesterase OTUB1	2.55718e+07
Q96FX2	DPH3_HUMAN	DPH3	DPH3 homolog	689759
Q96FX7	TRM61_HUMAN	TRMT61A	tRNA (adenine(58)-N(1))-methyltransferase catalytic subunit TRMT61A	3.06855e+06
Q96FZ2	HMCES_HUMAN	HMCES	Abasic site processing protein HMCES	3.58795e+06
Q96FZ7	CHMP6_HUMAN	CHMP6	Charged multivesicular body protein 6	449222
Q96G03	PGM2_HUMAN	PGM2	Phosphoglucomutase-2	2.26854e+07
Q96G21	IMP4_HUMAN	IMP4	U3 small nucleolar ribonucleoprotein protein IMP4	1.02226e+07
Q96G23	CERS2_HUMAN	CERS2	Ceramide synthase 2	1.18625e+07
Q96G25	MED8_HUMAN	MED8	Mediator of RNA polymerase II transcription subunit 8	2.13703e+06
Q96G28	CFA36_HUMAN	CFAP36	Cilia- and flagella-associated protein 36	186821
Q96G46	DUS3L_HUMAN	DUS3L	tRNA-dihydrouridine(47) synthase [NAD(P)(+)]-like	4.25254e+06
Q96GA3	LTV1_HUMAN	LTV1	Protein LTV1 homolog	2.24571e+06
Q96GC5	RM48_HUMAN	MRPL48	39S ribosomal protein L48, mitochondrial	8.04534e+06
Q96GC9	VMP1_HUMAN	VMP1	Vacuole membrane protein 1	1.0356e+06
Q96GD0	PLPP_HUMAN	PDXP	Pyridoxal phosphate phosphatase	1.62398e+07
Q96GD4	AURKB_HUMAN	AURKB	Aurora kinase B	5.72419e+06
Q96GE9	DMAC1_HUMAN	DMAC1	Distal membrane-arm assembly complex protein 1	1.70737e+06
Q96GG9	DCNL1_HUMAN	DCUN1D1	DCN1-like protein 1	1.3696e+07
Q96GK7	FAH2A_HUMAN	FAHD2A	Fumarylacetoacetate hydrolase domain-containing protein 2A	3.16536e+06
Q96GM5	SMRD1_HUMAN	SMARCD1	SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily D member 1	3.09805e+06
Q96GM8	TOE1_HUMAN	TOE1	Target of EGR1 protein 1	3.79845e+06
Q96GQ5	RUSF1_HUMAN	RUSF1	RUS family member 1	4.62262e+06
Q96GQ7	DDX27_HUMAN	DDX27	Probable ATP-dependent RNA helicase DDX27	1.379e+07
Q96GS4	BORC6_HUMAN	BORCS6	BLOC-1-related complex subunit 6	1.63187e+06
Q96GW9	SYMM_HUMAN	MARS2	Methionine--tRNA ligase, mitochondrial	371969
Q96GX2	A7L3B_HUMAN	ATXN7L3B	Ataxin-7-like protein 3B	2.16125e+06
Q96GX5	GWL_HUMAN	MASTL	Serine/threonine-protein kinase greatwall	639350
Q96GX9	MTNB_HUMAN	APIP	Methylthioribulose-1-phosphate dehydratase	5.78026e+06
Q96GZ6	S41A3_HUMAN	SLC41A3	Solute carrier family 41 member 3	359438
Q96H20	SNF8_HUMAN	SNF8	Vacuolar-sorting protein SNF8	2.39769e+06
Q96H55	MYO19_HUMAN	MYO19	Unconventional myosin-XIX	3.76893e+06
Q96H79	ZCCHL_HUMAN	ZC3HAV1L	Zinc finger CCCH-type antiviral protein 1-like	7.36911e+06
Q96HA1	P121A_HUMAN	POM121	Nuclear envelope pore membrane protein POM 121	2.85977e+06
Q96HA7	TONSL_HUMAN	TONSL	Tonsoku-like protein	6.39584e+06
Q96HC4	PDLI5_HUMAN	PDLIM5	PDZ and LIM domain protein 5	1.05156e+07
Q96HE7	ERO1A_HUMAN	ERO1A	ERO1-like protein alpha	2.75802e+07
Q96HJ9	FMC1_HUMAN	FMC1	Protein FMC1 homolog	3.20702e+06
Q96HP0	DOCK6_HUMAN	DOCK6	Dedicator of cytokinesis protein 6	1.7964e+07
Q96HP4	OXND1_HUMAN	OXNAD1	Oxidoreductase NAD-binding domain-containing protein 1	2.35021e+06
Q96HR3	MED30_HUMAN	MED30	Mediator of RNA polymerase II transcription subunit 30	1.47226e+06
Q96HR8	NAF1_HUMAN	NAF1	H/ACA ribonucleoprotein complex non-core subunit NAF1	1.68091e+06
Q96HR9	REEP6_HUMAN	REEP6	Receptor expression-enhancing protein 6	3.96897e+06
Q96HS1	PGAM5_HUMAN	PGAM5	Serine/threonine-protein phosphatase PGAM5, mitochondrial	1.99188e+07
Q96HV5	TM41A_HUMAN	TMEM41A	Transmembrane protein 41A	2.42497e+06
Q96HW7	INT4_HUMAN	INTS4	Integrator complex subunit 4	1.65239e+06
Q96HY6	DDRGK_HUMAN	DDRGK1	DDRGK domain-containing protein 1	6.73756e+06
Q96HY7	DHTK1_HUMAN	DHTKD1	Probable 2-oxoglutarate dehydrogenase E1 component DHKTD1, mitochondrial	3.78873e+06
Q96I15	SCLY_HUMAN	SCLY	Selenocysteine lyase	2.1398e+06
Q96I23	PREY_HUMAN	PYURF	Protein preY, mitochondrial	426127
Q96I24	FUBP3_HUMAN	FUBP3	Far upstream element-binding protein 3	1.18036e+08
Q96I25	SPF45_HUMAN	RBM17	Splicing factor 45	9.79043e+06
Q96I51	RCC1L_HUMAN	RCC1L	RCC1-like G exchanging factor-like protein	2.51535e+06
Q96I59	SYNM_HUMAN	NARS2	Probable asparagine--tRNA ligase, mitochondrial	5.21273e+06
Q96I99	SUCB2_HUMAN	SUCLG2	Succinate--CoA ligase [GDP-forming] subunit beta, mitochondrial	2.43677e+07
Q96IF1	AJUBA_HUMAN	AJUBA	LIM domain-containing protein ajuba	2.51224e+06
Q96IG2	FXL20_HUMAN	FBXL20	F-box/LRR-repeat protein 20	619217
Q96II8	LRCH3_HUMAN	LRCH3	DISP complex protein LRCH3	1.09124e+06
Q96IJ6	GMPPA_HUMAN	GMPPA	Mannose-1-phosphate guanyltransferase alpha	1.61635e+06
Q96IP4	TET5A_HUMAN	TENT5A	Terminal nucleotidyltransferase 5A	834983
Q96IR7	HPDL_HUMAN	HPDL	4-hydroxyphenylpyruvate dioxygenase-like protein	4.07459e+06
Q96IU4	ABHEB_HUMAN	ABHD14B	Protein ABHD14B	1.6907e+07
