Protein.Group	Protein.Names	Genes	First.Protein.Description	D:\LZW\Guomics\MS-BERT\Benchmark\fdrs_DIANN19\mzML_new\GUI\Tumor15\E20201002yuanch_Connie_TCPA_60minDIA_b4-5.mzML
Q9H0X9	OSBL5_HUMAN	OSBPL5	Oxysterol-binding protein-related protein 5	3.69322e+06
Q9H147	TDIF1_HUMAN	DNTTIP1	Deoxynucleotidyltransferase terminal-interacting protein 1	1.65127e+07
Q9H1B7	I2BPL_HUMAN	IRF2BPL	Probable E3 ubiquitin-protein ligase IRF2BPL	1.4005e+07
Q9H1D9	RPC6_HUMAN	POLR3F	DNA-directed RNA polymerase III subunit RPC6	5.12772e+06
Q9H1E3	NUCKS_HUMAN	NUCKS1	Nuclear ubiquitous casein and cyclin-dependent kinase substrate 1	2.64533e+07
Q9H1E5	TMX4_HUMAN	TMX4	Thioredoxin-related transmembrane protein 4	1.79137e+07
Q9H1H9	KI13A_HUMAN	KIF13A	Kinesin-like protein KIF13A	6.13104e+06
Q9H1I8	ASCC2_HUMAN	ASCC2	Activating signal cointegrator 1 complex subunit 2	7.57912e+06
Q9H1J7	WNT5B_HUMAN	WNT5B	Protein Wnt-5b	3.63363e+06
Q9H1K0	RBNS5_HUMAN	RBSN	Rabenosyn-5	9.02725e+06
Q9H1P3	OSBL2_HUMAN	OSBPL2	Oxysterol-binding protein-related protein 2	1.1751e+06
Q9H1Y0	ATG5_HUMAN	ATG5	Autophagy protein 5	7.48756e+06
Q9H1Z4	WDR13_HUMAN	WDR13	WD repeat-containing protein 13	1.56424e+07
Q9H223	EHD4_HUMAN	EHD4	EH domain-containing protein 4	1.64809e+08
Q9H227	GBA3_HUMAN	GBA3	Cytosolic beta-glucosidase	5.61786e+06
Q9H254	SPTN4_HUMAN	SPTBN4	Spectrin beta chain, non-erythrocytic 4	4.1862e+06
Q9H257	CARD9_HUMAN	CARD9	Caspase recruitment domain-containing protein 9	4.25605e+06
Q9H267	VP33B_HUMAN	VPS33B	Vacuolar protein sorting-associated protein 33B	4.97367e+06
Q9H269	VPS16_HUMAN	VPS16	Vacuolar protein sorting-associated protein 16 homolog	2.81766e+07
Q9H270	VPS11_HUMAN	VPS11	Vacuolar protein sorting-associated protein 11 homolog	1.49122e+07
Q9H299	SH3L3_HUMAN	SH3BGRL3	SH3 domain-binding glutamic acid-rich-like protein 3	2.88502e+08
Q9H2D6	TARA_HUMAN	TRIOBP	TRIO and F-actin-binding protein	2.12108e+07
Q9H2G2	SLK_HUMAN	SLK	STE20-like serine/threonine-protein kinase	2.69746e+07
Q9H2H8	PPIL3_HUMAN	PPIL3	Peptidyl-prolyl cis-trans isomerase-like 3	1.97939e+07
Q9H2J4	PDCL3_HUMAN	PDCL3	Phosducin-like protein 3	487819
Q9H2K8	TAOK3_HUMAN	TAOK3	Serine/threonine-protein kinase TAO3	8.52601e+06
Q9H2M3	BHMT2_HUMAN	BHMT2	S-methylmethionine--homocysteine S-methyltransferase BHMT2	2.02261e+06
Q9H2M9	RBGPR_HUMAN	RAB3GAP2	Rab3 GTPase-activating protein non-catalytic subunit	2.43199e+07
Q9H2P0	ADNP_HUMAN	ADNP	Activity-dependent neuroprotector homeobox protein	1.07798e+07
Q9H2S5	RNF39_HUMAN	RNF39	RING finger protein 39	1.63688e+08
Q9H2U1	DHX36_HUMAN	DHX36	ATP-dependent DNA/RNA helicase DHX36	1.08826e+07
Q9H2U2	IPYR2_HUMAN	PPA2	Inorganic pyrophosphatase 2, mitochondrial	2.15027e+08
Q9H2W6	RM46_HUMAN	MRPL46	Large ribosomal subunit protein mL46	9.26229e+06
Q9H307	PININ_HUMAN	PNN	Pinin	2.41132e+07
Q9H3G5	CPVL_HUMAN	CPVL	Probable serine carboxypeptidase CPVL	2.04638e+07
Q9H3H3	CK068_HUMAN	C11orf68	UPF0696 protein C11orf68	1.91172e+07
Q9H3K6	BOLA2_HUMAN	BOLA2	BolA-like protein 2	1.60168e+07
Q9H3N1	TMX1_HUMAN	TMX1	Thioredoxin-related transmembrane protein 1	2.75873e+07
Q9H3P2	NELFA_HUMAN	NELFA	Negative elongation factor A	2.83862e+07
Q9H3P7	GCP60_HUMAN	ACBD3	Golgi resident protein GCP60	2.93209e+07
Q9H3Q1	BORG4_HUMAN	CDC42EP4	Cdc42 effector protein 4	1.41241e+08
Q9H3S7	PTN23_HUMAN	PTPN23	Tyrosine-protein phosphatase non-receptor type 23	7.70035e+07
Q9H3U1	UN45A_HUMAN	UNC45A	Protein unc-45 homolog A	1.14873e+07
Q9H3U7	SMOC2_HUMAN	SMOC2	SPARC-related modular calcium-binding protein 2	3.38065e+06
Q9H3Z4	DNJC5_HUMAN	DNAJC5	DnaJ homolog subfamily C member 5	3.12604e+06
Q9H425	CA198_HUMAN	C1orf198	Uncharacterized protein C1orf198	2.091e+07
Q9H444	CHM4B_HUMAN	CHMP4B	Charged multivesicular body protein 4b	4.64998e+07
Q9H469	FXL15_HUMAN	FBXL15	F-box/LRR-repeat protein 15	1.02807e+07
Q9H477	RBSK_HUMAN	RBKS	Ribokinase	645681
Q9H479	FN3K_HUMAN	FN3K	Fructosamine-3-kinase	1.27945e+07
Q9H488	OFUT1_HUMAN	POFUT1	GDP-fucose protein O-fucosyltransferase 1	2.96756e+07
Q9H492	MLP3A_HUMAN	MAP1LC3A	Microtubule-associated proteins 1A/1B light chain 3A	7.15064e+06
Q9H4A3	WNK1_HUMAN	WNK1	Serine/threonine-protein kinase WNK1	4.98416e+06
Q9H4A4	AMPB_HUMAN	RNPEP	Aminopeptidase B	5.15809e+07
Q9H4A5	GLP3L_HUMAN	GOLPH3L	Golgi phosphoprotein 3-like	2.94492e+06
Q9H4A6	GOLP3_HUMAN	GOLPH3	Golgi phosphoprotein 3	1.26337e+07
Q9H4G0	E41L1_HUMAN	EPB41L1	Band 4.1-like protein 1	2.86127e+07
Q9H4G4	GAPR1_HUMAN	GLIPR2	Golgi-associated plant pathogenesis-related protein 1	4.23701e+07
Q9H4L4	SENP3_HUMAN	SENP3	Sentrin-specific protease 3	3.55156e+06
Q9H4L7	SMRCD_HUMAN	SMARCAD1	SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily A containing DEAD/H box 1	959287
Q9H4M7	PKHA4_HUMAN	PLEKHA4	Pleckstrin homology domain-containing family A member 4	5.1635e+06
Q9H4M9	EHD1_HUMAN	EHD1	EH domain-containing protein 1	6.4428e+07
Q9H4Z3	CAPAM_HUMAN	PCIF1	mRNA (2'-O-methyladenosine-N(6)-)-methyltransferase	2.36505e+07
Q9H553	ALG2_HUMAN	ALG2	Alpha-1,3/1,6-mannosyltransferase ALG2	1.32159e+07
Q9H582	ZN644_HUMAN	ZNF644	Zinc finger protein 644	4.45583e+07
Q9H583	HEAT1_HUMAN	HEATR1	HEAT repeat-containing protein 1	5.93379e+06
Q9H5N1	RABE2_HUMAN	RABEP2	Rab GTPase-binding effector protein 2	1.15901e+07
Q9H5X1	CIA2A_HUMAN	CIAO2A	Cytosolic iron-sulfur assembly component 2A	9.57399e+06
Q9H6F5	CCD86_HUMAN	CCDC86	Coiled-coil domain-containing protein 86	2.5138e+07
Q9H6Q4	CIAO3_HUMAN	CIAO3	Cytosolic iron-sulfur assembly component 3	7.5307e+06
Q9H6R3	ACSS3_HUMAN	ACSS3	Acyl-CoA synthetase short-chain family member 3, mitochondrial	7.29083e+07
Q9H6R4	NOL6_HUMAN	NOL6	Nucleolar protein 6	1.04812e+07
Q9H6S3	ES8L2_HUMAN	EPS8L2	Epidermal growth factor receptor kinase substrate 8-like protein 2	1.61866e+07
Q9H6U6	BCAS3_HUMAN	BCAS3	BCAS3 microtubule associated cell migration factor	6.29194e+06
Q9H6V9	LDAH_HUMAN	LDAH	Lipid droplet-associated hydrolase	6.60178e+06
Q9H6W3	RIOX1_HUMAN	RIOX1	Ribosomal oxygenase 1	6.60522e+06
Q9H6X2	ANTR1_HUMAN	ANTXR1	Anthrax toxin receptor 1	9.0023e+06
Q9H6Y2	WDR55_HUMAN	WDR55	WD repeat-containing protein 55	2.81434e+07
Q9H6Z4	RANB3_HUMAN	RANBP3	Ran-binding protein 3	3.47603e+07
Q9H773	DCTP1_HUMAN	DCTPP1	dCTP pyrophosphatase 1	1.01087e+07
Q9H792	PEAK1_HUMAN	PEAK1	Inactive tyrosine-protein kinase PEAK1	2.73479e+08
Q9H7B2	RPF2_HUMAN	RPF2	Ribosome production factor 2 homolog	6.96644e+06
Q9H7B4	SMYD3_HUMAN	SMYD3	Histone-lysine N-methyltransferase SMYD3	1.73791e+06
Q9H7C4	SYNCI_HUMAN	SYNC	Syncoilin	7.12158e+06
Q9H7C9	AAMDC_HUMAN	AAMDC	Mth938 domain-containing protein	2.17659e+07
Q9H7E9	CH033_HUMAN	C8orf33	UPF0488 protein C8orf33	1.93663e+07
Q9H7J1	PPR3E_HUMAN	PPP1R3E	Protein phosphatase 1 regulatory subunit 3E	1.30823e+07
Q9H7L9	SDS3_HUMAN	SUDS3	Sin3 histone deacetylase corepressor complex component SDS3	5.36196e+06
Q9H7N4	SFR19_HUMAN	SCAF1	Splicing factor, arginine/serine-rich 19	4.74932e+06
Q9H7Z7	PGES2_HUMAN	PTGES2	Prostaglandin E synthase 2	4.66468e+06
Q9H814	PHAX_HUMAN	PHAX	Phosphorylated adapter RNA export protein	1.11726e+07
Q9H832	UBE2Z_HUMAN	UBE2Z	Ubiquitin-conjugating enzyme E2 Z	1.07948e+07
Q9H845	ACAD9_HUMAN	ACAD9	Complex I assembly factor ACAD9, mitochondrial	2.17061e+07
Q9H857	NT5D2_HUMAN	NT5DC2	5'-nucleotidase domain-containing protein 2	2.23077e+07
Q9H871	RMD5A_HUMAN	RMND5A	E3 ubiquitin-protein transferase RMND5A	2.43286e+06
Q9H8H3	TMT1A_HUMAN	TMT1A	N6-adenosine-methyltransferase TMT1A	1.25151e+08
Q9H8L6	MMRN2_HUMAN	MMRN2	Multimerin-2	1.1893e+07
Q9H8M2	BRD9_HUMAN	BRD9	Bromodomain-containing protein 9	1.95208e+06
Q9H8S9	MOB1A_HUMAN	MOB1A	MOB kinase activator 1A	4.76738e+07
Q9H8W4	PKHF2_HUMAN	PLEKHF2	Pleckstrin homology domain-containing family F member 2	8.49008e+06
Q9H8Y8	GORS2_HUMAN	GORASP2	Golgi reassembly-stacking protein 2	4.52352e+07
Q9H910	JUPI2_HUMAN	JPT2	Jupiter microtubule associated homolog 2	2.13511e+07
Q9H936	GHC1_HUMAN	SLC25A22	Mitochondrial glutamate carrier 1	1.32666e+07
Q9H944	MED20_HUMAN	MED20	Mediator of RNA polymerase II transcription subunit 20	5.61981e+06
Q9H974	QTRT2_HUMAN	QTRT2	Queuine tRNA-ribosyltransferase accessory subunit 2	2.83752e+06
Q9H993	ARMT1_HUMAN	ARMT1	Damage-control phosphatase ARMT1	8.88378e+06
Q9H9A5	CNO10_HUMAN	CNOT10	CCR4-NOT transcription complex subunit 10	3.36085e+06
Q9H9A6	LRC40_HUMAN	LRRC40	Leucine-rich repeat-containing protein 40	1.14455e+07
Q9H9B4	SFXN1_HUMAN	SFXN1	Sideroflexin-1	2.58087e+07
Q9H9C1	SPE39_HUMAN	VIPAS39	Spermatogenesis-defective protein 39 homolog	3.6504e+06
Q9H9E3	COG4_HUMAN	COG4	Conserved oligomeric Golgi complex subunit 4	5.64057e+06
Q9H9G7	AGO3_HUMAN	AGO3	Protein argonaute-3	8.33976e+07
Q9H9J2	RM44_HUMAN	MRPL44	Large ribosomal subunit protein mL44	8.11285e+06
Q9H9J4	UBP42_HUMAN	USP42	Ubiquitin carboxyl-terminal hydrolase 42	1.07382e+07
Q9H9P8	L2HDH_HUMAN	L2HGDH	L-2-hydroxyglutarate dehydrogenase, mitochondrial	1.46579e+06
Q9H9Q2	CSN7B_HUMAN	COPS7B	COP9 signalosome complex subunit 7b	1.10353e+07
Q9H9T3	ELP3_HUMAN	ELP3	Elongator complex protein 3	4.74227e+07
Q9H9Y2	RPF1_HUMAN	RPF1	Ribosome production factor 1	1.41626e+06
Q9HA64	KT3K_HUMAN	FN3KRP	Ketosamine-3-kinase	2.1334e+07
Q9HA65	TBC17_HUMAN	TBC1D17	TBC1 domain family member 17	1.58491e+07
Q9HA77	SYCM_HUMAN	CARS2	Probable cysteine--tRNA ligase, mitochondrial	1.17692e+07
Q9HA82	CERS4_HUMAN	CERS4	Ceramide synthase 4	861786
Q9HAB8	PPCS_HUMAN	PPCS	Phosphopantothenate--cysteine ligase	1.04982e+07
Q9HAN9	NMNA1_HUMAN	NMNAT1	Nicotinamide/nicotinic acid mononucleotide adenylyltransferase 1	2.43834e+06
Q9HAU0	PKHA5_HUMAN	PLEKHA5	Pleckstrin homology domain-containing family A member 5	3.21187e+07
Q9HAU5	RENT2_HUMAN	UPF2	Regulator of nonsense transcripts 2	5.33586e+06
Q9HAV0	GBB4_HUMAN	GNB4	Guanine nucleotide-binding protein subunit beta-4	6.3008e+06
Q9HAV4	XPO5_HUMAN	XPO5	Exportin-5	1.58174e+07
Q9HAV7	GRPE1_HUMAN	GRPEL1	GrpE protein homolog 1, mitochondrial	1.46057e+07
Q9HB07	MYG1_HUMAN	MYG1	MYG1 exonuclease	3.75384e+08
Q9HB19	PKHA2_HUMAN	PLEKHA2	Pleckstrin homology domain-containing family A member 2	8.56288e+06
Q9HB20	PKHA3_HUMAN	PLEKHA3	Pleckstrin homology domain-containing family A member 3	4.69145e+06
Q9HB71	CYBP_HUMAN	CACYBP	Calcyclin-binding protein	2.6205e+07
Q9HB90	RRAGC_HUMAN	RRAGC	Ras-related GTP-binding protein C	1.97755e+07
Q9HBH1	DEFM_HUMAN	PDF	Peptide deformylase, mitochondrial	1.97486e+07
Q9HBH5	RDH14_HUMAN	RDH14	Retinol dehydrogenase 14	7.58925e+06
Q9HBL0	TENS1_HUMAN	TNS1	Tensin-1	1.47099e+08
Q9HBL8	NMRL1_HUMAN	NMRAL1	NmrA-like family domain-containing protein 1	3.61394e+06
Q9HC16	ABC3G_HUMAN	APOBEC3G	DNA dC->dU-editing enzyme APOBEC-3G	8.83528e+06
Q9HC35	EMAL4_HUMAN	EML4	Echinoderm microtubule-associated protein-like 4	2.33875e+07
Q9HC38	GLOD4_HUMAN	GLOD4	Glyoxalase domain-containing protein 4	8.02719e+07
Q9HC52	CBX8_HUMAN	CBX8	Chromobox protein homolog 8	2.87541e+06
Q9HC78	ZBT20_HUMAN	ZBTB20	Zinc finger and BTB domain-containing protein 20	1.4838e+07
Q9HCB6	SPON1_HUMAN	SPON1	Spondin-1	8.53164e+07
Q9HCC0	MCCB_HUMAN	MCCC2	Methylcrotonoyl-CoA carboxylase beta chain, mitochondrial	2.31023e+07
Q9HCD5	NCOA5_HUMAN	NCOA5	Nuclear receptor coactivator 5	1.81884e+07
Q9HCE1	MOV10_HUMAN	MOV10	Helicase MOV-10	1.34779e+07
Q9HCE5	MET14_HUMAN	METTL14	N6-adenosine-methyltransferase non-catalytic subunit	7.3891e+06
Q9HCJ0	TNR6C_HUMAN	TNRC6C	Trinucleotide repeat-containing gene 6C protein	1.65936e+08
Q9HCM4	E41L5_HUMAN	EPB41L5	Band 4.1-like protein 5	640269
Q9HCN8	SDF2L_HUMAN	SDF2L1	Stromal cell-derived factor 2-like protein 1	2.07223e+07
Q9HCS7	SYF1_HUMAN	XAB2	Pre-mRNA-splicing factor SYF1	7.71813e+06
Q9HCU0	CD248_HUMAN	CD248	Endosialin	5.77113e+07
Q9HCU5	PREB_HUMAN	PREB	Prolactin regulatory element-binding protein	1.63647e+07
Q9HD20	AT131_HUMAN	ATP13A1	Endoplasmic reticulum transmembrane helix translocase	1.91437e+07
Q9HD26	GOPC_HUMAN	GOPC	Golgi-associated PDZ and coiled-coil motif-containing protein	7.04272e+06
Q9HD33	RM47_HUMAN	MRPL47	Large ribosomal subunit protein uL29m	2.36188e+06
Q9HD34	LYRM4_HUMAN	LYRM4	LYR motif-containing protein 4	2.51427e+06
Q9HD40	SPCS_HUMAN	SEPSECS	O-phosphoseryl-tRNA(Sec) selenium transferase	1.00644e+07
Q9HD45	TM9S3_HUMAN	TM9SF3	Transmembrane 9 superfamily member 3	6.35442e+06
Q9HD47	MOG1_HUMAN	RANGRF	Ran guanine nucleotide release factor	2.34099e+06
Q9HD89	RETN_HUMAN	RETN	Resistin	4.58029e+06
Q9HDC9	APMAP_HUMAN	APMAP	Adipocyte plasma membrane-associated protein	6.89085e+07
Q9NNW5	WDR6_HUMAN	WDR6	tRNA (34-2'-O)-methyltransferase regulator WDR6	4.13476e+06
Q9NNW7	TRXR2_HUMAN	TXNRD2	Thioredoxin reductase 2, mitochondrial	8.30355e+07
Q9NP58	ABCB6_HUMAN	ABCB6	ATP-binding cassette sub-family B member 6	4.9983e+06
Q9NP61	ARFG3_HUMAN	ARFGAP3	ADP-ribosylation factor GTPase-activating protein 3	1.79919e+07
Q9NP66	HM20A_HUMAN	HMG20A	High mobility group protein 20A	3.38275e+06
Q9NP72	RAB18_HUMAN	RAB18	Ras-related protein Rab-18	1.90614e+07
Q9NP74	PALMD_HUMAN	PALMD	Palmdelphin	6.53928e+06
Q9NP77	SSU72_HUMAN	SSU72	RNA polymerase II subunit A C-terminal domain phosphatase SSU72	6.4251e+06
Q9NP79	VTA1_HUMAN	VTA1	Vacuolar protein sorting-associated protein VTA1 homolog	1.16131e+07
Q9NP80	PLPL8_HUMAN	PNPLA8	Calcium-independent phospholipase A2-gamma	9.83661e+06
Q9NP81	SYSM_HUMAN	SARS2	Serine--tRNA ligase, mitochondrial	3.02673e+07
Q9NP97	DLRB1_HUMAN	DYNLRB1	Dynein light chain roadblock-type 1	8.5964e+07
Q9NPA0	EMC7_HUMAN	EMC7	ER membrane protein complex subunit 7	9.59752e+06
Q9NPA8	ENY2_HUMAN	ENY2	Transcription and mRNA export factor ENY2	1.09468e+07
Q9NPD3	EXOS4_HUMAN	EXOSC4	Exosome complex component RRP41	4.50925e+06
Q9NPE3	NOP10_HUMAN	NOP10	H/ACA ribonucleoprotein complex subunit 3	9.75624e+06
Q9NPF4	OSGEP_HUMAN	OSGEP	tRNA N6-adenosine threonylcarbamoyltransferase	1.70896e+07
Q9NPF5	DMAP1_HUMAN	DMAP1	DNA methyltransferase 1-associated protein 1	4.9071e+06
Q9NPH2	INO1_HUMAN	ISYNA1	Inositol-3-phosphate synthase 1	7.57212e+07
Q9NPI6	DCP1A_HUMAN	DCP1A	mRNA-decapping enzyme 1A	1.35981e+08
Q9NPI8	FANCF_HUMAN	FANCF	Fanconi anemia group F protein	2.17445e+07
Q9NPJ3	ACO13_HUMAN	ACOT13	Acyl-coenzyme A thioesterase 13	1.33007e+07
Q9NPJ6	MED4_HUMAN	MED4	Mediator of RNA polymerase II transcription subunit 4	1.21126e+06
Q9NPQ8	RIC8A_HUMAN	RIC8A	Synembryn-A	2.41888e+07
Q9NPR2	SEM4B_HUMAN	SEMA4B	Semaphorin-4B	4.07421e+06
Q9NQ29	LUC7L_HUMAN	LUC7L	Putative RNA-binding protein Luc7-like 1	1.81013e+07
Q9NQ48	LZTL1_HUMAN	LZTFL1	Leucine zipper transcription factor-like protein 1	1.30621e+07
Q9NQ79	CRAC1_HUMAN	CRTAC1	Cartilage acidic protein 1	2.64763e+06
Q9NQ88	TIGAR_HUMAN	TIGAR	Fructose-2,6-bisphosphatase TIGAR	7.31808e+07
Q9NQ89	CL004_HUMAN	C12orf4	Protein C12orf4	3.14899e+06
Q9NQC3	RTN4_HUMAN	RTN4	Reticulon-4	1.78805e+08
Q9NQC8	IFT46_HUMAN	IFT46	Intraflagellar transport protein 46 homolog	1.66454e+06
Q9NQE9	HINT3_HUMAN	HINT3	Adenosine 5'-monophosphoramidase HINT3	2.90674e+07
Q9NQG5	RPR1B_HUMAN	RPRD1B	Regulation of nuclear pre-mRNA domain-containing protein 1B	4.23245e+07
Q9NQP4	PFD4_HUMAN	PFDN4	Prefoldin subunit 4	2.23937e+07
Q9NQR4	NIT2_HUMAN	NIT2	Omega-amidase NIT2	4.93089e+07
Q9NQS1	AVEN_HUMAN	AVEN	Cell death regulator Aven	2.72389e+06
Q9NQT4	EXOS5_HUMAN	EXOSC5	Exosome complex component RRP46	3.82243e+06
Q9NQT8	KI13B_HUMAN	KIF13B	Kinesin-like protein KIF13B	3.07529e+07
Q9NQV6	PRD10_HUMAN	PRDM10	PR domain zinc finger protein 10	2.00955e+06
Q9NQW7	XPP1_HUMAN	XPNPEP1	Xaa-Pro aminopeptidase 1	2.77456e+07
Q9NQX3	GEPH_HUMAN	GPHN	Gephyrin	3.67379e+06
Q9NQX4	MYO5C_HUMAN	MYO5C	Unconventional myosin-Vc	788814
Q9NQZ2	SAS10_HUMAN	UTP3	Something about silencing protein 10	2.81319e+06
Q9NQZ5	STAR7_HUMAN	STARD7	StAR-related lipid transfer protein 7, mitochondrial	2.62994e+06
Q9NR09	BIRC6_HUMAN	BIRC6	Baculoviral IAP repeat-containing protein 6	1.42892e+07
Q9NR12	PDLI7_HUMAN	PDLIM7	PDZ and LIM domain protein 7	2.28658e+08
Q9NR19	ACSA_HUMAN	ACSS2	Acetyl-coenzyme A synthetase, cytoplasmic	5.36095e+06
Q9NR28	DBLOH_HUMAN	DIABLO	Diablo IAP-binding mitochondrial protein	3.32386e+07
Q9NR30	DDX21_HUMAN	DDX21	Nucleolar RNA helicase 2	1.73921e+07
Q9NR31	SAR1A_HUMAN	SAR1A	GTP-binding protein SAR1a	4.38784e+07
Q9NR34	MA1C1_HUMAN	MAN1C1	Mannosyl-oligosaccharide 1,2-alpha-mannosidase IC	3.45983e+06
Q9NR45	SIAS_HUMAN	NANS	Sialic acid synthase	7.75624e+07
Q9NR46	SHLB2_HUMAN	SH3GLB2	Endophilin-B2	1.5235e+07
Q9NR50	EI2BG_HUMAN	EIF2B3	Translation initiation factor eIF-2B subunit gamma	1.29608e+07
Q9NR56	MBNL1_HUMAN	MBNL1	Muscleblind-like protein 1	2.60386e+07
Q9NRA8	4ET_HUMAN	EIF4ENIF1	Eukaryotic translation initiation factor 4E transporter	4.00916e+06
Q9NRF2	SH2B1_HUMAN	SH2B1	SH2B adapter protein 1	2.8956e+06
Q9NRF8	PYRG2_HUMAN	CTPS2	CTP synthase 2	1.72891e+07
Q9NRG0	CHRC1_HUMAN	CHRAC1	Chromatin accessibility complex protein 1	5.47731e+06
Q9NRG1	PRDC1_HUMAN	PRTFDC1	Phosphoribosyltransferase domain-containing protein 1	6.02901e+08
Q9NRG7	D39U1_HUMAN	SDR39U1	Epimerase family protein SDR39U1	3.19499e+06
Q9NRG9	AAAS_HUMAN	AAAS	Aladin	4.3309e+06
Q9NRH2	SNRK_HUMAN	SNRK	SNF-related serine/threonine-protein kinase	8.29267e+06
Q9NRL3	STRN4_HUMAN	STRN4	Striatin-4	1.07016e+07
Q9NRN5	OLFL3_HUMAN	OLFML3	Olfactomedin-like protein 3	1.33142e+08
Q9NRN7	ADPPT_HUMAN	AASDHPPT	L-aminoadipate-semialdehyde dehydrogenase-phosphopantetheinyl transferase	5.19166e+07
Q9NRQ2	PLS4_HUMAN	PLSCR4	Phospholipid scramblase 4	2.87574e+06
Q9NRR5	UBQL4_HUMAN	UBQLN4	Ubiquilin-4	1.23568e+07
Q9NRS6	SNX15_HUMAN	SNX15	Sorting nexin-15	1.67395e+07
Q9NRV9	HEBP1_HUMAN	HEBP1	Heme-binding protein 1	5.73656e+07
Q9NRW3	ABC3C_HUMAN	APOBEC3C	DNA dC->dU-editing enzyme APOBEC-3C	1.76957e+07
Q9NRW7	VPS45_HUMAN	VPS45	Vacuolar protein sorting-associated protein 45	1.28849e+07
Q9NRX1	PNO1_HUMAN	PNO1	RNA-binding protein PNO1	4.54409e+06
Q9NRX2	RM17_HUMAN	MRPL17	Large ribosomal subunit protein bL17m	5.65131e+06
Q9NRX4	PHP14_HUMAN	PHPT1	14 kDa phosphohistidine phosphatase	3.83268e+07
Q9NRY2	SOSSC_HUMAN	INIP	SOSS complex subunit C	1.41936e+07
Q9NRY4	RHG35_HUMAN	ARHGAP35	Rho GTPase-activating protein 35	1.50135e+07
Q9NRY5	F1142_HUMAN	FAM114A2	Protein FAM114A2	3.26979e+06
Q9NRY6	PLS3_HUMAN	PLSCR3	Phospholipid scramblase 3	4.63255e+06
Q9NS15	LTBP3_HUMAN	LTBP3	Latent-transforming growth factor beta-binding protein 3	4.12447e+06
Q9NS69	TOM22_HUMAN	TOMM22	Mitochondrial import receptor subunit TOM22 homolog	3.5887e+06
Q9NS86	LANC2_HUMAN	LANCL2	LanC-like protein 2	1.18535e+07
Q9NSA3	CNBP1_HUMAN	CTNNBIP1	Beta-catenin-interacting protein 1	9.17287e+06
Q9NSD9	SYFB_HUMAN	FARSB	Phenylalanine--tRNA ligase beta subunit	4.25396e+07
Q9NSE4	SYIM_HUMAN	IARS2	Isoleucine--tRNA ligase, mitochondrial	3.20536e+07
Q9NSK0	KLC4_HUMAN	KLC4	Kinesin light chain 4	1.81677e+07
Q9NSK7	CS012_HUMAN	C19orf12	Protein C19orf12	2.28986e+07
Q9NSY0	NRBP2_HUMAN	NRBP2	Nuclear receptor-binding protein 2	7.51133e+06
Q9NSY1	BMP2K_HUMAN	BMP2K	BMP-2-inducible protein kinase	3.53689e+06
Q9NT22	EMIL3_HUMAN	EMILIN3	EMILIN-3	2.07217e+08
Q9NT62	ATG3_HUMAN	ATG3	Ubiquitin-like-conjugating enzyme ATG3	2.32776e+07
Q9NT99	LRC4B_HUMAN	LRRC4B	Leucine-rich repeat-containing protein 4B	1.65118e+07
Q9NTG7	SIR3_HUMAN	SIRT3	NAD-dependent protein deacetylase sirtuin-3, mitochondrial	1.68311e+07
Q9NTI5	PDS5B_HUMAN	PDS5B	Sister chromatid cohesion protein PDS5 homolog B	6.14925e+07
Q9NTJ4	MA2C1_HUMAN	MAN2C1	Alpha-mannosidase 2C1	1.23457e+07
Q9NTJ5	SAC1_HUMAN	SACM1L	Phosphatidylinositol-3-phosphatase SAC1	2.34523e+07
Q9NTK5	OLA1_HUMAN	OLA1	Obg-like ATPase 1	4.93215e+07
Q9NTM9	CUTC_HUMAN	CUTC	Copper homeostasis protein cutC homolog	2.11909e+06
Q9NTW7	ZF64B_HUMAN	ZFP64	Zinc finger protein 64	3.12163e+08
Q9NTX5	ECHD1_HUMAN	ECHDC1	Ethylmalonyl-CoA decarboxylase	2.29884e+07
Q9NTZ6	RBM12_HUMAN	RBM12	RNA-binding protein 12	3.10523e+07
Q9NU22	MDN1_HUMAN	MDN1	Midasin	3.96794e+06
Q9NUI1	DECR2_HUMAN	DECR2	Peroxisomal 2,4-dienoyl-CoA reductase [(3E)-enoyl-CoA-producing]	1.85929e+07
Q9NUJ1	ABHDA_HUMAN	ABHD10	Palmitoyl-protein thioesterase ABHD10, mitochondrial	1.00494e+07
Q9NUJ3	T11L1_HUMAN	TCP11L1	T-complex protein 11-like protein 1	1.45435e+06
Q9NUL3	STAU2_HUMAN	STAU2	Double-stranded RNA-binding protein Staufen homolog 2	2.39432e+06
Q9NUP1	BL1S4_HUMAN	BLOC1S4	Biogenesis of lysosome-related organelles complex 1 subunit 4	4.10867e+06
Q9NUP7	TRM13_HUMAN	TRMT13	tRNA:m(4)X modification enzyme TRM13 homolog	752912
Q9NUP9	LIN7C_HUMAN	LIN7C	Protein lin-7 homolog C	1.69968e+07
Q9NUQ2	PLCE_HUMAN	AGPAT5	1-acyl-sn-glycerol-3-phosphate acyltransferase epsilon	8.77373e+06
Q9NUQ6	SPS2L_HUMAN	SPATS2L	SPATS2-like protein	1.02806e+07
Q9NUQ7	UFSP2_HUMAN	UFSP2	Ufm1-specific protease 2	8.31246e+06
