Protein.Group	Protein.Names	Genes	First.Protein.Description	D:\LZW\Guomics\MS-BERT\Benchmark\fdrs_DIANN19\mzML_new\GUI\Tumor15\E20200929yuanch_Connie_TCPA_60minDIA_b2-2.mzML
Q9HAS0	NJMU_HUMAN	C17orf75	Protein Njmu-R1	3.66225e+06
Q9HAT2	SIAE_HUMAN	SIAE	Sialate O-acetylesterase	1.24908e+07
Q9HAU0	PKHA5_HUMAN	PLEKHA5	Pleckstrin homology domain-containing family A member 5	2.29766e+06
Q9HAU5	RENT2_HUMAN	UPF2	Regulator of nonsense transcripts 2	1.0866e+07
Q9HAV0	GBB4_HUMAN	GNB4	Guanine nucleotide-binding protein subunit beta-4	4.93133e+06
Q9HAV4	XPO5_HUMAN	XPO5	Exportin-5	5.02805e+06
Q9HAV7	GRPE1_HUMAN	GRPEL1	GrpE protein homolog 1, mitochondrial	2.6784e+07
Q9HB07	MYG1_HUMAN	MYG1	MYG1 exonuclease	1.84168e+07
Q9HB40	RISC_HUMAN	SCPEP1	Retinoid-inducible serine carboxypeptidase	1.13288e+07
Q9HB71	CYBP_HUMAN	CACYBP	Calcyclin-binding protein	1.43063e+07
Q9HB90	RRAGC_HUMAN	RRAGC	Ras-related GTP-binding protein C	8.90972e+06
Q9HBH1	DEFM_HUMAN	PDF	Peptide deformylase, mitochondrial	4.22025e+06
Q9HBH5	RDH14_HUMAN	RDH14	Retinol dehydrogenase 14	1.42105e+07
Q9HBK9	AS3MT_HUMAN	AS3MT	Arsenite methyltransferase	3.43934e+06
Q9HBL0	TENS1_HUMAN	TNS1	Tensin-1	6.8042e+07
Q9HBL7	PLRKT_HUMAN	PLGRKT	Plasminogen receptor (KT)	1.65368e+07
Q9HBL8	NMRL1_HUMAN	NMRAL1	NmrA-like family domain-containing protein 1	3.0424e+06
Q9HBR0	S38AA_HUMAN	SLC38A10	Putative sodium-coupled neutral amino acid transporter 10	1.23978e+07
Q9HC35	EMAL4_HUMAN	EML4	Echinoderm microtubule-associated protein-like 4	6.53755e+07
Q9HC36	MRM3_HUMAN	MRM3	rRNA methyltransferase 3, mitochondrial	1.25525e+07
Q9HC38	GLOD4_HUMAN	GLOD4	Glyoxalase domain-containing protein 4	7.40203e+07
Q9HC78	ZBT20_HUMAN	ZBTB20	Zinc finger and BTB domain-containing protein 20	3.20453e+06
Q9HCB6	SPON1_HUMAN	SPON1	Spondin-1	1.16003e+07
Q9HCC0	MCCB_HUMAN	MCCC2	Methylcrotonoyl-CoA carboxylase beta chain, mitochondrial	6.60718e+07
Q9HCD5	NCOA5_HUMAN	NCOA5	Nuclear receptor coactivator 5	1.02767e+07
Q9HCE1	MOV10_HUMAN	MOV10	Helicase MOV-10	2.3709e+07
Q9HCE6	ARGAL_HUMAN	ARHGEF10L	Rho guanine nucleotide exchange factor 10-like protein	7.38042e+06
Q9HCI7	MSL2_HUMAN	MSL2	E3 ubiquitin-protein ligase MSL2	1.60064e+07
Q9HCK8	CHD8_HUMAN	CHD8	Chromodomain-helicase-DNA-binding protein 8	2.01489e+06
Q9HCM2	PLXA4_HUMAN	PLXNA4	Plexin-A4	6.18948e+06
Q9HCN8	SDF2L_HUMAN	SDF2L1	Stromal cell-derived factor 2-like protein 1	4.93476e+07
Q9HCS7	SYF1_HUMAN	XAB2	Pre-mRNA-splicing factor SYF1	1.06213e+07
Q9HCU0	CD248_HUMAN	CD248	Endosialin	1.84235e+07
Q9HCU5	PREB_HUMAN	PREB	Prolactin regulatory element-binding protein	2.24118e+08
Q9HD15	SRA1_HUMAN	SRA1	Steroid receptor RNA activator 1	6.67811e+06
Q9HD20	AT131_HUMAN	ATP13A1	Endoplasmic reticulum transmembrane helix translocase	1.36824e+07
Q9HD26	GOPC_HUMAN	GOPC	Golgi-associated PDZ and coiled-coil motif-containing protein	7.1824e+06
Q9HD33	RM47_HUMAN	MRPL47	Large ribosomal subunit protein uL29m	6.29231e+06
Q9HD34	LYRM4_HUMAN	LYRM4	LYR motif-containing protein 4	4.92133e+06
Q9HD40	SPCS_HUMAN	SEPSECS	O-phosphoseryl-tRNA(Sec) selenium transferase	2.8764e+06
Q9HD42	CHM1A_HUMAN	CHMP1A	Charged multivesicular body protein 1a	1.64275e+07
Q9HD45	TM9S3_HUMAN	TM9SF3	Transmembrane 9 superfamily member 3	8.07586e+06
Q9HD89	RETN_HUMAN	RETN	Resistin	1.48764e+06
Q9HDC9	APMAP_HUMAN	APMAP	Adipocyte plasma membrane-associated protein	4.981e+07
Q9NNW7	TRXR2_HUMAN	TXNRD2	Thioredoxin reductase 2, mitochondrial	1.35549e+07
Q9NP61	ARFG3_HUMAN	ARFGAP3	ADP-ribosylation factor GTPase-activating protein 3	8.89987e+07
Q9NP72	RAB18_HUMAN	RAB18	Ras-related protein Rab-18	1.63772e+07
Q9NP73	ALG13_HUMAN	ALG13	Putative bifunctional UDP-N-acetylglucosamine transferase and deubiquitinase ALG13	6.36626e+06
Q9NP74	PALMD_HUMAN	PALMD	Palmdelphin	2.04389e+06
Q9NP79	VTA1_HUMAN	VTA1	Vacuolar protein sorting-associated protein VTA1 homolog	1.73206e+07
Q9NP80	PLPL8_HUMAN	PNPLA8	Calcium-independent phospholipase A2-gamma	4.18902e+06
Q9NP81	SYSM_HUMAN	SARS2	Serine--tRNA ligase, mitochondrial	1.24519e+08
Q9NP97	DLRB1_HUMAN	DYNLRB1	Dynein light chain roadblock-type 1	1.92128e+07
Q9NPA0	EMC7_HUMAN	EMC7	ER membrane protein complex subunit 7	1.19704e+07
Q9NPA8	ENY2_HUMAN	ENY2	Transcription and mRNA export factor ENY2	1.90815e+07
Q9NPD3	EXOS4_HUMAN	EXOSC4	Exosome complex component RRP41	4.39349e+06
Q9NPE3	NOP10_HUMAN	NOP10	H/ACA ribonucleoprotein complex subunit 3	6.53147e+06
Q9NPF4	OSGEP_HUMAN	OSGEP	tRNA N6-adenosine threonylcarbamoyltransferase	2.04005e+07
Q9NPH0	PPA6_HUMAN	ACP6	Lysophosphatidic acid phosphatase type 6	7.33564e+06
Q9NPH2	INO1_HUMAN	ISYNA1	Inositol-3-phosphate synthase 1	2.34214e+07
Q9NPJ3	ACO13_HUMAN	ACOT13	Acyl-coenzyme A thioesterase 13	3.59449e+07
Q9NPQ8	RIC8A_HUMAN	RIC8A	Synembryn-A	8.29995e+06
Q9NPR2	SEM4B_HUMAN	SEMA4B	Semaphorin-4B	3.29781e+06
Q9NPR9	GP108_HUMAN	GPR108	Protein GPR108	3.06953e+06
Q9NQ29	LUC7L_HUMAN	LUC7L	Putative RNA-binding protein Luc7-like 1	1.09552e+07
Q9NQ48	LZTL1_HUMAN	LZTFL1	Leucine zipper transcription factor-like protein 1	8.22539e+06
Q9NQ50	RM40_HUMAN	MRPL40	Large ribosomal subunit protein mL40	3.76469e+06
Q9NQ55	SSF1_HUMAN	PPAN	Suppressor of SWI4 1 homolog	2.35399e+06
Q9NQ66	PLCB1_HUMAN	PLCB1	1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase beta-1	5.16948e+06
Q9NQ88	TIGAR_HUMAN	TIGAR	Fructose-2,6-bisphosphatase TIGAR	6.13866e+06
Q9NQ94	A1CF_HUMAN	A1CF	APOBEC1 complementation factor	1.27111e+07
Q9NQC3	RTN4_HUMAN	RTN4	Reticulon-4	6.85149e+07
Q9NQC7	CYLD_HUMAN	CYLD	Ubiquitin carboxyl-terminal hydrolase CYLD	3.12343e+06
Q9NQE9	HINT3_HUMAN	HINT3	Adenosine 5'-monophosphoramidase HINT3	7.58181e+06
Q9NQG5	RPR1B_HUMAN	RPRD1B	Regulation of nuclear pre-mRNA domain-containing protein 1B	4.29178e+07
Q9NQG6	MID51_HUMAN	MIEF1	Mitochondrial dynamics protein MIEF1	1.0145e+06
Q9NQH7	XPP3_HUMAN	XPNPEP3	Xaa-Pro aminopeptidase 3	5.18443e+06
Q9NQP4	PFD4_HUMAN	PFDN4	Prefoldin subunit 4	1.12153e+07
Q9NQR4	NIT2_HUMAN	NIT2	Omega-amidase NIT2	3.02362e+07
Q9NQS1	AVEN_HUMAN	AVEN	Cell death regulator Aven	4.19435e+06
Q9NQT4	EXOS5_HUMAN	EXOSC5	Exosome complex component RRP46	4.81338e+06
Q9NQT8	KI13B_HUMAN	KIF13B	Kinesin-like protein KIF13B	3.22014e+07
Q9NQW7	XPP1_HUMAN	XPNPEP1	Xaa-Pro aminopeptidase 1	8.04625e+07
Q9NQX3	GEPH_HUMAN	GPHN	Gephyrin	1.71311e+07
Q9NQX4	MYO5C_HUMAN	MYO5C	Unconventional myosin-Vc	1.58984e+07
Q9NQZ2	SAS10_HUMAN	UTP3	Something about silencing protein 10	4.01013e+06
Q9NR09	BIRC6_HUMAN	BIRC6	Baculoviral IAP repeat-containing protein 6	1.01644e+07
Q9NR12	PDLI7_HUMAN	PDLIM7	PDZ and LIM domain protein 7	1.22119e+08
Q9NR19	ACSA_HUMAN	ACSS2	Acetyl-coenzyme A synthetase, cytoplasmic	9.62397e+06
Q9NR28	DBLOH_HUMAN	DIABLO	Diablo IAP-binding mitochondrial protein	2.95314e+07
Q9NR30	DDX21_HUMAN	DDX21	Nucleolar RNA helicase 2	8.94985e+06
Q9NR31	SAR1A_HUMAN	SAR1A	GTP-binding protein SAR1a	6.58088e+07
Q9NR45	SIAS_HUMAN	NANS	Sialic acid synthase	1.54388e+08
Q9NR46	SHLB2_HUMAN	SH3GLB2	Endophilin-B2	1.28079e+07
Q9NR50	EI2BG_HUMAN	EIF2B3	Translation initiation factor eIF-2B subunit gamma	1.58667e+07
Q9NR56	MBNL1_HUMAN	MBNL1	Muscleblind-like protein 1	1.14865e+07
Q9NR99	MXRA5_HUMAN	MXRA5	Matrix-remodeling-associated protein 5	5.05869e+06
Q9NRD1	FBX6_HUMAN	FBXO6	F-box only protein 6	417919
Q9NRD5	PICK1_HUMAN	PICK1	PRKCA-binding protein	8.63418e+06
Q9NRF8	PYRG2_HUMAN	CTPS2	CTP synthase 2	2.94996e+07
Q9NRG7	D39U1_HUMAN	SDR39U1	Epimerase family protein SDR39U1	1.49359e+07
Q9NRG9	AAAS_HUMAN	AAAS	Aladin	1.17757e+07
Q9NRK6	ABCBA_HUMAN	ABCB10	ATP-binding cassette sub-family B member 10, mitochondrial	1.44234e+06
Q9NRN5	OLFL3_HUMAN	OLFML3	Olfactomedin-like protein 3	1.26687e+07
Q9NRN7	ADPPT_HUMAN	AASDHPPT	L-aminoadipate-semialdehyde dehydrogenase-phosphopantetheinyl transferase	1.11537e+07
Q9NRR5	UBQL4_HUMAN	UBQLN4	Ubiquilin-4	8.12725e+06
Q9NRS6	SNX15_HUMAN	SNX15	Sorting nexin-15	3.66611e+06
Q9NRV9	HEBP1_HUMAN	HEBP1	Heme-binding protein 1	4.54427e+07
Q9NRW3	ABC3C_HUMAN	APOBEC3C	DNA dC->dU-editing enzyme APOBEC-3C	1.18283e+07
Q9NRW7	VPS45_HUMAN	VPS45	Vacuolar protein sorting-associated protein 45	1.29643e+07
Q9NRX1	PNO1_HUMAN	PNO1	RNA-binding protein PNO1	1.95181e+06
Q9NRX2	RM17_HUMAN	MRPL17	Large ribosomal subunit protein bL17m	7.06817e+06
Q9NRX4	PHP14_HUMAN	PHPT1	14 kDa phosphohistidine phosphatase	6.0125e+07
Q9NRY2	SOSSC_HUMAN	INIP	SOSS complex subunit C	3.09702e+06
Q9NRY4	RHG35_HUMAN	ARHGAP35	Rho GTPase-activating protein 35	4.9573e+06
Q9NRY5	F1142_HUMAN	FAM114A2	Protein FAM114A2	4.97984e+06
Q9NS69	TOM22_HUMAN	TOMM22	Mitochondrial import receptor subunit TOM22 homolog	4.88919e+06
Q9NS86	LANC2_HUMAN	LANCL2	LanC-like protein 2	1.98692e+07
Q9NSA3	CNBP1_HUMAN	CTNNBIP1	Beta-catenin-interacting protein 1	3.21572e+06
Q9NSD9	SYFB_HUMAN	FARSB	Phenylalanine--tRNA ligase beta subunit	8.21665e+07
Q9NSE4	SYIM_HUMAN	IARS2	Isoleucine--tRNA ligase, mitochondrial	3.16727e+07
Q9NSK0	KLC4_HUMAN	KLC4	Kinesin light chain 4	8.31076e+06
Q9NSK7	CS012_HUMAN	C19orf12	Protein C19orf12	8.78682e+06
Q9NT62	ATG3_HUMAN	ATG3	Ubiquitin-like-conjugating enzyme ATG3	2.83944e+07
Q9NTG7	SIR3_HUMAN	SIRT3	NAD-dependent protein deacetylase sirtuin-3, mitochondrial	3.18435e+06
Q9NTI5	PDS5B_HUMAN	PDS5B	Sister chromatid cohesion protein PDS5 homolog B	1.35013e+07
Q9NTJ4	MA2C1_HUMAN	MAN2C1	Alpha-mannosidase 2C1	7.22789e+06
Q9NTJ5	SAC1_HUMAN	SACM1L	Phosphatidylinositol-3-phosphatase SAC1	3.99524e+07
Q9NTK5	OLA1_HUMAN	OLA1	Obg-like ATPase 1	4.89835e+07
Q9NTW7	ZF64B_HUMAN	ZFP64	Zinc finger protein 64	2.21282e+08
Q9NTX5	ECHD1_HUMAN	ECHDC1	Ethylmalonyl-CoA decarboxylase	4.18975e+07
Q9NTZ6	RBM12_HUMAN	RBM12	RNA-binding protein 12	9.79102e+07
Q9NUB1	ACS2L_HUMAN	ACSS1	Acetyl-coenzyme A synthetase 2-like, mitochondrial	4.50123e+07
Q9NUI1	DECR2_HUMAN	DECR2	Peroxisomal 2,4-dienoyl-CoA reductase [(3E)-enoyl-CoA-producing]	3.7361e+06
Q9NUJ1	ABHDA_HUMAN	ABHD10	Palmitoyl-protein thioesterase ABHD10, mitochondrial	2.85695e+07
Q9NUM3	S39A9_HUMAN	SLC39A9	Zinc transporter ZIP9	2.10604e+06
Q9NUP1	BL1S4_HUMAN	BLOC1S4	Biogenesis of lysosome-related organelles complex 1 subunit 4	3.34756e+07
Q9NUP9	LIN7C_HUMAN	LIN7C	Protein lin-7 homolog C	2.17903e+07
Q9NUQ2	PLCE_HUMAN	AGPAT5	1-acyl-sn-glycerol-3-phosphate acyltransferase epsilon	8.61334e+06
Q9NUQ6	SPS2L_HUMAN	SPATS2L	SPATS2-like protein	4.27162e+06
Q9NUQ7	UFSP2_HUMAN	UFSP2	Ufm1-specific protease 2	1.56906e+07
Q9NUQ8	ABCF3_HUMAN	ABCF3	ATP-binding cassette sub-family F member 3	1.70248e+07
Q9NUQ9	CYRIB_HUMAN	CYRIB	CYFIP-related Rac1 interactor B	1.94651e+07
Q9NUT2	MITOS_HUMAN	ABCB8	Mitochondrial potassium channel ATP-binding subunit	4.68472e+06
Q9NUU7	DD19A_HUMAN	DDX19A	ATP-dependent RNA helicase DDX19A	3.59548e+07
Q9NUV9	GIMA4_HUMAN	GIMAP4	GTPase IMAP family member 4	1.3694e+07
Q9NUY8	TBC23_HUMAN	TBC1D23	TBC1 domain family member 23	8.75549e+06
Q9NV31	IMP3_HUMAN	IMP3	U3 small nucleolar ribonucleoprotein protein IMP3	5.56558e+06
Q9NV70	EXOC1_HUMAN	EXOC1	Exocyst complex component 1	2.37194e+07
Q9NV96	CC50A_HUMAN	TMEM30A	Cell cycle control protein 50A	9.73648e+06
Q9NVA2	SEP11_HUMAN	SEPTIN11	Septin-11	8.61757e+07
Q9NVD7	PARVA_HUMAN	PARVA	Alpha-parvin	3.17478e+07
Q9NVE7	PANK4_HUMAN	PANK4	4'-phosphopantetheine phosphatase	6.90432e+06
Q9NVG8	TBC13_HUMAN	TBC1D13	TBC1 domain family member 13	3.95868e+06
Q9NVH0	EXD2_HUMAN	EXD2	Exonuclease 3'-5' domain-containing protein 2	9.69532e+06
Q9NVH1	DJC11_HUMAN	DNAJC11	DnaJ homolog subfamily C member 11	1.49849e+07
Q9NVH6	TMLH_HUMAN	TMLHE	Trimethyllysine dioxygenase, mitochondrial	8.46063e+06
Q9NVI7	ATD3A_HUMAN	ATAD3A	ATPase family AAA domain-containing protein 3A	2.34268e+08
Q9NVJ2	ARL8B_HUMAN	ARL8B	ADP-ribosylation factor-like protein 8B	2.3749e+07
Q9NVM1	EVA1B_HUMAN	EVA1B	Protein eva-1 homolog B	6.69151e+06
Q9NVM9	INT13_HUMAN	INTS13	Integrator complex subunit 13	2.61716e+06
Q9NVP1	DDX18_HUMAN	DDX18	ATP-dependent RNA helicase DDX18	3.73022e+07
Q9NVS2	RT18A_HUMAN	MRPS18A	Large ribosomal subunit protein mL66	6.76998e+06
Q9NVS9	PNPO_HUMAN	PNPO	Pyridoxine-5'-phosphate oxidase	5.38195e+07
Q9NVT9	ARMC1_HUMAN	ARMC1	Armadillo repeat-containing protein 1	1.43395e+06
Q9NVV4	PAPD1_HUMAN	MTPAP	Poly(A) RNA polymerase, mitochondrial	1.95507e+06
Q9NVX2	NLE1_HUMAN	NLE1	Notchless protein homolog 1	2.46819e+06
Q9NVZ3	NECP2_HUMAN	NECAP2	Adaptin ear-binding coat-associated protein 2	1.61446e+07
Q9NW13	RBM28_HUMAN	RBM28	RNA-binding protein 28	1.52476e+06
Q9NW64	RBM22_HUMAN	RBM22	Pre-mRNA-splicing factor RBM22	2.95481e+09
Q9NW68	BSDC1_HUMAN	BSDC1	BSD domain-containing protein 1	6.46345e+06
Q9NW97	TMM51_HUMAN	TMEM51	Transmembrane protein 51	4.32933e+06
Q9NWB6	ARGL1_HUMAN	ARGLU1	Arginine and glutamate-rich protein 1	1.34126e+07
Q9NWH7	SPAT6_HUMAN	SPATA6	Spermatogenesis-associated protein 6	6.2613e+07
Q9NWH9	SLTM_HUMAN	SLTM	SAFB-like transcription modulator	7.00617e+06
Q9NWS0	PIHD1_HUMAN	PIH1D1	PIH1 domain-containing protein 1	8.92543e+06
Q9NWT1	PK1IP_HUMAN	PAK1IP1	p21-activated protein kinase-interacting protein 1	1.05137e+06
Q9NWT6	HIF1N_HUMAN	HIF1AN	Hypoxia-inducible factor 1-alpha inhibitor	2.35797e+06
Q9NWU1	OXSM_HUMAN	OXSM	3-oxoacyl-[acyl-carrier-protein] synthase, mitochondrial	5.73848e+06
Q9NWU2	GID8_HUMAN	GID8	Glucose-induced degradation protein 8 homolog	1.50891e+06
Q9NWU5	RM22_HUMAN	MRPL22	Large ribosomal subunit protein uL22m	1.53572e+07
Q9NWV4	CZIB_HUMAN	CZIB	CXXC motif containing zinc binding protein	2.02146e+07
Q9NWV8	BABA1_HUMAN	BABAM1	BRISC and BRCA1-A complex member 1	5.29349e+06
Q9NWZ3	IRAK4_HUMAN	IRAK4	Interleukin-1 receptor-associated kinase 4	6.01678e+06
Q9NWZ5	UCKL1_HUMAN	UCKL1	Uridine-cytidine kinase-like 1	3.52706e+06
Q9NX00	TM160_HUMAN	TMEM160	Transmembrane protein 160	1.89493e+06
Q9NX04	AIRIM_HUMAN	AIRIM	AFG2-interacting ribosome maturation factor	3.23871e+06
Q9NX05	F120C_HUMAN	FAM120C	Constitutive coactivator of PPAR-gamma-like protein 2	8.16136e+06
Q9NX08	COMD8_HUMAN	COMMD8	COMM domain-containing protein 8	523838
Q9NX14	NDUBB_HUMAN	NDUFB11	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 11, mitochondrial	3.60488e+07
Q9NX20	RM16_HUMAN	MRPL16	Large ribosomal subunit protein uL16m	1.58315e+07
Q9NX24	NHP2_HUMAN	NHP2	H/ACA ribonucleoprotein complex subunit 2	1.97557e+07
Q9NX40	OCAD1_HUMAN	OCIAD1	OCIA domain-containing protein 1	5.06181e+07
Q9NX46	ADPRS_HUMAN	ADPRS	ADP-ribosylhydrolase ARH3	1.75474e+07
Q9NX55	HYPK_HUMAN	HYPK	Huntingtin-interacting protein K	4.11698e+08
Q9NX57	RAB20_HUMAN	RAB20	Ras-related protein Rab-20	1.4526e+07
Q9NX58	LYAR_HUMAN	LYAR	Cell growth-regulating nucleolar protein	6.34349e+06
Q9NX62	IMPA3_HUMAN	BPNT2	Golgi-resident adenosine 3',5'-bisphosphate 3'-phosphatase	7.38994e+06
Q9NX63	MIC19_HUMAN	CHCHD3	MICOS complex subunit MIC19	8.04444e+07
Q9NX94	WBP1L_HUMAN	WBP1L	WW domain binding protein 1-like	3.46851e+08
Q9NXA8	SIR5_HUMAN	SIRT5	NAD-dependent protein deacylase sirtuin-5, mitochondrial	7.43607e+06
Q9NXC5	MIO_HUMAN	MIOS	GATOR complex protein MIOS	4.49532e+07
Q9NXE4	NSMA3_HUMAN	SMPD4	Sphingomyelin phosphodiesterase 4	1.27277e+08
Q9NXF1	TEX10_HUMAN	TEX10	Testis-expressed protein 10	1.26404e+07
Q9NXG2	THUM1_HUMAN	THUMPD1	THUMP domain-containing protein 1	2.31609e+07
Q9NXH8	TOR4A_HUMAN	TOR4A	Torsin-4A	9.6583e+06
Q9NXH9	TRM1_HUMAN	TRMT1	tRNA (guanine(26)-N(2))-dimethyltransferase	1.17125e+06
Q9NXN4	GDAP2_HUMAN	GDAP2	Ganglioside-induced differentiation-associated protein 2	1.6293e+06
Q9NXR7	BABA2_HUMAN	BABAM2	BRISC and BRCA1-A complex member 2	3.85221e+06
Q9NXS2	QPCTL_HUMAN	QPCTL	Glutaminyl-peptide cyclotransferase-like protein	1.73143e+07
Q9NXV6	CARF_HUMAN	CDKN2AIP	CDKN2A-interacting protein	4.07759e+06
Q9NXW2	DJB12_HUMAN	DNAJB12	DnaJ homolog subfamily B member 12	3.60998e+06
Q9NY12	GAR1_HUMAN	GAR1	H/ACA ribonucleoprotein complex subunit 1	1.35136e+07
Q9NY15	STAB1_HUMAN	STAB1	Stabilin-1	5.51964e+06
Q9NY33	DPP3_HUMAN	DPP3	Dipeptidyl peptidase 3	4.67853e+07
Q9NY93	DDX56_HUMAN	DDX56	Probable ATP-dependent RNA helicase DDX56	1.75019e+06
Q9NYF8	BCLF1_HUMAN	BCLAF1	Bcl-2-associated transcription factor 1	1.38004e+07
Q9NYK5	RM39_HUMAN	MRPL39	Large ribosomal subunit protein mL39	7.96256e+06
Q9NYL2	M3K20_HUMAN	MAP3K20	Mitogen-activated protein kinase kinase kinase 20	1.61261e+06
Q9NYL4	FKB11_HUMAN	FKBP11	Peptidyl-prolyl cis-trans isomerase FKBP11	2.76689e+08
Q9NYL9	TMOD3_HUMAN	TMOD3	Tropomodulin-3	3.04365e+07
Q9NYM9	BET1L_HUMAN	BET1L	BET1-like protein	6.41436e+06
Q9NYR9	KBRS2_HUMAN	NKIRAS2	NF-kappa-B inhibitor-interacting Ras-like protein 2	3.07195e+06
Q9NYU2	UGGG1_HUMAN	UGGT1	UDP-glucose:glycoprotein glucosyltransferase 1	7.90814e+08
Q9NYV6	RRN3_HUMAN	RRN3	RNA polymerase I-specific transcription initiation factor RRN3	1.97496e+07
Q9NZ01	TECR_HUMAN	TECR	Very-long-chain enoyl-CoA reductase	6.70975e+07
Q9NZ08	ERAP1_HUMAN	ERAP1	Endoplasmic reticulum aminopeptidase 1	2.90855e+07
Q9NZ32	ARP10_HUMAN	ACTR10	Actin-related protein 10	1.12143e+07
Q9NZ43	USE1_HUMAN	USE1	Vesicle transport protein USE1	1.19386e+07
Q9NZ45	CISD1_HUMAN	CISD1	CDGSH iron-sulfur domain-containing protein 1	2.33523e+07
Q9NZ63	TLS1_HUMAN	C9orf78	Splicing factor C9orf78	969154
Q9NZB2	F120A_HUMAN	FAM120A	Constitutive coactivator of PPAR-gamma-like protein 1	2.21783e+07
Q9NZC3	GDE1_HUMAN	GDE1	Glycerophosphodiester phosphodiesterase 1	1.80998e+06
Q9NZD2	GLTP_HUMAN	GLTP	Glycolipid transfer protein	6.4425e+06
Q9NZE8	RM35_HUMAN	MRPL35	Large ribosomal subunit protein bL35m	1.76617e+06
Q9NZJ7	MTCH1_HUMAN	MTCH1	Mitochondrial carrier homolog 1	2.30717e+07
Q9NZJ9	NUDT4_HUMAN	NUDT4	Diphosphoinositol polyphosphate phosphohydrolase 2	6.96544e+06
Q9NZL4	HPBP1_HUMAN	HSPBP1	Hsp70-binding protein 1	5.15983e+06
Q9NZL9	MAT2B_HUMAN	MAT2B	Methionine adenosyltransferase 2 subunit beta	4.18917e+07
Q9NZM1	MYOF_HUMAN	MYOF	Myoferlin	3.45109e+07
Q9NZM3	ITSN2_HUMAN	ITSN2	Intersectin-2	5.32687e+06
Q9NZN4	EHD2_HUMAN	EHD2	EH domain-containing protein 2	3.12322e+07
Q9NZN5	ARHGC_HUMAN	ARHGEF12	Rho guanine nucleotide exchange factor 12	5.4668e+06
Q9NZN8	CNOT2_HUMAN	CNOT2	CCR4-NOT transcription complex subunit 2	8.92096e+06
Q9NZQ3	SPN90_HUMAN	NCKIPSD	NCK-interacting protein with SH3 domain	3.33126e+06
Q9NZT1	CALL5_HUMAN	CALML5	Calmodulin-like protein 5	1.82216e+07
Q9NZT2	OGFR_HUMAN	OGFR	Opioid growth factor receptor	7.05805e+06
Q9NZU5	LMCD1_HUMAN	LMCD1	LIM and cysteine-rich domains protein 1	1.30407e+07
Q9NZW5	PALS2_HUMAN	PALS2	Protein PALS2	6.74714e+06
Q9NZZ3	CHMP5_HUMAN	CHMP5	Charged multivesicular body protein 5	9.04644e+08
Q9P000	COMD9_HUMAN	COMMD9	COMM domain-containing protein 9	1.00393e+07
Q9P013	CWC15_HUMAN	CWC15	Spliceosome-associated protein CWC15 homolog	1.06734e+06
Q9P015	RM15_HUMAN	MRPL15	Large ribosomal subunit protein uL15m	1.14775e+07
Q9P016	THYN1_HUMAN	THYN1	Thymocyte nuclear protein 1	2.95627e+07
Q9P032	NDUF4_HUMAN	NDUFAF4	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex assembly factor 4	9.57625e+06
Q9P035	HACD3_HUMAN	HACD3	Very-long-chain (3R)-3-hydroxyacyl-CoA dehydratase 3	1.71878e+07
Q9P0I2	EMC3_HUMAN	EMC3	ER membrane protein complex subunit 3	1.19269e+07
Q9P0J0	NDUAD_HUMAN	NDUFA13	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 13	6.36073e+07
Q9P0J1	PDP1_HUMAN	PDP1	[Pyruvate dehydrogenase [acetyl-transferring]]-phosphatase 1, mitochondrial	1.21217e+07
Q9P0K7	RAI14_HUMAN	RAI14	Ankycorbin	4.17066e+06
Q9P0L0	VAPA_HUMAN	VAPA	Vesicle-associated membrane protein-associated protein A	3.30793e+07
Q9P0M6	H2AW_HUMAN	MACROH2A2	Core histone macro-H2A.2	5.72416e+07
Q9P0M9	RM27_HUMAN	MRPL27	Large ribosomal subunit protein bL27m	7.54462e+06
Q9P0P8	MRES1_HUMAN	MTRES1	Mitochondrial transcription rescue factor 1	8.30948e+06
Q9P0S3	ORML1_HUMAN	ORMDL1	ORM1-like protein 1	2.04719e+06
Q9P0S9	TM14C_HUMAN	TMEM14C	Transmembrane protein 14C	3.47345e+06
Q9P0V3	SH3B4_HUMAN	SH3BP4	SH3 domain-binding protein 4	4.47737e+06
Q9P0V9	SEP10_HUMAN	SEPTIN10	Septin-10	8.36604e+06
Q9P1Y5	CAMP3_HUMAN	CAMSAP3	Calmodulin-regulated spectrin-associated protein 3	9.46407e+06
Q9P1Y6	PHRF1_HUMAN	PHRF1	PHD and RING finger domain-containing protein 1	662464
Q9P206	K1522_HUMAN	KIAA1522	Uncharacterized protein KIAA1522	1.6106e+07
Q9P253	VPS18_HUMAN	VPS18	Vacuolar protein sorting-associated protein 18 homolog	6.82073e+06
Q9P258	RCC2_HUMAN	RCC2	Protein RCC2	2.05672e+07
Q9P265	DIP2B_HUMAN	DIP2B	Disco-interacting protein 2 homolog B	4.60246e+07
Q9P266	JCAD_HUMAN	JCAD	Junctional cadherin 5-associated protein	4.66437e+06
Q9P270	SLAI2_HUMAN	SLAIN2	SLAIN motif-containing protein 2	6.26793e+06
Q9P287	BCCIP_HUMAN	BCCIP	BRCA2 and CDKN1A-interacting protein	1.5789e+07
