Protein.Group	Protein.Names	Genes	First.Protein.Description	D:\LZW\Guomics\MS-BERT\Benchmark\fdrs_DIANN19\mzML_new\GUI\Tumor15\E20200929yuanch_Connie_TCPA_60minDIA_b2-14.mzML
Q9BTE6	AASD1_HUMAN	AARSD1	Alanyl-tRNA editing protein Aarsd1	2.26736e+07
Q9BTM9	URM1_HUMAN	URM1	Ubiquitin-related modifier 1	3.66753e+06
Q9BTP6	ZBED2_HUMAN	ZBED2	Zinc finger BED domain-containing protein 2	2.01828e+07
Q9BTT0	AN32E_HUMAN	ANP32E	Acidic leucine-rich nuclear phosphoprotein 32 family member E	5.62771e+07
Q9BTT6	LRRC1_HUMAN	LRRC1	Leucine-rich repeat-containing protein 1	5.75912e+06
Q9BTU6	P4K2A_HUMAN	PI4K2A	Phosphatidylinositol 4-kinase type 2-alpha	7.3568e+06
Q9BTV4	TMM43_HUMAN	TMEM43	Transmembrane protein 43	4.77278e+07
Q9BTW9	TBCD_HUMAN	TBCD	Tubulin-specific chaperone D	9.81161e+06
Q9BTX1	NDC1_HUMAN	NDC1	Nucleoporin NDC1	1.91133e+06
Q9BTY7	HGH1_HUMAN	HGH1	Protein HGH1 homolog	3.58832e+07
Q9BU23	LMF2_HUMAN	LMF2	Lipase maturation factor 2	9.12553e+06
Q9BU61	NDUF3_HUMAN	NDUFAF3	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex assembly factor 3	3.71104e+07
Q9BU76	MMTA2_HUMAN	MMTAG2	Multiple myeloma tumor-associated protein 2	3.22934e+06
Q9BU89	DOHH_HUMAN	DOHH	Deoxyhypusine hydroxylase	3.98023e+06
Q9BUE0	MED18_HUMAN	MED18	Mediator of RNA polymerase II transcription subunit 18	1.83167e+06
Q9BUF5	TBB6_HUMAN	TUBB6	Tubulin beta-6 chain	2.19359e+08
Q9BUH6	PAXX_HUMAN	PAXX	Protein PAXX	2.79029e+07
Q9BUJ2	HNRL1_HUMAN	HNRNPUL1	Heterogeneous nuclear ribonucleoprotein U-like protein 1	4.54346e+07
Q9BUK6	MSTO1_HUMAN	MSTO1	Protein misato homolog 1	1.34804e+06
Q9BUL8	PDC10_HUMAN	PDCD10	Programmed cell death protein 10	4.36551e+07
Q9BUN8	DERL1_HUMAN	DERL1	Derlin-1	2.22898e+07
Q9BUP0	EFHD1_HUMAN	EFHD1	EF-hand domain-containing protein D1	3.095e+07
Q9BUP3	HTAI2_HUMAN	HTATIP2	Oxidoreductase HTATIP2	2.10817e+07
Q9BUQ8	DDX23_HUMAN	DDX23	Probable ATP-dependent RNA helicase DDX23	2.29624e+07
Q9BUR5	MIC26_HUMAN	APOO	MICOS complex subunit MIC26	1.9679e+07
Q9BUT1	DHRS6_HUMAN	BDH2	Dehydrogenase/reductase SDR family member 6	4.78142e+07
Q9BV10	ALG12_HUMAN	ALG12	Dol-P-Man:Man(7)GlcNAc(2)-PP-Dol alpha-1,6-mannosyltransferase	2.26451e+07
Q9BV20	MTNA_HUMAN	MRI1	Methylthioribose-1-phosphate isomerase	1.55476e+07
Q9BV36	MELPH_HUMAN	MLPH	Melanophilin	6.6777e+06
Q9BV38	WDR18_HUMAN	WDR18	WD repeat-containing protein 18	3.47892e+07
Q9BV40	VAMP8_HUMAN	VAMP8	Vesicle-associated membrane protein 8	2.03533e+07
Q9BV44	THUM3_HUMAN	THUMPD3	tRNA (guanine(6)-N2)-methyltransferase THUMP3	6.05699e+06
Q9BV57	MTND_HUMAN	ADI1	Acireductone dioxygenase	8.38042e+06
Q9BV79	MECR_HUMAN	MECR	Enoyl-[acyl-carrier-protein] reductase, mitochondrial	1.3614e+06
Q9BV86	NTM1A_HUMAN	NTMT1	N-terminal Xaa-Pro-Lys N-methyltransferase 1	1.08061e+07
Q9BVA1	TBB2B_HUMAN	TUBB2B	Tubulin beta-2B chain	2.74365e+07
Q9BVC4	LST8_HUMAN	MLST8	Target of rapamycin complex subunit LST8	3.73172e+06
Q9BVC6	TM109_HUMAN	TMEM109	Transmembrane protein 109	1.9171e+08
Q9BVG4	PBDC1_HUMAN	PBDC1	Protein PBDC1	1.31172e+07
Q9BVI4	NOC4L_HUMAN	NOC4L	Nucleolar complex protein 4 homolog	2.08735e+06
Q9BVJ6	UT14A_HUMAN	UTP14A	U3 small nucleolar RNA-associated protein 14 homolog A	2.04457e+06
Q9BVJ7	DUS23_HUMAN	DUSP23	Dual specificity protein phosphatase 23	1.3776e+07
Q9BVK6	TMED9_HUMAN	TMED9	Transmembrane emp24 domain-containing protein 9	1.03952e+08
Q9BVL2	NUP58_HUMAN	NUP58	Nucleoporin p58/p45	9.4517e+06
Q9BVL4	SELO_HUMAN	SELENOO	Protein adenylyltransferase SelO, mitochondrial	2.02304e+06
Q9BVN2	RUSC1_HUMAN	RUSC1	AP-4 complex accessory subunit RUSC1	7.32035e+08
Q9BVP2	GNL3_HUMAN	GNL3	Guanine nucleotide-binding protein-like 3	8.66032e+06
Q9BVQ7	AFG2B_HUMAN	AFG2B	ATPase family gene 2 protein homolog B	5.73621e+06
Q9BVT8	TMUB1_HUMAN	TMUB1	Transmembrane and ubiquitin-like domain-containing protein 1	2.20854e+06
Q9BW04	SARG_HUMAN	SARG	Specifically androgen-regulated gene protein	1.83751e+07
Q9BW27	NUP85_HUMAN	NUP85	Nuclear pore complex protein Nup85	6.59405e+06
Q9BW30	TPPP3_HUMAN	TPPP3	Tubulin polymerization-promoting protein family member 3	2.40927e+07
Q9BW83	IFT27_HUMAN	IFT27	Intraflagellar transport protein 27 homolog	5.84335e+06
Q9BW91	NUDT9_HUMAN	NUDT9	ADP-ribose pyrophosphatase, mitochondrial	1.11495e+07
Q9BW92	SYTM_HUMAN	TARS2	Threonine--tRNA ligase, mitochondrial	5.63161e+06
Q9BWD1	THIC_HUMAN	ACAT2	Acetyl-CoA acetyltransferase, cytosolic	2.52988e+07
Q9BWF3	RBM4_HUMAN	RBM4	RNA-binding protein 4	1.69416e+07
Q9BWH6	RPAP1_HUMAN	RPAP1	RNA polymerase II-associated protein 1	1.13448e+06
Q9BWJ5	SF3B5_HUMAN	SF3B5	Splicing factor 3B subunit 5	2.78653e+07
Q9BWM7	SFXN3_HUMAN	SFXN3	Sideroflexin-3	3.35556e+07
Q9BWS9	CHID1_HUMAN	CHID1	Chitinase domain-containing protein 1	4.30504e+07
Q9BWU0	NADAP_HUMAN	SLC4A1AP	Kanadaptin	1.18658e+07
Q9BX66	SRBS1_HUMAN	SORBS1	Sorbin and SH3 domain-containing protein 1	9.57837e+07
Q9BX68	HINT2_HUMAN	HINT2	Adenosine 5'-monophosphoramidase HINT2	8.65344e+07
Q9BX69	CARD6_HUMAN	CARD6	Caspase recruitment domain-containing protein 6	322768
Q9BX70	BTBD2_HUMAN	BTBD2	BTB/POZ domain-containing protein 2	1.85657e+06
Q9BX97	PLVAP_HUMAN	PLVAP	Plasmalemma vesicle-associated protein	2.16886e+07
Q9BXB4	OSB11_HUMAN	OSBPL11	Oxysterol-binding protein-related protein 11	3.55281e+06
Q9BXB5	OSB10_HUMAN	OSBPL10	Oxysterol-binding protein-related protein 10	6.42284e+06
Q9BXD5	NPL_HUMAN	NPL	N-acetylneuraminate lyase	1.49016e+06
Q9BXF6	RFIP5_HUMAN	RAB11FIP5	Rab11 family-interacting protein 5	4.60642e+06
Q9BXJ0	C1QT5_HUMAN	C1QTNF5	Complement C1q tumor necrosis factor-related protein 5	2.28337e+07
Q9BXJ4	C1QT3_HUMAN	C1QTNF3	Complement C1q tumor necrosis factor-related protein 3	5.73711e+06
Q9BXJ9	NAA15_HUMAN	NAA15	N-alpha-acetyltransferase 15, NatA auxiliary subunit	1.13586e+07
Q9BXK5	B2L13_HUMAN	BCL2L13	Bcl-2-like protein 13	1.61088e+07
Q9BXN1	ASPN_HUMAN	ASPN	Asporin	7.7689e+07
Q9BXP2	S12A9_HUMAN	SLC12A9	Solute carrier family 12 member 9	4.18367e+06
Q9BXP5	SRRT_HUMAN	SRRT	Serrate RNA effector molecule homolog	2.04932e+07
Q9BXR0	TGT_HUMAN	QTRT1	Queuine tRNA-ribosyltransferase catalytic subunit 1	2.11393e+07
Q9BXS5	AP1M1_HUMAN	AP1M1	AP-1 complex subunit mu-1	2.79957e+07
Q9BXT2	CCG6_HUMAN	CACNG6	Voltage-dependent calcium channel gamma-6 subunit	1.31753e+08
Q9BXW6	OSBL1_HUMAN	OSBPL1A	Oxysterol-binding protein-related protein 1	8.33407e+06
Q9BXW7	HDHD5_HUMAN	HDHD5	Haloacid dehalogenase-like hydrolase domain-containing 5	5.71602e+07
Q9BXX0	EMIL2_HUMAN	EMILIN2	EMILIN-2	9.04764e+06
Q9BXY0	MAK16_HUMAN	MAK16	Protein MAK16 homolog	1.609e+06
Q9BY43	CHM4A_HUMAN	CHMP4A	Charged multivesicular body protein 4a	4.04588e+08
Q9BY44	EIF2A_HUMAN	EIF2A	Eukaryotic translation initiation factor 2A	1.54043e+07
Q9BY50	SC11C_HUMAN	SEC11C	Signal peptidase complex catalytic subunit SEC11C	2.78749e+07
Q9BY77	PDIP3_HUMAN	POLDIP3	Polymerase delta-interacting protein 3	6.69361e+06
Q9BYD1	RM13_HUMAN	MRPL13	Large ribosomal subunit protein uL13m	1.34556e+07
Q9BYD2	RM09_HUMAN	MRPL9	Large ribosomal subunit protein bL9m	4.37617e+06
Q9BYD3	RM04_HUMAN	MRPL4	Large ribosomal subunit protein uL4m	1.89677e+07
Q9BYD6	RM01_HUMAN	MRPL1	Large ribosomal subunit protein uL1m	1.03728e+07
Q9BYE9	CDHR2_HUMAN	CDHR2	Cadherin-related family member 2	4.03047e+07
Q9BYF1	ACE2_HUMAN	ACE2	Angiotensin-converting enzyme 2	1.51489e+06
Q9BYG3	MK67I_HUMAN	NIFK	MKI67 FHA domain-interacting nucleolar phosphoprotein	8.86408e+06
Q9BYG5	PAR6B_HUMAN	PARD6B	Partitioning defective 6 homolog beta	2.09515e+06
Q9BYI3	HYCCI_HUMAN	HYCC1	Hyccin	2.59417e+06
Q9BYK8	HELZ2_HUMAN	HELZ2	Helicase with zinc finger domain 2	5.93863e+06
Q9BYM8	HOIL1_HUMAN	RBCK1	RanBP-type and C3HC4-type zinc finger-containing protein 1	8.0687e+06
Q9BYN0	SRXN1_HUMAN	SRXN1	Sulfiredoxin-1	3.28345e+06
Q9BYN8	RT26_HUMAN	MRPS26	Small ribosomal subunit protein mS26	2.69277e+07
Q9BYT8	NEUL_HUMAN	NLN	Neurolysin, mitochondrial	1.90909e+07
Q9BYX7	ACTBM_HUMAN	POTEKP	Putative beta-actin-like protein 3	3.10779e+08
Q9BYZ8	REG4_HUMAN	REG4	Regenerating islet-derived protein 4	1.74319e+07
Q9BZ67	FRMD8_HUMAN	FRMD8	FERM domain-containing protein 8	6.4976e+06
Q9BZ71	PITM3_HUMAN	PITPNM3	Membrane-associated phosphatidylinositol transfer protein 3	1.12351e+07
Q9BZE1	RM37_HUMAN	MRPL37	Large ribosomal subunit protein mL37	5.46965e+06
Q9BZE4	GTPB4_HUMAN	GTPBP4	GTP-binding protein 4	6.79458e+06
Q9BZE9	ASPC1_HUMAN	ASPSCR1	Tether containing UBX domain for GLUT4	7.79302e+06
Q9BZF1	OSBL8_HUMAN	OSBPL8	Oxysterol-binding protein-related protein 8	1.00106e+07
Q9BZF9	UACA_HUMAN	UACA	Uveal autoantigen with coiled-coil domains and ankyrin repeats	1.21502e+07
Q9BZG1	RAB34_HUMAN	RAB34	Ras-related protein Rab-34	1.16869e+07
Q9BZG8	DPH1_HUMAN	DPH1	2-(3-amino-3-carboxypropyl)histidine synthase subunit 1	3.49478e+06
Q9BZH6	WDR11_HUMAN	WDR11	WD repeat-containing protein 11	1.37108e+07
Q9BZI7	REN3B_HUMAN	UPF3B	Regulator of nonsense transcripts 3B	8.14747e+06
Q9BZJ0	CRNL1_HUMAN	CRNKL1	Crooked neck-like protein 1	1.64353e+07
Q9BZK7	TBL1R_HUMAN	TBL1XR1	F-box-like/WD repeat-containing protein TBL1XR1	8.67199e+06
Q9BZL4	PP12C_HUMAN	PPP1R12C	Protein phosphatase 1 regulatory subunit 12C	3.87195e+07
Q9BZL6	KPCD2_HUMAN	PRKD2	Serine/threonine-protein kinase D2	9.2787e+06
Q9BZQ6	EDEM3_HUMAN	EDEM3	ER degradation-enhancing alpha-mannosidase-like protein 3	6.26157e+06
Q9BZQ8	NIBA1_HUMAN	NIBAN1	Protein Niban 1	4.95341e+07
Q9BZV1	UBXN6_HUMAN	UBXN6	UBX domain-containing protein 6	2.04904e+07
Q9BZX2	UCK2_HUMAN	UCK2	Uridine-cytidine kinase 2	4.9076e+06
Q9BZZ2	SN_HUMAN	SIGLEC1	Sialoadhesin	4.57858e+06
Q9BZZ5	API5_HUMAN	API5	Apoptosis inhibitor 5	4.47771e+07
Q9C002	NMES1_HUMAN	NMES1	Normal mucosa of esophagus-specific gene 1 protein	1.58957e+07
Q9C005	DPY30_HUMAN	DPY30	Protein dpy-30 homolog	3.26239e+08
Q9C009	FOXQ1_HUMAN	FOXQ1	Forkhead box protein Q1	2.92447e+07
Q9C037	TRIM4_HUMAN	TRIM4	E3 ubiquitin-protein ligase TRIM4	7.88741e+08
Q9C0B1	FTO_HUMAN	FTO	Alpha-ketoglutarate-dependent dioxygenase FTO	4.98806e+06
Q9C0B5	ZDHC5_HUMAN	ZDHHC5	Palmitoyltransferase ZDHHC5	4.05743e+06
Q9C0C2	TB182_HUMAN	TNKS1BP1	182 kDa tankyrase-1-binding protein	8.12773e+07
Q9C0C9	UBE2O_HUMAN	UBE2O	(E3-independent) E2 ubiquitin-conjugating enzyme	6.06592e+06
Q9C0D5	TANC1_HUMAN	TANC1	Protein TANC1	5.98841e+07
Q9C0E2	XPO4_HUMAN	XPO4	Exportin-4	7.27247e+06
Q9C0E8	LNP_HUMAN	LNPK	Endoplasmic reticulum junction formation protein lunapark	1.72739e+07
Q9C0J8	WDR33_HUMAN	WDR33	pre-mRNA 3' end processing protein WDR33	4.17991e+06
Q9GZL7	WDR12_HUMAN	WDR12	Ribosome biogenesis protein WDR12	7.97092e+06
Q9GZM7	TINAL_HUMAN	TINAGL1	Tubulointerstitial nephritis antigen-like	1.2249e+08
Q9GZN7	ROGDI_HUMAN	ROGDI	Protein rogdi homolog	899151
Q9GZN8	ADSSP_HUMAN	ADISSP	Adipose-secreted signaling protein	5.54429e+06
Q9GZP4	PITH1_HUMAN	PITHD1	PITH domain-containing protein 1	1.72638e+07
Q9GZR7	DDX24_HUMAN	DDX24	ATP-dependent RNA helicase DDX24	1.12771e+07
Q9GZS3	SKI8_HUMAN	SKIC8	Superkiller complex protein 8	1.34097e+07
Q9GZT3	SLIRP_HUMAN	SLIRP	SRA stem-loop-interacting RNA-binding protein, mitochondrial	3.82356e+07
Q9GZT6	CC90B_HUMAN	CCDC90B	Coiled-coil domain-containing protein 90B, mitochondrial	3.13429e+06
Q9GZT8	NIF3L_HUMAN	NIF3L1	NIF3-like protein 1	2.27996e+07
Q9GZT9	EGLN1_HUMAN	EGLN1	Egl nine homolog 1	2.21784e+06
Q9GZU7	CTDS1_HUMAN	CTDSP1	Carboxy-terminal domain RNA polymerase II polypeptide A small phosphatase 1	5.96912e+06
Q9GZV5	WWTR1_HUMAN	WWTR1	WW domain-containing transcription regulator protein 1	2.73485e+06
Q9GZY8	MFF_HUMAN	MFF	Mitochondrial fission factor	6.91246e+06
Q9GZZ1	NAA50_HUMAN	NAA50	N-alpha-acetyltransferase 50	9.62692e+06
Q9GZZ9	UBA5_HUMAN	UBA5	Ubiquitin-like modifier-activating enzyme 5	3.51275e+07
Q9H000	MKRN2_HUMAN	MKRN2	E3 ubiquitin-protein ligase makorin-2	5.6801e+06
Q9H008	LHPP_HUMAN	LHPP	Phospholysine phosphohistidine inorganic pyrophosphate phosphatase	2.20307e+07
Q9H019	MFR1L_HUMAN	MTFR1L	Mitochondrial fission regulator 1-like	7.43716e+06
Q9H074	PAIP1_HUMAN	PAIP1	Polyadenylate-binding protein-interacting protein 1	1.11309e+07
Q9H078	CLPB_HUMAN	CLPB	Mitochondrial disaggregase	9.33713e+06
Q9H089	LSG1_HUMAN	LSG1	Large subunit GTPase 1 homolog	7.31237e+06
Q9H098	F107B_HUMAN	FAM107B	Protein FAM107B	9.51106e+06
Q9H0A0	NAT10_HUMAN	NAT10	RNA cytidine acetyltransferase	2.87836e+09
Q9H0A8	COMD4_HUMAN	COMMD4	COMM domain-containing protein 4	1.33872e+07
Q9H0B6	KLC2_HUMAN	KLC2	Kinesin light chain 2	2.06885e+06
Q9H0C8	ILKAP_HUMAN	ILKAP	Integrin-linked kinase-associated serine/threonine phosphatase 2C	7.71983e+06
Q9H0D6	XRN2_HUMAN	XRN2	5'-3' exoribonuclease 2	2.07664e+07
Q9H0E2	TOLIP_HUMAN	TOLLIP	Toll-interacting protein	3.5658e+07
Q9H0F6	SHRPN_HUMAN	SHARPIN	Sharpin	6.51652e+06
Q9H0J9	PAR12_HUMAN	PARP12	Protein mono-ADP-ribosyltransferase PARP12	1.42699e+07
Q9H0N0	RAB6C_HUMAN	RAB6C	Ras-related protein Rab-6C	9.94294e+06
Q9H0N5	PHS2_HUMAN	PCBD2	Pterin-4-alpha-carbinolamine dehydratase 2	7.82193e+06
Q9H0P0	5NT3A_HUMAN	NT5C3A	Cytosolic 5'-nucleotidase 3A	5.64033e+07
Q9H0Q0	CYRIA_HUMAN	CYRIA	CYFIP-related Rac1 interactor A	3.24614e+06
Q9H0R4	HDHD2_HUMAN	HDHD2	Haloacid dehalogenase-like hydrolase domain-containing protein 2	1.99912e+07
Q9H0R6	GATA_HUMAN	QRSL1	Glutamyl-tRNA(Gln) amidotransferase subunit A, mitochondrial	641405
Q9H0S4	DDX47_HUMAN	DDX47	Probable ATP-dependent RNA helicase DDX47	3.62064e+06
Q9H0U3	MAGT1_HUMAN	MAGT1	Magnesium transporter protein 1	5.71116e+07
Q9H0U4	RAB1B_HUMAN	RAB1B	Ras-related protein Rab-1B	7.90497e+08
Q9H0U6	RM18_HUMAN	MRPL18	Large ribosomal subunit protein uL18m	9.80116e+06
Q9H0V9	LMA2L_HUMAN	LMAN2L	VIP36-like protein	5.52585e+06
Q9H0W9	CK054_HUMAN	C11orf54	Ester hydrolase C11orf54	3.75289e+07
Q9H0X4	F234A_HUMAN	FAM234A	Protein FAM234A	7.4326e+06
Q9H0X9	OSBL5_HUMAN	OSBPL5	Oxysterol-binding protein-related protein 5	1.43635e+06
Q9H190	SDCB2_HUMAN	SDCBP2	Syntenin-2	9.43014e+06
Q9H1B7	I2BPL_HUMAN	IRF2BPL	Probable E3 ubiquitin-protein ligase IRF2BPL	7.40861e+06
Q9H1E3	NUCKS_HUMAN	NUCKS1	Nuclear ubiquitous casein and cyclin-dependent kinase substrate 1	1.47748e+07
Q9H1E5	TMX4_HUMAN	TMX4	Thioredoxin-related transmembrane protein 4	8.40949e+06
Q9H1H9	KI13A_HUMAN	KIF13A	Kinesin-like protein KIF13A	3.04053e+06
Q9H1I8	ASCC2_HUMAN	ASCC2	Activating signal cointegrator 1 complex subunit 2	5.51429e+06
Q9H1K0	RBNS5_HUMAN	RBSN	Rabenosyn-5	5.94778e+06
Q9H1P3	OSBL2_HUMAN	OSBPL2	Oxysterol-binding protein-related protein 2	6.14207e+06
Q9H1Y0	ATG5_HUMAN	ATG5	Autophagy protein 5	3.93677e+06
Q9H1Z4	WDR13_HUMAN	WDR13	WD repeat-containing protein 13	9.28576e+06
Q9H223	EHD4_HUMAN	EHD4	EH domain-containing protein 4	6.74848e+07
Q9H227	GBA3_HUMAN	GBA3	Cytosolic beta-glucosidase	1.23975e+07
Q9H267	VP33B_HUMAN	VPS33B	Vacuolar protein sorting-associated protein 33B	2.79458e+07
Q9H269	VPS16_HUMAN	VPS16	Vacuolar protein sorting-associated protein 16 homolog	9.82017e+06
Q9H270	VPS11_HUMAN	VPS11	Vacuolar protein sorting-associated protein 11 homolog	1.14258e+07
Q9H299	SH3L3_HUMAN	SH3BGRL3	SH3 domain-binding glutamic acid-rich-like protein 3	1.87106e+08
Q9H2D6	TARA_HUMAN	TRIOBP	TRIO and F-actin-binding protein	1.4426e+07
Q9H2G2	SLK_HUMAN	SLK	STE20-like serine/threonine-protein kinase	1.67201e+07
Q9H2H8	PPIL3_HUMAN	PPIL3	Peptidyl-prolyl cis-trans isomerase-like 3	3.4063e+07
Q9H2J4	PDCL3_HUMAN	PDCL3	Phosducin-like protein 3	1.58372e+06
Q9H2K8	TAOK3_HUMAN	TAOK3	Serine/threonine-protein kinase TAO3	8.82791e+06
Q9H2M9	RBGPR_HUMAN	RAB3GAP2	Rab3 GTPase-activating protein non-catalytic subunit	1.78888e+07
Q9H2P0	ADNP_HUMAN	ADNP	Activity-dependent neuroprotector homeobox protein	1.10089e+07
Q9H2U1	DHX36_HUMAN	DHX36	ATP-dependent DNA/RNA helicase DHX36	7.43914e+06
Q9H2U2	IPYR2_HUMAN	PPA2	Inorganic pyrophosphatase 2, mitochondrial	1.18154e+08
Q9H2W6	RM46_HUMAN	MRPL46	Large ribosomal subunit protein mL46	7.19087e+06
Q9H2X9	S12A5_HUMAN	SLC12A5	Solute carrier family 12 member 5	2.37251e+08
Q9H307	PININ_HUMAN	PNN	Pinin	1.68244e+07
Q9H329	E41LB_HUMAN	EPB41L4B	Band 4.1-like protein 4B	2.40869e+06
Q9H3G5	CPVL_HUMAN	CPVL	Probable serine carboxypeptidase CPVL	6.50182e+07
Q9H3H3	CK068_HUMAN	C11orf68	UPF0696 protein C11orf68	7.89089e+06
Q9H3K6	BOLA2_HUMAN	BOLA2	BolA-like protein 2	2.66394e+07
Q9H3N1	TMX1_HUMAN	TMX1	Thioredoxin-related transmembrane protein 1	4.38609e+07
Q9H3P2	NELFA_HUMAN	NELFA	Negative elongation factor A	2.28447e+07
Q9H3P7	GCP60_HUMAN	ACBD3	Golgi resident protein GCP60	1.62213e+07
Q9H3Q1	BORG4_HUMAN	CDC42EP4	Cdc42 effector protein 4	8.34617e+06
Q9H3R2	MUC13_HUMAN	MUC13	Mucin-13	2.17411e+07
Q9H3S7	PTN23_HUMAN	PTPN23	Tyrosine-protein phosphatase non-receptor type 23	2.2936e+07
Q9H3U1	UN45A_HUMAN	UNC45A	Protein unc-45 homolog A	1.97251e+07
Q9H3Z4	DNJC5_HUMAN	DNAJC5	DnaJ homolog subfamily C member 5	6.90874e+06
Q9H425	CA198_HUMAN	C1orf198	Uncharacterized protein C1orf198	1.30813e+07
Q9H444	CHM4B_HUMAN	CHMP4B	Charged multivesicular body protein 4b	3.91992e+07
Q9H446	RWDD1_HUMAN	RWDD1	RWD domain-containing protein 1	4.17227e+06
Q9H477	RBSK_HUMAN	RBKS	Ribokinase	6.23291e+06
Q9H488	OFUT1_HUMAN	POFUT1	GDP-fucose protein O-fucosyltransferase 1	1.0657e+07
Q9H492	MLP3A_HUMAN	MAP1LC3A	Microtubule-associated proteins 1A/1B light chain 3A	1.22768e+07
Q9H4A3	WNK1_HUMAN	WNK1	Serine/threonine-protein kinase WNK1	6.21687e+06
Q9H4A4	AMPB_HUMAN	RNPEP	Aminopeptidase B	6.17349e+07
Q9H4A5	GLP3L_HUMAN	GOLPH3L	Golgi phosphoprotein 3-like	1.11398e+07
Q9H4A6	GOLP3_HUMAN	GOLPH3	Golgi phosphoprotein 3	1.51305e+07
Q9H4E7	DEFI6_HUMAN	DEF6	Differentially expressed in FDCP 6 homolog	6.83583e+06
Q9H4G0	E41L1_HUMAN	EPB41L1	Band 4.1-like protein 1	1.82159e+07
Q9H4G4	GAPR1_HUMAN	GLIPR2	Golgi-associated plant pathogenesis-related protein 1	6.29025e+07
Q9H4I3	TRABD_HUMAN	TRABD	TraB domain-containing protein	6.23667e+06
Q9H4L4	SENP3_HUMAN	SENP3	Sentrin-specific protease 3	3.28597e+06
Q9H4L5	OSBL3_HUMAN	OSBPL3	Oxysterol-binding protein-related protein 3	3.98611e+06
Q9H4M9	EHD1_HUMAN	EHD1	EH domain-containing protein 1	7.96686e+07
Q9H4Z3	CAPAM_HUMAN	PCIF1	mRNA (2'-O-methyladenosine-N(6)-)-methyltransferase	3.86904e+07
Q9H553	ALG2_HUMAN	ALG2	Alpha-1,3/1,6-mannosyltransferase ALG2	1.98807e+07
Q9H583	HEAT1_HUMAN	HEATR1	HEAT repeat-containing protein 1	2.8028e+06
Q9H5N1	RABE2_HUMAN	RABEP2	Rab GTPase-binding effector protein 2	2.04362e+07
Q9H5X1	CIA2A_HUMAN	CIAO2A	Cytosolic iron-sulfur assembly component 2A	7.82818e+06
Q9H6F5	CCD86_HUMAN	CCDC86	Coiled-coil domain-containing protein 86	1.56359e+07
Q9H6R3	ACSS3_HUMAN	ACSS3	Acyl-CoA synthetase short-chain family member 3, mitochondrial	6.53837e+07
Q9H6R4	NOL6_HUMAN	NOL6	Nucleolar protein 6	8.4467e+06
Q9H6S0	YTDC2_HUMAN	YTHDC2	3'-5' RNA helicase YTHDC2	8.47396e+06
Q9H6S3	ES8L2_HUMAN	EPS8L2	Epidermal growth factor receptor kinase substrate 8-like protein 2	1.43874e+07
Q9H6U6	BCAS3_HUMAN	BCAS3	BCAS3 microtubule associated cell migration factor	1.1139e+07
Q9H6U8	ALG9_HUMAN	ALG9	Alpha-1,2-mannosyltransferase ALG9	1.86046e+06
Q9H6V9	LDAH_HUMAN	LDAH	Lipid droplet-associated hydrolase	4.11861e+06
Q9H6X2	ANTR1_HUMAN	ANTXR1	Anthrax toxin receptor 1	5.7516e+06
Q9H6Y2	WDR55_HUMAN	WDR55	WD repeat-containing protein 55	3.27744e+06
Q9H6Z4	RANB3_HUMAN	RANBP3	Ran-binding protein 3	1.95757e+07
Q9H773	DCTP1_HUMAN	DCTPP1	dCTP pyrophosphatase 1	1.51041e+07
Q9H788	SH24A_HUMAN	SH2D4A	SH2 domain-containing protein 4A	5.296e+06
Q9H792	PEAK1_HUMAN	PEAK1	Inactive tyrosine-protein kinase PEAK1	2.07409e+08
Q9H7B4	SMYD3_HUMAN	SMYD3	Histone-lysine N-methyltransferase SMYD3	1.46105e+06
Q9H7C4	SYNCI_HUMAN	SYNC	Syncoilin	2.53832e+07
Q9H7C9	AAMDC_HUMAN	AAMDC	Mth938 domain-containing protein	2.85951e+07
Q9H7D0	DOCK5_HUMAN	DOCK5	Dedicator of cytokinesis protein 5	2.82658e+06
Q9H7D7	WDR26_HUMAN	WDR26	WD repeat-containing protein 26	2.15929e+06
Q9H7E9	CH033_HUMAN	C8orf33	UPF0488 protein C8orf33	5.72495e+06
Q9H7Z7	PGES2_HUMAN	PTGES2	Prostaglandin E synthase 2	3.02334e+06
Q9H814	PHAX_HUMAN	PHAX	Phosphorylated adapter RNA export protein	3.07588e+06
Q9H832	UBE2Z_HUMAN	UBE2Z	Ubiquitin-conjugating enzyme E2 Z	7.17517e+06
Q9H845	ACAD9_HUMAN	ACAD9	Complex I assembly factor ACAD9, mitochondrial	1.84544e+07
Q9H857	NT5D2_HUMAN	NT5DC2	5'-nucleotidase domain-containing protein 2	1.76335e+07
Q9H871	RMD5A_HUMAN	RMND5A	E3 ubiquitin-protein transferase RMND5A	5.22379e+06
Q9H8H3	TMT1A_HUMAN	TMT1A	N6-adenosine-methyltransferase TMT1A	6.80183e+07
Q9H8L6	MMRN2_HUMAN	MMRN2	Multimerin-2	1.09542e+07
Q9H8M1	CQ10B_HUMAN	COQ10B	Coenzyme Q-binding protein COQ10 homolog B, mitochondrial	3.15189e+06
Q9H8S9	MOB1A_HUMAN	MOB1A	MOB kinase activator 1A	2.7609e+07
Q9H8Y8	GORS2_HUMAN	GORASP2	Golgi reassembly-stacking protein 2	2.44047e+07
