Protein.Group	Protein.Names	Genes	First.Protein.Description	D:\LZW\Guomics\MS-BERT\Benchmark\fdrs_DIANN19\mzML_new\GUI\Tumor15\E20200928yuanch_Connie_TCPA_60minDIA_b1-8.mzML
Q96JJ3	ELMO2_HUMAN	ELMO2	Engulfment and cell motility protein 2	2.72596e+06
Q96JJ7	TMX3_HUMAN	TMX3	Protein disulfide-isomerase TMX3	4.34352e+07
Q96JK2	DCAF5_HUMAN	DCAF5	DDB1- and CUL4-associated factor 5	1.23444e+06
Q96JP5	ZFP91_HUMAN	ZFP91	E3 ubiquitin-protein ligase ZFP91	7.31276e+06
Q96JQ2	CLMN_HUMAN	CLMN	Calmin	1.37172e+07
Q96JY6	PDLI2_HUMAN	PDLIM2	PDZ and LIM domain protein 2	1.82291e+07
Q96K17	BT3L4_HUMAN	BTF3L4	Transcription factor BTF3 homolog 4	4.75575e+07
Q96K19	RN170_HUMAN	RNF170	E3 ubiquitin-protein ligase RNF170	1.25692e+06
Q96K76	UBP47_HUMAN	USP47	Ubiquitin carboxyl-terminal hydrolase 47	4.94101e+07
Q96KA5	CLP1L_HUMAN	CLPTM1L	Lipid scramblase CLPTM1L	3.11049e+07
Q96KC8	DNJC1_HUMAN	DNAJC1	DnaJ homolog subfamily C member 1	1.5041e+07
Q96KG9	SCYL1_HUMAN	SCYL1	N-terminal kinase-like protein	1.13682e+07
Q96KN1	LRAT2_HUMAN	LRATD2	Protein LRATD2	2.96778e+06
Q96KP1	EXOC2_HUMAN	EXOC2	Exocyst complex component 2	1.36205e+07
Q96KP4	CNDP2_HUMAN	CNDP2	Cytosolic non-specific dipeptidase	2.30721e+08
Q96KR1	ZFR_HUMAN	ZFR	Zinc finger RNA-binding protein	5.31529e+06
Q96L92	SNX27_HUMAN	SNX27	Sorting nexin-27	8.54747e+06
Q96L96	ALPK3_HUMAN	ALPK3	Alpha-protein kinase 3	1.01614e+07
Q96LD4	TRI47_HUMAN	TRIM47	E3 ubiquitin-protein ligase TRIM47	3.52722e+07
Q96LI5	CNO6L_HUMAN	CNOT6L	CCR4-NOT transcription complex subunit 6-like	1.96519e+06
Q96LJ7	DHRS1_HUMAN	DHRS1	Dehydrogenase/reductase SDR family member 1	7.36434e+06
Q96LZ7	RMD2_HUMAN	RMDN2	Regulator of microtubule dynamics protein 2	509742
Q96M27	PRRC1_HUMAN	PRRC1	Protein PRRC1	5.67265e+07
Q96M96	FGD4_HUMAN	FGD4	FYVE, RhoGEF and PH domain-containing protein 4	3.7189e+06
Q96ME1	FXL18_HUMAN	FBXL18	F-box/LRR-repeat protein 18	1.95177e+06
Q96ME7	ZN512_HUMAN	ZNF512	Zinc finger protein 512	2.03538e+06
Q96MH6	TMM68_HUMAN	TMEM68	Monoacylglycerol/Diacylglycerol O-acyltransferase	5.50446e+06
Q96MK3	FA20A_HUMAN	FAM20A	Pseudokinase FAM20A	1.53672e+08
Q96MM6	HS12B_HUMAN	HSPA12B	Heat shock 70 kDa protein 12B	7.10748e+06
Q96MP8	KCTD7_HUMAN	KCTD7	BTB/POZ domain-containing protein KCTD7	4.52703e+07
Q96MW1	CCD43_HUMAN	CCDC43	Coiled-coil domain-containing protein 43	7.03963e+06
Q96MW5	COG8_HUMAN	COG8	Conserved oligomeric Golgi complex subunit 8	1.04625e+07
Q96MX6	DAA10_HUMAN	DNAAF10	Dynein axonemal assembly factor 10	2.12384e+06
Q96N66	MBOA7_HUMAN	MBOAT7	Lysophospholipid acyltransferase 7	1.79381e+07
Q96N67	DOCK7_HUMAN	DOCK7	Dedicator of cytokinesis protein 7	5.21615e+06
Q96N76	HUTU_HUMAN	UROC1	Urocanate hydratase	1.92587e+07
Q96NB2	SFXN2_HUMAN	SFXN2	Sideroflexin-2	2.91536e+07
Q96NT0	CC115_HUMAN	CCDC115	Coiled-coil domain-containing protein 115	3.07524e+07
Q96NY7	CLIC6_HUMAN	CLIC6	Chloride intracellular channel protein 6	4.86661e+06
Q96P16	RPR1A_HUMAN	RPRD1A	Regulation of nuclear pre-mRNA domain-containing protein 1A	4.63279e+06
Q96P44	COLA1_HUMAN	COL21A1	Collagen alpha-1(XXI) chain	4.13421e+07
Q96P47	AGAP3_HUMAN	AGAP3	Arf-GAP with GTPase, ANK repeat and PH domain-containing protein 3	3.46741e+06
Q96P48	ARAP1_HUMAN	ARAP1	Arf-GAP with Rho-GAP domain, ANK repeat and PH domain-containing protein 1	6.04923e+06
Q96P70	IPO9_HUMAN	IPO9	Importin-9	1.51607e+07
Q96PC3	AP1S3_HUMAN	AP1S3	AP-1 complex subunit sigma-3	4.02752e+06
Q96PC5	MIA2_HUMAN	MIA2	Melanoma inhibitory activity protein 2	2.94212e+07
Q96PD5	PGRP2_HUMAN	PGLYRP2	N-acetylmuramoyl-L-alanine amidase	2.92345e+07
Q96PE2	ARHGH_HUMAN	ARHGEF17	Rho guanine nucleotide exchange factor 17	5.58997e+06
Q96PE3	INP4A_HUMAN	INPP4A	Inositol polyphosphate-4-phosphatase type I A	3.94716e+07
Q96PE7	MCEE_HUMAN	MCEE	Methylmalonyl-CoA epimerase, mitochondrial	3.6976e+07
Q96PK6	RBM14_HUMAN	RBM14	RNA-binding protein 14	1.73558e+08
Q96PU5	NED4L_HUMAN	NEDD4L	E3 ubiquitin-protein ligase NEDD4-like	1.74518e+07
Q96PU8	QKI_HUMAN	QKI	KH domain-containing RNA-binding protein QKI	1.91921e+07
Q96PZ0	PUS7_HUMAN	PUS7	Pseudouridylate synthase 7 homolog	3.11507e+09
Q96Q06	PLIN4_HUMAN	PLIN4	Perilipin-4	4.78664e+07
Q96Q11	TRNT1_HUMAN	TRNT1	CCA tRNA nucleotidyltransferase 1, mitochondrial	7.34489e+06
Q96Q80	DERL3_HUMAN	DERL3	Derlin-3	4.3931e+07
Q96Q83	ALKB3_HUMAN	ALKBH3	Alpha-ketoglutarate-dependent dioxygenase alkB homolog 3	1.5967e+06
Q96QD9	UIF_HUMAN	FYTTD1	UAP56-interacting factor	7.06548e+06
Q96QK1	VPS35_HUMAN	VPS35	Vacuolar protein sorting-associated protein 35	9.9744e+07
Q96QR8	PURB_HUMAN	PURB	Transcriptional activator protein Pur-beta	1.43187e+07
Q96RE7	NACC1_HUMAN	NACC1	Nucleus accumbens-associated protein 1	8.84215e+06
Q96RF0	SNX18_HUMAN	SNX18	Sorting nexin-18	1.07841e+07
Q96RL7	VP13A_HUMAN	VPS13A	Intermembrane lipid transfer protein VPS13A	8.01795e+06
Q96RP7	G3ST4_HUMAN	GAL3ST4	Galactose-3-O-sulfotransferase 4	3.28547e+06
Q96RP9	EFGM_HUMAN	GFM1	Elongation factor G, mitochondrial	5.0276e+07
Q96RQ1	ERGI2_HUMAN	ERGIC2	Endoplasmic reticulum-Golgi intermediate compartment protein 2	9.53308e+06
Q96RQ3	MCCA_HUMAN	MCCC1	Methylcrotonoyl-CoA carboxylase subunit alpha, mitochondrial	6.95502e+07
Q96RS6	NUDC1_HUMAN	NUDCD1	NudC domain-containing protein 1	1.30045e+07
Q96RT1	ERBIN_HUMAN	ERBIN	Erbin	5.20386e+06
Q96RY7	IF140_HUMAN	IFT140	Intraflagellar transport protein 140 homolog	1.47067e+06
Q96S06	LMF1_HUMAN	LMF1	Lipase maturation factor 1	5.37809e+06
Q96S19	MTL26_HUMAN	METTL26	Methyltransferase-like 26	6.9215e+06
Q96S44	PRPK_HUMAN	TP53RK	EKC/KEOPS complex subunit TP53RK	1.32173e+07
Q96S52	PIGS_HUMAN	PIGS	GPI transamidase component PIG-S	5.62672e+06
Q96S55	WRIP1_HUMAN	WRNIP1	ATPase WRNIP1	8.54738e+06
Q96S66	CLCC1_HUMAN	CLCC1	Chloride channel CLIC-like protein 1	8.87976e+06
Q96S97	MYADM_HUMAN	MYADM	Myeloid-associated differentiation marker	5.57809e+07
Q96SB3	NEB2_HUMAN	PPP1R9B	Neurabin-2	7.91625e+06
Q96SB4	SRPK1_HUMAN	SRPK1	SRSF protein kinase 1	8.77764e+06
Q96SI9	STRBP_HUMAN	STRBP	Spermatid perinuclear RNA-binding protein	2.35176e+06
Q96ST3	SIN3A_HUMAN	SIN3A	Paired amphipathic helix protein Sin3a	1.19723e+07
Q96SU4	OSBL9_HUMAN	OSBPL9	Oxysterol-binding protein-related protein 9	1.64058e+07
Q96SY0	INT14_HUMAN	INTS14	Integrator complex subunit 14	797471
Q96SZ5	AEDO_HUMAN	ADO	2-aminoethanethiol dioxygenase	1.54283e+06
Q96T37	RBM15_HUMAN	RBM15	RNA-binding protein 15	5.8954e+06
Q96T51	RUFY1_HUMAN	RUFY1	RUN and FYVE domain-containing protein 1	1.57958e+07
Q96T60	PNKP_HUMAN	PNKP	Bifunctional polynucleotide phosphatase/kinase	7.28188e+06
Q96T66	NMNA3_HUMAN	NMNAT3	Nicotinamide/nicotinic acid mononucleotide adenylyltransferase 3	4.29698e+06
Q96T76	MMS19_HUMAN	MMS19	MMS19 nucleotide excision repair protein homolog	4.07915e+06
Q96T91	GPHA2_HUMAN	GPHA2	Glycoprotein hormone alpha-2	1.62816e+06
Q96TA1	NIBA2_HUMAN	NIBAN2	Protein Niban 2	5.8492e+07
Q96TC7	RMD3_HUMAN	RMDN3	Regulator of microtubule dynamics protein 3	1.04324e+07
Q99417	MYCBP_HUMAN	MYCBP	c-Myc-binding protein	1.40393e+07
Q99426	TBCB_HUMAN	TBCB	Tubulin-folding cofactor B	1.29957e+07
Q99436	PSB7_HUMAN	PSMB7	Proteasome subunit beta type-7	4.1254e+07
Q99439	CNN2_HUMAN	CNN2	Calponin-2	3.30222e+08
Q99442	SEC62_HUMAN	SEC62	Translocation protein SEC62	1.84923e+07
Q99447	PCY2_HUMAN	PCYT2	Ethanolamine-phosphate cytidylyltransferase	1.63633e+07
Q99459	CDC5L_HUMAN	CDC5L	Cell division cycle 5-like protein	1.16624e+07
Q99460	PSMD1_HUMAN	PSMD1	26S proteasome non-ATPase regulatory subunit 1	3.41444e+07
Q99470	SDF2_HUMAN	SDF2	Stromal cell-derived factor 2	2.7755e+06
Q99471	PFD5_HUMAN	PFDN5	Prefoldin subunit 5	1.44848e+07
Q99487	PAFA2_HUMAN	PAFAH2	Platelet-activating factor acetylhydrolase 2, cytoplasmic	3.91994e+06
Q99497	PARK7_HUMAN	PARK7	Parkinson disease protein 7	5.67379e+08
Q99519	NEUR1_HUMAN	NEU1	Sialidase-1	5.30791e+06
Q99523	SORT_HUMAN	SORT1	Sortilin	5.25152e+06
Q99536	VAT1_HUMAN	VAT1	Synaptic vesicle membrane protein VAT-1 homolog	9.45392e+07
Q99567	NUP88_HUMAN	NUP88	Nuclear pore complex protein Nup88	1.75678e+07
Q99569	PKP4_HUMAN	PKP4	Plakophilin-4	7.78082e+06
Q99570	PI3R4_HUMAN	PIK3R4	Phosphoinositide 3-kinase regulatory subunit 4	2.19619e+06
Q99574	NEUS_HUMAN	SERPINI1	Neuroserpin	865577
Q99584	S10AD_HUMAN	S100A13	Protein S100-A13	2.31762e+07
Q99598	TSNAX_HUMAN	TSNAX	Translin-associated protein X	3.17904e+07
Q99611	SPS2_HUMAN	SEPHS2	Selenide, water dikinase 2	1.51049e+07
Q99613	EIF3C_HUMAN	EIF3C	Eukaryotic translation initiation factor 3 subunit C	9.43581e+07
Q99614	TTC1_HUMAN	TTC1	Tetratricopeptide repeat protein 1	1.25368e+07
Q99615	DNJC7_HUMAN	DNAJC7	DnaJ homolog subfamily C member 7	1.21847e+07
Q99623	PHB2_HUMAN	PHB2	Prohibitin-2	2.74835e+08
Q99627	CSN8_HUMAN	COPS8	COP9 signalosome complex subunit 8	9.52158e+07
Q99653	CHP1_HUMAN	CHP1	Calcineurin B homologous protein 1	1.28203e+07
Q99685	MGLL_HUMAN	MGLL	Monoglyceride lipase	3.61822e+06
Q99700	ATX2_HUMAN	ATXN2	Ataxin-2	3.84352e+06
Q99707	METH_HUMAN	MTR	Methionine synthase	4.83167e+07
Q99714	HCD2_HUMAN	HSD17B10	3-hydroxyacyl-CoA dehydrogenase type-2	2.03476e+08
Q99715	COCA1_HUMAN	COL12A1	Collagen alpha-1(XII) chain	5.10247e+07
Q99719	SEPT5_HUMAN	SEPTIN5	Septin-5	3.85659e+06
Q99720	SGMR1_HUMAN	SIGMAR1	Sigma non-opioid intracellular receptor 1	1.55457e+07
Q99729	ROAA_HUMAN	HNRNPAB	Heterogeneous nuclear ribonucleoprotein A/B	2.12949e+07
Q99733	NP1L4_HUMAN	NAP1L4	Nucleosome assembly protein 1-like 4	2.03853e+07
Q99735	MGST2_HUMAN	MGST2	Microsomal glutathione S-transferase 2	6.38134e+07
Q99747	SNAG_HUMAN	NAPG	Gamma-soluble NSF attachment protein	1.54048e+07
Q99757	THIOM_HUMAN	TXN2	Thioredoxin, mitochondrial	1.04735e+07
Q99766	ATP5S_HUMAN	DMAC2L	ATP synthase subunit s, mitochondrial	4.58791e+06
Q99797	MIPEP_HUMAN	MIPEP	Mitochondrial intermediate peptidase	6.97182e+06
Q99798	ACON_HUMAN	ACO2	Aconitate hydratase, mitochondrial	2.49193e+08
Q99805	TM9S2_HUMAN	TM9SF2	Transmembrane 9 superfamily member 2	1.82653e+07
Q99807	COQ7_HUMAN	COQ7	5-demethoxyubiquinone hydroxylase, mitochondrial	8.3295e+06
Q99816	TS101_HUMAN	TSG101	Tumor susceptibility gene 101 protein	1.40281e+07
Q99828	CIB1_HUMAN	CIB1	Calcium and integrin-binding protein 1	8.98972e+06
Q99829	CPNE1_HUMAN	CPNE1	Copine-1	3.81318e+07
Q99832	TCPH_HUMAN	CCT7	T-complex protein 1 subunit eta	7.93662e+07
Q99848	EBP2_HUMAN	EBNA1BP2	Probable rRNA-processing protein EBP2	6.21316e+06
Q99873	ANM1_HUMAN	PRMT1	Protein arginine N-methyltransferase 1	3.20297e+07
Q99895	CTRC_HUMAN	CTRC	Chymotrypsin-C	1.97579e+09
Q99933	BAG1_HUMAN	BAG1	BAG family molecular chaperone regulator 1	876587
Q99942	RNF5_HUMAN	RNF5	E3 ubiquitin-protein ligase RNF5	889855
Q99943	PLCA_HUMAN	AGPAT1	1-acyl-sn-glycerol-3-phosphate acyltransferase alpha	1.08713e+07
Q99959	PKP2_HUMAN	PKP2	Plakophilin-2	2.14615e+07
Q99961	SH3G1_HUMAN	SH3GL1	Endophilin-A2	1.8846e+07
Q99969	RARR2_HUMAN	RARRES2	Retinoic acid receptor responder protein 2	2.73256e+07
Q99996	AKAP9_HUMAN	AKAP9	A-kinase anchor protein 9	4.62306e+08
Q9BPW8	NIPS1_HUMAN	NIPSNAP1	Protein NipSnap homolog 1	7.79778e+07
Q9BPX5	ARP5L_HUMAN	ARPC5L	Actin-related protein 2/3 complex subunit 5-like protein	4.16489e+07
Q9BQ13	KCD14_HUMAN	KCTD14	BTB/POZ domain-containing protein KCTD14	7.27242e+07
Q9BQ48	RM34_HUMAN	MRPL34	Large ribosomal subunit protein bL34m	1.08746e+06
Q9BQ52	RNZ2_HUMAN	ELAC2	Zinc phosphodiesterase ELAC protein 2	8.16205e+06
Q9BQ61	TRIR_HUMAN	TRIR	Telomerase RNA component interacting RNase	1.0352e+06
Q9BQ67	GRWD1_HUMAN	GRWD1	Glutamate-rich WD repeat-containing protein 1	7.21735e+06
Q9BQ69	MACD1_HUMAN	MACROD1	ADP-ribose glycohydrolase MACROD1	4.6877e+07
Q9BQ70	TCF25_HUMAN	TCF25	Ribosome quality control complex subunit TCF25	3.24407e+06
Q9BQA1	MEP50_HUMAN	WDR77	Methylosome protein WDR77	2.35775e+07
Q9BQC3	DPH2_HUMAN	DPH2	2-(3-amino-3-carboxypropyl)histidine synthase subunit 2	3.30121e+06
Q9BQD3	KXDL1_HUMAN	KXD1	KxDL motif-containing protein 1	6.23323e+06
Q9BQE4	SELS_HUMAN	SELENOS	Selenoprotein S	1.74363e+06
Q9BQE5	APOL2_HUMAN	APOL2	Apolipoprotein L2	4.78153e+06
Q9BQG0	MBB1A_HUMAN	MYBBP1A	Myb-binding protein 1A	2.7183e+06
Q9BQS8	FYCO1_HUMAN	FYCO1	FYVE and coiled-coil domain-containing protein 1	4.72308e+07
Q9BQT8	ODC_HUMAN	SLC25A21	Mitochondrial 2-oxodicarboxylate carrier	8.8005e+07
Q9BR76	COR1B_HUMAN	CORO1B	Coronin-1B	4.62494e+07
Q9BRA2	TXD17_HUMAN	TXNDC17	Thioredoxin domain-containing protein 17	7.35462e+07
Q9BRF8	CPPED_HUMAN	CPPED1	Serine/threonine-protein phosphatase CPPED1	1.41264e+07
Q9BRG1	VPS25_HUMAN	VPS25	Vacuolar protein-sorting-associated protein 25	2.35599e+07
Q9BRJ6	CG050_HUMAN	C7orf50	Uncharacterized protein C7orf50	2.44898e+06
Q9BRJ7	TIRR_HUMAN	NUDT16L1	Tudor-interacting repair regulator protein	5.07178e+06
Q9BRK3	MXRA8_HUMAN	MXRA8	Matrix remodeling-associated protein 8	1.39966e+07
Q9BRK5	CAB45_HUMAN	SDF4	45 kDa calcium-binding protein	9.35825e+06
Q9BRP4	PAAF1_HUMAN	PAAF1	Proteasomal ATPase-associated factor 1	1.41857e+08
Q9BRP8	PYM1_HUMAN	PYM1	Partner of Y14 and mago	1.87767e+07
Q9BRQ6	MIC25_HUMAN	CHCHD6	MICOS complex subunit MIC25	1.49695e+07
Q9BRR6	ADPGK_HUMAN	ADPGK	ADP-dependent glucokinase	3.88696e+06
Q9BRT2	UQCC2_HUMAN	UQCC2	Ubiquinol-cytochrome-c reductase complex assembly factor 2	2.77408e+06
Q9BRT3	MIEN1_HUMAN	MIEN1	Migration and invasion enhancer 1	2.06709e+07
Q9BRU9	UTP23_HUMAN	UTP23	rRNA-processing protein UTP23 homolog	1.03109e+07
Q9BRX2	PELO_HUMAN	PELO	Protein pelota homolog	1.08368e+07
Q9BRX8	PXL2A_HUMAN	PRXL2A	Peroxiredoxin-like 2A	1.44286e+07
Q9BRZ2	TRI56_HUMAN	TRIM56	E3 ubiquitin-protein ligase TRIM56	1.67005e+07
Q9BS26	ERP44_HUMAN	ERP44	Endoplasmic reticulum resident protein 44	1.47047e+08
Q9BS40	LXN_HUMAN	LXN	Latexin	6.21905e+07
Q9BS92	NPS3B_HUMAN	NIPSNAP3B	Protein NipSnap homolog 3B	1.38056e+06
Q9BSD7	NTPCR_HUMAN	NTPCR	Cancer-related nucleoside-triphosphatase	2.75647e+07
Q9BSF4	TIM29_HUMAN	TIMM29	Mitochondrial import inner membrane translocase subunit Tim29	1.18406e+07
Q9BSH4	TACO1_HUMAN	TACO1	Translational activator of cytochrome c oxidase 1	9.85669e+06
Q9BSH5	HDHD3_HUMAN	HDHD3	Haloacid dehalogenase-like hydrolase domain-containing protein 3	3.11854e+07
Q9BSJ2	GCP2_HUMAN	TUBGCP2	Gamma-tubulin complex component 2	6.07842e+06
Q9BSJ8	ESYT1_HUMAN	ESYT1	Extended synaptotagmin-1	6.46029e+07
Q9BSL1	UBAC1_HUMAN	UBAC1	Ubiquitin-associated domain-containing protein 1	2.65986e+06
Q9BSR8	YIPF4_HUMAN	YIPF4	Protein YIPF4	1.3737e+07
Q9BST9	RTKN_HUMAN	RTKN	Rhotekin	2.84513e+06
Q9BT09	CNPY3_HUMAN	CNPY3	Protein canopy homolog 3	1.21053e+07
Q9BT73	PSMG3_HUMAN	PSMG3	Proteasome assembly chaperone 3	4.62054e+06
Q9BT78	CSN4_HUMAN	COPS4	COP9 signalosome complex subunit 4	4.16092e+07
Q9BTC8	MTA3_HUMAN	MTA3	Metastasis-associated protein MTA3	8.42657e+06
Q9BTE6	AASD1_HUMAN	AARSD1	Alanyl-tRNA editing protein Aarsd1	1.2432e+07
Q9BTM9	URM1_HUMAN	URM1	Ubiquitin-related modifier 1	6.50197e+06
Q9BTT0	AN32E_HUMAN	ANP32E	Acidic leucine-rich nuclear phosphoprotein 32 family member E	2.55062e+07
Q9BTT6	LRRC1_HUMAN	LRRC1	Leucine-rich repeat-containing protein 1	6.64221e+06
Q9BTU6	P4K2A_HUMAN	PI4K2A	Phosphatidylinositol 4-kinase type 2-alpha	3.86794e+06
Q9BTV4	TMM43_HUMAN	TMEM43	Transmembrane protein 43	3.57523e+07
Q9BTW9	TBCD_HUMAN	TBCD	Tubulin-specific chaperone D	1.2081e+07
Q9BTX1	NDC1_HUMAN	NDC1	Nucleoporin NDC1	8.35763e+07
Q9BTZ2	DHRS4_HUMAN	DHRS4	Dehydrogenase/reductase SDR family member 4	3.67831e+07
Q9BU02	THTPA_HUMAN	THTPA	Thiamine-triphosphatase	3.62103e+06
Q9BU23	LMF2_HUMAN	LMF2	Lipase maturation factor 2	3.14017e+07
Q9BU61	NDUF3_HUMAN	NDUFAF3	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex assembly factor 3	3.63327e+07
Q9BU89	DOHH_HUMAN	DOHH	Deoxyhypusine hydroxylase	4.61817e+06
Q9BUB5	MKNK1_HUMAN	MKNK1	MAP kinase-interacting serine/threonine-protein kinase 1	3.82367e+06
Q9BUE0	MED18_HUMAN	MED18	Mediator of RNA polymerase II transcription subunit 18	908708
Q9BUF5	TBB6_HUMAN	TUBB6	Tubulin beta-6 chain	2.00927e+08
Q9BUH6	PAXX_HUMAN	PAXX	Protein PAXX	3.39379e+07
Q9BUJ2	HNRL1_HUMAN	HNRNPUL1	Heterogeneous nuclear ribonucleoprotein U-like protein 1	3.37607e+07
Q9BUK6	MSTO1_HUMAN	MSTO1	Protein misato homolog 1	833385
Q9BUL8	PDC10_HUMAN	PDCD10	Programmed cell death protein 10	2.29047e+07
Q9BUN8	DERL1_HUMAN	DERL1	Derlin-1	3.45863e+07
Q9BUP3	HTAI2_HUMAN	HTATIP2	Oxidoreductase HTATIP2	1.00042e+07
Q9BUQ8	DDX23_HUMAN	DDX23	Probable ATP-dependent RNA helicase DDX23	1.04678e+07
Q9BUR5	MIC26_HUMAN	APOO	MICOS complex subunit MIC26	2.0606e+07
Q9BUT1	DHRS6_HUMAN	BDH2	Dehydrogenase/reductase SDR family member 6	2.8344e+07
Q9BV10	ALG12_HUMAN	ALG12	Dol-P-Man:Man(7)GlcNAc(2)-PP-Dol alpha-1,6-mannosyltransferase	2.79578e+07
Q9BV20	MTNA_HUMAN	MRI1	Methylthioribose-1-phosphate isomerase	7.16443e+06
Q9BV38	WDR18_HUMAN	WDR18	WD repeat-containing protein 18	9.76172e+06
Q9BV40	VAMP8_HUMAN	VAMP8	Vesicle-associated membrane protein 8	1.84831e+07
Q9BV44	THUM3_HUMAN	THUMPD3	tRNA (guanine(6)-N2)-methyltransferase THUMP3	4.11865e+06
Q9BV57	MTND_HUMAN	ADI1	Acireductone dioxygenase	4.94429e+06
Q9BV79	MECR_HUMAN	MECR	Enoyl-[acyl-carrier-protein] reductase, mitochondrial	4.08273e+06
Q9BV86	NTM1A_HUMAN	NTMT1	N-terminal Xaa-Pro-Lys N-methyltransferase 1	8.19613e+06
Q9BV94	EDEM2_HUMAN	EDEM2	ER degradation-enhancing alpha-mannosidase-like protein 2	2.25018e+06
Q9BVA1	TBB2B_HUMAN	TUBB2B	Tubulin beta-2B chain	2.95306e+07
Q9BVA6	FICD_HUMAN	FICD	Protein adenylyltransferase FICD	1.88989e+08
Q9BVC4	LST8_HUMAN	MLST8	Target of rapamycin complex subunit LST8	6.51386e+06
Q9BVC6	TM109_HUMAN	TMEM109	Transmembrane protein 109	2.91796e+08
Q9BVG4	PBDC1_HUMAN	PBDC1	Protein PBDC1	1.1085e+07
Q9BVG9	PTSS2_HUMAN	PTDSS2	Phosphatidylserine synthase 2	1.77585e+06
Q9BVI4	NOC4L_HUMAN	NOC4L	Nucleolar complex protein 4 homolog	2.21195e+06
Q9BVJ7	DUS23_HUMAN	DUSP23	Dual specificity protein phosphatase 23	1.02674e+07
Q9BVK6	TMED9_HUMAN	TMED9	Transmembrane emp24 domain-containing protein 9	1.92771e+08
Q9BVL4	SELO_HUMAN	SELENOO	Protein adenylyltransferase SelO, mitochondrial	1.59767e+07
Q9BVM4	GGACT_HUMAN	GGACT	Gamma-glutamylaminecyclotransferase	1.99368e+07
Q9BVN2	RUSC1_HUMAN	RUSC1	AP-4 complex accessory subunit RUSC1	1.37762e+08
Q9BVP2	GNL3_HUMAN	GNL3	Guanine nucleotide-binding protein-like 3	2.37184e+07
Q9BVQ7	AFG2B_HUMAN	AFG2B	ATPase family gene 2 protein homolog B	4.54908e+06
Q9BVT8	TMUB1_HUMAN	TMUB1	Transmembrane and ubiquitin-like domain-containing protein 1	4.03437e+06
Q9BW04	SARG_HUMAN	SARG	Specifically androgen-regulated gene protein	2.64289e+06
Q9BW27	NUP85_HUMAN	NUP85	Nuclear pore complex protein Nup85	7.76099e+06
Q9BW30	TPPP3_HUMAN	TPPP3	Tubulin polymerization-promoting protein family member 3	1.44508e+07
Q9BW83	IFT27_HUMAN	IFT27	Intraflagellar transport protein 27 homolog	8.08061e+06
Q9BW91	NUDT9_HUMAN	NUDT9	ADP-ribose pyrophosphatase, mitochondrial	1.98445e+07
Q9BW92	SYTM_HUMAN	TARS2	Threonine--tRNA ligase, mitochondrial	3.14554e+07
Q9BWD1	THIC_HUMAN	ACAT2	Acetyl-CoA acetyltransferase, cytosolic	3.41447e+07
Q9BWF3	RBM4_HUMAN	RBM4	RNA-binding protein 4	1.40692e+07
Q9BWH6	RPAP1_HUMAN	RPAP1	RNA polymerase II-associated protein 1	1.37952e+06
Q9BWJ5	SF3B5_HUMAN	SF3B5	Splicing factor 3B subunit 5	1.03147e+07
Q9BWM7	SFXN3_HUMAN	SFXN3	Sideroflexin-3	2.68446e+07
Q9BWS9	CHID1_HUMAN	CHID1	Chitinase domain-containing protein 1	1.32679e+08
Q9BWU0	NADAP_HUMAN	SLC4A1AP	Kanadaptin	5.49274e+06
Q9BWV3	CDAC1_HUMAN	CDADC1	Cytidine and dCMP deaminase domain-containing protein 1	1.0374e+07
Q9BX66	SRBS1_HUMAN	SORBS1	Sorbin and SH3 domain-containing protein 1	6.3716e+07
Q9BX68	HINT2_HUMAN	HINT2	Adenosine 5'-monophosphoramidase HINT2	1.04031e+08
Q9BX97	PLVAP_HUMAN	PLVAP	Plasmalemma vesicle-associated protein	2.08299e+07
Q9BXB4	OSB11_HUMAN	OSBPL11	Oxysterol-binding protein-related protein 11	1.66075e+06
Q9BXF6	RFIP5_HUMAN	RAB11FIP5	Rab11 family-interacting protein 5	2.95467e+06
Q9BXJ9	NAA15_HUMAN	NAA15	N-alpha-acetyltransferase 15, NatA auxiliary subunit	1.91862e+07
Q9BXK5	B2L13_HUMAN	BCL2L13	Bcl-2-like protein 13	9.37796e+06
Q9BXN1	ASPN_HUMAN	ASPN	Asporin	9.48612e+07
Q9BXP2	S12A9_HUMAN	SLC12A9	Solute carrier family 12 member 9	3.34983e+06
Q9BXP5	SRRT_HUMAN	SRRT	Serrate RNA effector molecule homolog	1.8614e+07
Q9BXR0	TGT_HUMAN	QTRT1	Queuine tRNA-ribosyltransferase catalytic subunit 1	1.20204e+07
Q9BXS5	AP1M1_HUMAN	AP1M1	AP-1 complex subunit mu-1	2.94439e+07
Q9BXT2	CCG6_HUMAN	CACNG6	Voltage-dependent calcium channel gamma-6 subunit	1.76737e+08
Q9BXW7	HDHD5_HUMAN	HDHD5	Haloacid dehalogenase-like hydrolase domain-containing 5	3.6589e+07
Q9BY11	PACN1_HUMAN	PACSIN1	Protein kinase C and casein kinase substrate in neurons protein 1	4.14933e+06
Q9BY32	ITPA_HUMAN	ITPA	Inosine triphosphate pyrophosphatase	1.75879e+07
Q9BY43	CHM4A_HUMAN	CHMP4A	Charged multivesicular body protein 4a	1.53772e+07
Q9BY44	EIF2A_HUMAN	EIF2A	Eukaryotic translation initiation factor 2A	1.17346e+08
