Protein.Group	Protein.Names	Genes	First.Protein.Description	D:\LZW\Guomics\MS-BERT\Benchmark\fdrs_DIANN19\mzML_new\GUI\Tumor15\B20190319yix_KRUK_DIA_b5_15.mzML
Q9H583	HEAT1_HUMAN	HEATR1	HEAT repeat-containing protein 1	2.8248e+07
Q9H5N1	RABE2_HUMAN	RABEP2	Rab GTPase-binding effector protein 2	3.90828e+06
Q9H5X1	CIA2A_HUMAN	CIAO2A	Cytosolic iron-sulfur assembly component 2A	4.70805e+06
Q9H694	BICC1_HUMAN	BICC1	Protein bicaudal C homolog 1	1.46337e+06
Q9H6F5	CCD86_HUMAN	CCDC86	Coiled-coil domain-containing protein 86	1.63299e+06
Q9H6R3	ACSS3_HUMAN	ACSS3	Acyl-CoA synthetase short-chain family member 3, mitochondrial	6.45219e+06
Q9H6R4	NOL6_HUMAN	NOL6	Nucleolar protein 6	1.64978e+06
Q9H6S0	YTDC2_HUMAN	YTHDC2	3'-5' RNA helicase YTHDC2	7.04991e+06
Q9H6S3	ES8L2_HUMAN	EPS8L2	Epidermal growth factor receptor kinase substrate 8-like protein 2	1.42469e+06
Q9H6W3	RIOX1_HUMAN	RIOX1	Ribosomal oxygenase 1	2.30451e+06
Q9H6Z4	RANB3_HUMAN	RANBP3	Ran-binding protein 3	4.84476e+07
Q9H773	DCTP1_HUMAN	DCTPP1	dCTP pyrophosphatase 1	1.27028e+06
Q9H792	PEAK1_HUMAN	PEAK1	Inactive tyrosine-protein kinase PEAK1	1.1471e+06
Q9H7B2	RPF2_HUMAN	RPF2	Ribosome production factor 2 homolog	1.0511e+06
Q9H7B4	SMYD3_HUMAN	SMYD3	Histone-lysine N-methyltransferase SMYD3	593486
Q9H7C4	SYNCI_HUMAN	SYNC	Syncoilin	2.43326e+06
Q9H7C9	AAMDC_HUMAN	AAMDC	Mth938 domain-containing protein	1.298e+07
Q9H7D7	WDR26_HUMAN	WDR26	WD repeat-containing protein 26	2.06636e+06
Q9H814	PHAX_HUMAN	PHAX	Phosphorylated adapter RNA export protein	2.69293e+06
Q9H832	UBE2Z_HUMAN	UBE2Z	Ubiquitin-conjugating enzyme E2 Z	4.40214e+06
Q9H845	ACAD9_HUMAN	ACAD9	Complex I assembly factor ACAD9, mitochondrial	2.41239e+06
Q9H857	NT5D2_HUMAN	NT5DC2	5'-nucleotidase domain-containing protein 2	1.0911e+06
Q9H8H3	TMT1A_HUMAN	TMT1A	N6-adenosine-methyltransferase TMT1A	1.19322e+07
Q9H8L6	MMRN2_HUMAN	MMRN2	Multimerin-2	4.60626e+06
Q9H8S9	MOB1A_HUMAN	MOB1A	MOB kinase activator 1A	9.14187e+06
Q9H8W4	PKHF2_HUMAN	PLEKHF2	Pleckstrin homology domain-containing family F member 2	1.77537e+06
Q9H8Y5	ANKZ1_HUMAN	ANKZF1	tRNA endonuclease ANKZF1	411338
Q9H8Y8	GORS2_HUMAN	GORASP2	Golgi reassembly-stacking protein 2	1.33923e+07
Q9H910	JUPI2_HUMAN	JPT2	Jupiter microtubule associated homolog 2	3.6944e+06
Q9H930	SP14L_HUMAN	SP140L	Nuclear body protein SP140-like protein	9.37526e+06
Q9H993	ARMT1_HUMAN	ARMT1	Damage-control phosphatase ARMT1	2.60397e+06
Q9H9A5	CNO10_HUMAN	CNOT10	CCR4-NOT transcription complex subunit 10	1.24337e+06
Q9H9A6	LRC40_HUMAN	LRRC40	Leucine-rich repeat-containing protein 40	4.20204e+06
Q9H9B4	SFXN1_HUMAN	SFXN1	Sideroflexin-1	7.7346e+06
Q9H9C1	SPE39_HUMAN	VIPAS39	Spermatogenesis-defective protein 39 homolog	336730
Q9H9E3	COG4_HUMAN	COG4	Conserved oligomeric Golgi complex subunit 4	4.94712e+06
Q9H9G7	AGO3_HUMAN	AGO3	Protein argonaute-3	3.77998e+06
Q9H9J2	RM44_HUMAN	MRPL44	Large ribosomal subunit protein mL44	1.4328e+06
Q9H9Q2	CSN7B_HUMAN	COPS7B	COP9 signalosome complex subunit 7b	1.02889e+06
Q9H9T3	ELP3_HUMAN	ELP3	Elongator complex protein 3	2.80652e+06
Q9HA64	KT3K_HUMAN	FN3KRP	Ketosamine-3-kinase	6.9298e+06
Q9HA65	TBC17_HUMAN	TBC1D17	TBC1 domain family member 17	3.21476e+06
Q9HAB8	PPCS_HUMAN	PPCS	Phosphopantothenate--cysteine ligase	1.20331e+07
Q9HAN9	NMNA1_HUMAN	NMNAT1	Nicotinamide/nicotinic acid mononucleotide adenylyltransferase 1	1.81474e+06
Q9HAT2	SIAE_HUMAN	SIAE	Sialate O-acetylesterase	1.97936e+06
Q9HAU0	PKHA5_HUMAN	PLEKHA5	Pleckstrin homology domain-containing family A member 5	7.14562e+06
Q9HAU5	RENT2_HUMAN	UPF2	Regulator of nonsense transcripts 2	2.4699e+06
Q9HAV0	GBB4_HUMAN	GNB4	Guanine nucleotide-binding protein subunit beta-4	2.84602e+06
Q9HAV7	GRPE1_HUMAN	GRPEL1	GrpE protein homolog 1, mitochondrial	8.09672e+06
Q9HB07	MYG1_HUMAN	MYG1	MYG1 exonuclease	8.62338e+06
Q9HB19	PKHA2_HUMAN	PLEKHA2	Pleckstrin homology domain-containing family A member 2	743209
Q9HB40	RISC_HUMAN	SCPEP1	Retinoid-inducible serine carboxypeptidase	1.2786e+07
Q9HB71	CYBP_HUMAN	CACYBP	Calcyclin-binding protein	1.01838e+07
Q9HB90	RRAGC_HUMAN	RRAGC	Ras-related GTP-binding protein C	4.80722e+06
Q9HBH5	RDH14_HUMAN	RDH14	Retinol dehydrogenase 14	2.85093e+06
Q9HBI0	PARVG_HUMAN	PARVG	Gamma-parvin	2.25601e+06
Q9HBI1	PARVB_HUMAN	PARVB	Beta-parvin	3.59423e+06
Q9HBL0	TENS1_HUMAN	TNS1	Tensin-1	3.35057e+07
Q9HBL7	PLRKT_HUMAN	PLGRKT	Plasminogen receptor (KT)	8.64705e+06
Q9HBL8	NMRL1_HUMAN	NMRAL1	NmrA-like family domain-containing protein 1	1.78977e+06
Q9HC16	ABC3G_HUMAN	APOBEC3G	DNA dC->dU-editing enzyme APOBEC-3G	1.50638e+06
Q9HC35	EMAL4_HUMAN	EML4	Echinoderm microtubule-associated protein-like 4	1.62773e+07
Q9HC38	GLOD4_HUMAN	GLOD4	Glyoxalase domain-containing protein 4	2.08465e+07
Q9HCB6	SPON1_HUMAN	SPON1	Spondin-1	3.40984e+07
Q9HCC0	MCCB_HUMAN	MCCC2	Methylcrotonoyl-CoA carboxylase beta chain, mitochondrial	6.30156e+06
Q9HCD5	NCOA5_HUMAN	NCOA5	Nuclear receptor coactivator 5	5.10521e+06
Q9HCD6	TANC2_HUMAN	TANC2	Protein TANC2	2.43782e+06
Q9HCE1	MOV10_HUMAN	MOV10	Helicase MOV-10	6.79933e+06
Q9HCH3	CPNE5_HUMAN	CPNE5	Copine-5	3.20854e+06
Q9HCJ0	TNR6C_HUMAN	TNRC6C	Trinucleotide repeat-containing gene 6C protein	7.37877e+07
Q9HCN4	GPN1_HUMAN	GPN1	GPN-loop GTPase 1	1.52793e+06
Q9HCN8	SDF2L_HUMAN	SDF2L1	Stromal cell-derived factor 2-like protein 1	1.35548e+07
Q9HCS7	SYF1_HUMAN	XAB2	Pre-mRNA-splicing factor SYF1	5.76008e+06
Q9HCU0	CD248_HUMAN	CD248	Endosialin	1.73204e+07
Q9HCU5	PREB_HUMAN	PREB	Prolactin regulatory element-binding protein	7.62677e+06
Q9HD20	AT131_HUMAN	ATP13A1	Endoplasmic reticulum transmembrane helix translocase	1.57543e+07
Q9HD26	GOPC_HUMAN	GOPC	Golgi-associated PDZ and coiled-coil motif-containing protein	3.9493e+06
Q9HD33	RM47_HUMAN	MRPL47	Large ribosomal subunit protein uL29m	980260
Q9HD42	CHM1A_HUMAN	CHMP1A	Charged multivesicular body protein 1a	5.78796e+06
Q9HDC9	APMAP_HUMAN	APMAP	Adipocyte plasma membrane-associated protein	5.21776e+07
Q9NNX6	CD209_HUMAN	CD209	CD209 antigen	1.42353e+07
Q9NP58	ABCB6_HUMAN	ABCB6	ATP-binding cassette sub-family B member 6	1.42428e+06
Q9NP61	ARFG3_HUMAN	ARFGAP3	ADP-ribosylation factor GTPase-activating protein 3	8.58664e+06
Q9NP72	RAB18_HUMAN	RAB18	Ras-related protein Rab-18	9.87548e+06
Q9NP74	PALMD_HUMAN	PALMD	Palmdelphin	4.38259e+06
Q9NP77	SSU72_HUMAN	SSU72	RNA polymerase II subunit A C-terminal domain phosphatase SSU72	1.94588e+06
Q9NP79	VTA1_HUMAN	VTA1	Vacuolar protein sorting-associated protein VTA1 homolog	8.1497e+06
Q9NP80	PLPL8_HUMAN	PNPLA8	Calcium-independent phospholipase A2-gamma	5.71882e+06
Q9NP81	SYSM_HUMAN	SARS2	Serine--tRNA ligase, mitochondrial	4.57737e+06
Q9NP97	DLRB1_HUMAN	DYNLRB1	Dynein light chain roadblock-type 1	1.31905e+07
Q9NPA0	EMC7_HUMAN	EMC7	ER membrane protein complex subunit 7	4.37946e+06
Q9NPA8	ENY2_HUMAN	ENY2	Transcription and mRNA export factor ENY2	3.98424e+06
Q9NPE3	NOP10_HUMAN	NOP10	H/ACA ribonucleoprotein complex subunit 3	5.19865e+06
Q9NPF4	OSGEP_HUMAN	OSGEP	tRNA N6-adenosine threonylcarbamoyltransferase	4.31831e+06
Q9NPH2	INO1_HUMAN	ISYNA1	Inositol-3-phosphate synthase 1	5.23055e+06
Q9NPI6	DCP1A_HUMAN	DCP1A	mRNA-decapping enzyme 1A	1.36804e+06
Q9NPJ3	ACO13_HUMAN	ACOT13	Acyl-coenzyme A thioesterase 13	9.24956e+06
Q9NPJ6	MED4_HUMAN	MED4	Mediator of RNA polymerase II transcription subunit 4	394711
Q9NPQ8	RIC8A_HUMAN	RIC8A	Synembryn-A	4.43363e+06
Q9NPY3	C1QR1_HUMAN	CD93	Complement component C1q receptor	2.68691e+06
Q9NQ29	LUC7L_HUMAN	LUC7L	Putative RNA-binding protein Luc7-like 1	2.90085e+06
Q9NQ48	LZTL1_HUMAN	LZTFL1	Leucine zipper transcription factor-like protein 1	3.24329e+06
Q9NQ55	SSF1_HUMAN	PPAN	Suppressor of SWI4 1 homolog	1.1194e+06
Q9NQ79	CRAC1_HUMAN	CRTAC1	Cartilage acidic protein 1	2.61789e+06
Q9NQ88	TIGAR_HUMAN	TIGAR	Fructose-2,6-bisphosphatase TIGAR	5.00866e+06
Q9NQC3	RTN4_HUMAN	RTN4	Reticulon-4	3.26332e+07
Q9NQG5	RPR1B_HUMAN	RPRD1B	Regulation of nuclear pre-mRNA domain-containing protein 1B	1.02931e+07
Q9NQR4	NIT2_HUMAN	NIT2	Omega-amidase NIT2	1.45453e+07
Q9NQT4	EXOS5_HUMAN	EXOSC5	Exosome complex component RRP46	1.01061e+06
Q9NQT8	KI13B_HUMAN	KIF13B	Kinesin-like protein KIF13B	1.20623e+07
Q9NQW7	XPP1_HUMAN	XPNPEP1	Xaa-Pro aminopeptidase 1	1.07395e+07
Q9NQX3	GEPH_HUMAN	GPHN	Gephyrin	4.21357e+06
Q9NR12	PDLI7_HUMAN	PDLIM7	PDZ and LIM domain protein 7	6.07629e+07
Q9NR19	ACSA_HUMAN	ACSS2	Acetyl-coenzyme A synthetase, cytoplasmic	2.81062e+06
Q9NR28	DBLOH_HUMAN	DIABLO	Diablo IAP-binding mitochondrial protein	8.16802e+06
Q9NR30	DDX21_HUMAN	DDX21	Nucleolar RNA helicase 2	4.70376e+06
Q9NR31	SAR1A_HUMAN	SAR1A	GTP-binding protein SAR1a	3.61738e+07
Q9NR34	MA1C1_HUMAN	MAN1C1	Mannosyl-oligosaccharide 1,2-alpha-mannosidase IC	650407
Q9NR45	SIAS_HUMAN	NANS	Sialic acid synthase	4.74075e+07
Q9NR46	SHLB2_HUMAN	SH3GLB2	Endophilin-B2	4.52631e+06
Q9NR50	EI2BG_HUMAN	EIF2B3	Translation initiation factor eIF-2B subunit gamma	4.12833e+06
Q9NR56	MBNL1_HUMAN	MBNL1	Muscleblind-like protein 1	1.58368e+07
Q9NR99	MXRA5_HUMAN	MXRA5	Matrix-remodeling-associated protein 5	3.15705e+07
Q9NRB3	CHSTC_HUMAN	CHST12	Carbohydrate sulfotransferase 12	119742
Q9NRL3	STRN4_HUMAN	STRN4	Striatin-4	1.87516e+06
Q9NRN5	OLFL3_HUMAN	OLFML3	Olfactomedin-like protein 3	2.63339e+07
Q9NRN7	ADPPT_HUMAN	AASDHPPT	L-aminoadipate-semialdehyde dehydrogenase-phosphopantetheinyl transferase	4.2725e+06
Q9NRR3	C42S2_HUMAN	CDC42SE2	CDC42 small effector protein 2	2.37876e+06
Q9NRR5	UBQL4_HUMAN	UBQLN4	Ubiquilin-4	2.41118e+06
Q9NRV9	HEBP1_HUMAN	HEBP1	Heme-binding protein 1	3.5647e+07
Q9NRW3	ABC3C_HUMAN	APOBEC3C	DNA dC->dU-editing enzyme APOBEC-3C	4.20442e+06
Q9NRW7	VPS45_HUMAN	VPS45	Vacuolar protein sorting-associated protein 45	3.68675e+06
Q9NRX2	RM17_HUMAN	MRPL17	Large ribosomal subunit protein bL17m	3.2215e+06
Q9NRX4	PHP14_HUMAN	PHPT1	14 kDa phosphohistidine phosphatase	2.81744e+07
Q9NRY2	SOSSC_HUMAN	INIP	SOSS complex subunit C	1.69813e+06
Q9NRY5	F1142_HUMAN	FAM114A2	Protein FAM114A2	7.49482e+06
Q9NRY6	PLS3_HUMAN	PLSCR3	Phospholipid scramblase 3	2.3832e+06
Q9NRZ7	PLCC_HUMAN	AGPAT3	1-acyl-sn-glycerol-3-phosphate acyltransferase gamma	3.40276e+06
Q9NS69	TOM22_HUMAN	TOMM22	Mitochondrial import receptor subunit TOM22 homolog	3.3531e+06
Q9NS86	LANC2_HUMAN	LANCL2	LanC-like protein 2	2.04426e+06
Q9NS91	RAD18_HUMAN	RAD18	E3 ubiquitin-protein ligase RAD18	1.4169e+07
Q9NSA3	CNBP1_HUMAN	CTNNBIP1	Beta-catenin-interacting protein 1	1.05763e+06
Q9NSD9	SYFB_HUMAN	FARSB	Phenylalanine--tRNA ligase beta subunit	1.60084e+07
Q9NSE4	SYIM_HUMAN	IARS2	Isoleucine--tRNA ligase, mitochondrial	7.99541e+06
Q9NSK0	KLC4_HUMAN	KLC4	Kinesin light chain 4	1.30021e+06
Q9NSY1	BMP2K_HUMAN	BMP2K	BMP-2-inducible protein kinase	2.67576e+06
Q9NSY2	STAR5_HUMAN	STARD5	StAR-related lipid transfer protein 5	1.78788e+06
Q9NT62	ATG3_HUMAN	ATG3	Ubiquitin-like-conjugating enzyme ATG3	1.10909e+07
Q9NTG7	SIR3_HUMAN	SIRT3	NAD-dependent protein deacetylase sirtuin-3, mitochondrial	999568
Q9NTI5	PDS5B_HUMAN	PDS5B	Sister chromatid cohesion protein PDS5 homolog B	1.80916e+06
Q9NTJ4	MA2C1_HUMAN	MAN2C1	Alpha-mannosidase 2C1	1.02595e+06
Q9NTJ5	SAC1_HUMAN	SACM1L	Phosphatidylinositol-3-phosphatase SAC1	7.64802e+06
Q9NTK5	OLA1_HUMAN	OLA1	Obg-like ATPase 1	1.94244e+07
Q9NTM9	CUTC_HUMAN	CUTC	Copper homeostasis protein cutC homolog	4.7857e+06
Q9NTW7	ZF64B_HUMAN	ZFP64	Zinc finger protein 64	9.24976e+07
Q9NTX5	ECHD1_HUMAN	ECHDC1	Ethylmalonyl-CoA decarboxylase	2.45281e+07
Q9NTZ6	RBM12_HUMAN	RBM12	RNA-binding protein 12	4.24173e+06
Q9NUB1	ACS2L_HUMAN	ACSS1	Acetyl-coenzyme A synthetase 2-like, mitochondrial	4.08784e+06
Q9NUJ1	ABHDA_HUMAN	ABHD10	Palmitoyl-protein thioesterase ABHD10, mitochondrial	4.31693e+06
Q9NUJ3	T11L1_HUMAN	TCP11L1	T-complex protein 11-like protein 1	1.73352e+06
Q9NUL5	SHFL_HUMAN	SHFL	Shiftless antiviral inhibitor of ribosomal frameshifting protein	1.18842e+06
Q9NUP9	LIN7C_HUMAN	LIN7C	Protein lin-7 homolog C	1.04079e+07
Q9NUQ2	PLCE_HUMAN	AGPAT5	1-acyl-sn-glycerol-3-phosphate acyltransferase epsilon	1.34278e+06
Q9NUQ6	SPS2L_HUMAN	SPATS2L	SPATS2-like protein	3.31828e+06
Q9NUQ7	UFSP2_HUMAN	UFSP2	Ufm1-specific protease 2	2.18905e+06
Q9NUQ8	ABCF3_HUMAN	ABCF3	ATP-binding cassette sub-family F member 3	3.43009e+06
Q9NUQ9	CYRIB_HUMAN	CYRIB	CYFIP-related Rac1 interactor B	3.47467e+07
Q9NUU7	DD19A_HUMAN	DDX19A	ATP-dependent RNA helicase DDX19A	1.30812e+07
Q9NUV9	GIMA4_HUMAN	GIMAP4	GTPase IMAP family member 4	3.70937e+07
Q9NUY8	TBC23_HUMAN	TBC1D23	TBC1 domain family member 23	2.72892e+06
Q9NV06	DCA13_HUMAN	DCAF13	DDB1- and CUL4-associated factor 13	1.93099e+07
Q9NV31	IMP3_HUMAN	IMP3	U3 small nucleolar ribonucleoprotein protein IMP3	567141
Q9NV70	EXOC1_HUMAN	EXOC1	Exocyst complex component 1	5.69593e+06
Q9NV96	CC50A_HUMAN	TMEM30A	Cell cycle control protein 50A	5.80758e+06
Q9NVA2	SEP11_HUMAN	SEPTIN11	Septin-11	5.77343e+07
Q9NVC6	MED17_HUMAN	MED17	Mediator of RNA polymerase II transcription subunit 17	972264
Q9NVD7	PARVA_HUMAN	PARVA	Alpha-parvin	1.40446e+07
Q9NVE7	PANK4_HUMAN	PANK4	4'-phosphopantetheine phosphatase	5.51394e+06
Q9NVH1	DJC11_HUMAN	DNAJC11	DnaJ homolog subfamily C member 11	2.85634e+06
Q9NVI7	ATD3A_HUMAN	ATAD3A	ATPase family AAA domain-containing protein 3A	6.51576e+06
Q9NVJ2	ARL8B_HUMAN	ARL8B	ADP-ribosylation factor-like protein 8B	1.74906e+07
Q9NVM9	INT13_HUMAN	INTS13	Integrator complex subunit 13	702704
Q9NVP1	DDX18_HUMAN	DDX18	ATP-dependent RNA helicase DDX18	4.09037e+06
Q9NVS2	RT18A_HUMAN	MRPS18A	Large ribosomal subunit protein mL66	268320
Q9NVS9	PNPO_HUMAN	PNPO	Pyridoxine-5'-phosphate oxidase	8.60982e+06
Q9NVT9	ARMC1_HUMAN	ARMC1	Armadillo repeat-containing protein 1	8.17318e+06
Q9NVZ3	NECP2_HUMAN	NECAP2	Adaptin ear-binding coat-associated protein 2	9.2423e+06
Q9NW13	RBM28_HUMAN	RBM28	RNA-binding protein 28	1.11564e+06
Q9NW15	ANO10_HUMAN	ANO10	Anoctamin-10	1.09327e+06
Q9NW64	RBM22_HUMAN	RBM22	Pre-mRNA-splicing factor RBM22	5.59188e+07
Q9NW82	WDR70_HUMAN	WDR70	WD repeat-containing protein 70	5.05225e+06
Q9NWB6	ARGL1_HUMAN	ARGLU1	Arginine and glutamate-rich protein 1	5.62105e+06
Q9NWH9	SLTM_HUMAN	SLTM	SAFB-like transcription modulator	6.98525e+06
Q9NWM8	FKB14_HUMAN	FKBP14	Peptidyl-prolyl cis-trans isomerase FKBP14	1.21881e+06
Q9NWS0	PIHD1_HUMAN	PIH1D1	PIH1 domain-containing protein 1	5.19469e+06
Q9NWS6	F118A_HUMAN	FAM118A	Protein FAM118A	2.8062e+06
Q9NWU2	GID8_HUMAN	GID8	Glucose-induced degradation protein 8 homolog	2.77677e+06
Q9NWU5	RM22_HUMAN	MRPL22	Large ribosomal subunit protein uL22m	4.439e+06
Q9NWV4	CZIB_HUMAN	CZIB	CXXC motif containing zinc binding protein	5.1433e+07
Q9NWV8	BABA1_HUMAN	BABAM1	BRISC and BRCA1-A complex member 1	2.82282e+06
Q9NWY4	HPF1_HUMAN	HPF1	Histone PARylation factor 1	1.18228e+06
Q9NWZ3	IRAK4_HUMAN	IRAK4	Interleukin-1 receptor-associated kinase 4	6.47283e+06
Q9NWZ5	UCKL1_HUMAN	UCKL1	Uridine-cytidine kinase-like 1	1.26707e+06
Q9NX05	F120C_HUMAN	FAM120C	Constitutive coactivator of PPAR-gamma-like protein 2	1.4323e+06
Q9NX14	NDUBB_HUMAN	NDUFB11	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 11, mitochondrial	7.95941e+06
Q9NX20	RM16_HUMAN	MRPL16	Large ribosomal subunit protein uL16m	4.58909e+06
Q9NX40	OCAD1_HUMAN	OCIAD1	OCIA domain-containing protein 1	1.26585e+07
Q9NX46	ADPRS_HUMAN	ADPRS	ADP-ribosylhydrolase ARH3	1.22779e+07
Q9NX55	HYPK_HUMAN	HYPK	Huntingtin-interacting protein K	309550
Q9NX58	LYAR_HUMAN	LYAR	Cell growth-regulating nucleolar protein	1.18369e+06
Q9NX62	IMPA3_HUMAN	BPNT2	Golgi-resident adenosine 3',5'-bisphosphate 3'-phosphatase	1.51177e+06
Q9NX63	MIC19_HUMAN	CHCHD3	MICOS complex subunit MIC19	7.47637e+07
Q9NXC5	MIO_HUMAN	MIOS	GATOR complex protein MIOS	1.89273e+06
Q9NXE4	NSMA3_HUMAN	SMPD4	Sphingomyelin phosphodiesterase 4	4.67694e+07
Q9NXG2	THUM1_HUMAN	THUMPD1	THUMP domain-containing protein 1	9.61832e+06
Q9NXH8	TOR4A_HUMAN	TOR4A	Torsin-4A	4.56483e+06
Q9NXN4	GDAP2_HUMAN	GDAP2	Ganglioside-induced differentiation-associated protein 2	1.43242e+06
Q9NXR1	NDE1_HUMAN	NDE1	Nuclear distribution protein nudE homolog 1	1.59121e+06
Q9NXR7	BABA2_HUMAN	BABAM2	BRISC and BRCA1-A complex member 2	3.19009e+06
Q9NY12	GAR1_HUMAN	GAR1	H/ACA ribonucleoprotein complex subunit 1	4.23285e+06
Q9NY15	STAB1_HUMAN	STAB1	Stabilin-1	1.15682e+07
Q9NY33	DPP3_HUMAN	DPP3	Dipeptidyl peptidase 3	1.42344e+07
Q9NYF8	BCLF1_HUMAN	BCLAF1	Bcl-2-associated transcription factor 1	7.96044e+06
Q9NYK5	RM39_HUMAN	MRPL39	Large ribosomal subunit protein mL39	1.94688e+06
Q9NYL2	M3K20_HUMAN	MAP3K20	Mitogen-activated protein kinase kinase kinase 20	1.36942e+06
Q9NYL4	FKB11_HUMAN	FKBP11	Peptidyl-prolyl cis-trans isomerase FKBP11	3.92478e+07
Q9NYL9	TMOD3_HUMAN	TMOD3	Tropomodulin-3	2.78619e+07
Q9NYM9	BET1L_HUMAN	BET1L	BET1-like protein	5.91102e+06
Q9NYR9	KBRS2_HUMAN	NKIRAS2	NF-kappa-B inhibitor-interacting Ras-like protein 2	1.36892e+06
Q9NYU2	UGGG1_HUMAN	UGGT1	UDP-glucose:glycoprotein glucosyltransferase 1	3.18627e+07
Q9NZ01	TECR_HUMAN	TECR	Very-long-chain enoyl-CoA reductase	4.72855e+06
Q9NZ08	ERAP1_HUMAN	ERAP1	Endoplasmic reticulum aminopeptidase 1	2.11158e+07
Q9NZ32	ARP10_HUMAN	ACTR10	Actin-related protein 10	849278
Q9NZ43	USE1_HUMAN	USE1	Vesicle transport protein USE1	3.15363e+06
Q9NZ45	CISD1_HUMAN	CISD1	CDGSH iron-sulfur domain-containing protein 1	7.37804e+06
Q9NZ63	TLS1_HUMAN	C9orf78	Splicing factor C9orf78	9.64976e+06
Q9NZB2	F120A_HUMAN	FAM120A	Constitutive coactivator of PPAR-gamma-like protein 1	1.48099e+07
Q9NZD8	SPG21_HUMAN	SPG21	Maspardin	2.80652e+06
Q9NZE8	RM35_HUMAN	MRPL35	Large ribosomal subunit protein bL35m	1.91123e+06
Q9NZJ7	MTCH1_HUMAN	MTCH1	Mitochondrial carrier homolog 1	1.73511e+06
Q9NZK5	ADA2_HUMAN	ADA2	Adenosine deaminase 2	1.43579e+06
Q9NZL4	HPBP1_HUMAN	HSPBP1	Hsp70-binding protein 1	1.70607e+06
Q9NZL9	MAT2B_HUMAN	MAT2B	Methionine adenosyltransferase 2 subunit beta	2.42862e+07
Q9NZM1	MYOF_HUMAN	MYOF	Myoferlin	3.20733e+07
Q9NZM3	ITSN2_HUMAN	ITSN2	Intersectin-2	2.6388e+06
Q9NZN3	EHD3_HUMAN	EHD3	EH domain-containing protein 3	4.27267e+06
Q9NZN4	EHD2_HUMAN	EHD2	EH domain-containing protein 2	8.09519e+07
Q9NZN5	ARHGC_HUMAN	ARHGEF12	Rho guanine nucleotide exchange factor 12	1.60479e+06
Q9NZN8	CNOT2_HUMAN	CNOT2	CCR4-NOT transcription complex subunit 2	3.25891e+06
Q9NZQ3	SPN90_HUMAN	NCKIPSD	NCK-interacting protein with SH3 domain	1.5412e+06
Q9NZR1	TMOD2_HUMAN	TMOD2	Tropomodulin-2	2.71794e+06
Q9NZT2	OGFR_HUMAN	OGFR	Opioid growth factor receptor	1.29336e+07
Q9NZU5	LMCD1_HUMAN	LMCD1	LIM and cysteine-rich domains protein 1	2.18091e+07
Q9NZZ3	CHMP5_HUMAN	CHMP5	Charged multivesicular body protein 5	1.3826e+06
Q9P000	COMD9_HUMAN	COMMD9	COMM domain-containing protein 9	5.68694e+06
Q9P015	RM15_HUMAN	MRPL15	Large ribosomal subunit protein uL15m	2.8821e+06
Q9P016	THYN1_HUMAN	THYN1	Thymocyte nuclear protein 1	1.38421e+07
Q9P032	NDUF4_HUMAN	NDUFAF4	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex assembly factor 4	1.49117e+06
Q9P035	HACD3_HUMAN	HACD3	Very-long-chain (3R)-3-hydroxyacyl-CoA dehydratase 3	1.75305e+07
Q9P0J0	NDUAD_HUMAN	NDUFA13	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 13	1.4966e+07
Q9P0J1	PDP1_HUMAN	PDP1	[Pyruvate dehydrogenase [acetyl-transferring]]-phosphatase 1, mitochondrial	5.60297e+06
Q9P0K7	RAI14_HUMAN	RAI14	Ankycorbin	6.29807e+06
Q9P0L0	VAPA_HUMAN	VAPA	Vesicle-associated membrane protein-associated protein A	1.53263e+07
Q9P0M6	H2AW_HUMAN	MACROH2A2	Core histone macro-H2A.2	2.44931e+07
Q9P0M9	RM27_HUMAN	MRPL27	Large ribosomal subunit protein bL27m	1.74061e+06
Q9P0P0	RN181_HUMAN	RNF181	E3 ubiquitin-protein ligase RNF181	4.05331e+06
Q9P0V9	SEP10_HUMAN	SEPTIN10	Septin-10	9.09306e+06
Q9P107	GMIP_HUMAN	GMIP	GEM-interacting protein	2.53547e+06
Q9P1Y6	PHRF1_HUMAN	PHRF1	PHD and RING finger domain-containing protein 1	1.12313e+07
Q9P253	VPS18_HUMAN	VPS18	Vacuolar protein sorting-associated protein 18 homolog	4.65603e+06
Q9P258	RCC2_HUMAN	RCC2	Protein RCC2	1.63927e+07
Q9P260	RELCH_HUMAN	RELCH	RAB11-binding protein RELCH	1.84075e+06
Q9P265	DIP2B_HUMAN	DIP2B	Disco-interacting protein 2 homolog B	3.13487e+06
Q9P266	JCAD_HUMAN	JCAD	Junctional cadherin 5-associated protein	2.13099e+06
Q9P270	SLAI2_HUMAN	SLAIN2	SLAIN motif-containing protein 2	2.78253e+06
Q9P287	BCCIP_HUMAN	BCCIP	BRCA2 and CDKN1A-interacting protein	892846
Q9P289	STK26_HUMAN	STK26	Serine/threonine-protein kinase 26	6.31768e+06
Q9P2A4	ABI3_HUMAN	ABI3	ABI gene family member 3	3.14326e+07
Q9P2B2	FPRP_HUMAN	PTGFRN	Prostaglandin F2 receptor negative regulator	1.74511e+07
Q9P2B4	CT2NL_HUMAN	CTTNBP2NL	CTTNBP2 N-terminal-like protein	2.29048e+06
