Protein.Group	Protein.Names	Genes	First.Protein.Description	D:\LZW\Guomics\MS-BERT\Benchmark\fdrs_DIANN19\mzML_new\GUI\Tumor15\B20190315yix_KRUK_DIA_b1_13.mzML
Q96LJ8	UBX10_HUMAN	UBXN10	UBX domain-containing protein 10	314973
Q96M27	PRRC1_HUMAN	PRRC1	Protein PRRC1	4.08259e+07
Q96M96	FGD4_HUMAN	FGD4	FYVE, RhoGEF and PH domain-containing protein 4	2.7892e+06
Q96ME7	ZN512_HUMAN	ZNF512	Zinc finger protein 512	1.72285e+06
Q96MU7	YTDC1_HUMAN	YTHDC1	YTH domain-containing protein 1	1.26496e+07
Q96MW1	CCD43_HUMAN	CCDC43	Coiled-coil domain-containing protein 43	5.65602e+06
Q96N67	DOCK7_HUMAN	DOCK7	Dedicator of cytokinesis protein 7	4.71289e+06
Q96NB2	SFXN2_HUMAN	SFXN2	Sideroflexin-2	2.64318e+06
Q96NB3	ZN830_HUMAN	ZNF830	Zinc finger protein 830	5.99392e+06
Q96NT0	CC115_HUMAN	CCDC115	Coiled-coil domain-containing protein 115	2.58701e+06
Q96NW4	ANR27_HUMAN	ANKRD27	Ankyrin repeat domain-containing protein 27	811924
Q96P11	NSUN5_HUMAN	NSUN5	28S rRNA (cytosine-C(5))-methyltransferase	2.0296e+06
Q96P16	RPR1A_HUMAN	RPRD1A	Regulation of nuclear pre-mRNA domain-containing protein 1A	5.28009e+06
Q96P47	AGAP3_HUMAN	AGAP3	Arf-GAP with GTPase, ANK repeat and PH domain-containing protein 3	6.42004e+06
Q96P48	ARAP1_HUMAN	ARAP1	Arf-GAP with Rho-GAP domain, ANK repeat and PH domain-containing protein 1	4.17171e+06
Q96P70	IPO9_HUMAN	IPO9	Importin-9	4.79966e+06
Q96PC5	MIA2_HUMAN	MIA2	Melanoma inhibitory activity protein 2	1.10168e+07
Q96PE2	ARHGH_HUMAN	ARHGEF17	Rho guanine nucleotide exchange factor 17	3.77345e+06
Q96PE3	INP4A_HUMAN	INPP4A	Inositol polyphosphate-4-phosphatase type I A	1.99767e+07
Q96PK6	RBM14_HUMAN	RBM14	RNA-binding protein 14	9.99628e+07
Q96PP9	GBP4_HUMAN	GBP4	Guanylate-binding protein 4	1.01414e+06
Q96PU8	QKI_HUMAN	QKI	KH domain-containing RNA-binding protein QKI	1.85375e+07
Q96PY5	FMNL2_HUMAN	FMNL2	Formin-like protein 2	5.09988e+06
Q96PZ0	PUS7_HUMAN	PUS7	Pseudouridylate synthase 7 homolog	1.0843e+07
Q96Q06	PLIN4_HUMAN	PLIN4	Perilipin-4	1.21707e+08
Q96Q11	TRNT1_HUMAN	TRNT1	CCA tRNA nucleotidyltransferase 1, mitochondrial	1.02642e+07
Q96Q15	SMG1_HUMAN	SMG1	Serine/threonine-protein kinase SMG1	2.59227e+07
Q96QA5	GSDMA_HUMAN	GSDMA	Gasdermin-A	7.9906e+06
Q96QC0	PP1RA_HUMAN	PPP1R10	Serine/threonine-protein phosphatase 1 regulatory subunit 10	6.03465e+06
Q96QD9	UIF_HUMAN	FYTTD1	UAP56-interacting factor	1.09573e+07
Q96QK1	VPS35_HUMAN	VPS35	Vacuolar protein sorting-associated protein 35	8.99345e+07
Q96QR8	PURB_HUMAN	PURB	Transcriptional activator protein Pur-beta	8.0639e+06
Q96RE7	NACC1_HUMAN	NACC1	Nucleus accumbens-associated protein 1	3.72901e+06
Q96RF0	SNX18_HUMAN	SNX18	Sorting nexin-18	9.47267e+06
Q96RK0	CIC_HUMAN	CIC	Protein capicua homolog	1.08931e+07
Q96RN5	MED15_HUMAN	MED15	Mediator of RNA polymerase II transcription subunit 15	1.99171e+06
Q96RP7	G3ST4_HUMAN	GAL3ST4	Galactose-3-O-sulfotransferase 4	834503
Q96RP9	EFGM_HUMAN	GFM1	Elongation factor G, mitochondrial	3.08127e+07
Q96RQ3	MCCA_HUMAN	MCCC1	Methylcrotonoyl-CoA carboxylase subunit alpha, mitochondrial	6.23477e+06
Q96RR4	KKCC2_HUMAN	CAMKK2	Calcium/calmodulin-dependent protein kinase kinase 2	1.03594e+06
Q96RS0	TGS1_HUMAN	TGS1	Trimethylguanosine synthase	1.72591e+06
Q96RS6	NUDC1_HUMAN	NUDCD1	NudC domain-containing protein 1	8.17416e+06
Q96RT1	ERBIN_HUMAN	ERBIN	Erbin	6.99933e+06
Q96RU3	FNBP1_HUMAN	FNBP1	Formin-binding protein 1	2.27663e+06
Q96S19	MTL26_HUMAN	METTL26	Methyltransferase-like 26	5.59963e+06
Q96S38	KS6C1_HUMAN	RPS6KC1	Ribosomal protein S6 kinase delta-1	830564
Q96S44	PRPK_HUMAN	TP53RK	EKC/KEOPS complex subunit TP53RK	1.92176e+07
Q96S55	WRIP1_HUMAN	WRNIP1	ATPase WRNIP1	1.36954e+07
Q96S66	CLCC1_HUMAN	CLCC1	Chloride channel CLIC-like protein 1	1.12898e+07
Q96S97	MYADM_HUMAN	MYADM	Myeloid-associated differentiation marker	4.97474e+06
Q96SB3	NEB2_HUMAN	PPP1R9B	Neurabin-2	7.44656e+06
Q96SB4	SRPK1_HUMAN	SRPK1	SRSF protein kinase 1	1.39061e+07
Q96SB8	SMC6_HUMAN	SMC6	Structural maintenance of chromosomes protein 6	1.26722e+06
Q96SI9	STRBP_HUMAN	STRBP	Spermatid perinuclear RNA-binding protein	7.85099e+06
Q96SQ9	CP2S1_HUMAN	CYP2S1	Cytochrome P450 2S1	750089
Q96ST2	IWS1_HUMAN	IWS1	Protein IWS1 homolog	9.7047e+06
Q96ST3	SIN3A_HUMAN	SIN3A	Paired amphipathic helix protein Sin3a	3.49448e+07
Q96SU4	OSBL9_HUMAN	OSBPL9	Oxysterol-binding protein-related protein 9	1.13847e+07
Q96SZ5	AEDO_HUMAN	ADO	2-aminoethanethiol dioxygenase	2.01185e+06
Q96T23	RSF1_HUMAN	RSF1	Remodeling and spacing factor 1	4.89433e+06
Q96T37	RBM15_HUMAN	RBM15	RNA-binding protein 15	7.09757e+06
Q96T51	RUFY1_HUMAN	RUFY1	RUN and FYVE domain-containing protein 1	8.67422e+06
Q96T58	MINT_HUMAN	SPEN	Msx2-interacting protein	2.94882e+06
Q96T60	PNKP_HUMAN	PNKP	Bifunctional polynucleotide phosphatase/kinase	6.6374e+06
Q96T88	UHRF1_HUMAN	UHRF1	E3 ubiquitin-protein ligase UHRF1	1.77645e+07
Q96TA1	NIBA2_HUMAN	NIBAN2	Protein Niban 2	2.39153e+07
Q96TC7	RMD3_HUMAN	RMDN3	Regulator of microtubule dynamics protein 3	5.93007e+06
Q99102	MUC4_HUMAN	MUC4	Mucin-4	1.29013e+06
Q99417	MYCBP_HUMAN	MYCBP	c-Myc-binding protein	1.42456e+07
Q99426	TBCB_HUMAN	TBCB	Tubulin-folding cofactor B	5.0472e+07
Q99436	PSB7_HUMAN	PSMB7	Proteasome subunit beta type-7	5.21046e+07
Q99439	CNN2_HUMAN	CNN2	Calponin-2	2.10168e+08
Q99442	SEC62_HUMAN	SEC62	Translocation protein SEC62	1.90665e+06
Q99447	PCY2_HUMAN	PCYT2	Ethanolamine-phosphate cytidylyltransferase	1.96438e+07
Q99459	CDC5L_HUMAN	CDC5L	Cell division cycle 5-like protein	2.90158e+07
Q99460	PSMD1_HUMAN	PSMD1	26S proteasome non-ATPase regulatory subunit 1	3.19074e+07
Q99470	SDF2_HUMAN	SDF2	Stromal cell-derived factor 2	5.26358e+06
Q99471	PFD5_HUMAN	PFDN5	Prefoldin subunit 5	2.14874e+07
Q99497	PARK7_HUMAN	PARK7	Parkinson disease protein 7	5.0053e+08
Q99519	NEUR1_HUMAN	NEU1	Sialidase-1	1.22266e+06
Q99523	SORT_HUMAN	SORT1	Sortilin	4.09285e+06
Q99536	VAT1_HUMAN	VAT1	Synaptic vesicle membrane protein VAT-1 homolog	1.36098e+08
Q99538	LGMN_HUMAN	LGMN	Legumain	4.62843e+07
Q99541	PLIN2_HUMAN	PLIN2	Perilipin-2	2.21455e+07
Q99543	DNJC2_HUMAN	DNAJC2	DnaJ homolog subfamily C member 2	5.24082e+06
Q99549	MPP8_HUMAN	MPHOSPH8	M-phase phosphoprotein 8	3.99711e+06
Q99569	PKP4_HUMAN	PKP4	Plakophilin-4	6.95813e+06
Q99570	PI3R4_HUMAN	PIK3R4	Phosphoinositide 3-kinase regulatory subunit 4	4.77935e+06
Q99575	POP1_HUMAN	POP1	Ribonucleases P/MRP protein subunit POP1	7.16433e+06
Q99584	S10AD_HUMAN	S100A13	Protein S100-A13	2.86784e+07
Q99590	SCAFB_HUMAN	SCAF11	Protein SCAF11	6.54081e+06
Q99598	TSNAX_HUMAN	TSNAX	Translin-associated protein X	1.52557e+07
Q99611	SPS2_HUMAN	SEPHS2	Selenide, water dikinase 2	1.76357e+07
Q99613	EIF3C_HUMAN	EIF3C	Eukaryotic translation initiation factor 3 subunit C	6.19905e+07
Q99614	TTC1_HUMAN	TTC1	Tetratricopeptide repeat protein 1	1.70437e+07
Q99615	DNJC7_HUMAN	DNAJC7	DnaJ homolog subfamily C member 7	1.40813e+07
Q99623	PHB2_HUMAN	PHB2	Prohibitin-2	2.04636e+08
Q99627	CSN8_HUMAN	COPS8	COP9 signalosome complex subunit 8	1.46539e+07
Q99653	CHP1_HUMAN	CHP1	Calcineurin B homologous protein 1	1.06315e+07
Q99661	KIF2C_HUMAN	KIF2C	Kinesin-like protein KIF2C	3.69725e+06
Q99674	CGRE1_HUMAN	CGREF1	Cell growth regulator with EF hand domain protein 1	5.41828e+06
Q99685	MGLL_HUMAN	MGLL	Monoglyceride lipase	2.48786e+06
Q99700	ATX2_HUMAN	ATXN2	Ataxin-2	8.12227e+06
Q99714	HCD2_HUMAN	HSD17B10	3-hydroxyacyl-CoA dehydrogenase type-2	9.29968e+07
Q99715	COCA1_HUMAN	COL12A1	Collagen alpha-1(XII) chain	2.90094e+07
Q99719	SEPT5_HUMAN	SEPTIN5	Septin-5	9.23974e+06
Q99729	ROAA_HUMAN	HNRNPAB	Heterogeneous nuclear ribonucleoprotein A/B	9.72693e+07
Q99733	NP1L4_HUMAN	NAP1L4	Nucleosome assembly protein 1-like 4	5.21015e+07
Q99735	MGST2_HUMAN	MGST2	Microsomal glutathione S-transferase 2	2.58796e+07
Q99747	SNAG_HUMAN	NAPG	Gamma-soluble NSF attachment protein	1.64256e+07
Q99757	THIOM_HUMAN	TXN2	Thioredoxin, mitochondrial	1.9971e+07
Q99795	GPA33_HUMAN	GPA33	Cell surface A33 antigen	3.43067e+07
Q99798	ACON_HUMAN	ACO2	Aconitate hydratase, mitochondrial	7.96733e+07
Q99816	TS101_HUMAN	TSG101	Tumor susceptibility gene 101 protein	2.19865e+07
Q99829	CPNE1_HUMAN	CPNE1	Copine-1	8.72171e+07
Q99832	TCPH_HUMAN	CCT7	T-complex protein 1 subunit eta	4.89548e+07
Q99836	MYD88_HUMAN	MYD88	Myeloid differentiation primary response protein MyD88	2.27916e+06
Q99848	EBP2_HUMAN	EBNA1BP2	Probable rRNA-processing protein EBP2	9.81028e+06
Q99873	ANM1_HUMAN	PRMT1	Protein arginine N-methyltransferase 1	2.56431e+07
Q99880	H2B1L_HUMAN	H2BC13	Histone H2B type 1-L	1.79562e+07
Q99942	RNF5_HUMAN	RNF5	E3 ubiquitin-protein ligase RNF5	684965
Q99952	PTN18_HUMAN	PTPN18	Tyrosine-protein phosphatase non-receptor type 18	2.0166e+06
Q99959	PKP2_HUMAN	PKP2	Plakophilin-2	1.21429e+07
Q99961	SH3G1_HUMAN	SH3GL1	Endophilin-A2	4.37164e+07
Q99973	TEP1_HUMAN	TEP1	Telomerase protein component 1	2.9768e+06
Q99986	VRK1_HUMAN	VRK1	Serine/threonine-protein kinase VRK1	9.0924e+06
Q99996	AKAP9_HUMAN	AKAP9	A-kinase anchor protein 9	7.76538e+07
Q9BPW8	NIPS1_HUMAN	NIPSNAP1	Protein NipSnap homolog 1	2.52643e+07
Q9BPX5	ARP5L_HUMAN	ARPC5L	Actin-related protein 2/3 complex subunit 5-like protein	3.1241e+07
Q9BPY3	F118B_HUMAN	FAM118B	Protein FAM118B	5.40288e+06
Q9BQ13	KCD14_HUMAN	KCTD14	BTB/POZ domain-containing protein KCTD14	5.25052e+06
Q9BQ39	DDX50_HUMAN	DDX50	ATP-dependent RNA helicase DDX50	7.81937e+06
Q9BQ48	RM34_HUMAN	MRPL34	Large ribosomal subunit protein bL34m	5.41294e+06
Q9BQ52	RNZ2_HUMAN	ELAC2	Zinc phosphodiesterase ELAC protein 2	2.14809e+06
Q9BQ61	TRIR_HUMAN	TRIR	Telomerase RNA component interacting RNase	3.37421e+07
Q9BQ67	GRWD1_HUMAN	GRWD1	Glutamate-rich WD repeat-containing protein 1	5.88832e+07
Q9BQA1	MEP50_HUMAN	WDR77	Methylosome protein WDR77	4.4387e+06
Q9BQC6	RT63_HUMAN	MRPL57	Large ribosomal subunit protein mL63	1.52869e+07
Q9BQE4	SELS_HUMAN	SELENOS	Selenoprotein S	5.2699e+06
Q9BQE5	APOL2_HUMAN	APOL2	Apolipoprotein L2	1.01903e+07
Q9BQG0	MBB1A_HUMAN	MYBBP1A	Myb-binding protein 1A	9.28435e+06
Q9BQP7	MGME1_HUMAN	MGME1	Mitochondrial genome maintenance exonuclease 1	1.31699e+06
Q9BQS7	HEPH_HUMAN	HEPH	Hephaestin	1.18501e+06
Q9BQS8	FYCO1_HUMAN	FYCO1	FYVE and coiled-coil domain-containing protein 1	1.28027e+07
Q9BR39	JPH2_HUMAN	JPH2	Junctophilin-2	1.73394e+07
Q9BR76	COR1B_HUMAN	CORO1B	Coronin-1B	1.17732e+08
Q9BRA2	TXD17_HUMAN	TXNDC17	Thioredoxin domain-containing protein 17	7.96248e+07
Q9BRD0	BUD13_HUMAN	BUD13	BUD13 homolog	1.13894e+07
Q9BRF8	CPPED_HUMAN	CPPED1	Serine/threonine-protein phosphatase CPPED1	2.61927e+07
Q9BRG1	VPS25_HUMAN	VPS25	Vacuolar protein-sorting-associated protein 25	4.65554e+06
Q9BRJ2	RM45_HUMAN	MRPL45	Large ribosomal subunit protein mL45	8.08694e+06
Q9BRJ6	CG050_HUMAN	C7orf50	Uncharacterized protein C7orf50	1.19897e+07
Q9BRK5	CAB45_HUMAN	SDF4	45 kDa calcium-binding protein	1.44622e+07
Q9BRP8	PYM1_HUMAN	PYM1	Partner of Y14 and mago	3.5461e+07
Q9BRQ6	MIC25_HUMAN	CHCHD6	MICOS complex subunit MIC25	4.1898e+06
Q9BRR6	ADPGK_HUMAN	ADPGK	ADP-dependent glucokinase	6.35767e+06
Q9BRT3	MIEN1_HUMAN	MIEN1	Migration and invasion enhancer 1	1.36991e+07
Q9BRT6	LLPH_HUMAN	LLPH	Protein LLP homolog	9.80409e+06
Q9BRT9	SLD5_HUMAN	GINS4	DNA replication complex GINS protein SLD5	4.55621e+06
Q9BRX2	PELO_HUMAN	PELO	Protein pelota homolog	1.13304e+07
Q9BRX5	PSF3_HUMAN	GINS3	DNA replication complex GINS protein PSF3	9.76354e+06
Q9BRX8	PXL2A_HUMAN	PRXL2A	Peroxiredoxin-like 2A	5.72364e+06
Q9BS26	ERP44_HUMAN	ERP44	Endoplasmic reticulum resident protein 44	8.13593e+07
Q9BS40	LXN_HUMAN	LXN	Latexin	3.80667e+07
Q9BSD7	NTPCR_HUMAN	NTPCR	Cancer-related nucleoside-triphosphatase	1.86407e+07
Q9BSE5	GDAH_HUMAN	AGMAT	Guanidino acid hydrolase, mitochondrial	3.17335e+06
Q9BSH5	HDHD3_HUMAN	HDHD3	Haloacid dehalogenase-like hydrolase domain-containing protein 3	4.43536e+06
Q9BSJ2	GCP2_HUMAN	TUBGCP2	Gamma-tubulin complex component 2	7.5216e+06
Q9BSJ8	ESYT1_HUMAN	ESYT1	Extended synaptotagmin-1	5.08577e+07
Q9BSL1	UBAC1_HUMAN	UBAC1	Ubiquitin-associated domain-containing protein 1	3.03414e+06
Q9BSQ5	CCM2_HUMAN	CCM2	Cerebral cavernous malformations 2 protein	1.38077e+06
Q9BSR8	YIPF4_HUMAN	YIPF4	Protein YIPF4	1.53691e+07
Q9BSV6	SEN34_HUMAN	TSEN34	tRNA-splicing endonuclease subunit Sen34	2.25896e+06
Q9BSW2	EFC4B_HUMAN	CRACR2A	EF-hand calcium-binding domain-containing protein 4B	4.78631e+06
Q9BT09	CNPY3_HUMAN	CNPY3	Protein canopy homolog 3	1.29884e+07
Q9BT22	ALG1_HUMAN	ALG1	Chitobiosyldiphosphodolichol beta-mannosyltransferase	8.99696e+06
Q9BT78	CSN4_HUMAN	COPS4	COP9 signalosome complex subunit 4	2.70259e+07
Q9BTA9	WAC_HUMAN	WAC	WW domain-containing adapter protein with coiled-coil	2.90567e+06
Q9BTC0	DIDO1_HUMAN	DIDO1	Death-inducer obliterator 1	5.04029e+06
Q9BTD8	RBM42_HUMAN	RBM42	RNA-binding protein 42	5.13506e+06
Q9BTE3	MCMBP_HUMAN	MCMBP	Mini-chromosome maintenance complex-binding protein	7.39609e+06
Q9BTE6	AASD1_HUMAN	AARSD1	Alanyl-tRNA editing protein Aarsd1	4.0963e+06
Q9BTL3	RAMAC_HUMAN	RAMAC	RNA guanine-N7 methyltransferase activating subunit	7.68202e+06
Q9BTM9	URM1_HUMAN	URM1	Ubiquitin-related modifier 1	2.45439e+06
Q9BTP6	ZBED2_HUMAN	ZBED2	Zinc finger BED domain-containing protein 2	2.19472e+07
Q9BTT0	AN32E_HUMAN	ANP32E	Acidic leucine-rich nuclear phosphoprotein 32 family member E	4.59738e+07
Q9BTV4	TMM43_HUMAN	TMEM43	Transmembrane protein 43	1.92375e+07
Q9BTW9	TBCD_HUMAN	TBCD	Tubulin-specific chaperone D	1.5166e+06
Q9BTX1	NDC1_HUMAN	NDC1	Nucleoporin NDC1	2.56709e+07
Q9BTY2	FUCO2_HUMAN	FUCA2	Plasma alpha-L-fucosidase	2.6628e+07
Q9BTY7	HGH1_HUMAN	HGH1	Protein HGH1 homolog	4.35326e+06
Q9BTZ2	DHRS4_HUMAN	DHRS4	Dehydrogenase/reductase SDR family member 4	1.09494e+07
Q9BU02	THTPA_HUMAN	THTPA	Thiamine-triphosphatase	1.48472e+06
Q9BU76	MMTA2_HUMAN	MMTAG2	Multiple myeloma tumor-associated protein 2	750657
Q9BUF5	TBB6_HUMAN	TUBB6	Tubulin beta-6 chain	7.34217e+07
Q9BUH6	PAXX_HUMAN	PAXX	Protein PAXX	2.22746e+07
Q9BUJ2	HNRL1_HUMAN	HNRNPUL1	Heterogeneous nuclear ribonucleoprotein U-like protein 1	2.35884e+07
Q9BUK6	MSTO1_HUMAN	MSTO1	Protein misato homolog 1	931860
Q9BUL8	PDC10_HUMAN	PDCD10	Programmed cell death protein 10	2.95069e+07
Q9BUL9	RPP25_HUMAN	RPP25	Ribonuclease P protein subunit p25	3.32655e+06
Q9BUP0	EFHD1_HUMAN	EFHD1	EF-hand domain-containing protein D1	1.1553e+07
Q9BUP3	HTAI2_HUMAN	HTATIP2	Oxidoreductase HTATIP2	2.36105e+07
Q9BUQ8	DDX23_HUMAN	DDX23	Probable ATP-dependent RNA helicase DDX23	2.03775e+07
Q9BUT1	DHRS6_HUMAN	BDH2	Dehydrogenase/reductase SDR family member 6	2.9461e+07
Q9BUT9	MCRI2_HUMAN	MCRIP2	MAPK regulated corepressor interacting protein 2	7.54002e+06
Q9BV20	MTNA_HUMAN	MRI1	Methylthioribose-1-phosphate isomerase	5.48597e+06
Q9BV36	MELPH_HUMAN	MLPH	Melanophilin	3.95332e+06
Q9BV38	WDR18_HUMAN	WDR18	WD repeat-containing protein 18	1.02614e+07
Q9BV40	VAMP8_HUMAN	VAMP8	Vesicle-associated membrane protein 8	5.67123e+06
Q9BV57	MTND_HUMAN	ADI1	Acireductone dioxygenase	7.66857e+06
Q9BV79	MECR_HUMAN	MECR	Enoyl-[acyl-carrier-protein] reductase, mitochondrial	8.99244e+06
Q9BV86	NTM1A_HUMAN	NTMT1	N-terminal Xaa-Pro-Lys N-methyltransferase 1	6.84311e+06
Q9BVA1	TBB2B_HUMAN	TUBB2B	Tubulin beta-2B chain	443639
Q9BVC5	ASHWN_HUMAN	C2orf49	Ashwin	240987
Q9BVC6	TM109_HUMAN	TMEM109	Transmembrane protein 109	3.55327e+07
Q9BVG4	PBDC1_HUMAN	PBDC1	Protein PBDC1	2.43746e+07
Q9BVI4	NOC4L_HUMAN	NOC4L	Nucleolar complex protein 4 homolog	1.88082e+06
Q9BVJ6	UT14A_HUMAN	UTP14A	U3 small nucleolar RNA-associated protein 14 homolog A	6.16346e+07
Q9BVJ7	DUS23_HUMAN	DUSP23	Dual specificity protein phosphatase 23	1.30568e+07
Q9BVK6	TMED9_HUMAN	TMED9	Transmembrane emp24 domain-containing protein 9	3.83459e+07
Q9BVL2	NUP58_HUMAN	NUP58	Nucleoporin p58/p45	5.76878e+06
Q9BVP2	GNL3_HUMAN	GNL3	Guanine nucleotide-binding protein-like 3	1.69401e+07
Q9BVQ7	AFG2B_HUMAN	AFG2B	ATPase family gene 2 protein homolog B	2.61158e+06
Q9BVT8	TMUB1_HUMAN	TMUB1	Transmembrane and ubiquitin-like domain-containing protein 1	3.23605e+06
Q9BVW5	TIPIN_HUMAN	TIPIN	TIMELESS-interacting protein	5.30387e+06
Q9BW04	SARG_HUMAN	SARG	Specifically androgen-regulated gene protein	1.30871e+07
Q9BW27	NUP85_HUMAN	NUP85	Nuclear pore complex protein Nup85	9.71204e+06
Q9BW30	TPPP3_HUMAN	TPPP3	Tubulin polymerization-promoting protein family member 3	2.85046e+07
Q9BW71	HIRP3_HUMAN	HIRIP3	HIRA-interacting protein 3	5.05902e+07
Q9BW83	IFT27_HUMAN	IFT27	Intraflagellar transport protein 27 homolog	7.40105e+06
Q9BW85	YJU2_HUMAN	YJU2	Splicing factor YJU2	4.71211e+06
Q9BW91	NUDT9_HUMAN	NUDT9	ADP-ribose pyrophosphatase, mitochondrial	2.93298e+06
Q9BW92	SYTM_HUMAN	TARS2	Threonine--tRNA ligase, mitochondrial	6.06345e+06
Q9BWD1	THIC_HUMAN	ACAT2	Acetyl-CoA acetyltransferase, cytosolic	2.71382e+07
Q9BWE0	REPI1_HUMAN	REPIN1	Replication initiator 1	1.59926e+06
Q9BWF3	RBM4_HUMAN	RBM4	RNA-binding protein 4	2.38701e+07
Q9BWM7	SFXN3_HUMAN	SFXN3	Sideroflexin-3	1.8356e+07
Q9BWN1	PRR14_HUMAN	PRR14	Proline-rich protein 14	317061
Q9BWS9	CHID1_HUMAN	CHID1	Chitinase domain-containing protein 1	9.28904e+06
Q9BWU0	NADAP_HUMAN	SLC4A1AP	Kanadaptin	1.92315e+06
Q9BX40	LS14B_HUMAN	LSM14B	Protein LSM14 homolog B	1.20557e+07
Q9BX66	SRBS1_HUMAN	SORBS1	Sorbin and SH3 domain-containing protein 1	3.04472e+08
Q9BX68	HINT2_HUMAN	HINT2	Adenosine 5'-monophosphoramidase HINT2	3.26269e+07
Q9BXB4	OSB11_HUMAN	OSBPL11	Oxysterol-binding protein-related protein 11	1.12434e+06
Q9BXB5	OSB10_HUMAN	OSBPL10	Oxysterol-binding protein-related protein 10	7.51351e+06
Q9BXD5	NPL_HUMAN	NPL	N-acetylneuraminate lyase	802673
Q9BXF6	RFIP5_HUMAN	RAB11FIP5	Rab11 family-interacting protein 5	5.81238e+06
Q9BXJ9	NAA15_HUMAN	NAA15	N-alpha-acetyltransferase 15, NatA auxiliary subunit	2.28694e+07
Q9BXK5	B2L13_HUMAN	BCL2L13	Bcl-2-like protein 13	1.29467e+06
Q9BXN1	ASPN_HUMAN	ASPN	Asporin	1.92674e+08
Q9BXP5	SRRT_HUMAN	SRRT	Serrate RNA effector molecule homolog	3.85708e+07
Q9BXR0	TGT_HUMAN	QTRT1	Queuine tRNA-ribosyltransferase catalytic subunit 1	3.4789e+06
Q9BXS5	AP1M1_HUMAN	AP1M1	AP-1 complex subunit mu-1	3.38376e+06
Q9BXV9	GON7_HUMAN	GON7	EKC/KEOPS complex subunit GON7	1.31646e+07
Q9BXW7	HDHD5_HUMAN	HDHD5	Haloacid dehalogenase-like hydrolase domain-containing 5	5.6467e+06
Q9BXX0	EMIL2_HUMAN	EMILIN2	EMILIN-2	2.33633e+07
Q9BXY0	MAK16_HUMAN	MAK16	Protein MAK16 homolog	8.22955e+06
Q9BY32	ITPA_HUMAN	ITPA	Inosine triphosphate pyrophosphatase	1.53681e+07
Q9BY42	RTF2_HUMAN	RTF2	Replication termination factor 2	4.82079e+06
Q9BY43	CHM4A_HUMAN	CHMP4A	Charged multivesicular body protein 4a	1.79492e+07
Q9BY44	EIF2A_HUMAN	EIF2A	Eukaryotic translation initiation factor 2A	2.39165e+07
Q9BY77	PDIP3_HUMAN	POLDIP3	Polymerase delta-interacting protein 3	1.55323e+07
Q9BY89	K1671_HUMAN	KIAA1671	Uncharacterized protein KIAA1671	7.81603e+06
Q9BYD1	RM13_HUMAN	MRPL13	Large ribosomal subunit protein uL13m	1.04556e+07
Q9BYD2	RM09_HUMAN	MRPL9	Large ribosomal subunit protein bL9m	2.12313e+07
Q9BYD3	RM04_HUMAN	MRPL4	Large ribosomal subunit protein uL4m	5.98548e+06
Q9BYD6	RM01_HUMAN	MRPL1	Large ribosomal subunit protein uL1m	2.20191e+07
Q9BYG3	MK67I_HUMAN	NIFK	MKI67 FHA domain-interacting nucleolar phosphoprotein	4.34246e+06
Q9BYG5	PAR6B_HUMAN	PARD6B	Partitioning defective 6 homolog beta	4.85127e+06
Q9BYJ4	TRI34_HUMAN	TRIM34	E3 ubiquitin-protein ligase TRIM34	1.24656e+07
Q9BYJ9	YTHD1_HUMAN	YTHDF1	YTH domain-containing family protein 1	1.00108e+07
Q9BYK8	HELZ2_HUMAN	HELZ2	Helicase with zinc finger domain 2	2.26593e+07
Q9BYN0	SRXN1_HUMAN	SRXN1	Sulfiredoxin-1	3.64997e+06
Q9BYN8	RT26_HUMAN	MRPS26	Small ribosomal subunit protein mS26	1.17089e+07
Q9BYT8	NEUL_HUMAN	NLN	Neurolysin, mitochondrial	2.28263e+08
Q9BYV1	AGT2_HUMAN	AGXT2	Alanine--glyoxylate aminotransferase 2, mitochondrial	2.84036e+06
Q9BYX7	ACTBM_HUMAN	POTEKP	Putative beta-actin-like protein 3	3.12818e+08
Q9BYZ8	REG4_HUMAN	REG4	Regenerating islet-derived protein 4	3.73151e+07
Q9BZ23	PANK2_HUMAN	PANK2	Pantothenate kinase 2, mitochondrial	999149
Q9BZE4	GTPB4_HUMAN	GTPBP4	GTP-binding protein 4	1.02526e+07
Q9BZE9	ASPC1_HUMAN	ASPSCR1	Tether containing UBX domain for GLUT4	7.66354e+06
Q9BZF1	OSBL8_HUMAN	OSBPL8	Oxysterol-binding protein-related protein 8	5.36914e+06
Q9BZF9	UACA_HUMAN	UACA	Uveal autoantigen with coiled-coil domains and ankyrin repeats	1.14818e+07
Q9BZG1	RAB34_HUMAN	RAB34	Ras-related protein Rab-34	616965
Q9BZI7	REN3B_HUMAN	UPF3B	Regulator of nonsense transcripts 3B	3.30957e+07
Q9BZJ0	CRNL1_HUMAN	CRNKL1	Crooked neck-like protein 1	5.79179e+06
Q9BZK7	TBL1R_HUMAN	TBL1XR1	F-box-like/WD repeat-containing protein TBL1XR1	1.35015e+07
Q9BZL4	PP12C_HUMAN	PPP1R12C	Protein phosphatase 1 regulatory subunit 12C	8.93961e+07
Q9BZL6	KPCD2_HUMAN	PRKD2	Serine/threonine-protein kinase D2	421205
Q9BZQ6	EDEM3_HUMAN	EDEM3	ER degradation-enhancing alpha-mannosidase-like protein 3	4.69794e+06
