Protein.Group	Protein.Names	Genes	First.Protein.Description	D:\LZW\Guomics\MS-BERT\Benchmark\fdrs_DIANN19\mzML_new\GUI\Tumor15\E20200930yuanch_Connie_TCPA_60minDIA_b3-1.mzML
Q9NTJ3	SMC4_HUMAN	SMC4	Structural maintenance of chromosomes protein 4	2.1078e+07
Q9NTJ4	MA2C1_HUMAN	MAN2C1	Alpha-mannosidase 2C1	3.97939e+06
Q9NTJ5	SAC1_HUMAN	SACM1L	Phosphatidylinositol-3-phosphatase SAC1	4.77113e+07
Q9NTK5	OLA1_HUMAN	OLA1	Obg-like ATPase 1	2.98153e+07
Q9NTM9	CUTC_HUMAN	CUTC	Copper homeostasis protein cutC homolog	3.54671e+06
Q9NTW7	ZF64B_HUMAN	ZFP64	Zinc finger protein 64	8.61001e+07
Q9NTX5	ECHD1_HUMAN	ECHDC1	Ethylmalonyl-CoA decarboxylase	2.73992e+07
Q9NTZ6	RBM12_HUMAN	RBM12	RNA-binding protein 12	4.95372e+07
Q9NU23	LYRM2_HUMAN	LYRM2	LYR motif-containing protein 2	821790
Q9NUB1	ACS2L_HUMAN	ACSS1	Acetyl-coenzyme A synthetase 2-like, mitochondrial	1.36333e+07
Q9NUI1	DECR2_HUMAN	DECR2	Peroxisomal 2,4-dienoyl-CoA reductase [(3E)-enoyl-CoA-producing]	8.36144e+06
Q9NUJ1	ABHDA_HUMAN	ABHD10	Palmitoyl-protein thioesterase ABHD10, mitochondrial	2.78603e+07
Q9NUL3	STAU2_HUMAN	STAU2	Double-stranded RNA-binding protein Staufen homolog 2	2.36068e+06
Q9NUL5	SHFL_HUMAN	SHFL	Shiftless antiviral inhibitor of ribosomal frameshifting protein	2.74021e+06
Q9NUM3	S39A9_HUMAN	SLC39A9	Zinc transporter ZIP9	1.61199e+06
Q9NUP1	BL1S4_HUMAN	BLOC1S4	Biogenesis of lysosome-related organelles complex 1 subunit 4	628777
Q9NUP9	LIN7C_HUMAN	LIN7C	Protein lin-7 homolog C	1.45659e+07
Q9NUQ2	PLCE_HUMAN	AGPAT5	1-acyl-sn-glycerol-3-phosphate acyltransferase epsilon	9.97219e+06
Q9NUQ6	SPS2L_HUMAN	SPATS2L	SPATS2-like protein	7.07596e+06
Q9NUQ7	UFSP2_HUMAN	UFSP2	Ufm1-specific protease 2	6.39928e+06
Q9NUQ8	ABCF3_HUMAN	ABCF3	ATP-binding cassette sub-family F member 3	9.12215e+06
Q9NUQ9	CYRIB_HUMAN	CYRIB	CYFIP-related Rac1 interactor B	4.08008e+07
Q9NUT2	MITOS_HUMAN	ABCB8	Mitochondrial potassium channel ATP-binding subunit	3.32809e+06
Q9NUU7	DD19A_HUMAN	DDX19A	ATP-dependent RNA helicase DDX19A	2.89305e+07
Q9NUV9	GIMA4_HUMAN	GIMAP4	GTPase IMAP family member 4	4.11399e+07
Q9NUY8	TBC23_HUMAN	TBC1D23	TBC1 domain family member 23	4.65949e+06
Q9NV06	DCA13_HUMAN	DCAF13	DDB1- and CUL4-associated factor 13	5.15967e+06
Q9NV31	IMP3_HUMAN	IMP3	U3 small nucleolar ribonucleoprotein protein IMP3	4.5354e+06
Q9NV56	MRGBP_HUMAN	MRGBP	MRG/MORF4L-binding protein	879752
Q9NV70	EXOC1_HUMAN	EXOC1	Exocyst complex component 1	9.19242e+06
Q9NV96	CC50A_HUMAN	TMEM30A	Cell cycle control protein 50A	4.40034e+06
Q9NVA2	SEP11_HUMAN	SEPTIN11	Septin-11	6.69172e+07
Q9NVA4	T184C_HUMAN	TMEM184C	Transmembrane protein 184C	7.30239e+06
Q9NVD7	PARVA_HUMAN	PARVA	Alpha-parvin	2.78355e+07
Q9NVE7	PANK4_HUMAN	PANK4	4'-phosphopantetheine phosphatase	5.81672e+06
Q9NVG8	TBC13_HUMAN	TBC1D13	TBC1 domain family member 13	1.90999e+06
Q9NVH0	EXD2_HUMAN	EXD2	Exonuclease 3'-5' domain-containing protein 2	4.21463e+06
Q9NVH1	DJC11_HUMAN	DNAJC11	DnaJ homolog subfamily C member 11	7.41017e+06
Q9NVH6	TMLH_HUMAN	TMLHE	Trimethyllysine dioxygenase, mitochondrial	4.72189e+06
Q9NVI7	ATD3A_HUMAN	ATAD3A	ATPase family AAA domain-containing protein 3A	2.65248e+08
Q9NVJ2	ARL8B_HUMAN	ARL8B	ADP-ribosylation factor-like protein 8B	2.48384e+07
Q9NVM9	INT13_HUMAN	INTS13	Integrator complex subunit 13	7.95489e+06
Q9NVP1	DDX18_HUMAN	DDX18	ATP-dependent RNA helicase DDX18	9.85595e+06
Q9NVS2	RT18A_HUMAN	MRPS18A	Large ribosomal subunit protein mL66	3.19057e+06
Q9NVS9	PNPO_HUMAN	PNPO	Pyridoxine-5'-phosphate oxidase	3.72429e+07
Q9NVT9	ARMC1_HUMAN	ARMC1	Armadillo repeat-containing protein 1	8.87986e+06
Q9NVU0	RPC5_HUMAN	POLR3E	DNA-directed RNA polymerase III subunit RPC5	4.64158e+06
Q9NVV4	PAPD1_HUMAN	MTPAP	Poly(A) RNA polymerase, mitochondrial	1.48229e+06
Q9NVX2	NLE1_HUMAN	NLE1	Notchless protein homolog 1	8.71283e+07
Q9NVZ3	NECP2_HUMAN	NECAP2	Adaptin ear-binding coat-associated protein 2	1.93758e+07
Q9NW13	RBM28_HUMAN	RBM28	RNA-binding protein 28	2.69626e+06
Q9NW64	RBM22_HUMAN	RBM22	Pre-mRNA-splicing factor RBM22	5.83871e+06
Q9NW68	BSDC1_HUMAN	BSDC1	BSD domain-containing protein 1	5.49998e+06
Q9NW82	WDR70_HUMAN	WDR70	WD repeat-containing protein 70	752184
Q9NW97	TMM51_HUMAN	TMEM51	Transmembrane protein 51	2.45429e+06
Q9NWB6	ARGL1_HUMAN	ARGLU1	Arginine and glutamate-rich protein 1	1.6691e+07
Q9NWH7	SPAT6_HUMAN	SPATA6	Spermatogenesis-associated protein 6	4.45599e+07
Q9NWH9	SLTM_HUMAN	SLTM	SAFB-like transcription modulator	1.64112e+07
Q9NWQ8	PHAG1_HUMAN	PAG1	Phosphoprotein associated with glycosphingolipid-enriched microdomains 1	3.45263e+06
Q9NWS0	PIHD1_HUMAN	PIH1D1	PIH1 domain-containing protein 1	5.1109e+06
Q9NWS8	RMND1_HUMAN	RMND1	Required for meiotic nuclear division protein 1 homolog	1.5533e+06
Q9NWT6	HIF1N_HUMAN	HIF1AN	Hypoxia-inducible factor 1-alpha inhibitor	2.4701e+06
Q9NWU1	OXSM_HUMAN	OXSM	3-oxoacyl-[acyl-carrier-protein] synthase, mitochondrial	3.18432e+06
Q9NWU2	GID8_HUMAN	GID8	Glucose-induced degradation protein 8 homolog	1.04267e+07
Q9NWU5	RM22_HUMAN	MRPL22	Large ribosomal subunit protein uL22m	8.32563e+06
Q9NWV4	CZIB_HUMAN	CZIB	CXXC motif containing zinc binding protein	1.65379e+07
Q9NWV8	BABA1_HUMAN	BABAM1	BRISC and BRCA1-A complex member 1	4.73136e+06
Q9NWW5	CLN6_HUMAN	CLN6	Ceroid-lipofuscinosis neuronal protein 6	3.7374e+06
Q9NWZ3	IRAK4_HUMAN	IRAK4	Interleukin-1 receptor-associated kinase 4	4.48741e+06
Q9NWZ5	UCKL1_HUMAN	UCKL1	Uridine-cytidine kinase-like 1	2.88514e+06
Q9NX00	TM160_HUMAN	TMEM160	Transmembrane protein 160	2.32854e+06
Q9NX08	COMD8_HUMAN	COMMD8	COMM domain-containing protein 8	1.10986e+06
Q9NX14	NDUBB_HUMAN	NDUFB11	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 11, mitochondrial	1.47704e+07
Q9NX20	RM16_HUMAN	MRPL16	Large ribosomal subunit protein uL16m	9.87922e+06
Q9NX24	NHP2_HUMAN	NHP2	H/ACA ribonucleoprotein complex subunit 2	1.24773e+07
Q9NX40	OCAD1_HUMAN	OCIAD1	OCIA domain-containing protein 1	8.55789e+06
Q9NX46	ADPRS_HUMAN	ADPRS	ADP-ribosylhydrolase ARH3	1.26533e+07
Q9NX55	HYPK_HUMAN	HYPK	Huntingtin-interacting protein K	7.97075e+07
Q9NX58	LYAR_HUMAN	LYAR	Cell growth-regulating nucleolar protein	3.12227e+06
Q9NX62	IMPA3_HUMAN	BPNT2	Golgi-resident adenosine 3',5'-bisphosphate 3'-phosphatase	3.97638e+06
Q9NX63	MIC19_HUMAN	CHCHD3	MICOS complex subunit MIC19	9.12202e+07
Q9NX94	WBP1L_HUMAN	WBP1L	WW domain binding protein 1-like	2.21611e+08
Q9NXA8	SIR5_HUMAN	SIRT5	NAD-dependent protein deacylase sirtuin-5, mitochondrial	3.15277e+06
Q9NXC5	MIO_HUMAN	MIOS	GATOR complex protein MIOS	4.6951e+07
Q9NXE4	NSMA3_HUMAN	SMPD4	Sphingomyelin phosphodiesterase 4	8.26004e+07
Q9NXF1	TEX10_HUMAN	TEX10	Testis-expressed protein 10	3.63159e+06
Q9NXG2	THUM1_HUMAN	THUMPD1	THUMP domain-containing protein 1	1.8857e+07
Q9NXH8	TOR4A_HUMAN	TOR4A	Torsin-4A	6.46042e+06
Q9NXH9	TRM1_HUMAN	TRMT1	tRNA (guanine(26)-N(2))-dimethyltransferase	829806
Q9NXN4	GDAP2_HUMAN	GDAP2	Ganglioside-induced differentiation-associated protein 2	1.7548e+06
Q9NXR1	NDE1_HUMAN	NDE1	Nuclear distribution protein nudE homolog 1	1.91626e+06
Q9NXR7	BABA2_HUMAN	BABAM2	BRISC and BRCA1-A complex member 2	3.63298e+06
Q9NXS2	QPCTL_HUMAN	QPCTL	Glutaminyl-peptide cyclotransferase-like protein	1.55422e+07
Q9NXV6	CARF_HUMAN	CDKN2AIP	CDKN2A-interacting protein	5.8393e+06
Q9NXW2	DJB12_HUMAN	DNAJB12	DnaJ homolog subfamily B member 12	3.24306e+06
Q9NXX6	NSE4A_HUMAN	NSMCE4A	Non-structural maintenance of chromosomes element 4 homolog A	1.67323e+06
Q9NY12	GAR1_HUMAN	GAR1	H/ACA ribonucleoprotein complex subunit 1	1.19264e+07
Q9NY15	STAB1_HUMAN	STAB1	Stabilin-1	8.02186e+06
Q9NY27	PP4R2_HUMAN	PPP4R2	Serine/threonine-protein phosphatase 4 regulatory subunit 2	4.9049e+06
Q9NY33	DPP3_HUMAN	DPP3	Dipeptidyl peptidase 3	4.90044e+07
Q9NY93	DDX56_HUMAN	DDX56	Probable ATP-dependent RNA helicase DDX56	3.60335e+06
Q9NYB0	TE2IP_HUMAN	TERF2IP	Telomeric repeat-binding factor 2-interacting protein 1	3.564e+06
Q9NYF8	BCLF1_HUMAN	BCLAF1	Bcl-2-associated transcription factor 1	1.84656e+07
Q9NYH9	UTP6_HUMAN	UTP6	U3 small nucleolar RNA-associated protein 6 homolog	2.35598e+06
Q9NYJ1	COA4_HUMAN	COA4	Cytochrome c oxidase assembly factor 4 homolog, mitochondrial	1.89872e+06
Q9NYK5	RM39_HUMAN	MRPL39	Large ribosomal subunit protein mL39	7.01122e+06
Q9NYL2	M3K20_HUMAN	MAP3K20	Mitogen-activated protein kinase kinase kinase 20	1.75236e+06
Q9NYL4	FKB11_HUMAN	FKBP11	Peptidyl-prolyl cis-trans isomerase FKBP11	6.95116e+07
Q9NYL9	TMOD3_HUMAN	TMOD3	Tropomodulin-3	3.41056e+07
Q9NYM9	BET1L_HUMAN	BET1L	BET1-like protein	1.22591e+06
Q9NYU2	UGGG1_HUMAN	UGGT1	UDP-glucose:glycoprotein glucosyltransferase 1	3.44611e+08
Q9NZ01	TECR_HUMAN	TECR	Very-long-chain enoyl-CoA reductase	3.67219e+07
Q9NZ08	ERAP1_HUMAN	ERAP1	Endoplasmic reticulum aminopeptidase 1	2.92804e+07
Q9NZ32	ARP10_HUMAN	ACTR10	Actin-related protein 10	7.9159e+06
Q9NZ43	USE1_HUMAN	USE1	Vesicle transport protein USE1	5.67784e+06
Q9NZ45	CISD1_HUMAN	CISD1	CDGSH iron-sulfur domain-containing protein 1	2.70125e+07
Q9NZ63	TLS1_HUMAN	C9orf78	Splicing factor C9orf78	2.70548e+06
Q9NZB2	F120A_HUMAN	FAM120A	Constitutive coactivator of PPAR-gamma-like protein 1	2.02907e+07
Q9NZC9	SMAL1_HUMAN	SMARCAL1	SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily A-like protein 1	1.56818e+07
Q9NZD2	GLTP_HUMAN	GLTP	Glycolipid transfer protein	1.48888e+07
Q9NZD4	AHSP_HUMAN	AHSP	Alpha-hemoglobin-stabilizing protein	6.09009e+06
Q9NZD8	SPG21_HUMAN	SPG21	Maspardin	3.14924e+06
Q9NZG7	NINJ2_HUMAN	NINJ2	Ninjurin-2	2.78729e+06
Q9NZJ7	MTCH1_HUMAN	MTCH1	Mitochondrial carrier homolog 1	1.63379e+07
Q9NZJ9	NUDT4_HUMAN	NUDT4	Diphosphoinositol polyphosphate phosphohydrolase 2	7.58815e+06
Q9NZK5	ADA2_HUMAN	ADA2	Adenosine deaminase 2	3.59069e+06
Q9NZL4	HPBP1_HUMAN	HSPBP1	Hsp70-binding protein 1	6.61012e+06
Q9NZL9	MAT2B_HUMAN	MAT2B	Methionine adenosyltransferase 2 subunit beta	2.29956e+07
Q9NZM1	MYOF_HUMAN	MYOF	Myoferlin	3.47163e+07
Q9NZM3	ITSN2_HUMAN	ITSN2	Intersectin-2	6.03705e+06
Q9NZN3	EHD3_HUMAN	EHD3	EH domain-containing protein 3	6.9965e+06
Q9NZN4	EHD2_HUMAN	EHD2	EH domain-containing protein 2	3.95367e+07
Q9NZN5	ARHGC_HUMAN	ARHGEF12	Rho guanine nucleotide exchange factor 12	6.06282e+06
Q9NZN8	CNOT2_HUMAN	CNOT2	CCR4-NOT transcription complex subunit 2	8.13576e+06
Q9NZQ3	SPN90_HUMAN	NCKIPSD	NCK-interacting protein with SH3 domain	3.93385e+06
Q9NZT1	CALL5_HUMAN	CALML5	Calmodulin-like protein 5	9.82013e+06
Q9NZT2	OGFR_HUMAN	OGFR	Opioid growth factor receptor	1.15994e+07
Q9NZU5	LMCD1_HUMAN	LMCD1	LIM and cysteine-rich domains protein 1	1.03889e+07
Q9NZW5	PALS2_HUMAN	PALS2	Protein PALS2	7.29011e+06
Q9NZZ3	CHMP5_HUMAN	CHMP5	Charged multivesicular body protein 5	4.87751e+08
Q9P000	COMD9_HUMAN	COMMD9	COMM domain-containing protein 9	5.51142e+06
Q9P013	CWC15_HUMAN	CWC15	Spliceosome-associated protein CWC15 homolog	1.81991e+06
Q9P015	RM15_HUMAN	MRPL15	Large ribosomal subunit protein uL15m	7.53237e+06
Q9P016	THYN1_HUMAN	THYN1	Thymocyte nuclear protein 1	1.10163e+07
Q9P032	NDUF4_HUMAN	NDUFAF4	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex assembly factor 4	6.6755e+06
Q9P035	HACD3_HUMAN	HACD3	Very-long-chain (3R)-3-hydroxyacyl-CoA dehydratase 3	1.171e+07
Q9P0I2	EMC3_HUMAN	EMC3	ER membrane protein complex subunit 3	2.57497e+06
Q9P0J0	NDUAD_HUMAN	NDUFA13	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 13	3.1352e+07
Q9P0J1	PDP1_HUMAN	PDP1	[Pyruvate dehydrogenase [acetyl-transferring]]-phosphatase 1, mitochondrial	7.58037e+06
Q9P0K7	RAI14_HUMAN	RAI14	Ankycorbin	3.71583e+06
Q9P0L0	VAPA_HUMAN	VAPA	Vesicle-associated membrane protein-associated protein A	2.03446e+07
Q9P0M6	H2AW_HUMAN	MACROH2A2	Core histone macro-H2A.2	2.74486e+07
Q9P0M9	RM27_HUMAN	MRPL27	Large ribosomal subunit protein bL27m	5.95358e+06
Q9P0P8	MRES1_HUMAN	MTRES1	Mitochondrial transcription rescue factor 1	6.67383e+06
Q9P0U4	CXXC1_HUMAN	CXXC1	CXXC-type zinc finger protein 1	746725
Q9P0V3	SH3B4_HUMAN	SH3BP4	SH3 domain-binding protein 4	2.34834e+06
Q9P0V9	SEP10_HUMAN	SEPTIN10	Septin-10	7.20839e+06
Q9P107	GMIP_HUMAN	GMIP	GEM-interacting protein	5.67579e+07
Q9P206	K1522_HUMAN	KIAA1522	Uncharacterized protein KIAA1522	1.05029e+07
Q9P253	VPS18_HUMAN	VPS18	Vacuolar protein sorting-associated protein 18 homolog	6.92091e+06
Q9P258	RCC2_HUMAN	RCC2	Protein RCC2	2.48796e+07
Q9P260	RELCH_HUMAN	RELCH	RAB11-binding protein RELCH	2.28796e+06
Q9P265	DIP2B_HUMAN	DIP2B	Disco-interacting protein 2 homolog B	6.93934e+06
Q9P266	JCAD_HUMAN	JCAD	Junctional cadherin 5-associated protein	2.64038e+06
Q9P270	SLAI2_HUMAN	SLAIN2	SLAIN motif-containing protein 2	9.35424e+06
Q9P287	BCCIP_HUMAN	BCCIP	BRCA2 and CDKN1A-interacting protein	1.94488e+07
Q9P289	STK26_HUMAN	STK26	Serine/threonine-protein kinase 26	6.67065e+06
Q9P291	ARMX1_HUMAN	ARMCX1	Armadillo repeat-containing X-linked protein 1	3.88009e+06
Q9P2A4	ABI3_HUMAN	ABI3	ABI gene family member 3	8.10058e+06
Q9P2B2	FPRP_HUMAN	PTGFRN	Prostaglandin F2 receptor negative regulator	1.72361e+07
Q9P2B4	CT2NL_HUMAN	CTTNBP2NL	CTTNBP2 N-terminal-like protein	5.14768e+06
Q9P2D3	HTR5B_HUMAN	HEATR5B	HEAT repeat-containing protein 5B	2.59548e+06
Q9P2E9	RRBP1_HUMAN	RRBP1	Ribosome-binding protein 1	1.84096e+08
Q9P2I0	CPSF2_HUMAN	CPSF2	Cleavage and polyadenylation specificity factor subunit 2	1.27794e+07
Q9P2J5	SYLC_HUMAN	LARS1	Leucine--tRNA ligase, cytoplasmic	3.64267e+07
Q9P2K3	RCOR3_HUMAN	RCOR3	REST corepressor 3	5.02685e+06
Q9P2K5	MYEF2_HUMAN	MYEF2	Myelin expression factor 2	1.26486e+07
Q9P2K6	KLH42_HUMAN	KLHL42	Kelch-like protein 42	5.18186e+07
Q9P2M7	CING_HUMAN	CGN	Cingulin	1.1289e+07
Q9P2N5	RBM27_HUMAN	RBM27	RNA-binding protein 27	2.42296e+06
Q9P2R3	ANFY1_HUMAN	ANKFY1	Rabankyrin-5	9.95212e+06
Q9P2R7	SUCB1_HUMAN	SUCLA2	Succinate--CoA ligase [ADP-forming] subunit beta, mitochondrial	2.23665e+07
Q9P2T1	GMPR2_HUMAN	GMPR2	GMP reductase 2	1.243e+07
Q9P2W9	STX18_HUMAN	STX18	Syntaxin-18	1.79541e+06
Q9P2X0	DPM3_HUMAN	DPM3	Dolichol-phosphate mannosyltransferase subunit 3	2.69125e+07
Q9P2X3	IMPCT_HUMAN	IMPACT	Protein IMPACT	5.61984e+06
Q9P2Y5	UVRAG_HUMAN	UVRAG	UV radiation resistance-associated gene protein	1.31813e+06
Q9UBB4	ATX10_HUMAN	ATXN10	Ataxin-10	1.11601e+07
Q9UBB5	MBD2_HUMAN	MBD2	Methyl-CpG-binding domain protein 2	4.90058e+06
Q9UBB9	TFP11_HUMAN	TFIP11	Tuftelin-interacting protein 11	3.52292e+06
Q9UBC2	EP15R_HUMAN	EPS15L1	Epidermal growth factor receptor substrate 15-like 1	1.87896e+07
Q9UBC5	MYO1A_HUMAN	MYO1A	Unconventional myosin-Ia	5.13509e+06
Q9UBD5	ORC3_HUMAN	ORC3	Origin recognition complex subunit 3	2.1995e+06
Q9UBE0	SAE1_HUMAN	SAE1	SUMO-activating enzyme subunit 1	2.45333e+07
Q9UBF2	COPG2_HUMAN	COPG2	Coatomer subunit gamma-2	9.66945e+06
Q9UBF8	PI4KB_HUMAN	PI4KB	Phosphatidylinositol 4-kinase beta	1.28714e+06
Q9UBG0	MRC2_HUMAN	MRC2	C-type mannose receptor 2	5.67002e+06
Q9UBI1	COMD3_HUMAN	COMMD3	COMM domain-containing protein 3	4.76688e+07
Q9UBI6	GBG12_HUMAN	GNG12	Guanine nucleotide-binding protein G(I)/G(S)/G(O) subunit gamma-12	2.6347e+07
Q9UBK7	RBL2A_HUMAN	RABL2A	Rab-like protein 2A	6.74829e+06
Q9UBK8	MTRR_HUMAN	MTRR	Methionine synthase reductase	3.27186e+06
Q9UBK9	UXT_HUMAN	UXT	Protein UXT	2.33965e+06
Q9UBL3	ASH2L_HUMAN	ASH2L	Set1/Ash2 histone methyltransferase complex subunit ASH2	1.60484e+07
Q9UBM7	DHCR7_HUMAN	DHCR7	7-dehydrocholesterol reductase	7.75486e+06
Q9UBN7	HDAC6_HUMAN	HDAC6	Histone deacetylase 6	2.39727e+06
Q9UBP0	SPAST_HUMAN	SPAST	Spastin	2.16838e+06
Q9UBP6	TRMB_HUMAN	METTL1	tRNA (guanine-N(7)-)-methyltransferase	3.16194e+06
Q9UBQ0	VPS29_HUMAN	VPS29	Vacuolar protein sorting-associated protein 29	2.5004e+07
Q9UBQ5	EIF3K_HUMAN	EIF3K	Eukaryotic translation initiation factor 3 subunit K	3.45437e+07
Q9UBQ7	GRHPR_HUMAN	GRHPR	Glyoxylate reductase/hydroxypyruvate reductase	4.35259e+07
Q9UBR2	CATZ_HUMAN	CTSZ	Cathepsin Z	7.27704e+07
Q9UBS4	DJB11_HUMAN	DNAJB11	DnaJ homolog subfamily B member 11	3.04048e+07
Q9UBT2	SAE2_HUMAN	UBA2	SUMO-activating enzyme subunit 2	3.36711e+07
Q9UBT7	CTNL1_HUMAN	CTNNAL1	Alpha-catulin	4.15711e+06
Q9UBU9	NXF1_HUMAN	NXF1	Nuclear RNA export factor 1	5.83458e+06
Q9UBV2	SE1L1_HUMAN	SEL1L	Protein sel-1 homolog 1	1.37068e+07
Q9UBV7	B4GT7_HUMAN	B4GALT7	Beta-1,4-galactosyltransferase 7	924680
Q9UBW5	BIN2_HUMAN	BIN2	Bridging integrator 2	1.38114e+07
Q9UBW8	CSN7A_HUMAN	COPS7A	COP9 signalosome complex subunit 7a	1.14041e+07
Q9UBX3	DIC_HUMAN	SLC25A10	Mitochondrial dicarboxylate carrier	8.61854e+06
Q9UBX5	FBLN5_HUMAN	FBLN5	Fibulin-5	2.38255e+07
Q9UD71	PPR1B_HUMAN	PPP1R1B	Protein phosphatase 1 regulatory subunit 1B	8.7796e+06
Q9UDR5	AASS_HUMAN	AASS	Alpha-aminoadipic semialdehyde synthase, mitochondrial	8.49463e+06
Q9UDT6	CLIP2_HUMAN	CLIP2	CAP-Gly domain-containing linker protein 2	9.0245e+06
Q9UDW1	QCR9_HUMAN	UQCR10	Cytochrome b-c1 complex subunit 9	4.7436e+06
Q9UDX3	S14L4_HUMAN	SEC14L4	SEC14-like protein 4	4.34122e+06
Q9UDY2	ZO2_HUMAN	TJP2	Tight junction protein ZO-2	7.84146e+07
Q9UDY4	DNJB4_HUMAN	DNAJB4	DnaJ homolog subfamily B member 4	4.80001e+06
Q9UEU0	VTI1B_HUMAN	VTI1B	Vesicle transport through interaction with t-SNAREs homolog 1B	4.71085e+06
Q9UEW8	STK39_HUMAN	STK39	STE20/SPS1-related proline-alanine-rich protein kinase	3.27663e+06
Q9UEY8	ADDG_HUMAN	ADD3	Gamma-adducin	1.88177e+07
Q9UF33	EPHA6_HUMAN	EPHA6	Ephrin type-A receptor 6	1.54742e+07
Q9UFC0	LRWD1_HUMAN	LRWD1	Leucine-rich repeat and WD repeat-containing protein 1	3.61547e+06
Q9UFG5	CS025_HUMAN	C19orf25	UPF0449 protein C19orf25	1.85739e+07
Q9UFN0	NPS3A_HUMAN	NIPSNAP3A	Protein NipSnap homolog 3A	2.15477e+07
Q9UFW8	CGBP1_HUMAN	CGGBP1	CGG triplet repeat-binding protein 1	5.46439e+06
Q9UG56	PISD_HUMAN	PISD	Phosphatidylserine decarboxylase proenzyme, mitochondrial	2.29793e+06
Q9UG63	ABCF2_HUMAN	ABCF2	ATP-binding cassette sub-family F member 2	1.07283e+07
Q9UGI8	TES_HUMAN	TES	Testin	5.37299e+07
Q9UGM5	FETUB_HUMAN	FETUB	Fetuin-B	1.38553e+06
Q9UGM6	SYWM_HUMAN	WARS2	Tryptophan--tRNA ligase, mitochondrial	3.74471e+06
Q9UGN4	CLM8_HUMAN	CD300A	CMRF35-like molecule 8	1.20778e+06
Q9UGP4	LIMD1_HUMAN	LIMD1	LIM domain-containing protein 1	2.06859e+06
Q9UGP8	SEC63_HUMAN	SEC63	Translocation protein SEC63 homolog	7.62902e+06
Q9UGR2	Z3H7B_HUMAN	ZC3H7B	Zinc finger CCCH domain-containing protein 7B	1.28791e+06
Q9UGT4	SUSD2_HUMAN	SUSD2	Sushi domain-containing protein 2	8.14897e+06
Q9UGU0	TCF20_HUMAN	TCF20	Transcription factor 20	1.45986e+06
Q9UGV2	NDRG3_HUMAN	NDRG3	Protein NDRG3	7.49235e+06
Q9UH17	ABC3B_HUMAN	APOBEC3B	DNA dC->dU-editing enzyme APOBEC-3B	3.25644e+06
Q9UH62	ARMX3_HUMAN	ARMCX3	Armadillo repeat-containing X-linked protein 3	6.88476e+06
Q9UH65	SWP70_HUMAN	SWAP70	Switch-associated protein 70	1.85311e+07
Q9UH99	SUN2_HUMAN	SUN2	SUN domain-containing protein 2	4.37851e+07
Q9UHA4	LTOR3_HUMAN	LAMTOR3	Ragulator complex protein LAMTOR3	2.62777e+07
Q9UHB6	LIMA1_HUMAN	LIMA1	LIM domain and actin-binding protein 1	2.60468e+07
Q9UHB9	SRP68_HUMAN	SRP68	Signal recognition particle subunit SRP68	2.90426e+07
Q9UHD1	CHRD1_HUMAN	CHORDC1	Cysteine and histidine-rich domain-containing protein 1	9.60083e+06
Q9UHD2	TBK1_HUMAN	TBK1	Serine/threonine-protein kinase TBK1	3.76594e+06
Q9UHD8	SEPT9_HUMAN	SEPTIN9	Septin-9	5.21315e+07
Q9UHD9	UBQL2_HUMAN	UBQLN2	Ubiquilin-2	8.51487e+06
Q9UHG2	PCS1N_HUMAN	PCSK1N	ProSAAS	7.72009e+06
Q9UHG3	PCYOX_HUMAN	PCYOX1	Prenylcysteine oxidase 1	2.86563e+07
Q9UHI6	DDX20_HUMAN	DDX20	Probable ATP-dependent RNA helicase DDX20	2.96025e+06
Q9UHJ6	SHPK_HUMAN	SHPK	Sedoheptulokinase	1.02434e+07
Q9UHL4	DPP2_HUMAN	DPP7	Dipeptidyl peptidase 2	1.94661e+07
Q9UHN6	CEIP2_HUMAN	CEMIP2	Inactive cell surface hyaluronidase CEMIP2	2.44029e+06
Q9UHP3	UBP25_HUMAN	USP25	Ubiquitin carboxyl-terminal hydrolase 25	9.05832e+06
Q9UHQ4	BAP29_HUMAN	BCAP29	B-cell receptor-associated protein 29	5.19202e+06
Q9UHQ9	NB5R1_HUMAN	CYB5R1	NADH-cytochrome b5 reductase 1	2.64494e+07
Q9UHR4	BI2L1_HUMAN	BAIAP2L1	Brain-specific angiogenesis inhibitor 1-associated protein 2-like protein 1	1.05467e+07
Q9UHR5	S30BP_HUMAN	SAP30BP	SAP30-binding protein	4.41512e+06
Q9UHV9	PFD2_HUMAN	PFDN2	Prefoldin subunit 2	3.6292e+07
Q9UHW9	S12A6_HUMAN	SLC12A6	Solute carrier family 12 member 6	2.23562e+07
Q9UHX1	PUF60_HUMAN	PUF60	Poly(U)-binding-splicing factor PUF60	2.5304e+07
Q9UHY1	NRBP_HUMAN	NRBP1	Nuclear receptor-binding protein	7.11387e+06
Q9UHY7	ENOPH_HUMAN	ENOPH1	Enolase-phosphatase E1	1.10195e+07
Q9UI08	EVL_HUMAN	EVL	Ena/VASP-like protein	2.38575e+07
Q9UI09	NDUAC_HUMAN	NDUFA12	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 12	1.63296e+07
