Protein.Group	Protein.Names	Genes	First.Protein.Description	D:\LZW\Guomics\MS-BERT\Benchmark\fdrs_DIANN19\mzML_new\GUI\Tumor15\E20200929yuanch_Connie_TCPA_60minDIA_b2-15.mzML
Q9H4G4	GAPR1_HUMAN	GLIPR2	Golgi-associated plant pathogenesis-related protein 1	7.37983e+07
Q9H4I3	TRABD_HUMAN	TRABD	TraB domain-containing protein	1.52279e+06
Q9H4L4	SENP3_HUMAN	SENP3	Sentrin-specific protease 3	3.37297e+08
Q9H4L5	OSBL3_HUMAN	OSBPL3	Oxysterol-binding protein-related protein 3	7.34211e+06
Q9H4M7	PKHA4_HUMAN	PLEKHA4	Pleckstrin homology domain-containing family A member 4	5.98769e+06
Q9H4M9	EHD1_HUMAN	EHD1	EH domain-containing protein 1	7.29138e+07
Q9H4Z3	CAPAM_HUMAN	PCIF1	mRNA (2'-O-methyladenosine-N(6)-)-methyltransferase	2.85543e+07
Q9H553	ALG2_HUMAN	ALG2	Alpha-1,3/1,6-mannosyltransferase ALG2	1.84797e+07
Q9H583	HEAT1_HUMAN	HEATR1	HEAT repeat-containing protein 1	7.23913e+07
Q9H5N1	RABE2_HUMAN	RABEP2	Rab GTPase-binding effector protein 2	3.24884e+07
Q9H5Q4	TFB2M_HUMAN	TFB2M	Dimethyladenosine transferase 2, mitochondrial	4.67363e+06
Q9H5V8	CDCP1_HUMAN	CDCP1	CUB domain-containing protein 1	6.0455e+06
Q9H5X1	CIA2A_HUMAN	CIAO2A	Cytosolic iron-sulfur assembly component 2A	4.98262e+06
Q9H6E4	CC134_HUMAN	CCDC134	Coiled-coil domain-containing protein 134	1.96809e+06
Q9H6F5	CCD86_HUMAN	CCDC86	Coiled-coil domain-containing protein 86	2.51298e+07
Q9H6K4	OPA3_HUMAN	OPA3	Optic atrophy 3 protein	2.81028e+06
Q9H6Q4	CIAO3_HUMAN	CIAO3	Cytosolic iron-sulfur assembly component 3	2.99767e+06
Q9H6R3	ACSS3_HUMAN	ACSS3	Acyl-CoA synthetase short-chain family member 3, mitochondrial	1.5491e+07
Q9H6R4	NOL6_HUMAN	NOL6	Nucleolar protein 6	2.47212e+06
Q9H6S3	ES8L2_HUMAN	EPS8L2	Epidermal growth factor receptor kinase substrate 8-like protein 2	1.06893e+07
Q9H6T3	RPAP3_HUMAN	RPAP3	RNA polymerase II-associated protein 3	3.31958e+06
Q9H6V9	LDAH_HUMAN	LDAH	Lipid droplet-associated hydrolase	1.92266e+06
Q9H6X2	ANTR1_HUMAN	ANTXR1	Anthrax toxin receptor 1	1.19065e+07
Q9H6Y2	WDR55_HUMAN	WDR55	WD repeat-containing protein 55	9.80832e+06
Q9H6Z4	RANB3_HUMAN	RANBP3	Ran-binding protein 3	2.8201e+07
Q9H773	DCTP1_HUMAN	DCTPP1	dCTP pyrophosphatase 1	2.30007e+07
Q9H788	SH24A_HUMAN	SH2D4A	SH2 domain-containing protein 4A	7.61025e+06
Q9H792	PEAK1_HUMAN	PEAK1	Inactive tyrosine-protein kinase PEAK1	1.85132e+08
Q9H7B4	SMYD3_HUMAN	SMYD3	Histone-lysine N-methyltransferase SMYD3	1.7139e+06
Q9H7C9	AAMDC_HUMAN	AAMDC	Mth938 domain-containing protein	1.06354e+07
Q9H7D0	DOCK5_HUMAN	DOCK5	Dedicator of cytokinesis protein 5	8.49784e+06
Q9H7D7	WDR26_HUMAN	WDR26	WD repeat-containing protein 26	2.21814e+06
Q9H7L9	SDS3_HUMAN	SUDS3	Sin3 histone deacetylase corepressor complex component SDS3	2.73939e+06
Q9H7M9	VISTA_HUMAN	VSIR	V-type immunoglobulin domain-containing suppressor of T-cell activation	1.41575e+06
Q9H7Z7	PGES2_HUMAN	PTGES2	Prostaglandin E synthase 2	6.40846e+06
Q9H832	UBE2Z_HUMAN	UBE2Z	Ubiquitin-conjugating enzyme E2 Z	2.33724e+06
Q9H840	GEMI7_HUMAN	GEMIN7	Gem-associated protein 7	6.46623e+06
Q9H845	ACAD9_HUMAN	ACAD9	Complex I assembly factor ACAD9, mitochondrial	1.84833e+07
Q9H857	NT5D2_HUMAN	NT5DC2	5'-nucleotidase domain-containing protein 2	1.52765e+07
Q9H871	RMD5A_HUMAN	RMND5A	E3 ubiquitin-protein transferase RMND5A	2.36206e+06
Q9H8H3	TMT1A_HUMAN	TMT1A	N6-adenosine-methyltransferase TMT1A	4.35635e+07
Q9H8M1	CQ10B_HUMAN	COQ10B	Coenzyme Q-binding protein COQ10 homolog B, mitochondrial	1.1501e+06
Q9H8S9	MOB1A_HUMAN	MOB1A	MOB kinase activator 1A	2.27293e+07
Q9H8T0	AKTIP_HUMAN	AKTIP	AKT-interacting protein	3.28262e+06
Q9H8Y8	GORS2_HUMAN	GORASP2	Golgi reassembly-stacking protein 2	3.71994e+07
Q9H910	JUPI2_HUMAN	JPT2	Jupiter microtubule associated homolog 2	2.41969e+07
Q9H930	SP14L_HUMAN	SP140L	Nuclear body protein SP140-like protein	9.13845e+06
Q9H936	GHC1_HUMAN	SLC25A22	Mitochondrial glutamate carrier 1	2.80538e+06
Q9H974	QTRT2_HUMAN	QTRT2	Queuine tRNA-ribosyltransferase accessory subunit 2	3.41076e+06
Q9H993	ARMT1_HUMAN	ARMT1	Damage-control phosphatase ARMT1	7.93528e+06
Q9H9A5	CNO10_HUMAN	CNOT10	CCR4-NOT transcription complex subunit 10	2.07334e+06
Q9H9A6	LRC40_HUMAN	LRRC40	Leucine-rich repeat-containing protein 40	6.30511e+06
Q9H9B4	SFXN1_HUMAN	SFXN1	Sideroflexin-1	1.88169e+07
Q9H9C1	SPE39_HUMAN	VIPAS39	Spermatogenesis-defective protein 39 homolog	1.43734e+06
Q9H9E3	COG4_HUMAN	COG4	Conserved oligomeric Golgi complex subunit 4	2.83078e+07
Q9H9G7	AGO3_HUMAN	AGO3	Protein argonaute-3	9.51531e+06
Q9H9P8	L2HDH_HUMAN	L2HGDH	L-2-hydroxyglutarate dehydrogenase, mitochondrial	6.27389e+06
Q9H9Q2	CSN7B_HUMAN	COPS7B	COP9 signalosome complex subunit 7b	7.15565e+06
Q9H9S4	CB39L_HUMAN	CAB39L	Calcium-binding protein 39-like	2.40773e+06
Q9H9T3	ELP3_HUMAN	ELP3	Elongator complex protein 3	1.33745e+07
Q9HA64	KT3K_HUMAN	FN3KRP	Ketosamine-3-kinase	3.0964e+07
Q9HA65	TBC17_HUMAN	TBC1D17	TBC1 domain family member 17	1.33692e+07
Q9HA77	SYCM_HUMAN	CARS2	Probable cysteine--tRNA ligase, mitochondrial	8.7911e+06
Q9HAB8	PPCS_HUMAN	PPCS	Phosphopantothenate--cysteine ligase	8.41404e+06
Q9HAN9	NMNA1_HUMAN	NMNAT1	Nicotinamide/nicotinic acid mononucleotide adenylyltransferase 1	1.606e+06
Q9HAT2	SIAE_HUMAN	SIAE	Sialate O-acetylesterase	2.4259e+07
Q9HAU0	PKHA5_HUMAN	PLEKHA5	Pleckstrin homology domain-containing family A member 5	7.75284e+06
Q9HAU5	RENT2_HUMAN	UPF2	Regulator of nonsense transcripts 2	4.68457e+06
Q9HAV0	GBB4_HUMAN	GNB4	Guanine nucleotide-binding protein subunit beta-4	1.52836e+07
Q9HAV4	XPO5_HUMAN	XPO5	Exportin-5	1.59926e+07
Q9HAV7	GRPE1_HUMAN	GRPEL1	GrpE protein homolog 1, mitochondrial	7.55124e+06
Q9HAW8	UD110_HUMAN	UGT1A10	UDP-glucuronosyltransferase 1A10	1.6455e+06
Q9HB07	MYG1_HUMAN	MYG1	MYG1 exonuclease	1.13615e+08
Q9HB19	PKHA2_HUMAN	PLEKHA2	Pleckstrin homology domain-containing family A member 2	5.04103e+06
Q9HB20	PKHA3_HUMAN	PLEKHA3	Pleckstrin homology domain-containing family A member 3	3.98814e+06
Q9HB21	PKHA1_HUMAN	PLEKHA1	Pleckstrin homology domain-containing family A member 1	4.64702e+06
Q9HB40	RISC_HUMAN	SCPEP1	Retinoid-inducible serine carboxypeptidase	1.3963e+07
Q9HB71	CYBP_HUMAN	CACYBP	Calcyclin-binding protein	2.63612e+07
Q9HB90	RRAGC_HUMAN	RRAGC	Ras-related GTP-binding protein C	1.07426e+07
Q9HBA0	TRPV4_HUMAN	TRPV4	Transient receptor potential cation channel subfamily V member 4	543491
Q9HBH5	RDH14_HUMAN	RDH14	Retinol dehydrogenase 14	1.12017e+07
Q9HBI0	PARVG_HUMAN	PARVG	Gamma-parvin	7.45183e+06
Q9HBL0	TENS1_HUMAN	TNS1	Tensin-1	8.49109e+07
Q9HBL7	PLRKT_HUMAN	PLGRKT	Plasminogen receptor (KT)	1.75838e+07
Q9HBL8	NMRL1_HUMAN	NMRAL1	NmrA-like family domain-containing protein 1	2.9899e+06
Q9HC16	ABC3G_HUMAN	APOBEC3G	DNA dC->dU-editing enzyme APOBEC-3G	3.51018e+06
Q9HC35	EMAL4_HUMAN	EML4	Echinoderm microtubule-associated protein-like 4	3.77615e+07
Q9HC38	GLOD4_HUMAN	GLOD4	Glyoxalase domain-containing protein 4	5.23882e+07
Q9HC78	ZBT20_HUMAN	ZBTB20	Zinc finger and BTB domain-containing protein 20	5.33144e+06
Q9HC84	MUC5B_HUMAN	MUC5B	Mucin-5B	7.80983e+07
Q9HCB6	SPON1_HUMAN	SPON1	Spondin-1	2.32877e+07
Q9HCC0	MCCB_HUMAN	MCCC2	Methylcrotonoyl-CoA carboxylase beta chain, mitochondrial	3.18667e+07
Q9HCD5	NCOA5_HUMAN	NCOA5	Nuclear receptor coactivator 5	1.71676e+07
Q9HCE1	MOV10_HUMAN	MOV10	Helicase MOV-10	8.31732e+06
Q9HCE5	MET14_HUMAN	METTL14	N6-adenosine-methyltransferase non-catalytic subunit	4.11802e+06
Q9HCE6	ARGAL_HUMAN	ARHGEF10L	Rho guanine nucleotide exchange factor 10-like protein	1.91284e+06
Q9HCH5	SYTL2_HUMAN	SYTL2	Synaptotagmin-like protein 2	3.77388e+06
Q9HCM4	E41L5_HUMAN	EPB41L5	Band 4.1-like protein 5	2.07133e+06
Q9HCN8	SDF2L_HUMAN	SDF2L1	Stromal cell-derived factor 2-like protein 1	1.6836e+07
Q9HCP0	KC1G1_HUMAN	CSNK1G1	Casein kinase I isoform gamma-1	4.31896e+06
Q9HCS7	SYF1_HUMAN	XAB2	Pre-mRNA-splicing factor SYF1	3.43618e+06
Q9HCU0	CD248_HUMAN	CD248	Endosialin	1.33372e+07
Q9HCU5	PREB_HUMAN	PREB	Prolactin regulatory element-binding protein	1.54637e+07
Q9HCY8	S10AE_HUMAN	S100A14	Protein S100-A14	2.74376e+07
Q9HD15	SRA1_HUMAN	SRA1	Steroid receptor RNA activator 1	7.09905e+06
Q9HD20	AT131_HUMAN	ATP13A1	Endoplasmic reticulum transmembrane helix translocase	1.82232e+07
Q9HD26	GOPC_HUMAN	GOPC	Golgi-associated PDZ and coiled-coil motif-containing protein	6.74016e+06
Q9HD33	RM47_HUMAN	MRPL47	Large ribosomal subunit protein uL29m	6.26768e+06
Q9HD42	CHM1A_HUMAN	CHMP1A	Charged multivesicular body protein 1a	1.22872e+07
Q9HD45	TM9S3_HUMAN	TM9SF3	Transmembrane 9 superfamily member 3	1.28814e+07
Q9HD89	RETN_HUMAN	RETN	Resistin	1.1279e+06
Q9HDC9	APMAP_HUMAN	APMAP	Adipocyte plasma membrane-associated protein	5.26961e+07
Q9NNW5	WDR6_HUMAN	WDR6	tRNA (34-2'-O)-methyltransferase regulator WDR6	297203
Q9NNW7	TRXR2_HUMAN	TXNRD2	Thioredoxin reductase 2, mitochondrial	1.02753e+07
Q9NP58	ABCB6_HUMAN	ABCB6	ATP-binding cassette sub-family B member 6	8.21806e+06
Q9NP61	ARFG3_HUMAN	ARFGAP3	ADP-ribosylation factor GTPase-activating protein 3	7.12998e+06
Q9NP66	HM20A_HUMAN	HMG20A	High mobility group protein 20A	3.4906e+06
Q9NP72	RAB18_HUMAN	RAB18	Ras-related protein Rab-18	1.7592e+07
Q9NP73	ALG13_HUMAN	ALG13	Putative bifunctional UDP-N-acetylglucosamine transferase and deubiquitinase ALG13	2.05659e+06
Q9NP77	SSU72_HUMAN	SSU72	RNA polymerase II subunit A C-terminal domain phosphatase SSU72	2.53509e+06
Q9NP79	VTA1_HUMAN	VTA1	Vacuolar protein sorting-associated protein VTA1 homolog	9.11101e+06
Q9NP80	PLPL8_HUMAN	PNPLA8	Calcium-independent phospholipase A2-gamma	1.18576e+07
Q9NP81	SYSM_HUMAN	SARS2	Serine--tRNA ligase, mitochondrial	2.24181e+07
Q9NP97	DLRB1_HUMAN	DYNLRB1	Dynein light chain roadblock-type 1	4.50061e+07
Q9NPA0	EMC7_HUMAN	EMC7	ER membrane protein complex subunit 7	7.58113e+06
Q9NPA8	ENY2_HUMAN	ENY2	Transcription and mRNA export factor ENY2	1.02391e+07
Q9NPD3	EXOS4_HUMAN	EXOSC4	Exosome complex component RRP41	2.2265e+06
Q9NPE3	NOP10_HUMAN	NOP10	H/ACA ribonucleoprotein complex subunit 3	5.87773e+06
Q9NPF4	OSGEP_HUMAN	OSGEP	tRNA N6-adenosine threonylcarbamoyltransferase	8.7306e+06
Q9NPH0	PPA6_HUMAN	ACP6	Lysophosphatidic acid phosphatase type 6	1.66529e+07
Q9NPH2	INO1_HUMAN	ISYNA1	Inositol-3-phosphate synthase 1	8.35798e+06
Q9NPI6	DCP1A_HUMAN	DCP1A	mRNA-decapping enzyme 1A	2.26603e+06
Q9NPI8	FANCF_HUMAN	FANCF	Fanconi anemia group F protein	1.14946e+07
Q9NPJ3	ACO13_HUMAN	ACOT13	Acyl-coenzyme A thioesterase 13	1.78275e+07
Q9NPJ6	MED4_HUMAN	MED4	Mediator of RNA polymerase II transcription subunit 4	1.14124e+06
Q9NPQ8	RIC8A_HUMAN	RIC8A	Synembryn-A	8.51582e+06
Q9NPR2	SEM4B_HUMAN	SEMA4B	Semaphorin-4B	7.7006e+06
Q9NQ29	LUC7L_HUMAN	LUC7L	Putative RNA-binding protein Luc7-like 1	7.1299e+06
Q9NQ48	LZTL1_HUMAN	LZTFL1	Leucine zipper transcription factor-like protein 1	1.16625e+07
Q9NQ79	CRAC1_HUMAN	CRTAC1	Cartilage acidic protein 1	1.54406e+06
Q9NQ88	TIGAR_HUMAN	TIGAR	Fructose-2,6-bisphosphatase TIGAR	6.88738e+06
Q9NQC3	RTN4_HUMAN	RTN4	Reticulon-4	1.81032e+08
Q9NQC7	CYLD_HUMAN	CYLD	Ubiquitin carboxyl-terminal hydrolase CYLD	421869
Q9NQE9	HINT3_HUMAN	HINT3	Adenosine 5'-monophosphoramidase HINT3	2.27535e+07
Q9NQG5	RPR1B_HUMAN	RPRD1B	Regulation of nuclear pre-mRNA domain-containing protein 1B	1.63332e+07
Q9NQH7	XPP3_HUMAN	XPNPEP3	Xaa-Pro aminopeptidase 3	1.4279e+06
Q9NQP4	PFD4_HUMAN	PFDN4	Prefoldin subunit 4	1.80867e+07
Q9NQR4	NIT2_HUMAN	NIT2	Omega-amidase NIT2	3.76542e+07
Q9NQT8	KI13B_HUMAN	KIF13B	Kinesin-like protein KIF13B	2.21788e+07
Q9NQW7	XPP1_HUMAN	XPNPEP1	Xaa-Pro aminopeptidase 1	3.13524e+07
Q9NQX3	GEPH_HUMAN	GPHN	Gephyrin	5.54406e+06
Q9NQX4	MYO5C_HUMAN	MYO5C	Unconventional myosin-Vc	2.74546e+06
Q9NQZ2	SAS10_HUMAN	UTP3	Something about silencing protein 10	1.7926e+06
Q9NR09	BIRC6_HUMAN	BIRC6	Baculoviral IAP repeat-containing protein 6	5.97942e+06
Q9NR12	PDLI7_HUMAN	PDLIM7	PDZ and LIM domain protein 7	1.99713e+08
Q9NR19	ACSA_HUMAN	ACSS2	Acetyl-coenzyme A synthetase, cytoplasmic	2.63833e+06
Q9NR28	DBLOH_HUMAN	DIABLO	Diablo IAP-binding mitochondrial protein	3.14459e+07
Q9NR30	DDX21_HUMAN	DDX21	Nucleolar RNA helicase 2	1.6073e+07
Q9NR31	SAR1A_HUMAN	SAR1A	GTP-binding protein SAR1a	6.02361e+07
Q9NR45	SIAS_HUMAN	NANS	Sialic acid synthase	8.71793e+07
Q9NR46	SHLB2_HUMAN	SH3GLB2	Endophilin-B2	9.77588e+06
Q9NR50	EI2BG_HUMAN	EIF2B3	Translation initiation factor eIF-2B subunit gamma	5.17486e+06
Q9NR56	MBNL1_HUMAN	MBNL1	Muscleblind-like protein 1	1.64835e+07
Q9NR99	MXRA5_HUMAN	MXRA5	Matrix-remodeling-associated protein 5	7.24082e+07
Q9NRD1	FBX6_HUMAN	FBXO6	F-box only protein 6	4.05357e+06
Q9NRD5	PICK1_HUMAN	PICK1	PRKCA-binding protein	3.32402e+06
Q9NRD8	DUOX2_HUMAN	DUOX2	Dual oxidase 2	1.85559e+06
Q9NRF8	PYRG2_HUMAN	CTPS2	CTP synthase 2	1.69273e+08
Q9NRG0	CHRC1_HUMAN	CHRAC1	Chromatin accessibility complex protein 1	2.9926e+06
Q9NRG4	SMYD2_HUMAN	SMYD2	N-lysine methyltransferase SMYD2	2.49034e+06
Q9NRG7	D39U1_HUMAN	SDR39U1	Epimerase family protein SDR39U1	2.8299e+07
Q9NRG9	AAAS_HUMAN	AAAS	Aladin	9.83871e+06
Q9NRK6	ABCBA_HUMAN	ABCB10	ATP-binding cassette sub-family B member 10, mitochondrial	7.60475e+06
Q9NRL3	STRN4_HUMAN	STRN4	Striatin-4	1.24216e+07
Q9NRN5	OLFL3_HUMAN	OLFML3	Olfactomedin-like protein 3	5.35478e+07
Q9NRN7	ADPPT_HUMAN	AASDHPPT	L-aminoadipate-semialdehyde dehydrogenase-phosphopantetheinyl transferase	8.42704e+06
Q9NRQ2	PLS4_HUMAN	PLSCR4	Phospholipid scramblase 4	3.48056e+06
Q9NRR3	C42S2_HUMAN	CDC42SE2	CDC42 small effector protein 2	9.40924e+06
Q9NRR5	UBQL4_HUMAN	UBQLN4	Ubiquilin-4	4.05484e+06
Q9NRS6	SNX15_HUMAN	SNX15	Sorting nexin-15	1.42219e+06
Q9NRV9	HEBP1_HUMAN	HEBP1	Heme-binding protein 1	1.86946e+08
Q9NRW3	ABC3C_HUMAN	APOBEC3C	DNA dC->dU-editing enzyme APOBEC-3C	5.81931e+06
Q9NRW7	VPS45_HUMAN	VPS45	Vacuolar protein sorting-associated protein 45	5.7375e+06
Q9NRX1	PNO1_HUMAN	PNO1	RNA-binding protein PNO1	1.18476e+07
Q9NRX2	RM17_HUMAN	MRPL17	Large ribosomal subunit protein bL17m	3.25295e+06
Q9NRX4	PHP14_HUMAN	PHPT1	14 kDa phosphohistidine phosphatase	3.32961e+07
Q9NRY2	SOSSC_HUMAN	INIP	SOSS complex subunit C	4.27108e+06
Q9NRY4	RHG35_HUMAN	ARHGAP35	Rho GTPase-activating protein 35	1.56135e+07
Q9NRY5	F1142_HUMAN	FAM114A2	Protein FAM114A2	2.93042e+06
Q9NS00	C1GLT_HUMAN	C1GALT1	Glycoprotein-N-acetylgalactosamine 3-beta-galactosyltransferase 1	1.17825e+07
Q9NS15	LTBP3_HUMAN	LTBP3	Latent-transforming growth factor beta-binding protein 3	4.89786e+06
Q9NS69	TOM22_HUMAN	TOMM22	Mitochondrial import receptor subunit TOM22 homolog	3.02365e+07
Q9NS71	GKN1_HUMAN	GKN1	Gastrokine-1	2.35191e+06
Q9NS86	LANC2_HUMAN	LANCL2	LanC-like protein 2	1.5095e+07
Q9NSA3	CNBP1_HUMAN	CTNNBIP1	Beta-catenin-interacting protein 1	4.44134e+06
Q9NSC7	SIA7A_HUMAN	ST6GALNAC1	Alpha-N-acetylgalactosaminide alpha-2,6-sialyltransferase 1	1.40957e+07
Q9NSD9	SYFB_HUMAN	FARSB	Phenylalanine--tRNA ligase beta subunit	4.23659e+07
Q9NSE4	SYIM_HUMAN	IARS2	Isoleucine--tRNA ligase, mitochondrial	4.33492e+07
Q9NSK0	KLC4_HUMAN	KLC4	Kinesin light chain 4	1.06223e+07
Q9NSY1	BMP2K_HUMAN	BMP2K	BMP-2-inducible protein kinase	2.06149e+06
Q9NT62	ATG3_HUMAN	ATG3	Ubiquitin-like-conjugating enzyme ATG3	1.37512e+07
Q9NTG7	SIR3_HUMAN	SIRT3	NAD-dependent protein deacetylase sirtuin-3, mitochondrial	4.68982e+06
Q9NTI5	PDS5B_HUMAN	PDS5B	Sister chromatid cohesion protein PDS5 homolog B	4.14186e+07
Q9NTJ4	MA2C1_HUMAN	MAN2C1	Alpha-mannosidase 2C1	5.277e+06
Q9NTJ5	SAC1_HUMAN	SACM1L	Phosphatidylinositol-3-phosphatase SAC1	2.51814e+07
Q9NTK5	OLA1_HUMAN	OLA1	Obg-like ATPase 1	3.83072e+07
Q9NTM9	CUTC_HUMAN	CUTC	Copper homeostasis protein cutC homolog	3.59111e+06
Q9NTW7	ZF64B_HUMAN	ZFP64	Zinc finger protein 64	3.59178e+08
Q9NTX5	ECHD1_HUMAN	ECHDC1	Ethylmalonyl-CoA decarboxylase	2.13634e+07
Q9NTZ6	RBM12_HUMAN	RBM12	RNA-binding protein 12	2.52791e+07
Q9NU23	LYRM2_HUMAN	LYRM2	LYR motif-containing protein 2	999583
Q9NUB1	ACS2L_HUMAN	ACSS1	Acetyl-coenzyme A synthetase 2-like, mitochondrial	1.26437e+07
Q9NUD5	ZCHC3_HUMAN	ZCCHC3	Zinc finger CCHC domain-containing protein 3	200916
Q9NUI1	DECR2_HUMAN	DECR2	Peroxisomal 2,4-dienoyl-CoA reductase [(3E)-enoyl-CoA-producing]	7.14969e+06
Q9NUJ1	ABHDA_HUMAN	ABHD10	Palmitoyl-protein thioesterase ABHD10, mitochondrial	1.17572e+07
Q9NUP1	BL1S4_HUMAN	BLOC1S4	Biogenesis of lysosome-related organelles complex 1 subunit 4	9.29085e+06
Q9NUP9	LIN7C_HUMAN	LIN7C	Protein lin-7 homolog C	2.30342e+07
Q9NUQ2	PLCE_HUMAN	AGPAT5	1-acyl-sn-glycerol-3-phosphate acyltransferase epsilon	2.16215e+07
Q9NUQ6	SPS2L_HUMAN	SPATS2L	SPATS2-like protein	1.25416e+07
Q9NUQ7	UFSP2_HUMAN	UFSP2	Ufm1-specific protease 2	8.48612e+06
Q9NUQ8	ABCF3_HUMAN	ABCF3	ATP-binding cassette sub-family F member 3	7.71306e+06
Q9NUQ9	CYRIB_HUMAN	CYRIB	CYFIP-related Rac1 interactor B	5.23721e+07
Q9NUU7	DD19A_HUMAN	DDX19A	ATP-dependent RNA helicase DDX19A	2.0141e+07
Q9NUV9	GIMA4_HUMAN	GIMAP4	GTPase IMAP family member 4	2.33186e+07
Q9NUY8	TBC23_HUMAN	TBC1D23	TBC1 domain family member 23	5.14758e+06
Q9NV31	IMP3_HUMAN	IMP3	U3 small nucleolar ribonucleoprotein protein IMP3	2.23649e+07
Q9NV70	EXOC1_HUMAN	EXOC1	Exocyst complex component 1	9.258e+06
Q9NV96	CC50A_HUMAN	TMEM30A	Cell cycle control protein 50A	5.67934e+06
Q9NVA2	SEP11_HUMAN	SEPTIN11	Septin-11	1.81218e+08
Q9NVC6	MED17_HUMAN	MED17	Mediator of RNA polymerase II transcription subunit 17	5.134e+06
Q9NVD7	PARVA_HUMAN	PARVA	Alpha-parvin	3.96871e+07
Q9NVE7	PANK4_HUMAN	PANK4	4'-phosphopantetheine phosphatase	3.39804e+06
Q9NVG8	TBC13_HUMAN	TBC1D13	TBC1 domain family member 13	2.09706e+06
Q9NVH0	EXD2_HUMAN	EXD2	Exonuclease 3'-5' domain-containing protein 2	4.85351e+06
Q9NVH1	DJC11_HUMAN	DNAJC11	DnaJ homolog subfamily C member 11	1.21049e+07
Q9NVH6	TMLH_HUMAN	TMLHE	Trimethyllysine dioxygenase, mitochondrial	1.18552e+07
Q9NVI7	ATD3A_HUMAN	ATAD3A	ATPase family AAA domain-containing protein 3A	1.87624e+07
Q9NVJ2	ARL8B_HUMAN	ARL8B	ADP-ribosylation factor-like protein 8B	2.54181e+07
Q9NVM1	EVA1B_HUMAN	EVA1B	Protein eva-1 homolog B	1.34389e+07
Q9NVM9	INT13_HUMAN	INTS13	Integrator complex subunit 13	2.86979e+06
Q9NVP1	DDX18_HUMAN	DDX18	ATP-dependent RNA helicase DDX18	1.19246e+07
Q9NVR2	INT10_HUMAN	INTS10	Integrator complex subunit 10	407835
Q9NVS9	PNPO_HUMAN	PNPO	Pyridoxine-5'-phosphate oxidase	2.30182e+07
Q9NVT9	ARMC1_HUMAN	ARMC1	Armadillo repeat-containing protein 1	2.23826e+07
Q9NVV4	PAPD1_HUMAN	MTPAP	Poly(A) RNA polymerase, mitochondrial	3.00569e+06
Q9NVZ3	NECP2_HUMAN	NECAP2	Adaptin ear-binding coat-associated protein 2	3.19257e+07
Q9NW15	ANO10_HUMAN	ANO10	Anoctamin-10	2.767e+06
Q9NW64	RBM22_HUMAN	RBM22	Pre-mRNA-splicing factor RBM22	2.22356e+09
Q9NW81	DMAC2_HUMAN	DMAC2	Distal membrane-arm assembly complex protein 2	3.82649e+06
Q9NWB6	ARGL1_HUMAN	ARGLU1	Arginine and glutamate-rich protein 1	1.34523e+07
Q9NWH7	SPAT6_HUMAN	SPATA6	Spermatogenesis-associated protein 6	7.59114e+07
Q9NWH9	SLTM_HUMAN	SLTM	SAFB-like transcription modulator	3.84347e+06
Q9NWS0	PIHD1_HUMAN	PIH1D1	PIH1 domain-containing protein 1	1.25443e+07
Q9NWS6	F118A_HUMAN	FAM118A	Protein FAM118A	1.84102e+06
Q9NWS8	RMND1_HUMAN	RMND1	Required for meiotic nuclear division protein 1 homolog	2.857e+06
Q9NWU1	OXSM_HUMAN	OXSM	3-oxoacyl-[acyl-carrier-protein] synthase, mitochondrial	3.57826e+06
Q9NWU2	GID8_HUMAN	GID8	Glucose-induced degradation protein 8 homolog	7.70848e+06
Q9NWU5	RM22_HUMAN	MRPL22	Large ribosomal subunit protein uL22m	2.20486e+07
Q9NWV4	CZIB_HUMAN	CZIB	CXXC motif containing zinc binding protein	2.7767e+07
Q9NWV8	BABA1_HUMAN	BABAM1	BRISC and BRCA1-A complex member 1	1.0221e+07
Q9NWW5	CLN6_HUMAN	CLN6	Ceroid-lipofuscinosis neuronal protein 6	4.94635e+06
Q9NWZ3	IRAK4_HUMAN	IRAK4	Interleukin-1 receptor-associated kinase 4	4.04328e+06
Q9NWZ5	UCKL1_HUMAN	UCKL1	Uridine-cytidine kinase-like 1	938738
Q9NX05	F120C_HUMAN	FAM120C	Constitutive coactivator of PPAR-gamma-like protein 2	1.99318e+06
Q9NX20	RM16_HUMAN	MRPL16	Large ribosomal subunit protein uL16m	1.00903e+07
Q9NX24	NHP2_HUMAN	NHP2	H/ACA ribonucleoprotein complex subunit 2	2.74135e+07
Q9NX40	OCAD1_HUMAN	OCIAD1	OCIA domain-containing protein 1	7.91055e+06
Q9NX46	ADPRS_HUMAN	ADPRS	ADP-ribosylhydrolase ARH3	1.82218e+07
Q9NX55	HYPK_HUMAN	HYPK	Huntingtin-interacting protein K	4.54172e+06
Q9NX62	IMPA3_HUMAN	BPNT2	Golgi-resident adenosine 3',5'-bisphosphate 3'-phosphatase	2.04961e+07
Q9NX63	MIC19_HUMAN	CHCHD3	MICOS complex subunit MIC19	3.80808e+07
Q9NX78	TM260_HUMAN	TMEM260	Protein O-mannosyl-transferase TMEM260	453909
Q9NX94	WBP1L_HUMAN	WBP1L	WW domain binding protein 1-like	1.38685e+08
Q9NXA8	SIR5_HUMAN	SIRT5	NAD-dependent protein deacylase sirtuin-5, mitochondrial	1.35493e+07
Q9NXC5	MIO_HUMAN	MIOS	GATOR complex protein MIOS	8.42292e+06
