Protein.Group	Protein.Names	Genes	First.Protein.Description	E:\RA\work\7_1_task\TCPA\E20200929yuanch_Connie_TCPA_60minDIA_b2-2.mzML
Q9BXR0	TGT_HUMAN	QTRT1	Queuine tRNA-ribosyltransferase catalytic subunit 1	1.34024e+07
Q9BXS5	AP1M1_HUMAN	AP1M1	AP-1 complex subunit mu-1	2.44892e+07
Q9BXW7	HDHD5_HUMAN	HDHD5	Haloacid dehalogenase-like hydrolase domain-containing 5	6.54254e+07
Q9BY32	ITPA_HUMAN	ITPA	Inosine triphosphate pyrophosphatase	5.50005e+06
Q9BY43	CHM4A_HUMAN	CHMP4A	Charged multivesicular body protein 4a	1.4568e+07
Q9BY44	EIF2A_HUMAN	EIF2A	Eukaryotic translation initiation factor 2A	1.26509e+07
Q9BY50	SC11C_HUMAN	SEC11C	Signal peptidase complex catalytic subunit SEC11C	7.4879e+07
Q9BY77	PDIP3_HUMAN	POLDIP3	Polymerase delta-interacting protein 3	6.2302e+06
Q9BYC5	FUT8_HUMAN	FUT8	Alpha-(1,6)-fucosyltransferase	7.15846e+06
Q9BYD1	RM13_HUMAN	MRPL13	Large ribosomal subunit protein uL13m	7.55787e+06
Q9BYD3	RM04_HUMAN	MRPL4	Large ribosomal subunit protein uL4m	3.36764e+06
Q9BYD6	RM01_HUMAN	MRPL1	Large ribosomal subunit protein uL1m	9.63629e+06
Q9BYG3	MK67I_HUMAN	NIFK	MKI67 FHA domain-interacting nucleolar phosphoprotein	1.72775e+06
Q9BYN8	RT26_HUMAN	MRPS26	Small ribosomal subunit protein mS26	3.23218e+06
Q9BYT8	NEUL_HUMAN	NLN	Neurolysin, mitochondrial	6.84971e+06
Q9BZ23	PANK2_HUMAN	PANK2	Pantothenate kinase 2, mitochondrial	1.5325e+06
Q9BZ67	FRMD8_HUMAN	FRMD8	FERM domain-containing protein 8	2.73644e+06
Q9BZE1	RM37_HUMAN	MRPL37	Large ribosomal subunit protein mL37	5.4777e+06
Q9BZE4	GTPB4_HUMAN	GTPBP4	GTP-binding protein 4	6.54159e+06
Q9BZE9	ASPC1_HUMAN	ASPSCR1	Tether containing UBX domain for GLUT4	1.02478e+07
Q9BZF1	OSBL8_HUMAN	OSBPL8	Oxysterol-binding protein-related protein 8	5.65872e+06
Q9BZH6	WDR11_HUMAN	WDR11	WD repeat-containing protein 11	1.35829e+07
Q9BZJ0	CRNL1_HUMAN	CRNKL1	Crooked neck-like protein 1	1.0792e+07
Q9BZK7	TBL1R_HUMAN	TBL1XR1	F-box-like/WD repeat-containing protein TBL1XR1	3.57821e+06
Q9BZL4	PP12C_HUMAN	PPP1R12C	Protein phosphatase 1 regulatory subunit 12C	4.65007e+06
Q9BZL6	KPCD2_HUMAN	PRKD2	Serine/threonine-protein kinase D2	4.01405e+06
Q9BZQ6	EDEM3_HUMAN	EDEM3	ER degradation-enhancing alpha-mannosidase-like protein 3	7.79417e+06
Q9BZQ8	NIBA1_HUMAN	NIBAN1	Protein Niban 1	1.11441e+08
Q9BZV1	UBXN6_HUMAN	UBXN6	UBX domain-containing protein 6	2.22528e+07
Q9BZX2	UCK2_HUMAN	UCK2	Uridine-cytidine kinase 2	3.1484e+06
Q9BZZ5	API5_HUMAN	API5	Apoptosis inhibitor 5	4.13927e+07
Q9C002	NMES1_HUMAN	NMES1	Normal mucosa of esophagus-specific gene 1 protein	3.90783e+06
Q9C005	DPY30_HUMAN	DPY30	Protein dpy-30 homolog	4.45704e+06
Q9C0B1	FTO_HUMAN	FTO	Alpha-ketoglutarate-dependent dioxygenase FTO	4.60716e+06
Q9C0B5	ZDHC5_HUMAN	ZDHHC5	Palmitoyltransferase ZDHHC5	1.88297e+07
Q9C0C2	TB182_HUMAN	TNKS1BP1	182 kDa tankyrase-1-binding protein	1.94303e+07
Q9C0C9	UBE2O_HUMAN	UBE2O	(E3-independent) E2 ubiquitin-conjugating enzyme	6.60476e+06
Q9C0E2	XPO4_HUMAN	XPO4	Exportin-4	4.35717e+06
Q9C0E8	LNP_HUMAN	LNPK	Endoplasmic reticulum junction formation protein lunapark	6.30252e+06
Q9C0J8	WDR33_HUMAN	WDR33	pre-mRNA 3' end processing protein WDR33	6.45693e+06
Q9GZL7	WDR12_HUMAN	WDR12	Ribosome biogenesis protein WDR12	2.16072e+06
Q9GZM5	YIPF3_HUMAN	YIPF3	Protein YIPF3	8.89881e+06
Q9GZM7	TINAL_HUMAN	TINAGL1	Tubulointerstitial nephritis antigen-like	4.96935e+07
Q9GZP4	PITH1_HUMAN	PITHD1	PITH domain-containing protein 1	2.2095e+07
Q9GZQ3	COMD5_HUMAN	COMMD5	COMM domain-containing protein 5	2.53166e+06
Q9GZR7	DDX24_HUMAN	DDX24	ATP-dependent RNA helicase DDX24	2.67564e+06
Q9GZS3	SKI8_HUMAN	SKIC8	Superkiller complex protein 8	1.69853e+07
Q9GZT3	SLIRP_HUMAN	SLIRP	SRA stem-loop-interacting RNA-binding protein, mitochondrial	7.21009e+07
Q9GZT4	SRR_HUMAN	SRR	Serine racemase	3.74646e+06
Q9GZT6	CC90B_HUMAN	CCDC90B	Coiled-coil domain-containing protein 90B, mitochondrial	4.70248e+06
Q9GZT8	NIF3L_HUMAN	NIF3L1	NIF3-like protein 1	2.08244e+07
Q9GZT9	EGLN1_HUMAN	EGLN1	Egl nine homolog 1	778996
Q9GZU7	CTDS1_HUMAN	CTDSP1	Carboxy-terminal domain RNA polymerase II polypeptide A small phosphatase 1	4.49315e+06
Q9GZY8	MFF_HUMAN	MFF	Mitochondrial fission factor	5.02927e+06
Q9GZZ1	NAA50_HUMAN	NAA50	N-alpha-acetyltransferase 50	9.85099e+06
Q9GZZ9	UBA5_HUMAN	UBA5	Ubiquitin-like modifier-activating enzyme 5	5.32173e+07
Q9H000	MKRN2_HUMAN	MKRN2	E3 ubiquitin-protein ligase makorin-2	7.87843e+06
Q9H008	LHPP_HUMAN	LHPP	Phospholysine phosphohistidine inorganic pyrophosphate phosphatase	2.96493e+07
Q9H061	T126A_HUMAN	TMEM126A	Transmembrane protein 126A	3.62804e+06
Q9H074	PAIP1_HUMAN	PAIP1	Polyadenylate-binding protein-interacting protein 1	7.69142e+06
Q9H078	CLPB_HUMAN	CLPB	Mitochondrial disaggregase	7.90588e+06
Q9H082	RB33B_HUMAN	RAB33B	Ras-related protein Rab-33B	6.58721e+07
Q9H089	LSG1_HUMAN	LSG1	Large subunit GTPase 1 homolog	4.2972e+06
Q9H0A0	NAT10_HUMAN	NAT10	RNA cytidine acetyltransferase	7.15244e+06
Q9H0A8	COMD4_HUMAN	COMMD4	COMM domain-containing protein 4	4.04603e+06
Q9H0B6	KLC2_HUMAN	KLC2	Kinesin light chain 2	1.24719e+06
Q9H0C8	ILKAP_HUMAN	ILKAP	Integrin-linked kinase-associated serine/threonine phosphatase 2C	5.72465e+06
Q9H0D6	XRN2_HUMAN	XRN2	5'-3' exoribonuclease 2	1.31094e+07
Q9H0E2	TOLIP_HUMAN	TOLLIP	Toll-interacting protein	3.62786e+07
Q9H0F6	SHRPN_HUMAN	SHARPIN	Sharpin	2.25698e+06
Q9H0H0	INT2_HUMAN	INTS2	Integrator complex subunit 2	3.13682e+06
Q9H0J9	PAR12_HUMAN	PARP12	Protein mono-ADP-ribosyltransferase PARP12	2.5457e+07
Q9H0L4	CSTFT_HUMAN	CSTF2T	Cleavage stimulation factor subunit 2 tau variant	1.8303e+07
Q9H0P0	5NT3A_HUMAN	NT5C3A	Cytosolic 5'-nucleotidase 3A	1.06898e+07
Q9H0Q0	CYRIA_HUMAN	CYRIA	CYFIP-related Rac1 interactor A	1.03539e+06
Q9H0R4	HDHD2_HUMAN	HDHD2	Haloacid dehalogenase-like hydrolase domain-containing protein 2	1.77314e+07
Q9H0R6	GATA_HUMAN	QRSL1	Glutamyl-tRNA(Gln) amidotransferase subunit A, mitochondrial	1.65494e+06
Q9H0S4	DDX47_HUMAN	DDX47	Probable ATP-dependent RNA helicase DDX47	4.46457e+07
Q9H0U3	MAGT1_HUMAN	MAGT1	Magnesium transporter protein 1	5.41467e+07
Q9H0U4	RAB1B_HUMAN	RAB1B	Ras-related protein Rab-1B	1.36915e+07
Q9H0U6	RM18_HUMAN	MRPL18	Large ribosomal subunit protein uL18m	7.4748e+06
Q9H0W9	CK054_HUMAN	C11orf54	Ester hydrolase C11orf54	4.45747e+07
Q9H1B7	I2BPL_HUMAN	IRF2BPL	Probable E3 ubiquitin-protein ligase IRF2BPL	7.04339e+06
Q9H1E3	NUCKS_HUMAN	NUCKS1	Nuclear ubiquitous casein and cyclin-dependent kinase substrate 1	1.77203e+07
Q9H1E5	TMX4_HUMAN	TMX4	Thioredoxin-related transmembrane protein 4	9.73401e+06
Q9H1I8	ASCC2_HUMAN	ASCC2	Activating signal cointegrator 1 complex subunit 2	3.02733e+06
Q9H1K0	RBNS5_HUMAN	RBSN	Rabenosyn-5	671983
Q9H1P3	OSBL2_HUMAN	OSBPL2	Oxysterol-binding protein-related protein 2	1.5768e+07
Q9H1Y0	ATG5_HUMAN	ATG5	Autophagy protein 5	4.29964e+06
Q9H1Z4	WDR13_HUMAN	WDR13	WD repeat-containing protein 13	5.83936e+06
Q9H223	EHD4_HUMAN	EHD4	EH domain-containing protein 4	7.01182e+07
Q9H267	VP33B_HUMAN	VPS33B	Vacuolar protein sorting-associated protein 33B	3.19702e+06
Q9H269	VPS16_HUMAN	VPS16	Vacuolar protein sorting-associated protein 16 homolog	9.7601e+06
Q9H270	VPS11_HUMAN	VPS11	Vacuolar protein sorting-associated protein 11 homolog	7.26807e+06
Q9H299	SH3L3_HUMAN	SH3BGRL3	SH3 domain-binding glutamic acid-rich-like protein 3	1.35216e+08
Q9H2D6	TARA_HUMAN	TRIOBP	TRIO and F-actin-binding protein	1.08826e+07
Q9H2F3	3BHS7_HUMAN	HSD3B7	3 beta-hydroxysteroid dehydrogenase type 7	2.57991e+06
Q9H2G2	SLK_HUMAN	SLK	STE20-like serine/threonine-protein kinase	1.44834e+07
Q9H2H8	PPIL3_HUMAN	PPIL3	Peptidyl-prolyl cis-trans isomerase-like 3	9.99292e+06
Q9H2J4	PDCL3_HUMAN	PDCL3	Phosducin-like protein 3	1.85419e+06
Q9H2K8	TAOK3_HUMAN	TAOK3	Serine/threonine-protein kinase TAO3	3.99291e+06
Q9H2M3	BHMT2_HUMAN	BHMT2	S-methylmethionine--homocysteine S-methyltransferase BHMT2	4.50784e+07
Q9H2M9	RBGPR_HUMAN	RAB3GAP2	Rab3 GTPase-activating protein non-catalytic subunit	4.81916e+06
Q9H2P0	ADNP_HUMAN	ADNP	Activity-dependent neuroprotector homeobox protein	2.11025e+06
Q9H2U1	DHX36_HUMAN	DHX36	ATP-dependent DNA/RNA helicase DHX36	7.14117e+06
Q9H2U2	IPYR2_HUMAN	PPA2	Inorganic pyrophosphatase 2, mitochondrial	5.56263e+07
Q9H2W6	RM46_HUMAN	MRPL46	Large ribosomal subunit protein mL46	1.01529e+07
Q9H307	PININ_HUMAN	PNN	Pinin	1.27077e+07
Q9H329	E41LB_HUMAN	EPB41L4B	Band 4.1-like protein 4B	2.66152e+06
Q9H330	TM245_HUMAN	TMEM245	Transmembrane protein 245	1.36799e+06
Q9H3G5	CPVL_HUMAN	CPVL	Probable serine carboxypeptidase CPVL	3.14125e+07
Q9H3H3	CK068_HUMAN	C11orf68	UPF0696 protein C11orf68	8.47065e+06
Q9H3K2	GHITM_HUMAN	GHITM	Growth hormone-inducible transmembrane protein	9.35631e+06
Q9H3K6	BOLA2_HUMAN	BOLA2	BolA-like protein 2	1.2153e+07
Q9H3N1	TMX1_HUMAN	TMX1	Thioredoxin-related transmembrane protein 1	3.36806e+07
Q9H3P2	NELFA_HUMAN	NELFA	Negative elongation factor A	1.24917e+07
Q9H3P7	GCP60_HUMAN	ACBD3	Golgi resident protein GCP60	1.99176e+07
Q9H3Q1	BORG4_HUMAN	CDC42EP4	Cdc42 effector protein 4	7.05002e+06
Q9H3S7	PTN23_HUMAN	PTPN23	Tyrosine-protein phosphatase non-receptor type 23	1.27544e+07
Q9H3U1	UN45A_HUMAN	UNC45A	Protein unc-45 homolog A	1.74251e+07
Q9H3Z4	DNJC5_HUMAN	DNAJC5	DnaJ homolog subfamily C member 5	5.2963e+06
Q9H425	CA198_HUMAN	C1orf198	Uncharacterized protein C1orf198	4.57641e+06
Q9H444	CHM4B_HUMAN	CHMP4B	Charged multivesicular body protein 4b	4.78062e+07
Q9H477	RBSK_HUMAN	RBKS	Ribokinase	6.64543e+06
Q9H479	FN3K_HUMAN	FN3K	Fructosamine-3-kinase	1.43582e+07
Q9H488	OFUT1_HUMAN	POFUT1	GDP-fucose protein O-fucosyltransferase 1	2.33457e+07
Q9H492	MLP3A_HUMAN	MAP1LC3A	Microtubule-associated proteins 1A/1B light chain 3A	8.35334e+06
Q9H4A3	WNK1_HUMAN	WNK1	Serine/threonine-protein kinase WNK1	1.52831e+07
Q9H4A4	AMPB_HUMAN	RNPEP	Aminopeptidase B	5.76118e+07
Q9H4A5	GLP3L_HUMAN	GOLPH3L	Golgi phosphoprotein 3-like	5.77308e+06
Q9H4A6	GOLP3_HUMAN	GOLPH3	Golgi phosphoprotein 3	1.71892e+07
Q9H4E7	DEFI6_HUMAN	DEF6	Differentially expressed in FDCP 6 homolog	2.75402e+06
Q9H4G0	E41L1_HUMAN	EPB41L1	Band 4.1-like protein 1	1.01632e+08
Q9H4G4	GAPR1_HUMAN	GLIPR2	Golgi-associated plant pathogenesis-related protein 1	2.03533e+07
Q9H4I3	TRABD_HUMAN	TRABD	TraB domain-containing protein	9.20233e+06
Q9H4M9	EHD1_HUMAN	EHD1	EH domain-containing protein 1	1.38821e+07
Q9H4Z3	CAPAM_HUMAN	PCIF1	mRNA (2'-O-methyladenosine-N(6)-)-methyltransferase	1.05785e+07
Q9H553	ALG2_HUMAN	ALG2	Alpha-1,3/1,6-mannosyltransferase ALG2	1.92445e+07
Q9H583	HEAT1_HUMAN	HEATR1	HEAT repeat-containing protein 1	4.41794e+06
Q9H5N1	RABE2_HUMAN	RABEP2	Rab GTPase-binding effector protein 2	4.42748e+06
Q9H5X1	CIA2A_HUMAN	CIAO2A	Cytosolic iron-sulfur assembly component 2A	5.23235e+06
Q9H6F5	CCD86_HUMAN	CCDC86	Coiled-coil domain-containing protein 86	1.01669e+07
Q9H6R3	ACSS3_HUMAN	ACSS3	Acyl-CoA synthetase short-chain family member 3, mitochondrial	7.90959e+06
Q9H6R4	NOL6_HUMAN	NOL6	Nucleolar protein 6	3.00299e+06
Q9H6S0	YTDC2_HUMAN	YTHDC2	3'-5' RNA helicase YTHDC2	3.82948e+06
Q9H6S3	ES8L2_HUMAN	EPS8L2	Epidermal growth factor receptor kinase substrate 8-like protein 2	6.85796e+06
Q9H6T0	ESRP2_HUMAN	ESRP2	Epithelial splicing regulatory protein 2	1.90612e+06
Q9H6U8	ALG9_HUMAN	ALG9	Alpha-1,2-mannosyltransferase ALG9	1.33392e+07
Q9H6W3	RIOX1_HUMAN	RIOX1	Ribosomal oxygenase 1	3.64945e+06
Q9H6Z4	RANB3_HUMAN	RANBP3	Ran-binding protein 3	1.55693e+07
Q9H773	DCTP1_HUMAN	DCTPP1	dCTP pyrophosphatase 1	6.08539e+06
Q9H7B2	RPF2_HUMAN	RPF2	Ribosome production factor 2 homolog	9.25886e+06
Q9H7C9	AAMDC_HUMAN	AAMDC	Mth938 domain-containing protein	1.51218e+07
Q9H7E9	CH033_HUMAN	C8orf33	UPF0488 protein C8orf33	2.24074e+06
Q9H7H0	MET17_HUMAN	METTL17	Methyltransferase-like protein 17, mitochondrial	1.30451e+07
Q9H7Z7	PGES2_HUMAN	PTGES2	Prostaglandin E synthase 2	1.26392e+07
Q9H814	PHAX_HUMAN	PHAX	Phosphorylated adapter RNA export protein	1.60132e+06
Q9H832	UBE2Z_HUMAN	UBE2Z	Ubiquitin-conjugating enzyme E2 Z	1.30547e+07
Q9H845	ACAD9_HUMAN	ACAD9	Complex I assembly factor ACAD9, mitochondrial	2.34177e+07
Q9H857	NT5D2_HUMAN	NT5DC2	5'-nucleotidase domain-containing protein 2	461603
Q9H871	RMD5A_HUMAN	RMND5A	E3 ubiquitin-protein transferase RMND5A	1.68752e+06
Q9H8H3	TMT1A_HUMAN	TMT1A	N6-adenosine-methyltransferase TMT1A	1.10689e+08
Q9H8M1	CQ10B_HUMAN	COQ10B	Coenzyme Q-binding protein COQ10 homolog B, mitochondrial	5.41323e+06
Q9H8Y5	ANKZ1_HUMAN	ANKZF1	tRNA endonuclease ANKZF1	1.82239e+06
Q9H8Y8	GORS2_HUMAN	GORASP2	Golgi reassembly-stacking protein 2	2.62181e+07
Q9H910	JUPI2_HUMAN	JPT2	Jupiter microtubule associated homolog 2	1.66698e+07
Q9H936	GHC1_HUMAN	SLC25A22	Mitochondrial glutamate carrier 1	4.92991e+07
Q9H974	QTRT2_HUMAN	QTRT2	Queuine tRNA-ribosyltransferase accessory subunit 2	4.75518e+06
Q9H977	WDR54_HUMAN	WDR54	WD repeat-containing protein 54	1.39309e+06
Q9H9A6	LRC40_HUMAN	LRRC40	Leucine-rich repeat-containing protein 40	5.01449e+06
Q9H9B4	SFXN1_HUMAN	SFXN1	Sideroflexin-1	3.07927e+07
Q9H9C1	SPE39_HUMAN	VIPAS39	Spermatogenesis-defective protein 39 homolog	1.83701e+06
Q9H9E3	COG4_HUMAN	COG4	Conserved oligomeric Golgi complex subunit 4	1.82766e+07
Q9H9G7	AGO3_HUMAN	AGO3	Protein argonaute-3	7.93309e+06
Q9H9J2	RM44_HUMAN	MRPL44	Large ribosomal subunit protein mL44	2.09788e+06
Q9H9P8	L2HDH_HUMAN	L2HGDH	L-2-hydroxyglutarate dehydrogenase, mitochondrial	7.89224e+06
Q9H9Q2	CSN7B_HUMAN	COPS7B	COP9 signalosome complex subunit 7b	7.02532e+06
Q9H9S4	CB39L_HUMAN	CAB39L	Calcium-binding protein 39-like	4.11723e+06
Q9H9T3	ELP3_HUMAN	ELP3	Elongator complex protein 3	9.41546e+06
Q9HA64	KT3K_HUMAN	FN3KRP	Ketosamine-3-kinase	1.8739e+07
Q9HA65	TBC17_HUMAN	TBC1D17	TBC1 domain family member 17	1.67932e+07
Q9HA77	SYCM_HUMAN	CARS2	Probable cysteine--tRNA ligase, mitochondrial	9.81706e+06
Q9HAB8	PPCS_HUMAN	PPCS	Phosphopantothenate--cysteine ligase	1.79959e+07
Q9HAN9	NMNA1_HUMAN	NMNAT1	Nicotinamide/nicotinic acid mononucleotide adenylyltransferase 1	1.02137e+07
Q9HAS0	NJMU_HUMAN	C17orf75	Protein Njmu-R1	3.71349e+06
Q9HAT2	SIAE_HUMAN	SIAE	Sialate O-acetylesterase	9.92716e+06
Q9HAU0	PKHA5_HUMAN	PLEKHA5	Pleckstrin homology domain-containing family A member 5	2.39956e+06
Q9HAU5	RENT2_HUMAN	UPF2	Regulator of nonsense transcripts 2	7.42559e+06
Q9HAV0	GBB4_HUMAN	GNB4	Guanine nucleotide-binding protein subunit beta-4	1.10857e+08
Q9HAV4	XPO5_HUMAN	XPO5	Exportin-5	5.19161e+06
Q9HAV7	GRPE1_HUMAN	GRPEL1	GrpE protein homolog 1, mitochondrial	1.72152e+07
Q9HB07	MYG1_HUMAN	MYG1	MYG1 exonuclease	1.61072e+07
Q9HB40	RISC_HUMAN	SCPEP1	Retinoid-inducible serine carboxypeptidase	1.2154e+07
Q9HB71	CYBP_HUMAN	CACYBP	Calcyclin-binding protein	1.43144e+07
Q9HB90;Q9NQL2	RRAGC_HUMAN;RRAGD_HUMAN	RRAGC;RRAGD	Ras-related GTP-binding protein C	8.90972e+06
Q9HBH1	DEFM_HUMAN	PDF	Peptide deformylase, mitochondrial	1.6877e+06
Q9HBH5	RDH14_HUMAN	RDH14	Retinol dehydrogenase 14	1.24227e+07
Q9HBL0	TENS1_HUMAN	TNS1	Tensin-1	6.77627e+07
Q9HBL7	PLRKT_HUMAN	PLGRKT	Plasminogen receptor (KT)	1.70984e+07
Q9HBL8	NMRL1_HUMAN	NMRAL1	NmrA-like family domain-containing protein 1	1.85923e+06
Q9HBM6	TAF9B_HUMAN	TAF9B	Transcription initiation factor TFIID subunit 9B	342270
Q9HC35	EMAL4_HUMAN	EML4	Echinoderm microtubule-associated protein-like 4	6.53755e+07
Q9HC36	MRM3_HUMAN	MRM3	rRNA methyltransferase 3, mitochondrial	9.14939e+06
Q9HC38	GLOD4_HUMAN	GLOD4	Glyoxalase domain-containing protein 4	7.40203e+07
Q9HC78	ZBT20_HUMAN	ZBTB20	Zinc finger and BTB domain-containing protein 20	3.19848e+06
Q9HC84	MUC5B_HUMAN	MUC5B	Mucin-5B	2.99563e+06
Q9HCB6	SPON1_HUMAN	SPON1	Spondin-1	6.67832e+06
Q9HCC0	MCCB_HUMAN	MCCC2	Methylcrotonoyl-CoA carboxylase beta chain, mitochondrial	6.60718e+07
Q9HCD5	NCOA5_HUMAN	NCOA5	Nuclear receptor coactivator 5	1.07298e+07
Q9HCE1	MOV10_HUMAN	MOV10	Helicase MOV-10	1.05566e+07
Q9HCE6	ARGAL_HUMAN	ARHGEF10L	Rho guanine nucleotide exchange factor 10-like protein	4.53776e+06
Q9HCE7	SMUF1_HUMAN	SMURF1	E3 ubiquitin-protein ligase SMURF1	9.57961e+06
Q9HCN8	SDF2L_HUMAN	SDF2L1	Stromal cell-derived factor 2-like protein 1	4.93536e+07
Q9HCS7	SYF1_HUMAN	XAB2	Pre-mRNA-splicing factor SYF1	2.98478e+06
Q9HCU0	CD248_HUMAN	CD248	Endosialin	2.91961e+06
Q9HCU5	PREB_HUMAN	PREB	Prolactin regulatory element-binding protein	2.24525e+08
Q9HD15	SRA1_HUMAN	SRA1	Steroid receptor RNA activator 1	5.65831e+06
Q9HD20	AT131_HUMAN	ATP13A1	Endoplasmic reticulum transmembrane helix translocase	1.37442e+07
Q9HD26	GOPC_HUMAN	GOPC	Golgi-associated PDZ and coiled-coil motif-containing protein	7.20809e+06
Q9HD33	RM47_HUMAN	MRPL47	Large ribosomal subunit protein uL29m	6.0595e+06
Q9HD34	LYRM4_HUMAN	LYRM4	LYR motif-containing protein 4	4.98682e+06
Q9HD40	SPCS_HUMAN	SEPSECS	O-phosphoseryl-tRNA(Sec) selenium transferase	1.22429e+07
Q9HD42	CHM1A_HUMAN	CHMP1A	Charged multivesicular body protein 1a	1.66277e+07
Q9HD45	TM9S3_HUMAN	TM9SF3	Transmembrane 9 superfamily member 3	8.68478e+06
Q9HDC9	APMAP_HUMAN	APMAP	Adipocyte plasma membrane-associated protein	3.59522e+07
Q9NNW7	TRXR2_HUMAN	TXNRD2	Thioredoxin reductase 2, mitochondrial	1.2673e+07
Q9NP61	ARFG3_HUMAN	ARFGAP3	ADP-ribosylation factor GTPase-activating protein 3	8.92037e+07
Q9NP72	RAB18_HUMAN	RAB18	Ras-related protein Rab-18	2.23259e+07
Q9NP73	ALG13_HUMAN	ALG13	Putative bifunctional UDP-N-acetylglucosamine transferase and deubiquitinase ALG13	5.77702e+06
Q9NP79	VTA1_HUMAN	VTA1	Vacuolar protein sorting-associated protein VTA1 homolog	1.11121e+07
Q9NP80	PLPL8_HUMAN	PNPLA8	Calcium-independent phospholipase A2-gamma	4.18902e+06
Q9NP81	SYSM_HUMAN	SARS2	Serine--tRNA ligase, mitochondrial	2.1768e+07
Q9NP97	DLRB1_HUMAN	DYNLRB1	Dynein light chain roadblock-type 1	1.92128e+07
Q9NPA0	EMC7_HUMAN	EMC7	ER membrane protein complex subunit 7	1.11924e+07
Q9NPA8	ENY2_HUMAN	ENY2	Transcription and mRNA export factor ENY2	4.39153e+06
Q9NPD3	EXOS4_HUMAN	EXOSC4	Exosome complex component RRP41	6.43031e+06
Q9NPE3	NOP10_HUMAN	NOP10	H/ACA ribonucleoprotein complex subunit 3	8.90117e+06
Q9NPF4	OSGEP_HUMAN	OSGEP	tRNA N6-adenosine threonylcarbamoyltransferase	1.25519e+07
Q9NPH2	INO1_HUMAN	ISYNA1	Inositol-3-phosphate synthase 1	2.59636e+07
Q9NPJ3	ACO13_HUMAN	ACOT13	Acyl-coenzyme A thioesterase 13	3.59609e+07
Q9NPQ8	RIC8A_HUMAN	RIC8A	Synembryn-A	9.12414e+06
Q9NQ29	LUC7L_HUMAN	LUC7L	Putative RNA-binding protein Luc7-like 1	1.0995e+07
Q9NQ48	LZTL1_HUMAN	LZTFL1	Leucine zipper transcription factor-like protein 1	8.68834e+06
Q9NQ55	SSF1_HUMAN	PPAN	Suppressor of SWI4 1 homolog	3.56854e+06
Q9NQ66	PLCB1_HUMAN	PLCB1	1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase beta-1	5.16948e+06
Q9NQ88	TIGAR_HUMAN	TIGAR	Fructose-2,6-bisphosphatase TIGAR	5.2995e+06
Q9NQ94	A1CF_HUMAN	A1CF	APOBEC1 complementation factor	2.82036e+07
Q9NQC3	RTN4_HUMAN	RTN4	Reticulon-4	6.04939e+07
Q9NQC7	CYLD_HUMAN	CYLD	Ubiquitin carboxyl-terminal hydrolase CYLD	1.89157e+06
Q9NQE9	HINT3_HUMAN	HINT3	Adenosine 5'-monophosphoramidase HINT3	4.12875e+06
Q9NQG5	RPR1B_HUMAN	RPRD1B	Regulation of nuclear pre-mRNA domain-containing protein 1B	4.29663e+07
Q9NQH7	XPP3_HUMAN	XPNPEP3	Xaa-Pro aminopeptidase 3	5.32538e+06
Q9NQP4	PFD4_HUMAN	PFDN4	Prefoldin subunit 4	1.05436e+07
Q9NQQ7	S35C2_HUMAN	SLC35C2	Solute carrier family 35 member C2	1.66676e+06
Q9NQR4	NIT2_HUMAN	NIT2	Omega-amidase NIT2	3.02987e+07
Q9NQT4	EXOS5_HUMAN	EXOSC5	Exosome complex component RRP46	1.38038e+06
Q9NQT8	KI13B_HUMAN	KIF13B	Kinesin-like protein KIF13B	3.26442e+07
Q9NQW7	XPP1_HUMAN	XPNPEP1	Xaa-Pro aminopeptidase 1	8.05567e+07
Q9NQX3	GEPH_HUMAN	GPHN	Gephyrin	1.69172e+07
Q9NQX4	MYO5C_HUMAN	MYO5C	Unconventional myosin-Vc	9.5874e+06
Q9NQZ2	SAS10_HUMAN	UTP3	Something about silencing protein 10	3.86531e+06
Q9NR09	BIRC6_HUMAN	BIRC6	Baculoviral IAP repeat-containing protein 6	1.11689e+07
Q9NR12	PDLI7_HUMAN	PDLIM7	PDZ and LIM domain protein 7	7.62518e+07
Q9NR19	ACSA_HUMAN	ACSS2	Acetyl-coenzyme A synthetase, cytoplasmic	9.65224e+06
Q9NR28	DBLOH_HUMAN	DIABLO	Diablo IAP-binding mitochondrial protein	3.10514e+07
Q9NR30	DDX21_HUMAN	DDX21	Nucleolar RNA helicase 2	1.42611e+07
Q9NR31	SAR1A_HUMAN	SAR1A	GTP-binding protein SAR1a	6.70772e+07
Q9NR45	SIAS_HUMAN	NANS	Sialic acid synthase	1.54388e+08
Q9NR46	SHLB2_HUMAN	SH3GLB2	Endophilin-B2	1.34205e+07
Q9NR50	EI2BG_HUMAN	EIF2B3	Translation initiation factor eIF-2B subunit gamma	1.60089e+07
Q9NR99	MXRA5_HUMAN	MXRA5	Matrix-remodeling-associated protein 5	2.35829e+06
Q9NRD5	PICK1_HUMAN	PICK1	PRKCA-binding protein	8.60034e+06
Q9NRF8	PYRG2_HUMAN	CTPS2	CTP synthase 2	2.94996e+07
Q9NRG0	CHRC1_HUMAN	CHRAC1	Chromatin accessibility complex protein 1	3.00122e+06
Q9NRG9	AAAS_HUMAN	AAAS	Aladin	2.32839e+06
Q9NRK6	ABCBA_HUMAN	ABCB10	ATP-binding cassette sub-family B member 10, mitochondrial	1.95363e+06
