Protein.Group	Protein.Names	Genes	First.Protein.Description	E:\RA\work\7_1_task\TCPA\E20200928yuanch_Connie_TCPA_60minDIA_b1-10.mzML
Q9HB71	CYBP_HUMAN	CACYBP	Calcyclin-binding protein	3.78578e+07
Q9HB90;Q9NQL2	RRAGC_HUMAN;RRAGD_HUMAN	RRAGC;RRAGD	Ras-related GTP-binding protein C	8.58892e+06
Q9HBH5	RDH14_HUMAN	RDH14	Retinol dehydrogenase 14	1.31238e+07
Q9HBL0	TENS1_HUMAN	TNS1	Tensin-1	6.89883e+07
Q9HBL7	PLRKT_HUMAN	PLGRKT	Plasminogen receptor (KT)	2.11973e+07
Q9HBL8	NMRL1_HUMAN	NMRAL1	NmrA-like family domain-containing protein 1	3.6558e+06
Q9HC35	EMAL4_HUMAN	EML4	Echinoderm microtubule-associated protein-like 4	5.03484e+07
Q9HC38	GLOD4_HUMAN	GLOD4	Glyoxalase domain-containing protein 4	3.51564e+07
Q9HC78	ZBT20_HUMAN	ZBTB20	Zinc finger and BTB domain-containing protein 20	954871
Q9HC84	MUC5B_HUMAN	MUC5B	Mucin-5B	7.03784e+07
Q9HCB6	SPON1_HUMAN	SPON1	Spondin-1	1.00205e+07
Q9HCC0	MCCB_HUMAN	MCCC2	Methylcrotonoyl-CoA carboxylase beta chain, mitochondrial	5.19326e+07
Q9HCD5	NCOA5_HUMAN	NCOA5	Nuclear receptor coactivator 5	1.15968e+07
Q9HCE1	MOV10_HUMAN	MOV10	Helicase MOV-10	1.05518e+07
Q9HCG8	CWC22_HUMAN	CWC22	Pre-mRNA-splicing factor CWC22 homolog	2.02097e+06
Q9HCN8	SDF2L_HUMAN	SDF2L1	Stromal cell-derived factor 2-like protein 1	1.26266e+07
Q9HCS7	SYF1_HUMAN	XAB2	Pre-mRNA-splicing factor SYF1	6.77102e+06
Q9HCU0	CD248_HUMAN	CD248	Endosialin	2.77632e+06
Q9HCU5	PREB_HUMAN	PREB	Prolactin regulatory element-binding protein	2.46651e+07
Q9HCY8	S10AE_HUMAN	S100A14	Protein S100-A14	2.29935e+07
Q9HD15	SRA1_HUMAN	SRA1	Steroid receptor RNA activator 1	9.47691e+06
Q9HD20	AT131_HUMAN	ATP13A1	Endoplasmic reticulum transmembrane helix translocase	1.59171e+07
Q9HD26	GOPC_HUMAN	GOPC	Golgi-associated PDZ and coiled-coil motif-containing protein	7.93347e+06
Q9HD33	RM47_HUMAN	MRPL47	Large ribosomal subunit protein uL29m	1.07404e+07
Q9HD42	CHM1A_HUMAN	CHMP1A	Charged multivesicular body protein 1a	3.57436e+07
Q9HD45	TM9S3_HUMAN	TM9SF3	Transmembrane 9 superfamily member 3	8.64985e+06
Q9HD89	RETN_HUMAN	RETN	Resistin	4.76245e+06
Q9HDC9	APMAP_HUMAN	APMAP	Adipocyte plasma membrane-associated protein	6.40355e+07
Q9NNW5	WDR6_HUMAN	WDR6	tRNA (34-2'-O)-methyltransferase regulator WDR6	2.10354e+06
Q9NNW7	TRXR2_HUMAN	TXNRD2	Thioredoxin reductase 2, mitochondrial	6.54526e+06
Q9NP61	ARFG3_HUMAN	ARFGAP3	ADP-ribosylation factor GTPase-activating protein 3	1.2155e+07
Q9NP66	HM20A_HUMAN	HMG20A	High mobility group protein 20A	2.67583e+06
Q9NP72	RAB18_HUMAN	RAB18	Ras-related protein Rab-18	1.49344e+07
Q9NP77	SSU72_HUMAN	SSU72	RNA polymerase II subunit A C-terminal domain phosphatase SSU72	7.56908e+06
Q9NP79	VTA1_HUMAN	VTA1	Vacuolar protein sorting-associated protein VTA1 homolog	1.56585e+07
Q9NP81	SYSM_HUMAN	SARS2	Serine--tRNA ligase, mitochondrial	1.62484e+07
Q9NP97	DLRB1_HUMAN	DYNLRB1	Dynein light chain roadblock-type 1	4.97808e+07
Q9NPA0	EMC7_HUMAN	EMC7	ER membrane protein complex subunit 7	1.1883e+07
Q9NPA8	ENY2_HUMAN	ENY2	Transcription and mRNA export factor ENY2	5.88222e+06
Q9NPD3	EXOS4_HUMAN	EXOSC4	Exosome complex component RRP41	3.65139e+06
Q9NPE3	NOP10_HUMAN	NOP10	H/ACA ribonucleoprotein complex subunit 3	9.62975e+06
Q9NPF4	OSGEP_HUMAN	OSGEP	tRNA N6-adenosine threonylcarbamoyltransferase	2.68448e+07
Q9NPH0	PPA6_HUMAN	ACP6	Lysophosphatidic acid phosphatase type 6	9.02272e+06
Q9NPH2	INO1_HUMAN	ISYNA1	Inositol-3-phosphate synthase 1	9.31889e+06
Q9NPH3	IL1AP_HUMAN	IL1RAP	Interleukin-1 receptor accessory protein	7.498e+07
Q9NPI6	DCP1A_HUMAN	DCP1A	mRNA-decapping enzyme 1A	2.37884e+06
Q9NPJ3	ACO13_HUMAN	ACOT13	Acyl-coenzyme A thioesterase 13	3.33063e+07
Q9NPQ8	RIC8A_HUMAN	RIC8A	Synembryn-A	9.01999e+06
Q9NPR2	SEM4B_HUMAN	SEMA4B	Semaphorin-4B	1.06934e+07
Q9NQ29	LUC7L_HUMAN	LUC7L	Putative RNA-binding protein Luc7-like 1	5.94691e+06
Q9NQ48	LZTL1_HUMAN	LZTFL1	Leucine zipper transcription factor-like protein 1	8.9415e+06
Q9NQ55	SSF1_HUMAN	PPAN	Suppressor of SWI4 1 homolog	5.76214e+06
Q9NQ88	TIGAR_HUMAN	TIGAR	Fructose-2,6-bisphosphatase TIGAR	1.11063e+07
Q9NQC3	RTN4_HUMAN	RTN4	Reticulon-4	2.0214e+08
Q9NQE9	HINT3_HUMAN	HINT3	Adenosine 5'-monophosphoramidase HINT3	4.83373e+06
Q9NQG5	RPR1B_HUMAN	RPRD1B	Regulation of nuclear pre-mRNA domain-containing protein 1B	3.3867e+07
Q9NQH7	XPP3_HUMAN	XPNPEP3	Xaa-Pro aminopeptidase 3	1.1857e+07
Q9NQP4	PFD4_HUMAN	PFDN4	Prefoldin subunit 4	1.80333e+07
Q9NQR4	NIT2_HUMAN	NIT2	Omega-amidase NIT2	3.9955e+07
Q9NQT4	EXOS5_HUMAN	EXOSC5	Exosome complex component RRP46	2.54018e+06
Q9NQT8	KI13B_HUMAN	KIF13B	Kinesin-like protein KIF13B	2.70142e+07
Q9NQW7	XPP1_HUMAN	XPNPEP1	Xaa-Pro aminopeptidase 1	2.61119e+07
Q9NQX3	GEPH_HUMAN	GPHN	Gephyrin	1.29269e+07
Q9NQX4	MYO5C_HUMAN	MYO5C	Unconventional myosin-Vc	1.36908e+07
Q9NQZ2	SAS10_HUMAN	UTP3	Something about silencing protein 10	5.08787e+06
Q9NR09	BIRC6_HUMAN	BIRC6	Baculoviral IAP repeat-containing protein 6	4.16203e+06
Q9NR12	PDLI7_HUMAN	PDLIM7	PDZ and LIM domain protein 7	7.87187e+07
Q9NR19	ACSA_HUMAN	ACSS2	Acetyl-coenzyme A synthetase, cytoplasmic	1.09201e+07
Q9NR28	DBLOH_HUMAN	DIABLO	Diablo IAP-binding mitochondrial protein	2.32325e+07
Q9NR30	DDX21_HUMAN	DDX21	Nucleolar RNA helicase 2	2.18067e+07
Q9NR31	SAR1A_HUMAN	SAR1A	GTP-binding protein SAR1a	1.24107e+08
Q9NR45	SIAS_HUMAN	NANS	Sialic acid synthase	1.12712e+08
Q9NR46	SHLB2_HUMAN	SH3GLB2	Endophilin-B2	7.0076e+06
Q9NR50	EI2BG_HUMAN	EIF2B3	Translation initiation factor eIF-2B subunit gamma	1.33075e+07
Q9NR56	MBNL1_HUMAN	MBNL1	Muscleblind-like protein 1	1.74772e+07
Q9NR99	MXRA5_HUMAN	MXRA5	Matrix-remodeling-associated protein 5	1.63431e+07
Q9NRD8	DUOX2_HUMAN	DUOX2	Dual oxidase 2	1.77676e+07
Q9NRF8	PYRG2_HUMAN	CTPS2	CTP synthase 2	7.2863e+06
Q9NRG0	CHRC1_HUMAN	CHRAC1	Chromatin accessibility complex protein 1	5.96178e+06
Q9NRG9	AAAS_HUMAN	AAAS	Aladin	3.47532e+07
Q9NRK6	ABCBA_HUMAN	ABCB10	ATP-binding cassette sub-family B member 10, mitochondrial	1.84214e+06
Q9NRL3	STRN4_HUMAN	STRN4	Striatin-4	6.55153e+06
Q9NRN5	OLFL3_HUMAN	OLFML3	Olfactomedin-like protein 3	1.47908e+07
Q9NRN7	ADPPT_HUMAN	AASDHPPT	L-aminoadipate-semialdehyde dehydrogenase-phosphopantetheinyl transferase	1.13502e+07
Q9NRR5	UBQL4_HUMAN	UBQLN4	Ubiquilin-4	1.02982e+07
Q9NRS6	SNX15_HUMAN	SNX15	Sorting nexin-15	3.09777e+06
Q9NRV9	HEBP1_HUMAN	HEBP1	Heme-binding protein 1	4.58693e+07
Q9NRW3	ABC3C_HUMAN	APOBEC3C	DNA dC->dU-editing enzyme APOBEC-3C	5.16832e+06
Q9NRW7	VPS45_HUMAN	VPS45	Vacuolar protein sorting-associated protein 45	1.86928e+07
Q9NRX1	PNO1_HUMAN	PNO1	RNA-binding protein PNO1	8.32597e+06
Q9NRX2	RM17_HUMAN	MRPL17	Large ribosomal subunit protein bL17m	1.18283e+07
Q9NRX4	PHP14_HUMAN	PHPT1	14 kDa phosphohistidine phosphatase	2.17052e+07
Q9NRY4	RHG35_HUMAN	ARHGAP35	Rho GTPase-activating protein 35	8.43562e+07
Q9NRY5	F1142_HUMAN	FAM114A2	Protein FAM114A2	5.43327e+06
Q9NRZ7	PLCC_HUMAN	AGPAT3	1-acyl-sn-glycerol-3-phosphate acyltransferase gamma	3.38958e+06
Q9NS69	TOM22_HUMAN	TOMM22	Mitochondrial import receptor subunit TOM22 homolog	9.41961e+06
Q9NS86	LANC2_HUMAN	LANCL2	LanC-like protein 2	3.60389e+06
Q9NSA3	CNBP1_HUMAN	CTNNBIP1	Beta-catenin-interacting protein 1	3.19948e+06
Q9NSB2	KRT84_HUMAN	KRT84	Keratin, type II cuticular Hb4	1.50089e+07
Q9NSC7	SIA7A_HUMAN	ST6GALNAC1	Alpha-N-acetylgalactosaminide alpha-2,6-sialyltransferase 1	2.88455e+06
Q9NSD9	SYFB_HUMAN	FARSB	Phenylalanine--tRNA ligase beta subunit	3.46602e+07
Q9NSE4	SYIM_HUMAN	IARS2	Isoleucine--tRNA ligase, mitochondrial	4.04154e+07
Q9NSK0	KLC4_HUMAN	KLC4	Kinesin light chain 4	2.1079e+07
Q9NSY0	NRBP2_HUMAN	NRBP2	Nuclear receptor-binding protein 2	1.42067e+06
Q9NT62	ATG3_HUMAN	ATG3	Ubiquitin-like-conjugating enzyme ATG3	1.88878e+07
Q9NTI5	PDS5B_HUMAN	PDS5B	Sister chromatid cohesion protein PDS5 homolog B	4.92285e+07
Q9NTJ3	SMC4_HUMAN	SMC4	Structural maintenance of chromosomes protein 4	3.07627e+06
Q9NTJ4	MA2C1_HUMAN	MAN2C1	Alpha-mannosidase 2C1	2.24122e+06
Q9NTJ5	SAC1_HUMAN	SACM1L	Phosphatidylinositol-3-phosphatase SAC1	2.0809e+07
Q9NTK5	OLA1_HUMAN	OLA1	Obg-like ATPase 1	3.60391e+07
Q9NTM9	CUTC_HUMAN	CUTC	Copper homeostasis protein cutC homolog	1.98919e+06
Q9NTX5	ECHD1_HUMAN	ECHDC1	Ethylmalonyl-CoA decarboxylase	2.68156e+07
Q9NTZ6	RBM12_HUMAN	RBM12	RNA-binding protein 12	2.56626e+07
Q9NU22	MDN1_HUMAN	MDN1	Midasin	2.96984e+06
Q9NU23	LYRM2_HUMAN	LYRM2	LYR motif-containing protein 2	976292
Q9NUB1	ACS2L_HUMAN	ACSS1	Acetyl-coenzyme A synthetase 2-like, mitochondrial	4.31092e+07
Q9NUI1	DECR2_HUMAN	DECR2	Peroxisomal 2,4-dienoyl-CoA reductase [(3E)-enoyl-CoA-producing]	1.25265e+07
Q9NUJ1	ABHDA_HUMAN	ABHD10	Palmitoyl-protein thioesterase ABHD10, mitochondrial	9.27385e+06
Q9NUL3	STAU2_HUMAN	STAU2	Double-stranded RNA-binding protein Staufen homolog 2	5.39602e+06
Q9NUM3	S39A9_HUMAN	SLC39A9	Zinc transporter ZIP9	1.77119e+06
Q9NUP1	BL1S4_HUMAN	BLOC1S4	Biogenesis of lysosome-related organelles complex 1 subunit 4	3.39595e+06
Q9NUP9	LIN7C_HUMAN	LIN7C	Protein lin-7 homolog C	2.43272e+07
Q9NUQ2	PLCE_HUMAN	AGPAT5	1-acyl-sn-glycerol-3-phosphate acyltransferase epsilon	1.35732e+07
Q9NUQ6	SPS2L_HUMAN	SPATS2L	SPATS2-like protein	2.28987e+07
Q9NUQ7	UFSP2_HUMAN	UFSP2	Ufm1-specific protease 2	1.5496e+06
Q9NUQ8	ABCF3_HUMAN	ABCF3	ATP-binding cassette sub-family F member 3	8.59928e+06
Q9NUQ9	CYRIB_HUMAN	CYRIB	CYFIP-related Rac1 interactor B	2.62054e+07
Q9NUU7	DD19A_HUMAN	DDX19A	ATP-dependent RNA helicase DDX19A	2.72795e+07
Q9NUV9	GIMA4_HUMAN	GIMAP4	GTPase IMAP family member 4	2.47225e+07
Q9NV31	IMP3_HUMAN	IMP3	U3 small nucleolar ribonucleoprotein protein IMP3	1.17886e+07
Q9NV70	EXOC1_HUMAN	EXOC1	Exocyst complex component 1	1.30636e+07
Q9NV96	CC50A_HUMAN	TMEM30A	Cell cycle control protein 50A	6.33915e+06
Q9NVA1	UQCC1_HUMAN	UQCC1	Ubiquinol-cytochrome-c reductase complex assembly factor 1	924185
Q9NVA2	SEP11_HUMAN	SEPTIN11	Septin-11	1.45071e+08
Q9NVD7	PARVA_HUMAN	PARVA	Alpha-parvin	2.2757e+07
Q9NVE7	PANK4_HUMAN	PANK4	4'-phosphopantetheine phosphatase	5.59373e+06
Q9NVG8	TBC13_HUMAN	TBC1D13	TBC1 domain family member 13	1.15755e+07
Q9NVH0	EXD2_HUMAN	EXD2	Exonuclease 3'-5' domain-containing protein 2	4.56761e+06
Q9NVH1	DJC11_HUMAN	DNAJC11	DnaJ homolog subfamily C member 11	8.24723e+06
Q9NVH6	TMLH_HUMAN	TMLHE	Trimethyllysine dioxygenase, mitochondrial	8.06458e+06
Q9NVI7	ATD3A_HUMAN	ATAD3A	ATPase family AAA domain-containing protein 3A	2.30982e+08
Q9NVJ2	ARL8B_HUMAN	ARL8B	ADP-ribosylation factor-like protein 8B	3.3214e+07
Q9NVM6	DJC17_HUMAN	DNAJC17	DnaJ homolog subfamily C member 17	8.40182e+06
Q9NVM9	INT13_HUMAN	INTS13	Integrator complex subunit 13	7.94647e+06
Q9NVP1	DDX18_HUMAN	DDX18	ATP-dependent RNA helicase DDX18	2.24374e+07
Q9NVS9	PNPO_HUMAN	PNPO	Pyridoxine-5'-phosphate oxidase	3.07572e+07
Q9NVV4	PAPD1_HUMAN	MTPAP	Poly(A) RNA polymerase, mitochondrial	1.45815e+06
Q9NVX2	NLE1_HUMAN	NLE1	Notchless protein homolog 1	5.44757e+07
Q9NVZ3	NECP2_HUMAN	NECAP2	Adaptin ear-binding coat-associated protein 2	2.0407e+07
Q9NW13	RBM28_HUMAN	RBM28	RNA-binding protein 28	2.62164e+06
Q9NW64	RBM22_HUMAN	RBM22	Pre-mRNA-splicing factor RBM22	1.2457e+07
Q9NW68	BSDC1_HUMAN	BSDC1	BSD domain-containing protein 1	4.91682e+06
Q9NW82	WDR70_HUMAN	WDR70	WD repeat-containing protein 70	9.16076e+06
Q9NWB6	ARGL1_HUMAN	ARGLU1	Arginine and glutamate-rich protein 1	2.40114e+07
Q9NWH9	SLTM_HUMAN	SLTM	SAFB-like transcription modulator	3.72331e+07
Q9NWQ8	PHAG1_HUMAN	PAG1	Phosphoprotein associated with glycosphingolipid-enriched microdomains 1	1.25818e+06
Q9NWS0	PIHD1_HUMAN	PIH1D1	PIH1 domain-containing protein 1	8.27491e+06
Q9NWS8	RMND1_HUMAN	RMND1	Required for meiotic nuclear division protein 1 homolog	6.08066e+06
Q9NWT6	HIF1N_HUMAN	HIF1AN	Hypoxia-inducible factor 1-alpha inhibitor	1.20211e+06
Q9NWU1	OXSM_HUMAN	OXSM	3-oxoacyl-[acyl-carrier-protein] synthase, mitochondrial	3.64553e+06
Q9NWU2	GID8_HUMAN	GID8	Glucose-induced degradation protein 8 homolog	6.01128e+06
Q9NWU5	RM22_HUMAN	MRPL22	Large ribosomal subunit protein uL22m	2.1116e+07
Q9NWV4	CZIB_HUMAN	CZIB	CXXC motif containing zinc binding protein	1.13748e+07
Q9NWV8	BABA1_HUMAN	BABAM1	BRISC and BRCA1-A complex member 1	8.96481e+06
Q9NWW5	CLN6_HUMAN	CLN6	Ceroid-lipofuscinosis neuronal protein 6	5.58958e+06
Q9NWZ3	IRAK4_HUMAN	IRAK4	Interleukin-1 receptor-associated kinase 4	8.12449e+06
Q9NWZ5	UCKL1_HUMAN	UCKL1	Uridine-cytidine kinase-like 1	5.12608e+06
Q9NX08	COMD8_HUMAN	COMMD8	COMM domain-containing protein 8	2.53354e+06
Q9NX14	NDUBB_HUMAN	NDUFB11	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 11, mitochondrial	2.40202e+07
Q9NX18	SDHF2_HUMAN	SDHAF2	Succinate dehydrogenase assembly factor 2, mitochondrial	6.10255e+06
Q9NX20	RM16_HUMAN	MRPL16	Large ribosomal subunit protein uL16m	1.29109e+07
Q9NX24	NHP2_HUMAN	NHP2	H/ACA ribonucleoprotein complex subunit 2	1.52677e+07
Q9NX40	OCAD1_HUMAN	OCIAD1	OCIA domain-containing protein 1	1.7074e+07
Q9NX46	ADPRS_HUMAN	ADPRS	ADP-ribosylhydrolase ARH3	2.43611e+07
Q9NX55	HYPK_HUMAN	HYPK	Huntingtin-interacting protein K	2.17833e+06
Q9NX58	LYAR_HUMAN	LYAR	Cell growth-regulating nucleolar protein	8.84828e+06
Q9NX62	IMPA3_HUMAN	BPNT2	Golgi-resident adenosine 3',5'-bisphosphate 3'-phosphatase	1.16456e+07
Q9NX63	MIC19_HUMAN	CHCHD3	MICOS complex subunit MIC19	1.03313e+08
Q9NXC5	MIO_HUMAN	MIOS	GATOR complex protein MIOS	2.28261e+06
Q9NXE4	NSMA3_HUMAN	SMPD4	Sphingomyelin phosphodiesterase 4	1.29757e+07
Q9NXF1	TEX10_HUMAN	TEX10	Testis-expressed protein 10	9.06469e+06
Q9NXG2	THUM1_HUMAN	THUMPD1	THUMP domain-containing protein 1	2.4594e+07
Q9NXG6	P4HTM_HUMAN	P4HTM	Transmembrane prolyl 4-hydroxylase	2.6401e+06
Q9NXH8	TOR4A_HUMAN	TOR4A	Torsin-4A	8.86183e+06
Q9NXH9	TRM1_HUMAN	TRMT1	tRNA (guanine(26)-N(2))-dimethyltransferase	1.45121e+07
Q9NXR1	NDE1_HUMAN	NDE1	Nuclear distribution protein nudE homolog 1	7.74975e+06
Q9NXR5	ANR10_HUMAN	ANKRD10	Ankyrin repeat domain-containing protein 10	4.07369e+06
Q9NXR7	BABA2_HUMAN	BABAM2	BRISC and BRCA1-A complex member 2	4.52555e+06
Q9NXS2	QPCTL_HUMAN	QPCTL	Glutaminyl-peptide cyclotransferase-like protein	796354
Q9NXU5	ARL15_HUMAN	ARL15	ADP-ribosylation factor-like protein 15	1.6768e+06
Q9NXV6	CARF_HUMAN	CDKN2AIP	CDKN2A-interacting protein	3.38078e+06
Q9NXW2	DJB12_HUMAN	DNAJB12	DnaJ homolog subfamily B member 12	2.37393e+06
Q9NY12	GAR1_HUMAN	GAR1	H/ACA ribonucleoprotein complex subunit 1	1.31836e+07
Q9NY15	STAB1_HUMAN	STAB1	Stabilin-1	6.48473e+06
Q9NY27	PP4R2_HUMAN	PPP4R2	Serine/threonine-protein phosphatase 4 regulatory subunit 2	7.104e+06
Q9NY33	DPP3_HUMAN	DPP3	Dipeptidyl peptidase 3	6.88424e+07
Q9NY59	NSMA2_HUMAN	SMPD3	Sphingomyelin phosphodiesterase 3	6.8613e+06
Q9NY61	AATF_HUMAN	AATF	Protein AATF	7.41554e+06
Q9NY93	DDX56_HUMAN	DDX56	Probable ATP-dependent RNA helicase DDX56	6.60414e+06
Q9NYB0	TE2IP_HUMAN	TERF2IP	Telomeric repeat-binding factor 2-interacting protein 1	5.27156e+06
Q9NYB9	ABI2_HUMAN	ABI2	Abl interactor 2	2.61523e+06
Q9NYF8	BCLF1_HUMAN	BCLAF1	Bcl-2-associated transcription factor 1	2.97143e+07
Q9NYH9	UTP6_HUMAN	UTP6	U3 small nucleolar RNA-associated protein 6 homolog	1.97964e+06
Q9NYK5	RM39_HUMAN	MRPL39	Large ribosomal subunit protein mL39	1.03657e+07
Q9NYL4	FKB11_HUMAN	FKBP11	Peptidyl-prolyl cis-trans isomerase FKBP11	9.559e+06
Q9NYL9	TMOD3_HUMAN	TMOD3	Tropomodulin-3	4.55401e+07
Q9NYU2	UGGG1_HUMAN	UGGT1	UDP-glucose:glycoprotein glucosyltransferase 1	4.99473e+07
Q9NYV4	CDK12_HUMAN	CDK12	Cyclin-dependent kinase 12	3.01984e+06
Q9NZ01	TECR_HUMAN	TECR	Very-long-chain enoyl-CoA reductase	3.63107e+07
Q9NZ08	ERAP1_HUMAN	ERAP1	Endoplasmic reticulum aminopeptidase 1	7.35253e+07
Q9NZ32	ARP10_HUMAN	ACTR10	Actin-related protein 10	7.16226e+06
Q9NZ43	USE1_HUMAN	USE1	Vesicle transport protein USE1	9.64801e+06
Q9NZ45	CISD1_HUMAN	CISD1	CDGSH iron-sulfur domain-containing protein 1	1.93512e+07
Q9NZA1	CLIC5_HUMAN	CLIC5	Chloride intracellular channel protein 5	5.83166e+06
Q9NZB2	F120A_HUMAN	FAM120A	Constitutive coactivator of PPAR-gamma-like protein 1	3.01922e+07
Q9NZC9	SMAL1_HUMAN	SMARCAL1	SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily A-like protein 1	3.88868e+06
Q9NZD8	SPG21_HUMAN	SPG21	Maspardin	6.31665e+06
Q9NZE8	RM35_HUMAN	MRPL35	Large ribosomal subunit protein bL35m	3.82084e+06
Q9NZI7	UBIP1_HUMAN	UBP1	Upstream-binding protein 1	1.06685e+07
Q9NZJ7	MTCH1_HUMAN	MTCH1	Mitochondrial carrier homolog 1	1.62127e+07
Q9NZJ9	NUDT4_HUMAN	NUDT4	Diphosphoinositol polyphosphate phosphohydrolase 2	4.90789e+06
Q9NZL4	HPBP1_HUMAN	HSPBP1	Hsp70-binding protein 1	2.71475e+07
Q9NZL9	MAT2B_HUMAN	MAT2B	Methionine adenosyltransferase 2 subunit beta	3.83235e+07
Q9NZM1	MYOF_HUMAN	MYOF	Myoferlin	1.6699e+08
Q9NZM3	ITSN2_HUMAN	ITSN2	Intersectin-2	6.13672e+06
Q9NZN3	EHD3_HUMAN	EHD3	EH domain-containing protein 3	3.71832e+06
Q9NZN4	EHD2_HUMAN	EHD2	EH domain-containing protein 2	5.44873e+07
Q9NZN5	ARHGC_HUMAN	ARHGEF12	Rho guanine nucleotide exchange factor 12	2.13194e+07
Q9NZN8	CNOT2_HUMAN	CNOT2	CCR4-NOT transcription complex subunit 2	7.42394e+06
Q9NZP8	C1RL_HUMAN	C1RL	Complement C1r subcomponent-like protein	2.17869e+06
Q9NZQ3	SPN90_HUMAN	NCKIPSD	NCK-interacting protein with SH3 domain	3.63935e+06
Q9NZT2	OGFR_HUMAN	OGFR	Opioid growth factor receptor	2.48887e+07
Q9NZU5	LMCD1_HUMAN	LMCD1	LIM and cysteine-rich domains protein 1	1.96624e+07
Q9NZW5	PALS2_HUMAN	PALS2	Protein PALS2	5.91015e+06
Q9NZZ3	CHMP5_HUMAN	CHMP5	Charged multivesicular body protein 5	9.27544e+06
Q9P000	COMD9_HUMAN	COMMD9	COMM domain-containing protein 9	8.14552e+06
Q9P003	CNIH4_HUMAN	CNIH4	Protein cornichon homolog 4	5.2151e+06
Q9P013	CWC15_HUMAN	CWC15	Spliceosome-associated protein CWC15 homolog	5.9323e+06
Q9P015	RM15_HUMAN	MRPL15	Large ribosomal subunit protein uL15m	9.2397e+06
Q9P016	THYN1_HUMAN	THYN1	Thymocyte nuclear protein 1	2.14779e+07
Q9P032	NDUF4_HUMAN	NDUFAF4	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex assembly factor 4	2.01182e+07
Q9P035	HACD3_HUMAN	HACD3	Very-long-chain (3R)-3-hydroxyacyl-CoA dehydratase 3	8.4585e+06
Q9P0I2	EMC3_HUMAN	EMC3	ER membrane protein complex subunit 3	2.56281e+06
Q9P0J0	NDUAD_HUMAN	NDUFA13	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 13	4.73473e+07
Q9P0J1	PDP1_HUMAN	PDP1	[Pyruvate dehydrogenase [acetyl-transferring]]-phosphatase 1, mitochondrial	2.17518e+07
Q9P0K7	RAI14_HUMAN	RAI14	Ankycorbin	4.97431e+06
Q9P0L0	VAPA_HUMAN	VAPA	Vesicle-associated membrane protein-associated protein A	3.36896e+07
Q9P0M6	H2AW_HUMAN	MACROH2A2	Core histone macro-H2A.2	2.24941e+07
Q9P0M9	RM27_HUMAN	MRPL27	Large ribosomal subunit protein bL27m	1.01454e+07
Q9P0P8	MRES1_HUMAN	MTRES1	Mitochondrial transcription rescue factor 1	5.16313e+06
Q9P0R6	GSKIP_HUMAN	GSKIP	GSK3B-interacting protein	3.26285e+07
Q9P0T7	TMEM9_HUMAN	TMEM9	Proton-transporting V-type ATPase complex assembly regulator TMEM9	5.12515e+06
Q9P0V9	SEP10_HUMAN	SEPTIN10	Septin-10	7.86414e+06
Q9P0Z9	SOX_HUMAN	PIPOX	Peroxisomal sarcosine oxidase	1.78082e+07
Q9P1F3	ABRAL_HUMAN	ABRACL	Costars family protein ABRACL	7.1854e+06
Q9P1Y5	CAMP3_HUMAN	CAMSAP3	Calmodulin-regulated spectrin-associated protein 3	8.61504e+06
Q9P206	K1522_HUMAN	KIAA1522	Uncharacterized protein KIAA1522	1.71435e+07
Q9P253	VPS18_HUMAN	VPS18	Vacuolar protein sorting-associated protein 18 homolog	1.23455e+08
Q9P258	RCC2_HUMAN	RCC2	Protein RCC2	4.32336e+07
Q9P260	RELCH_HUMAN	RELCH	RAB11-binding protein RELCH	7.69898e+06
Q9P265	DIP2B_HUMAN	DIP2B	Disco-interacting protein 2 homolog B	8.05797e+06
Q9P270	SLAI2_HUMAN	SLAIN2	SLAIN motif-containing protein 2	3.76318e+06
Q9P287	BCCIP_HUMAN	BCCIP	BRCA2 and CDKN1A-interacting protein	2.26315e+06
Q9P289	STK26_HUMAN	STK26	Serine/threonine-protein kinase 26	4.5111e+06
Q9P291	ARMX1_HUMAN	ARMCX1	Armadillo repeat-containing X-linked protein 1	1.29268e+07
Q9P299	COPZ2_HUMAN	COPZ2	Coatomer subunit zeta-2	3.06174e+06
Q9P2A4	ABI3_HUMAN	ABI3	ABI gene family member 3	4.69781e+06
Q9P2B2	FPRP_HUMAN	PTGFRN	Prostaglandin F2 receptor negative regulator	1.30539e+07
Q9P2B4	CT2NL_HUMAN	CTTNBP2NL	CTTNBP2 N-terminal-like protein	4.93985e+06
Q9P2D3	HTR5B_HUMAN	HEATR5B	HEAT repeat-containing protein 5B	2.46406e+06
Q9P2E3	ZNFX1_HUMAN	ZNFX1	NFX1-type zinc finger-containing protein 1	5.36518e+06
Q9P2E9	RRBP1_HUMAN	RRBP1	Ribosome-binding protein 1	9.01956e+07
Q9P2I0	CPSF2_HUMAN	CPSF2	Cleavage and polyadenylation specificity factor subunit 2	4.64384e+07
Q9P2J5	SYLC_HUMAN	LARS1	Leucine--tRNA ligase, cytoplasmic	2.87384e+07
Q9P2K5	MYEF2_HUMAN	MYEF2	Myelin expression factor 2	2.08989e+07
Q9P2M7	CING_HUMAN	CGN	Cingulin	2.41448e+07
