Protein.Group	Protein.Names	Genes	First.Protein.Description	E:\RA\work\7_1_task\TCPA\E20201002yuanch_Connie_TCPA_60minDIA_b4-4.mzML
Q99633	PRP18_HUMAN	PRPF18	Pre-mRNA-splicing factor 18	2.68626e+06
Q99653	CHP1_HUMAN	CHP1	Calcineurin B homologous protein 1	1.53404e+07
Q99685	MGLL_HUMAN	MGLL	Monoglyceride lipase	793419
Q99700	ATX2_HUMAN	ATXN2	Ataxin-2	9.51286e+06
Q99707	METH_HUMAN	MTR	Methionine synthase	1.8972e+06
Q99714	HCD2_HUMAN	HSD17B10	3-hydroxyacyl-CoA dehydrogenase type-2	1.21903e+08
Q99715	COCA1_HUMAN	COL12A1	Collagen alpha-1(XII) chain	5.77598e+07
Q99719	SEPT5_HUMAN	SEPTIN5	Septin-5	1.02258e+07
Q99729	ROAA_HUMAN	HNRNPAB	Heterogeneous nuclear ribonucleoprotein A/B	7.28608e+07
Q99733	NP1L4_HUMAN	NAP1L4	Nucleosome assembly protein 1-like 4	8.05478e+07
Q99735	MGST2_HUMAN	MGST2	Microsomal glutathione S-transferase 2	7.35339e+06
Q99747	SNAG_HUMAN	NAPG	Gamma-soluble NSF attachment protein	2.85111e+06
Q99755	PI51A_HUMAN	PIP5K1A	Phosphatidylinositol 4-phosphate 5-kinase type-1 alpha	5.16107e+06
Q99766	ATP5S_HUMAN	DMAC2L	ATP synthase subunit s, mitochondrial	1.96328e+06
Q99767	APBA2_HUMAN	APBA2	Amyloid-beta A4 precursor protein-binding family A member 2	1.19886e+07
Q99798	ACON_HUMAN	ACO2	Aconitate hydratase, mitochondrial	4.59597e+07
Q99805	TM9S2_HUMAN	TM9SF2	Transmembrane 9 superfamily member 2	3.82017e+06
Q99816	TS101_HUMAN	TSG101	Tumor susceptibility gene 101 protein	8.77634e+06
Q99829	CPNE1_HUMAN	CPNE1	Copine-1	7.65277e+07
Q99832	TCPH_HUMAN	CCT7	T-complex protein 1 subunit eta	7.45785e+07
Q99836	MYD88_HUMAN	MYD88	Myeloid differentiation primary response protein MyD88	3.65883e+06
Q99848	EBP2_HUMAN	EBNA1BP2	Probable rRNA-processing protein EBP2	1.75858e+07
Q99873	ANM1_HUMAN	PRMT1	Protein arginine N-methyltransferase 1	3.05433e+07
Q99880	H2B1L_HUMAN	H2BC13	Histone H2B type 1-L	3.096e+09
Q99943	PLCA_HUMAN	AGPAT1	1-acyl-sn-glycerol-3-phosphate acyltransferase alpha	4.74899e+06
Q99961	SH3G1_HUMAN	SH3GL1	Endophilin-A2	3.81981e+07
Q99969	RARR2_HUMAN	RARRES2	Retinoic acid receptor responder protein 2	1.51749e+06
Q99972	MYOC_HUMAN	MYOC	Myocilin	2.04413e+06
Q99986	VRK1_HUMAN	VRK1	Serine/threonine-protein kinase VRK1	9.82043e+06
Q99996	AKAP9_HUMAN	AKAP9	A-kinase anchor protein 9	4.25844e+06
Q9BPW8	NIPS1_HUMAN	NIPSNAP1	Protein NipSnap homolog 1	1.95458e+07
Q9BPX3	CND3_HUMAN	NCAPG	Condensin complex subunit 3	8.01276e+06
Q9BPX5	ARP5L_HUMAN	ARPC5L	Actin-related protein 2/3 complex subunit 5-like protein	2.47589e+07
Q9BPY3	F118B_HUMAN	FAM118B	Protein FAM118B	1.3403e+06
Q9BQ04	RBM4B_HUMAN	RBM4B	RNA-binding protein 4B	7.91844e+06
Q9BQ24	ZFY21_HUMAN	ZFYVE21	Zinc finger FYVE domain-containing protein 21	1.36775e+06
Q9BQ39	DDX50_HUMAN	DDX50	ATP-dependent RNA helicase DDX50	7.123e+06
Q9BQ52	RNZ2_HUMAN	ELAC2	Zinc phosphodiesterase ELAC protein 2	5.3932e+06
Q9BQ61	TRIR_HUMAN	TRIR	Telomerase RNA component interacting RNase	9.75766e+06
Q9BQ67	GRWD1_HUMAN	GRWD1	Glutamate-rich WD repeat-containing protein 1	1.58853e+07
Q9BQ69	MACD1_HUMAN	MACROD1	ADP-ribose glycohydrolase MACROD1	2.2841e+07
Q9BQ70	TCF25_HUMAN	TCF25	Ribosome quality control complex subunit TCF25	3.64944e+06
Q9BQA1	MEP50_HUMAN	WDR77	Methylosome protein WDR77	9.8562e+06
Q9BQA9	CYBC1_HUMAN	CYBC1	Cytochrome b-245 chaperone 1	6.84073e+06
Q9BQC3	DPH2_HUMAN	DPH2	2-(3-amino-3-carboxypropyl)histidine synthase subunit 2	2.09826e+06
Q9BQF6	SENP7_HUMAN	SENP7	Sentrin-specific protease 7	1.15936e+06
Q9BQG0	MBB1A_HUMAN	MYBBP1A	Myb-binding protein 1A	8.42645e+06
Q9BQI0	AIF1L_HUMAN	AIF1L	Allograft inflammatory factor 1-like	1.02349e+07
Q9BQS8	FYCO1_HUMAN	FYCO1	FYVE and coiled-coil domain-containing protein 1	1.12283e+07
Q9BR39	JPH2_HUMAN	JPH2	Junctophilin-2	1.68293e+07
Q9BR61	ACBD6_HUMAN	ACBD6	Acyl-CoA-binding domain-containing protein 6	3.86955e+06
Q9BR76	COR1B_HUMAN	CORO1B	Coronin-1B	4.85582e+07
Q9BRA2	TXD17_HUMAN	TXNDC17	Thioredoxin domain-containing protein 17	4.24221e+07
Q9BRF8	CPPED_HUMAN	CPPED1	Serine/threonine-protein phosphatase CPPED1	9.6845e+06
Q9BRG1	VPS25_HUMAN	VPS25	Vacuolar protein-sorting-associated protein 25	1.10189e+07
Q9BRJ6	CG050_HUMAN	C7orf50	Uncharacterized protein C7orf50	1.03793e+07
Q9BRJ7	TIRR_HUMAN	NUDT16L1	Tudor-interacting repair regulator protein	7.31641e+06
Q9BRK3	MXRA8_HUMAN	MXRA8	Matrix remodeling-associated protein 8	9.3088e+06
Q9BRK5	CAB45_HUMAN	SDF4	45 kDa calcium-binding protein	3.11377e+06
Q9BRP4	PAAF1_HUMAN	PAAF1	Proteasomal ATPase-associated factor 1	6.6529e+06
Q9BRP8	PYM1_HUMAN	PYM1	Partner of Y14 and mago	4.61517e+06
Q9BRQ6	MIC25_HUMAN	CHCHD6	MICOS complex subunit MIC25	854072
Q9BRR6	ADPGK_HUMAN	ADPGK	ADP-dependent glucokinase	8.73296e+06
Q9BRS2	RIOK1_HUMAN	RIOK1	Serine/threonine-protein kinase RIO1	4.36272e+06
Q9BRT2	UQCC2_HUMAN	UQCC2	Ubiquinol-cytochrome-c reductase complex assembly factor 2	4.47868e+07
Q9BRT3	MIEN1_HUMAN	MIEN1	Migration and invasion enhancer 1	4.24325e+06
Q9BRT6	LLPH_HUMAN	LLPH	Protein LLP homolog	1.13521e+07
Q9BRX2	PELO_HUMAN	PELO	Protein pelota homolog	6.74601e+06
Q9BRX5	PSF3_HUMAN	GINS3	DNA replication complex GINS protein PSF3	5.2887e+06
Q9BRX9	WDR83_HUMAN	WDR83	WD repeat domain-containing protein 83	1.63e+06
Q9BRZ2	TRI56_HUMAN	TRIM56	E3 ubiquitin-protein ligase TRIM56	6.67794e+06
Q9BS26	ERP44_HUMAN	ERP44	Endoplasmic reticulum resident protein 44	2.45492e+07
Q9BSA4	TTYH2_HUMAN	TTYH2	Protein tweety homolog 2	1.40058e+07
Q9BSC4	NOL10_HUMAN	NOL10	Nucleolar protein 10	9.12657e+06
Q9BSD7	NTPCR_HUMAN	NTPCR	Cancer-related nucleoside-triphosphatase	3.69695e+07
Q9BSH4	TACO1_HUMAN	TACO1	Translational activator of cytochrome c oxidase 1	3.62745e+06
Q9BSH5	HDHD3_HUMAN	HDHD3	Haloacid dehalogenase-like hydrolase domain-containing protein 3	1.74805e+06
Q9BSJ2	GCP2_HUMAN	TUBGCP2	Gamma-tubulin complex component 2	8.28132e+06
Q9BSJ8	ESYT1_HUMAN	ESYT1	Extended synaptotagmin-1	3.18996e+07
Q9BSL1	UBAC1_HUMAN	UBAC1	Ubiquitin-associated domain-containing protein 1	761333
Q9BSR8	YIPF4_HUMAN	YIPF4	Protein YIPF4	6.29643e+06
Q9BST9	RTKN_HUMAN	RTKN	Rhotekin	2.38639e+07
Q9BSV6	SEN34_HUMAN	TSEN34	tRNA-splicing endonuclease subunit Sen34	3.20365e+06
Q9BT09	CNPY3_HUMAN	CNPY3	Protein canopy homolog 3	1.3748e+07
Q9BT40	INP5K_HUMAN	INPP5K	Inositol polyphosphate 5-phosphatase K	1.13632e+06
Q9BT73	PSMG3_HUMAN	PSMG3	Proteasome assembly chaperone 3	7.3417e+06
Q9BT78	CSN4_HUMAN	COPS4	COP9 signalosome complex subunit 4	2.90184e+07
Q9BTA9	WAC_HUMAN	WAC	WW domain-containing adapter protein with coiled-coil	2.71234e+06
Q9BTC0	DIDO1_HUMAN	DIDO1	Death-inducer obliterator 1	8.31779e+07
Q9BTC8	MTA3_HUMAN	MTA3	Metastasis-associated protein MTA3	5.61584e+06
Q9BTD8	RBM42_HUMAN	RBM42	RNA-binding protein 42	7.90187e+06
Q9BTE3	MCMBP_HUMAN	MCMBP	Mini-chromosome maintenance complex-binding protein	4.4887e+06
Q9BTE6	AASD1_HUMAN	AARSD1	Alanyl-tRNA editing protein Aarsd1	1.06574e+07
Q9BTE7	DCNL5_HUMAN	DCUN1D5	DCN1-like protein 5	4.99315e+06
Q9BTL3	RAMAC_HUMAN	RAMAC	RNA guanine-N7 methyltransferase activating subunit	6.26167e+06
Q9BTM9	URM1_HUMAN	URM1	Ubiquitin-related modifier 1	8.7641e+06
Q9BTT0	AN32E_HUMAN	ANP32E	Acidic leucine-rich nuclear phosphoprotein 32 family member E	1.05922e+08
Q9BTT4	MED10_HUMAN	MED10	Mediator of RNA polymerase II transcription subunit 10	1.35168e+06
Q9BTU6	P4K2A_HUMAN	PI4K2A	Phosphatidylinositol 4-kinase type 2-alpha	6.18942e+06
Q9BTV4	TMM43_HUMAN	TMEM43	Transmembrane protein 43	2.48439e+07
Q9BTV5	FSD1_HUMAN	FSD1	Fibronectin type III and SPRY domain-containing protein 1	6.1479e+06
Q9BTW9	TBCD_HUMAN	TBCD	Tubulin-specific chaperone D	1.70675e+07
Q9BTX1	NDC1_HUMAN	NDC1	Nucleoporin NDC1	3.71229e+06
Q9BTY2	FUCO2_HUMAN	FUCA2	Plasma alpha-L-fucosidase	1.82501e+06
Q9BTY7	HGH1_HUMAN	HGH1	Protein HGH1 homolog	7.32207e+06
Q9BU23	LMF2_HUMAN	LMF2	Lipase maturation factor 2	2.65595e+06
Q9BU61	NDUF3_HUMAN	NDUFAF3	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex assembly factor 3	3.11307e+06
Q9BU76	MMTA2_HUMAN	MMTAG2	Multiple myeloma tumor-associated protein 2	8.29079e+06
Q9BU89	DOHH_HUMAN	DOHH	Deoxyhypusine hydroxylase	1.06503e+06
Q9BUA3	SPNDC_HUMAN	SPINDOC	Spindlin interactor and repressor of chromatin-binding protein	6.84112e+06
Q9BUD6	SPON2_HUMAN	SPON2	Spondin-2	8.50217e+07
Q9BUE0	MED18_HUMAN	MED18	Mediator of RNA polymerase II transcription subunit 18	3.49e+06
Q9BUF5	TBB6_HUMAN	TUBB6	Tubulin beta-6 chain	2.80183e+09
Q9BUH6	PAXX_HUMAN	PAXX	Protein PAXX	1.21952e+07
Q9BUI4	RPC3_HUMAN	POLR3C	DNA-directed RNA polymerase III subunit RPC3	8.51058e+06
Q9BUJ2	HNRL1_HUMAN	HNRNPUL1	Heterogeneous nuclear ribonucleoprotein U-like protein 1	7.67656e+07
Q9BUK6	MSTO1_HUMAN	MSTO1	Protein misato homolog 1	1.25096e+07
Q9BUL8	PDC10_HUMAN	PDCD10	Programmed cell death protein 10	8.86474e+06
Q9BUN8	DERL1_HUMAN	DERL1	Derlin-1	2.55939e+07
Q9BUQ8	DDX23_HUMAN	DDX23	Probable ATP-dependent RNA helicase DDX23	2.03963e+07
Q9BUR5	MIC26_HUMAN	APOO	MICOS complex subunit MIC26	4.21596e+06
Q9BUT1	DHRS6_HUMAN	BDH2	Dehydrogenase/reductase SDR family member 6	1.25336e+07
Q9BV20	MTNA_HUMAN	MRI1	Methylthioribose-1-phosphate isomerase	1.01474e+07
Q9BV38	WDR18_HUMAN	WDR18	WD repeat-containing protein 18	3.48545e+07
Q9BV44	THUM3_HUMAN	THUMPD3	tRNA (guanine(6)-N2)-methyltransferase THUMP3	2.62876e+06
Q9BV57	MTND_HUMAN	ADI1	Acireductone dioxygenase	1.15336e+08
Q9BV86	NTM1A_HUMAN	NTMT1	N-terminal Xaa-Pro-Lys N-methyltransferase 1	7.0818e+06
Q9BVA1	TBB2B_HUMAN	TUBB2B	Tubulin beta-2B chain	3.33662e+08
Q9BVC5	ASHWN_HUMAN	C2orf49	Ashwin	2.14901e+06
Q9BVC6	TM109_HUMAN	TMEM109	Transmembrane protein 109	1.35826e+08
Q9BVG4	PBDC1_HUMAN	PBDC1	Protein PBDC1	1.0863e+07
Q9BVH7	SIA7E_HUMAN	ST6GALNAC5	Alpha-N-acetylgalactosaminide alpha-2,6-sialyltransferase 5	8.97696e+06
Q9BVI4	NOC4L_HUMAN	NOC4L	Nucleolar complex protein 4 homolog	1.41932e+07
Q9BVJ6	UT14A_HUMAN	UTP14A	U3 small nucleolar RNA-associated protein 14 homolog A	5.45089e+06
Q9BVK6	TMED9_HUMAN	TMED9	Transmembrane emp24 domain-containing protein 9	4.83944e+07
Q9BVL2	NUP58_HUMAN	NUP58	Nucleoporin p58/p45	1.21789e+07
Q9BVP2	GNL3_HUMAN	GNL3	Guanine nucleotide-binding protein-like 3	1.20289e+07
Q9BVQ7	AFG2B_HUMAN	AFG2B	ATPase family gene 2 protein homolog B	4.52413e+06
Q9BVS4	RIOK2_HUMAN	RIOK2	Serine/threonine-protein kinase RIO2	4.0293e+06
Q9BW27	NUP85_HUMAN	NUP85	Nuclear pore complex protein Nup85	9.5482e+06
Q9BW30	TPPP3_HUMAN	TPPP3	Tubulin polymerization-promoting protein family member 3	1.43111e+07
Q9BW83	IFT27_HUMAN	IFT27	Intraflagellar transport protein 27 homolog	4.64175e+06
Q9BW85	YJU2_HUMAN	YJU2	Splicing factor YJU2	4.02297e+06
Q9BW91	NUDT9_HUMAN	NUDT9	ADP-ribose pyrophosphatase, mitochondrial	5.34963e+06
Q9BW92	SYTM_HUMAN	TARS2	Threonine--tRNA ligase, mitochondrial	3.69713e+07
Q9BWD1	THIC_HUMAN	ACAT2	Acetyl-CoA acetyltransferase, cytosolic	1.75496e+07
Q9BWF3	RBM4_HUMAN	RBM4	RNA-binding protein 4	3.86217e+07
Q9BWH6	RPAP1_HUMAN	RPAP1	RNA polymerase II-associated protein 1	2.06035e+06
Q9BWJ5	SF3B5_HUMAN	SF3B5	Splicing factor 3B subunit 5	4.59766e+07
Q9BWM7	SFXN3_HUMAN	SFXN3	Sideroflexin-3	3.14425e+07
Q9BWS9	CHID1_HUMAN	CHID1	Chitinase domain-containing protein 1	1.83791e+07
Q9BWU0	NADAP_HUMAN	SLC4A1AP	Kanadaptin	3.83576e+06
Q9BWU1	CDK19_HUMAN	CDK19	Cyclin-dependent kinase 19	6.07372e+06
Q9BX40	LS14B_HUMAN	LSM14B	Protein LSM14 homolog B	1.90698e+07
Q9BX46;Q9H0Z9	RBM24_HUMAN;RBM38_HUMAN	RBM24;RBM38	RNA-binding protein 24	9.15842e+06
Q9BX66	SRBS1_HUMAN	SORBS1	Sorbin and SH3 domain-containing protein 1	3.55006e+06
Q9BX67	JAM3_HUMAN	JAM3	Junctional adhesion molecule C	6.21221e+06
Q9BX68	HINT2_HUMAN	HINT2	Adenosine 5'-monophosphoramidase HINT2	9.57541e+06
Q9BX97	PLVAP_HUMAN	PLVAP	Plasmalemma vesicle-associated protein	5.91886e+06
Q9BXA9	SALL3_HUMAN	SALL3	Sal-like protein 3	1.86903e+06
Q9BXB4;Q9BXB5	OSB10_HUMAN;OSB11_HUMAN	OSBPL10;OSBPL11	Oxysterol-binding protein-related protein 11	1.30316e+06
Q9BXD5	NPL_HUMAN	NPL	N-acetylneuraminate lyase	340983
Q9BXJ0	C1QT5_HUMAN	C1QTNF5	Complement C1q tumor necrosis factor-related protein 5	1.76075e+07
Q9BXJ3	C1QT4_HUMAN	C1QTNF4	Complement C1q tumor necrosis factor-related protein 4	3.11356e+07
Q9BXJ4	C1QT3_HUMAN	C1QTNF3	Complement C1q tumor necrosis factor-related protein 3	1.82877e+07
Q9BXJ9	NAA15_HUMAN	NAA15	N-alpha-acetyltransferase 15, NatA auxiliary subunit	1.15134e+07
Q9BXK5	B2L13_HUMAN	BCL2L13	Bcl-2-like protein 13	6.95604e+06
Q9BXM0	PRAX_HUMAN	PRX	Periaxin	2.45323e+07
Q9BXN1	ASPN_HUMAN	ASPN	Asporin	5.74621e+07
Q9BXP2	S12A9_HUMAN	SLC12A9	Solute carrier family 12 member 9	5.56592e+06
Q9BXP5	SRRT_HUMAN	SRRT	Serrate RNA effector molecule homolog	3.59483e+07
Q9BXR0	TGT_HUMAN	QTRT1	Queuine tRNA-ribosyltransferase catalytic subunit 1	2.98138e+07
Q9BXS5	AP1M1_HUMAN	AP1M1	AP-1 complex subunit mu-1	1.11184e+07
Q9BXW7	HDHD5_HUMAN	HDHD5	Haloacid dehalogenase-like hydrolase domain-containing 5	2.50886e+07
Q9BXY0	MAK16_HUMAN	MAK16	Protein MAK16 homolog	8.07738e+06
Q9BY32	ITPA_HUMAN	ITPA	Inosine triphosphate pyrophosphatase	2.54312e+07
Q9BY42	RTF2_HUMAN	RTF2	Replication termination factor 2	6.40304e+07
Q9BY43	CHM4A_HUMAN	CHMP4A	Charged multivesicular body protein 4a	1.5814e+07
Q9BY44	EIF2A_HUMAN	EIF2A	Eukaryotic translation initiation factor 2A	4.42825e+06
Q9BY67	CADM1_HUMAN	CADM1	Cell adhesion molecule 1	3.1556e+07
Q9BY77	PDIP3_HUMAN	POLDIP3	Polymerase delta-interacting protein 3	1.67064e+07
Q9BYD6	RM01_HUMAN	MRPL1	Large ribosomal subunit protein uL1m	2.69805e+06
Q9BYG3	MK67I_HUMAN	NIFK	MKI67 FHA domain-interacting nucleolar phosphoprotein	1.92267e+07
Q9BYG4;Q9BYG5;Q9NPB6	PAR6A_HUMAN;PAR6B_HUMAN;PAR6G_HUMAN	PARD6A;PARD6B;PARD6G	Partitioning defective 6 homolog gamma	3.55126e+06
Q9BYI3	HYCCI_HUMAN	HYCC1	Hyccin	2.15069e+06
Q9BYJ9	YTHD1_HUMAN	YTHDF1	YTH domain-containing family protein 1	3.44591e+06
Q9BYM8	HOIL1_HUMAN	RBCK1	RanBP-type and C3HC4-type zinc finger-containing protein 1	5.12583e+06
Q9BYT8	NEUL_HUMAN	NLN	Neurolysin, mitochondrial	1.93444e+07
Q9BZ29	DOCK9_HUMAN	DOCK9	Dedicator of cytokinesis protein 9	5.6373e+06
Q9BZ67	FRMD8_HUMAN	FRMD8	FERM domain-containing protein 8	3.81653e+06
Q9BZ76	CNTP3_HUMAN	CNTNAP3	Contactin-associated protein-like 3	2.03703e+06
Q9BZE4	GTPB4_HUMAN	GTPBP4	GTP-binding protein 4	8.65845e+06
Q9BZE9	ASPC1_HUMAN	ASPSCR1	Tether containing UBX domain for GLUT4	1.17936e+07
Q9BZF1	OSBL8_HUMAN	OSBPL8	Oxysterol-binding protein-related protein 8	6.81676e+06
Q9BZF3	OSBL6_HUMAN	OSBPL6	Oxysterol-binding protein-related protein 6	2.67302e+06
Q9BZF9	UACA_HUMAN	UACA	Uveal autoantigen with coiled-coil domains and ankyrin repeats	4.24388e+06
Q9BZG1	RAB34_HUMAN	RAB34	Ras-related protein Rab-34	1.26715e+07
Q9BZH6	WDR11_HUMAN	WDR11	WD repeat-containing protein 11	7.0171e+06
Q9BZI7	REN3B_HUMAN	UPF3B	Regulator of nonsense transcripts 3B	1.09939e+07
Q9BZJ0	CRNL1_HUMAN	CRNKL1	Crooked neck-like protein 1	3.22065e+07
Q9BZK7	TBL1R_HUMAN	TBL1XR1	F-box-like/WD repeat-containing protein TBL1XR1	1.96357e+07
Q9BZL6	KPCD2_HUMAN	PRKD2	Serine/threonine-protein kinase D2	7.67873e+06
Q9BZQ6	EDEM3_HUMAN	EDEM3	ER degradation-enhancing alpha-mannosidase-like protein 3	3.46438e+06
Q9BZQ8	NIBA1_HUMAN	NIBAN1	Protein Niban 1	3.1808e+06
Q9BZR6	RTN4R_HUMAN	RTN4R	Reticulon-4 receptor	1.69013e+06
Q9BZV1	UBXN6_HUMAN	UBXN6	UBX domain-containing protein 6	4.36858e+06
Q9BZX2	UCK2_HUMAN	UCK2	Uridine-cytidine kinase 2	3.40956e+06
Q9BZZ5	API5_HUMAN	API5	Apoptosis inhibitor 5	6.22343e+07
Q9C004	SPY4_HUMAN	SPRY4	Protein sprouty homolog 4	7.01419e+06
Q9C005	DPY30_HUMAN	DPY30	Protein dpy-30 homolog	2.22895e+07
Q9C037	TRIM4_HUMAN	TRIM4	E3 ubiquitin-protein ligase TRIM4	1.05452e+07
Q9C040	TRIM2_HUMAN	TRIM2	Tripartite motif-containing protein 2	5.82035e+06
Q9C0B0	UNK_HUMAN	UNK	RING finger protein unkempt homolog	9.94892e+06
Q9C0B1	FTO_HUMAN	FTO	Alpha-ketoglutarate-dependent dioxygenase FTO	8.6575e+06
Q9C0C2	TB182_HUMAN	TNKS1BP1	182 kDa tankyrase-1-binding protein	1.34116e+07
Q9C0C4	SEM4C_HUMAN	SEMA4C	Semaphorin-4C	3.13608e+06
Q9C0C9	UBE2O_HUMAN	UBE2O	(E3-independent) E2 ubiquitin-conjugating enzyme	4.40773e+06
Q9C0D3	ZY11B_HUMAN	ZYG11B	Protein zyg-11 homolog B	1.55489e+06
Q9C0D5	TANC1_HUMAN	TANC1	Protein TANC1	2.80665e+06
Q9C0E2	XPO4_HUMAN	XPO4	Exportin-4	9.02396e+06
Q9C0E8	LNP_HUMAN	LNPK	Endoplasmic reticulum junction formation protein lunapark	1.24235e+07
Q9C0H2	TTYH3_HUMAN	TTYH3	Protein tweety homolog 3	1.1264e+07
Q9C0J8	WDR33_HUMAN	WDR33	pre-mRNA 3' end processing protein WDR33	5.32404e+06
Q9GZL7	WDR12_HUMAN	WDR12	Ribosome biogenesis protein WDR12	1.50128e+07
Q9GZM7	TINAL_HUMAN	TINAGL1	Tubulointerstitial nephritis antigen-like	1.134e+07
Q9GZN8	ADSSP_HUMAN	ADISSP	Adipose-secreted signaling protein	1.21677e+07
Q9GZP0	PDGFD_HUMAN	PDGFD	Platelet-derived growth factor D	1.68814e+06
Q9GZP4	PITH1_HUMAN	PITHD1	PITH domain-containing protein 1	2.23593e+07
Q9GZR7	DDX24_HUMAN	DDX24	ATP-dependent RNA helicase DDX24	3.63756e+06
Q9GZS3	SKI8_HUMAN	SKIC8	Superkiller complex protein 8	1.81976e+07
Q9GZT3	SLIRP_HUMAN	SLIRP	SRA stem-loop-interacting RNA-binding protein, mitochondrial	3.08667e+07
Q9GZT4	SRR_HUMAN	SRR	Serine racemase	4.66372e+06
Q9GZT8	NIF3L_HUMAN	NIF3L1	NIF3-like protein 1	2.21723e+07
Q9GZT9	EGLN1_HUMAN	EGLN1	Egl nine homolog 1	2.2315e+06
Q9GZU2	PEG3_HUMAN	PEG3	Paternally-expressed gene 3 protein	8.61597e+06
Q9GZU7	CTDS1_HUMAN	CTDSP1	Carboxy-terminal domain RNA polymerase II polypeptide A small phosphatase 1	3.71004e+06
Q9GZU8	PIP30_HUMAN	PSME3IP1	PSME3-interacting protein	5.54282e+06
Q9GZY8	MFF_HUMAN	MFF	Mitochondrial fission factor	1.13289e+07
Q9GZZ1	NAA50_HUMAN	NAA50	N-alpha-acetyltransferase 50	8.47608e+06
Q9GZZ9	UBA5_HUMAN	UBA5	Ubiquitin-like modifier-activating enzyme 5	8.0366e+06
Q9H000	MKRN2_HUMAN	MKRN2	E3 ubiquitin-protein ligase makorin-2	3.0377e+06
Q9H074	PAIP1_HUMAN	PAIP1	Polyadenylate-binding protein-interacting protein 1	1.00522e+07
Q9H089	LSG1_HUMAN	LSG1	Large subunit GTPase 1 homolog	2.71503e+06
Q9H0A0	NAT10_HUMAN	NAT10	RNA cytidine acetyltransferase	2.50762e+07
Q9H0B8	CRLD2_HUMAN	CRISPLD2	Cysteine-rich secretory protein LCCL domain-containing 2	1.63456e+06
Q9H0C5	BTBD1_HUMAN	BTBD1	BTB/POZ domain-containing protein 1	2.09391e+06
Q9H0C8	ILKAP_HUMAN	ILKAP	Integrin-linked kinase-associated serine/threonine phosphatase 2C	3.14466e+07
Q9H0D6	XRN2_HUMAN	XRN2	5'-3' exoribonuclease 2	3.88672e+07
Q9H0E2	TOLIP_HUMAN	TOLLIP	Toll-interacting protein	7.95174e+06
Q9H0E3	SP130_HUMAN	SAP130	Histone deacetylase complex subunit SAP130	7.53885e+06
Q9H0E9	BRD8_HUMAN	BRD8	Bromodomain-containing protein 8	7.68747e+06
Q9H0F6	SHRPN_HUMAN	SHARPIN	Sharpin	3.68047e+06
Q9H0H0	INT2_HUMAN	INTS2	Integrator complex subunit 2	3.4379e+06
Q9H0L4	CSTFT_HUMAN	CSTF2T	Cleavage stimulation factor subunit 2 tau variant	1.02654e+07
Q9H0N5	PHS2_HUMAN	PCBD2	Pterin-4-alpha-carbinolamine dehydratase 2	7.21897e+06
Q9H0Q0	CYRIA_HUMAN	CYRIA	CYFIP-related Rac1 interactor A	1.81531e+06
Q9H0R4	HDHD2_HUMAN	HDHD2	Haloacid dehalogenase-like hydrolase domain-containing protein 2	8.67213e+06
Q9H0R6	GATA_HUMAN	QRSL1	Glutamyl-tRNA(Gln) amidotransferase subunit A, mitochondrial	1.1256e+06
Q9H0S4	DDX47_HUMAN	DDX47	Probable ATP-dependent RNA helicase DDX47	1.2024e+07
Q9H0U3	MAGT1_HUMAN	MAGT1	Magnesium transporter protein 1	4.9548e+06
Q9H0U6	RM18_HUMAN	MRPL18	Large ribosomal subunit protein uL18m	2.12587e+06
Q9H0V9	LMA2L_HUMAN	LMAN2L	VIP36-like protein	1.19563e+07
Q9H0W5	CCDC8_HUMAN	CCDC8	Coiled-coil domain-containing protein 8	6.41212e+06
Q9H0W9	CK054_HUMAN	C11orf54	Ester hydrolase C11orf54	2.08101e+06
Q9H0X9	OSBL5_HUMAN	OSBPL5	Oxysterol-binding protein-related protein 5	2.32893e+06
Q9H147	TDIF1_HUMAN	DNTTIP1	Deoxynucleotidyltransferase terminal-interacting protein 1	1.14517e+07
Q9H1B7	I2BPL_HUMAN	IRF2BPL	Probable E3 ubiquitin-protein ligase IRF2BPL	2.01724e+07
Q9H1D9	RPC6_HUMAN	POLR3F	DNA-directed RNA polymerase III subunit RPC6	5.29068e+06
Q9H1E3	NUCKS_HUMAN	NUCKS1	Nuclear ubiquitous casein and cyclin-dependent kinase substrate 1	2.10691e+07
Q9H1E5	TMX4_HUMAN	TMX4	Thioredoxin-related transmembrane protein 4	2.15667e+06
Q9H1H9	KI13A_HUMAN	KIF13A	Kinesin-like protein KIF13A	4.91705e+06
Q9H1I8	ASCC2_HUMAN	ASCC2	Activating signal cointegrator 1 complex subunit 2	3.32079e+06
Q9H1K0	RBNS5_HUMAN	RBSN	Rabenosyn-5	7.35556e+06
Q9H1P3	OSBL2_HUMAN	OSBPL2	Oxysterol-binding protein-related protein 2	1.11301e+07
Q9H1Y0	ATG5_HUMAN	ATG5	Autophagy protein 5	1.01039e+07
Q9H1Z4	WDR13_HUMAN	WDR13	WD repeat-containing protein 13	2.83604e+06
Q9H223	EHD4_HUMAN	EHD4	EH domain-containing protein 4	4.46735e+07
Q9H267	VP33B_HUMAN	VPS33B	Vacuolar protein sorting-associated protein 33B	3.78297e+06
Q9H269	VPS16_HUMAN	VPS16	Vacuolar protein sorting-associated protein 16 homolog	7.67875e+06
