Protein.Group	Protein.Names	Genes	First.Protein.Description	E:\RA\work\7_1_task\TCPA\E20200928yuanch_Connie_TCPA_60minDIA_b1-8.mzML
Q9BXS5	AP1M1_HUMAN	AP1M1	AP-1 complex subunit mu-1	2.99529e+07
Q9BXW7	HDHD5_HUMAN	HDHD5	Haloacid dehalogenase-like hydrolase domain-containing 5	3.623e+07
Q9BY11	PACN1_HUMAN	PACSIN1	Protein kinase C and casein kinase substrate in neurons protein 1	4.20533e+06
Q9BY43	CHM4A_HUMAN	CHMP4A	Charged multivesicular body protein 4a	1.27487e+07
Q9BY44	EIF2A_HUMAN	EIF2A	Eukaryotic translation initiation factor 2A	1.39812e+07
Q9BY50	SC11C_HUMAN	SEC11C	Signal peptidase complex catalytic subunit SEC11C	2.41457e+07
Q9BY77	PDIP3_HUMAN	POLDIP3	Polymerase delta-interacting protein 3	5.25495e+06
Q9BYC5	FUT8_HUMAN	FUT8	Alpha-(1,6)-fucosyltransferase	5.85127e+06
Q9BYD1	RM13_HUMAN	MRPL13	Large ribosomal subunit protein uL13m	8.96982e+06
Q9BYD6	RM01_HUMAN	MRPL1	Large ribosomal subunit protein uL1m	9.38736e+06
Q9BYG3	MK67I_HUMAN	NIFK	MKI67 FHA domain-interacting nucleolar phosphoprotein	4.49816e+06
Q9BYT8	NEUL_HUMAN	NLN	Neurolysin, mitochondrial	5.35181e+06
Q9BYX7	ACTBM_HUMAN	POTEKP	Putative beta-actin-like protein 3	2.32607e+09
Q9BZ23	PANK2_HUMAN	PANK2	Pantothenate kinase 2, mitochondrial	6.13279e+06
Q9BZ67	FRMD8_HUMAN	FRMD8	FERM domain-containing protein 8	3.39224e+06
Q9BZE1	RM37_HUMAN	MRPL37	Large ribosomal subunit protein mL37	6.57865e+06
Q9BZE4	GTPB4_HUMAN	GTPBP4	GTP-binding protein 4	6.17668e+06
Q9BZE9	ASPC1_HUMAN	ASPSCR1	Tether containing UBX domain for GLUT4	1.12254e+07
Q9BZF1	OSBL8_HUMAN	OSBPL8	Oxysterol-binding protein-related protein 8	7.61203e+06
Q9BZG8	DPH1_HUMAN	DPH1	2-(3-amino-3-carboxypropyl)histidine synthase subunit 1	1.27928e+06
Q9BZH6	WDR11_HUMAN	WDR11	WD repeat-containing protein 11	5.24795e+07
Q9BZI7	REN3B_HUMAN	UPF3B	Regulator of nonsense transcripts 3B	3.97538e+06
Q9BZJ0	CRNL1_HUMAN	CRNKL1	Crooked neck-like protein 1	1.139e+07
Q9BZL4	PP12C_HUMAN	PPP1R12C	Protein phosphatase 1 regulatory subunit 12C	9.08068e+06
Q9BZL6	KPCD2_HUMAN	PRKD2	Serine/threonine-protein kinase D2	908274
Q9BZQ6	EDEM3_HUMAN	EDEM3	ER degradation-enhancing alpha-mannosidase-like protein 3	5.76339e+06
Q9BZQ8	NIBA1_HUMAN	NIBAN1	Protein Niban 1	1.28538e+08
Q9BZV1	UBXN6_HUMAN	UBXN6	UBX domain-containing protein 6	1.49271e+07
Q9BZZ5	API5_HUMAN	API5	Apoptosis inhibitor 5	2.60971e+07
Q9C075	K1C23_HUMAN	KRT23	Keratin, type I cytoskeletal 23	6.31988e+06
Q9C0B1	FTO_HUMAN	FTO	Alpha-ketoglutarate-dependent dioxygenase FTO	8.59934e+06
Q9C0B5	ZDHC5_HUMAN	ZDHHC5	Palmitoyltransferase ZDHHC5	1.97804e+06
Q9C0C2	TB182_HUMAN	TNKS1BP1	182 kDa tankyrase-1-binding protein	2.12739e+07
Q9C0C9	UBE2O_HUMAN	UBE2O	(E3-independent) E2 ubiquitin-conjugating enzyme	8.4813e+06
Q9C0D6	FHDC1_HUMAN	FHDC1	FH2 domain-containing protein 1	1.35278e+07
Q9C0E2	XPO4_HUMAN	XPO4	Exportin-4	8.32148e+06
Q9C0E8	LNP_HUMAN	LNPK	Endoplasmic reticulum junction formation protein lunapark	1.0882e+07
Q9GZM5	YIPF3_HUMAN	YIPF3	Protein YIPF3	1.05744e+07
Q9GZM7	TINAL_HUMAN	TINAGL1	Tubulointerstitial nephritis antigen-like	9.09096e+07
Q9GZP4	PITH1_HUMAN	PITHD1	PITH domain-containing protein 1	3.03809e+07
Q9GZQ3	COMD5_HUMAN	COMMD5	COMM domain-containing protein 5	3.32066e+06
Q9GZS3	SKI8_HUMAN	SKIC8	Superkiller complex protein 8	1.4231e+07
Q9GZT3	SLIRP_HUMAN	SLIRP	SRA stem-loop-interacting RNA-binding protein, mitochondrial	5.84932e+07
Q9GZT6	CC90B_HUMAN	CCDC90B	Coiled-coil domain-containing protein 90B, mitochondrial	6.08145e+06
Q9GZT8	NIF3L_HUMAN	NIF3L1	NIF3-like protein 1	2.48163e+07
Q9GZT9	EGLN1_HUMAN	EGLN1	Egl nine homolog 1	2.70918e+06
Q9GZY8	MFF_HUMAN	MFF	Mitochondrial fission factor	8.99024e+06
Q9GZZ1	NAA50_HUMAN	NAA50	N-alpha-acetyltransferase 50	7.60451e+06
Q9GZZ9	UBA5_HUMAN	UBA5	Ubiquitin-like modifier-activating enzyme 5	8.5784e+07
Q9H000	MKRN2_HUMAN	MKRN2	E3 ubiquitin-protein ligase makorin-2	1.04367e+07
Q9H008	LHPP_HUMAN	LHPP	Phospholysine phosphohistidine inorganic pyrophosphate phosphatase	1.79855e+07
Q9H074	PAIP1_HUMAN	PAIP1	Polyadenylate-binding protein-interacting protein 1	1.2176e+07
Q9H078	CLPB_HUMAN	CLPB	Mitochondrial disaggregase	1.28943e+07
Q9H089	LSG1_HUMAN	LSG1	Large subunit GTPase 1 homolog	5.12966e+06
Q9H0A0	NAT10_HUMAN	NAT10	RNA cytidine acetyltransferase	6.06787e+06
Q9H0A8	COMD4_HUMAN	COMMD4	COMM domain-containing protein 4	5.76432e+06
Q9H0C8	ILKAP_HUMAN	ILKAP	Integrin-linked kinase-associated serine/threonine phosphatase 2C	5.42568e+06
Q9H0D6	XRN2_HUMAN	XRN2	5'-3' exoribonuclease 2	1.71871e+07
Q9H0E2	TOLIP_HUMAN	TOLLIP	Toll-interacting protein	5.97457e+07
Q9H0F6	SHRPN_HUMAN	SHARPIN	Sharpin	3.65211e+06
Q9H0J9	PAR12_HUMAN	PARP12	Protein mono-ADP-ribosyltransferase PARP12	1.0209e+07
Q9H0N5	PHS2_HUMAN	PCBD2	Pterin-4-alpha-carbinolamine dehydratase 2	1.00968e+07
Q9H0P0	5NT3A_HUMAN	NT5C3A	Cytosolic 5'-nucleotidase 3A	5.25731e+07
Q9H0Q0	CYRIA_HUMAN	CYRIA	CYFIP-related Rac1 interactor A	2.07944e+06
Q9H0R4	HDHD2_HUMAN	HDHD2	Haloacid dehalogenase-like hydrolase domain-containing protein 2	2.15947e+07
Q9H0S4	DDX47_HUMAN	DDX47	Probable ATP-dependent RNA helicase DDX47	2.91318e+06
Q9H0U3	MAGT1_HUMAN	MAGT1	Magnesium transporter protein 1	5.81377e+07
Q9H0U4	RAB1B_HUMAN	RAB1B	Ras-related protein Rab-1B	1.77146e+08
Q9H0U6	RM18_HUMAN	MRPL18	Large ribosomal subunit protein uL18m	9.83316e+06
Q9H0W9	CK054_HUMAN	C11orf54	Ester hydrolase C11orf54	2.75366e+07
Q9H0X4	F234A_HUMAN	FAM234A	Protein FAM234A	3.44963e+06
Q9H1B7	I2BPL_HUMAN	IRF2BPL	Probable E3 ubiquitin-protein ligase IRF2BPL	7.88028e+06
Q9H1D9	RPC6_HUMAN	POLR3F	DNA-directed RNA polymerase III subunit RPC6	7.17673e+06
Q9H1E3	NUCKS_HUMAN	NUCKS1	Nuclear ubiquitous casein and cyclin-dependent kinase substrate 1	5.91322e+06
Q9H1E5	TMX4_HUMAN	TMX4	Thioredoxin-related transmembrane protein 4	1.13531e+07
Q9H1I8	ASCC2_HUMAN	ASCC2	Activating signal cointegrator 1 complex subunit 2	4.48656e+06
Q9H1K0	RBNS5_HUMAN	RBSN	Rabenosyn-5	4.18124e+06
Q9H1K4	GHC2_HUMAN	SLC25A18	Mitochondrial glutamate carrier 2	2.52086e+07
Q9H1P3	OSBL2_HUMAN	OSBPL2	Oxysterol-binding protein-related protein 2	6.92723e+06
Q9H1Y0	ATG5_HUMAN	ATG5	Autophagy protein 5	4.67879e+06
Q9H1Z4	WDR13_HUMAN	WDR13	WD repeat-containing protein 13	1.08584e+07
Q9H223	EHD4_HUMAN	EHD4	EH domain-containing protein 4	1.68273e+08
Q9H267	VP33B_HUMAN	VPS33B	Vacuolar protein sorting-associated protein 33B	3.26651e+06
Q9H269	VPS16_HUMAN	VPS16	Vacuolar protein sorting-associated protein 16 homolog	1.08767e+07
Q9H270	VPS11_HUMAN	VPS11	Vacuolar protein sorting-associated protein 11 homolog	2.29459e+07
Q9H299	SH3L3_HUMAN	SH3BGRL3	SH3 domain-binding glutamic acid-rich-like protein 3	1.50527e+08
Q9H2A2	AL8A1_HUMAN	ALDH8A1	2-aminomuconic semialdehyde dehydrogenase	2.23386e+07
Q9H2D6	TARA_HUMAN	TRIOBP	TRIO and F-actin-binding protein	1.21321e+07
Q9H2F3	3BHS7_HUMAN	HSD3B7	3 beta-hydroxysteroid dehydrogenase type 7	2.62717e+06
Q9H2G2	SLK_HUMAN	SLK	STE20-like serine/threonine-protein kinase	1.87227e+07
Q9H2H8	PPIL3_HUMAN	PPIL3	Peptidyl-prolyl cis-trans isomerase-like 3	1.3114e+07
Q9H2J4	PDCL3_HUMAN	PDCL3	Phosducin-like protein 3	1.10253e+06
Q9H2K8	TAOK3_HUMAN	TAOK3	Serine/threonine-protein kinase TAO3	1.19269e+07
Q9H2M3	BHMT2_HUMAN	BHMT2	S-methylmethionine--homocysteine S-methyltransferase BHMT2	5.11922e+07
Q9H2M9	RBGPR_HUMAN	RAB3GAP2	Rab3 GTPase-activating protein non-catalytic subunit	6.46351e+06
Q9H2U1	DHX36_HUMAN	DHX36	ATP-dependent DNA/RNA helicase DHX36	4.06092e+06
Q9H2U2	IPYR2_HUMAN	PPA2	Inorganic pyrophosphatase 2, mitochondrial	6.61955e+07
Q9H2W6	RM46_HUMAN	MRPL46	Large ribosomal subunit protein mL46	5.80854e+06
Q9H307	PININ_HUMAN	PNN	Pinin	1.41721e+07
Q9H329	E41LB_HUMAN	EPB41L4B	Band 4.1-like protein 4B	2.76308e+06
Q9H3G5	CPVL_HUMAN	CPVL	Probable serine carboxypeptidase CPVL	2.34921e+07
Q9H3H3	CK068_HUMAN	C11orf68	UPF0696 protein C11orf68	1.36451e+07
Q9H3K6	BOLA2_HUMAN	BOLA2	BolA-like protein 2	1.91491e+07
Q9H3N1	TMX1_HUMAN	TMX1	Thioredoxin-related transmembrane protein 1	3.13181e+07
Q9H3P2	NELFA_HUMAN	NELFA	Negative elongation factor A	2.13021e+07
Q9H3P7	GCP60_HUMAN	ACBD3	Golgi resident protein GCP60	2.34729e+07
Q9H3Q1	BORG4_HUMAN	CDC42EP4	Cdc42 effector protein 4	7.11803e+06
Q9H3S7	PTN23_HUMAN	PTPN23	Tyrosine-protein phosphatase non-receptor type 23	1.00456e+07
Q9H3U1	UN45A_HUMAN	UNC45A	Protein unc-45 homolog A	3.32442e+07
Q9H3Z4	DNJC5_HUMAN	DNAJC5	DnaJ homolog subfamily C member 5	9.36361e+06
Q9H425	CA198_HUMAN	C1orf198	Uncharacterized protein C1orf198	7.71706e+06
Q9H444	CHM4B_HUMAN	CHMP4B	Charged multivesicular body protein 4b	3.93222e+07
Q9H477	RBSK_HUMAN	RBKS	Ribokinase	8.82623e+06
Q9H479	FN3K_HUMAN	FN3K	Fructosamine-3-kinase	1.61905e+07
Q9H488	OFUT1_HUMAN	POFUT1	GDP-fucose protein O-fucosyltransferase 1	8.89744e+06
Q9H492	MLP3A_HUMAN	MAP1LC3A	Microtubule-associated proteins 1A/1B light chain 3A	1.05423e+07
Q9H4A4	AMPB_HUMAN	RNPEP	Aminopeptidase B	8.10265e+07
Q9H4A5	GLP3L_HUMAN	GOLPH3L	Golgi phosphoprotein 3-like	1.56915e+07
Q9H4E7	DEFI6_HUMAN	DEF6	Differentially expressed in FDCP 6 homolog	5.22349e+06
Q9H4G0	E41L1_HUMAN	EPB41L1	Band 4.1-like protein 1	2.23023e+07
Q9H4G4	GAPR1_HUMAN	GLIPR2	Golgi-associated plant pathogenesis-related protein 1	2.18393e+07
Q9H4I3	TRABD_HUMAN	TRABD	TraB domain-containing protein	1.00836e+07
Q9H4M9	EHD1_HUMAN	EHD1	EH domain-containing protein 1	3.19635e+07
Q9H4Z3	CAPAM_HUMAN	PCIF1	mRNA (2'-O-methyladenosine-N(6)-)-methyltransferase	2.13495e+07
Q9H553	ALG2_HUMAN	ALG2	Alpha-1,3/1,6-mannosyltransferase ALG2	3.07053e+07
Q9H583	HEAT1_HUMAN	HEATR1	HEAT repeat-containing protein 1	2.82205e+06
Q9H5N1	RABE2_HUMAN	RABEP2	Rab GTPase-binding effector protein 2	4.41606e+06
Q9H5Q4	TFB2M_HUMAN	TFB2M	Dimethyladenosine transferase 2, mitochondrial	1.02373e+06
Q9H5X1	CIA2A_HUMAN	CIAO2A	Cytosolic iron-sulfur assembly component 2A	5.80722e+06
Q9H6Q4	CIAO3_HUMAN	CIAO3	Cytosolic iron-sulfur assembly component 3	4.70426e+06
Q9H6R3	ACSS3_HUMAN	ACSS3	Acyl-CoA synthetase short-chain family member 3, mitochondrial	1.50796e+07
Q9H6S3	ES8L2_HUMAN	EPS8L2	Epidermal growth factor receptor kinase substrate 8-like protein 2	7.96588e+06
Q9H6U8	ALG9_HUMAN	ALG9	Alpha-1,2-mannosyltransferase ALG9	3.37849e+06
Q9H6X2	ANTR1_HUMAN	ANTXR1	Anthrax toxin receptor 1	1.47257e+06
Q9H6Z4	RANB3_HUMAN	RANBP3	Ran-binding protein 3	1.26911e+07
Q9H7B2	RPF2_HUMAN	RPF2	Ribosome production factor 2 homolog	3.72631e+06
Q9H7B4	SMYD3_HUMAN	SMYD3	Histone-lysine N-methyltransferase SMYD3	4.89972e+06
Q9H7C9	AAMDC_HUMAN	AAMDC	Mth938 domain-containing protein	2.19431e+07
Q9H7H0	MET17_HUMAN	METTL17	Methyltransferase-like protein 17, mitochondrial	3.31757e+07
Q9H7Z7	PGES2_HUMAN	PTGES2	Prostaglandin E synthase 2	1.55929e+07
Q9H814	PHAX_HUMAN	PHAX	Phosphorylated adapter RNA export protein	2.26267e+06
Q9H832	UBE2Z_HUMAN	UBE2Z	Ubiquitin-conjugating enzyme E2 Z	8.33085e+06
Q9H845	ACAD9_HUMAN	ACAD9	Complex I assembly factor ACAD9, mitochondrial	2.12326e+07
Q9H857	NT5D2_HUMAN	NT5DC2	5'-nucleotidase domain-containing protein 2	1.12762e+06
Q9H871	RMD5A_HUMAN	RMND5A	E3 ubiquitin-protein transferase RMND5A	2.19629e+06
Q9H8H3	TMT1A_HUMAN	TMT1A	N6-adenosine-methyltransferase TMT1A	1.88444e+08
Q9H8M1	CQ10B_HUMAN	COQ10B	Coenzyme Q-binding protein COQ10 homolog B, mitochondrial	5.78254e+06
Q9H8Y8	GORS2_HUMAN	GORASP2	Golgi reassembly-stacking protein 2	3.71279e+07
Q9H910	JUPI2_HUMAN	JPT2	Jupiter microtubule associated homolog 2	1.92509e+07
Q9H936	GHC1_HUMAN	SLC25A22	Mitochondrial glutamate carrier 1	1.82883e+07
Q9H9A6	LRC40_HUMAN	LRRC40	Leucine-rich repeat-containing protein 40	4.18653e+06
Q9H9B4	SFXN1_HUMAN	SFXN1	Sideroflexin-1	4.01554e+07
Q9H9E3	COG4_HUMAN	COG4	Conserved oligomeric Golgi complex subunit 4	4.31191e+07
Q9H9G7	AGO3_HUMAN	AGO3	Protein argonaute-3	9.18634e+06
Q9H9P8	L2HDH_HUMAN	L2HGDH	L-2-hydroxyglutarate dehydrogenase, mitochondrial	8.28514e+06
Q9H9Q2	CSN7B_HUMAN	COPS7B	COP9 signalosome complex subunit 7b	2.65669e+06
Q9H9S4	CB39L_HUMAN	CAB39L	Calcium-binding protein 39-like	4.2813e+06
Q9H9T3	ELP3_HUMAN	ELP3	Elongator complex protein 3	4.69218e+06
Q9HA47	UCK1_HUMAN	UCK1	Uridine-cytidine kinase 1	4.16391e+06
Q9HA64	KT3K_HUMAN	FN3KRP	Ketosamine-3-kinase	1.44414e+07
Q9HA65	TBC17_HUMAN	TBC1D17	TBC1 domain family member 17	1.45307e+07
Q9HA77	SYCM_HUMAN	CARS2	Probable cysteine--tRNA ligase, mitochondrial	1.0245e+07
Q9HAB8	PPCS_HUMAN	PPCS	Phosphopantothenate--cysteine ligase	2.92643e+07
Q9HAN9	NMNA1_HUMAN	NMNAT1	Nicotinamide/nicotinic acid mononucleotide adenylyltransferase 1	4.97439e+06
Q9HAS0	NJMU_HUMAN	C17orf75	Protein Njmu-R1	5.06923e+06
Q9HAT2	SIAE_HUMAN	SIAE	Sialate O-acetylesterase	6.80602e+06
Q9HAU0	PKHA5_HUMAN	PLEKHA5	Pleckstrin homology domain-containing family A member 5	4.86259e+06
Q9HAU5	RENT2_HUMAN	UPF2	Regulator of nonsense transcripts 2	5.884e+06
Q9HAV0	GBB4_HUMAN	GNB4	Guanine nucleotide-binding protein subunit beta-4	1.21882e+08
Q9HAV4	XPO5_HUMAN	XPO5	Exportin-5	1.00968e+07
Q9HAV7	GRPE1_HUMAN	GRPEL1	GrpE protein homolog 1, mitochondrial	1.63255e+07
Q9HB07	MYG1_HUMAN	MYG1	MYG1 exonuclease	1.93378e+07
Q9HB71	CYBP_HUMAN	CACYBP	Calcyclin-binding protein	2.52075e+07
Q9HB90;Q9NQL2	RRAGC_HUMAN;RRAGD_HUMAN	RRAGC;RRAGD	Ras-related GTP-binding protein C	1.2844e+07
Q9HBH1	DEFM_HUMAN	PDF	Peptide deformylase, mitochondrial	1.41951e+07
Q9HBH5	RDH14_HUMAN	RDH14	Retinol dehydrogenase 14	2.17265e+07
Q9HBK9	AS3MT_HUMAN	AS3MT	Arsenite methyltransferase	8.59653e+06
Q9HBL0	TENS1_HUMAN	TNS1	Tensin-1	5.81192e+07
Q9HBL7	PLRKT_HUMAN	PLGRKT	Plasminogen receptor (KT)	1.58839e+07
Q9HBL8	NMRL1_HUMAN	NMRAL1	NmrA-like family domain-containing protein 1	4.22121e+06
Q9HBM6	TAF9B_HUMAN	TAF9B	Transcription initiation factor TFIID subunit 9B	5.00789e+06
Q9HC35	EMAL4_HUMAN	EML4	Echinoderm microtubule-associated protein-like 4	8.30938e+07
Q9HC38	GLOD4_HUMAN	GLOD4	Glyoxalase domain-containing protein 4	6.02388e+07
Q9HC78	ZBT20_HUMAN	ZBTB20	Zinc finger and BTB domain-containing protein 20	3.82295e+06
Q9HCB6	SPON1_HUMAN	SPON1	Spondin-1	2.30111e+07
Q9HCC0	MCCB_HUMAN	MCCC2	Methylcrotonoyl-CoA carboxylase beta chain, mitochondrial	7.228e+07
Q9HCD5	NCOA5_HUMAN	NCOA5	Nuclear receptor coactivator 5	1.4165e+07
Q9HCE1	MOV10_HUMAN	MOV10	Helicase MOV-10	1.13613e+07
Q9HCE6	ARGAL_HUMAN	ARHGEF10L	Rho guanine nucleotide exchange factor 10-like protein	7.68242e+06
Q9HCK8	CHD8_HUMAN	CHD8	Chromodomain-helicase-DNA-binding protein 8	2.08712e+06
Q9HCN8	SDF2L_HUMAN	SDF2L1	Stromal cell-derived factor 2-like protein 1	9.12418e+07
Q9HCS7	SYF1_HUMAN	XAB2	Pre-mRNA-splicing factor SYF1	4.35527e+06
Q9HCU0	CD248_HUMAN	CD248	Endosialin	3.32516e+06
Q9HCU5	PREB_HUMAN	PREB	Prolactin regulatory element-binding protein	2.89656e+08
Q9HD15	SRA1_HUMAN	SRA1	Steroid receptor RNA activator 1	6.68699e+06
Q9HD20	AT131_HUMAN	ATP13A1	Endoplasmic reticulum transmembrane helix translocase	1.87694e+07
Q9HD26	GOPC_HUMAN	GOPC	Golgi-associated PDZ and coiled-coil motif-containing protein	9.6453e+06
Q9HD34	LYRM4_HUMAN	LYRM4	LYR motif-containing protein 4	4.66813e+06
Q9HD40	SPCS_HUMAN	SEPSECS	O-phosphoseryl-tRNA(Sec) selenium transferase	1.24704e+07
Q9HDC9	APMAP_HUMAN	APMAP	Adipocyte plasma membrane-associated protein	5.74002e+07
Q9NNW5	WDR6_HUMAN	WDR6	tRNA (34-2'-O)-methyltransferase regulator WDR6	3.51334e+06
Q9NNW7	TRXR2_HUMAN	TXNRD2	Thioredoxin reductase 2, mitochondrial	2.63995e+07
Q9NP58	ABCB6_HUMAN	ABCB6	ATP-binding cassette sub-family B member 6	1.04083e+07
Q9NP61	ARFG3_HUMAN	ARFGAP3	ADP-ribosylation factor GTPase-activating protein 3	1.40497e+08
Q9NP72	RAB18_HUMAN	RAB18	Ras-related protein Rab-18	1.99751e+07
Q9NP73	ALG13_HUMAN	ALG13	Putative bifunctional UDP-N-acetylglucosamine transferase and deubiquitinase ALG13	5.99509e+06
Q9NP79	VTA1_HUMAN	VTA1	Vacuolar protein sorting-associated protein VTA1 homolog	1.22538e+07
Q9NP81	SYSM_HUMAN	SARS2	Serine--tRNA ligase, mitochondrial	1.82587e+07
Q9NP97	DLRB1_HUMAN	DYNLRB1	Dynein light chain roadblock-type 1	6.10858e+07
Q9NPA0	EMC7_HUMAN	EMC7	ER membrane protein complex subunit 7	1.45302e+07
Q9NPA8	ENY2_HUMAN	ENY2	Transcription and mRNA export factor ENY2	1.29636e+07
Q9NPF4	OSGEP_HUMAN	OSGEP	tRNA N6-adenosine threonylcarbamoyltransferase	1.49943e+07
Q9NPH2	INO1_HUMAN	ISYNA1	Inositol-3-phosphate synthase 1	6.37944e+07
Q9NPJ3	ACO13_HUMAN	ACOT13	Acyl-coenzyme A thioesterase 13	4.60246e+07
Q9NPQ8	RIC8A_HUMAN	RIC8A	Synembryn-A	1.67234e+07
Q9NQ29	LUC7L_HUMAN	LUC7L	Putative RNA-binding protein Luc7-like 1	2.08653e+07
Q9NQ48	LZTL1_HUMAN	LZTFL1	Leucine zipper transcription factor-like protein 1	6.30469e+06
Q9NQ55	SSF1_HUMAN	PPAN	Suppressor of SWI4 1 homolog	3.8165e+06
Q9NQ79	CRAC1_HUMAN	CRTAC1	Cartilage acidic protein 1	2.58178e+06
Q9NQ88	TIGAR_HUMAN	TIGAR	Fructose-2,6-bisphosphatase TIGAR	3.72703e+06
Q9NQ94	A1CF_HUMAN	A1CF	APOBEC1 complementation factor	5.24414e+06
Q9NQC3	RTN4_HUMAN	RTN4	Reticulon-4	1.41426e+08
Q9NQE9	HINT3_HUMAN	HINT3	Adenosine 5'-monophosphoramidase HINT3	5.01949e+06
Q9NQG5	RPR1B_HUMAN	RPRD1B	Regulation of nuclear pre-mRNA domain-containing protein 1B	6.47059e+07
Q9NQH7	XPP3_HUMAN	XPNPEP3	Xaa-Pro aminopeptidase 3	4.78237e+06
Q9NQP4	PFD4_HUMAN	PFDN4	Prefoldin subunit 4	1.52205e+07
Q9NQR4	NIT2_HUMAN	NIT2	Omega-amidase NIT2	5.56826e+07
Q9NQT8	KI13B_HUMAN	KIF13B	Kinesin-like protein KIF13B	2.98523e+07
Q9NQW7	XPP1_HUMAN	XPNPEP1	Xaa-Pro aminopeptidase 1	8.86266e+07
Q9NQX3	GEPH_HUMAN	GPHN	Gephyrin	1.89004e+07
Q9NQX4	MYO5C_HUMAN	MYO5C	Unconventional myosin-Vc	1.8081e+07
Q9NQZ2	SAS10_HUMAN	UTP3	Something about silencing protein 10	518831
Q9NR09	BIRC6_HUMAN	BIRC6	Baculoviral IAP repeat-containing protein 6	5.55496e+06
Q9NR12	PDLI7_HUMAN	PDLIM7	PDZ and LIM domain protein 7	1.3959e+08
Q9NR19	ACSA_HUMAN	ACSS2	Acetyl-coenzyme A synthetase, cytoplasmic	8.73829e+06
Q9NR28	DBLOH_HUMAN	DIABLO	Diablo IAP-binding mitochondrial protein	2.97423e+07
Q9NR30	DDX21_HUMAN	DDX21	Nucleolar RNA helicase 2	1.32612e+07
Q9NR31	SAR1A_HUMAN	SAR1A	GTP-binding protein SAR1a	6.93677e+07
Q9NR45	SIAS_HUMAN	NANS	Sialic acid synthase	2.04307e+08
Q9NR46	SHLB2_HUMAN	SH3GLB2	Endophilin-B2	1.81977e+07
Q9NR50	EI2BG_HUMAN	EIF2B3	Translation initiation factor eIF-2B subunit gamma	2.2634e+07
Q9NR99	MXRA5_HUMAN	MXRA5	Matrix-remodeling-associated protein 5	4.44334e+06
Q9NRC1	ST7_HUMAN	ST7	Suppressor of tumorigenicity 7 protein	546737
Q9NRD5	PICK1_HUMAN	PICK1	PRKCA-binding protein	1.18421e+07
Q9NRF8	PYRG2_HUMAN	CTPS2	CTP synthase 2	2.30262e+07
Q9NRG7	D39U1_HUMAN	SDR39U1	Epimerase family protein SDR39U1	6.41353e+06
Q9NRK6	ABCBA_HUMAN	ABCB10	ATP-binding cassette sub-family B member 10, mitochondrial	2.21256e+06
Q9NRL3	STRN4_HUMAN	STRN4	Striatin-4	1.01512e+07
Q9NRN5	OLFL3_HUMAN	OLFML3	Olfactomedin-like protein 3	1.47993e+07
Q9NRN7	ADPPT_HUMAN	AASDHPPT	L-aminoadipate-semialdehyde dehydrogenase-phosphopantetheinyl transferase	1.09517e+07
Q9NRP0	OSTC_HUMAN	OSTC	Oligosaccharyltransferase complex subunit OSTC	2.2418e+06
Q9NRV9	HEBP1_HUMAN	HEBP1	Heme-binding protein 1	4.49641e+07
Q9NRW7	VPS45_HUMAN	VPS45	Vacuolar protein sorting-associated protein 45	1.49771e+07
Q9NRX2	RM17_HUMAN	MRPL17	Large ribosomal subunit protein bL17m	4.39202e+06
Q9NRX4	PHP14_HUMAN	PHPT1	14 kDa phosphohistidine phosphatase	6.70437e+07
Q9NRY2	SOSSC_HUMAN	INIP	SOSS complex subunit C	5.40581e+06
Q9NRY4	RHG35_HUMAN	ARHGAP35	Rho GTPase-activating protein 35	1.3526e+07
Q9NRY5	F1142_HUMAN	FAM114A2	Protein FAM114A2	7.84196e+06
Q9NS69	TOM22_HUMAN	TOMM22	Mitochondrial import receptor subunit TOM22 homolog	2.81393e+06
Q9NS86	LANC2_HUMAN	LANCL2	LanC-like protein 2	5.23769e+06
Q9NSD9	SYFB_HUMAN	FARSB	Phenylalanine--tRNA ligase beta subunit	6.67446e+07
Q9NSE4	SYIM_HUMAN	IARS2	Isoleucine--tRNA ligase, mitochondrial	3.78064e+07
Q9NSK0	KLC4_HUMAN	KLC4	Kinesin light chain 4	1.49307e+07
Q9NSK7	CS012_HUMAN	C19orf12	Protein C19orf12	3.22605e+06
Q9NSY2	STAR5_HUMAN	STARD5	StAR-related lipid transfer protein 5	1.13008e+06
Q9NT62	ATG3_HUMAN	ATG3	Ubiquitin-like-conjugating enzyme ATG3	3.27514e+07
Q9NTG7	SIR3_HUMAN	SIRT3	NAD-dependent protein deacetylase sirtuin-3, mitochondrial	1.70314e+07
Q9NTI5	PDS5B_HUMAN	PDS5B	Sister chromatid cohesion protein PDS5 homolog B	1.82625e+06
Q9NTJ4	MA2C1_HUMAN	MAN2C1	Alpha-mannosidase 2C1	6.20894e+06
Q9NTJ5	SAC1_HUMAN	SACM1L	Phosphatidylinositol-3-phosphatase SAC1	4.2526e+07
Q9NTK5	OLA1_HUMAN	OLA1	Obg-like ATPase 1	6.09522e+07
Q9NTM9	CUTC_HUMAN	CUTC	Copper homeostasis protein cutC homolog	2.50738e+06
Q9NTX5	ECHD1_HUMAN	ECHDC1	Ethylmalonyl-CoA decarboxylase	4.3592e+07
Q9NTZ6	RBM12_HUMAN	RBM12	RNA-binding protein 12	6.2533e+07
Q9NU19	TB22B_HUMAN	TBC1D22B	TBC1 domain family member 22B	727212
