Protein.Group	Protein.Names	Genes	First.Protein.Description	C:\Users\Administrator\Desktop\HYC\MP-LFC-MS1var-OT-S1-120kMS1_MHRM_R02\MP-LFC-MS1var-OT-S1-120kMS1_MHRM_R02.mzML
Q86UL3	GPAT4_HUMAN	GPAT4	Glycerol-3-phosphate acyltransferase 4	479155
Q86UP2	KTN1_HUMAN	KTN1	Kinectin	1.9467e+07
Q86UT6	NLRX1_HUMAN	NLRX1	NLR family member X1	510716
Q86UV5	UBP48_HUMAN	USP48	Ubiquitin carboxyl-terminal hydrolase 48	2.39982e+06
Q86UY6	NAA40_HUMAN	NAA40	N-alpha-acetyltransferase 40	591436
Q86V21	AACS_HUMAN	AACS	Acetoacetyl-CoA synthetase	6.25565e+06
Q86V48	LUZP1_HUMAN	LUZP1	Leucine zipper protein 1	1.7607e+06
Q86V81	THOC4_HUMAN	ALYREF	THO complex subunit 4	5.72064e+07
Q86V88	MGDP1_HUMAN	MDP1	Magnesium-dependent phosphatase 1	2.63806e+06
Q86VM9	ZCH18_HUMAN	ZC3H18	Zinc finger CCCH domain-containing protein 18	4.90721e+06
Q86VP6	CAND1_HUMAN	CAND1	Cullin-associated NEDD8-dissociated protein 1	2.32567e+07
Q86VQ1	GLCI1_HUMAN	GLCCI1	Glucocorticoid-induced transcript 1 protein	1.85252e+06
Q86VR2	RETR3_HUMAN	RETREG3	Reticulophagy regulator 3	1.82223e+06
Q86VS8	HOOK3_HUMAN	HOOK3	Protein Hook homolog 3	952071
Q86VU5	CMTD1_HUMAN	COMTD1	Catechol O-methyltransferase domain-containing protein 1	1.3776e+06
Q86W42	THOC6_HUMAN	THOC6	THO complex subunit 6 homolog	1.1514e+07
Q86W50	MET16_HUMAN	METTL16	RNA N6-adenosine-methyltransferase METTL16	3.15408e+06
Q86W56	PARG_HUMAN	PARG	Poly(ADP-ribose) glycohydrolase	1.82064e+06
Q86WA6	BPHL_HUMAN	BPHL	Valacyclovir hydrolase	1.25002e+06
Q86WA8	LONP2_HUMAN	LONP2	Lon protease homolog 2, peroxisomal	992662
Q86WB0	NIPA_HUMAN	ZC3HC1	Nuclear-interacting partner of ALK	1.26004e+06
Q86WJ1	CHD1L_HUMAN	CHD1L	Chromodomain-helicase-DNA-binding protein 1-like	2.99715e+06
Q86WQ0	NR2CA_HUMAN	NR2C2AP	Nuclear receptor 2C2-associated protein	1.46381e+06
Q86WR0	CCD25_HUMAN	CCDC25	Coiled-coil domain-containing protein 25	3.36709e+06
Q86WX3	AROS_HUMAN	RPS19BP1	Active regulator of SIRT1	1.95803e+06
Q86X10	RLGPB_HUMAN	RALGAPB	Ral GTPase-activating protein subunit beta	1.30598e+06
Q86X29	LSR_HUMAN	LSR	Lipolysis-stimulated lipoprotein receptor	2.08844e+06
Q86X53	ERIC1_HUMAN	ERICH1	Glutamate-rich protein 1	2.12961e+06
Q86X55	CARM1_HUMAN	CARM1	Histone-arginine methyltransferase CARM1	1.16696e+07
Q86X76	NIT1_HUMAN	NIT1	Deaminated glutathione amidase	4.21966e+06
Q86X83	COMD2_HUMAN	COMMD2	COMM domain-containing protein 2	1.64187e+06
Q86XA9	HTR5A_HUMAN	HEATR5A	HEAT repeat-containing protein 5A	1.62452e+06
Q86XI2	CNDG2_HUMAN	NCAPG2	Condensin-2 complex subunit G2	9.73858e+06
Q86XP3	DDX42_HUMAN	DDX42	ATP-dependent RNA helicase DDX42	7.10882e+06
Q86XZ4	SPAS2_HUMAN	SPATS2	Spermatogenesis-associated serine-rich protein 2	1.18797e+06
Q86Y37	CACL1_HUMAN	CACUL1	CDK2-associated and cullin domain-containing protein 1	543523
Q86Y56	DAAF5_HUMAN	DNAAF5	Dynein assembly factor 5, axonemal	9.25427e+06
Q86YH6	DLP1_HUMAN	PDSS2	Decaprenyl-diphosphate synthase subunit 2	839502
Q86YN1	DOPP1_HUMAN	DOLPP1	Dolichyldiphosphatase 1	1.53539e+06
Q86YP4	P66A_HUMAN	GATAD2A	Transcriptional repressor p66-alpha	2.39153e+06
Q86YQ8	CPNE8_HUMAN	CPNE8	Copine-8	3.08615e+06
Q86YV9	HPS6_HUMAN	HPS6	Hermansky-Pudlak syndrome 6 protein	2.62958e+06
Q86ZR7	YKD3A_YEAST	YKL033W-A	Uncharacterized hydrolase YKL033W-A	4.16924e+06
Q8I7H9	TTR33_CAEEL	ttr-33	Transthyretin-like protein 33	1.49778e+06
Q8ITY4	SF3B6_CAEEL	C50D2.5	Splicing factor 3B subunit 6-like protein	4.52659e+06
Q8IU81	I2BP1_HUMAN	IRF2BP1	Interferon regulatory factor 2-binding protein 1	1.85823e+06
Q8IUC4	RHPN2_HUMAN	RHPN2	Rhophilin-2	1.48056e+06
Q8IUD2	RB6I2_HUMAN	ERC1	ELKS/Rab6-interacting/CAST family member 1	2.552e+06
Q8IUF8	RIOX2_HUMAN	RIOX2	Ribosomal oxygenase 2	2.02493e+06
Q8IUH3	RBM45_HUMAN	RBM45	RNA-binding protein 45	1.06348e+06
Q8IUI8	CRLF3_HUMAN	CRLF3	Cytokine receptor-like factor 3	1.28442e+06
Q8IUR7	ARMC8_HUMAN	ARMC8	Armadillo repeat-containing protein 8	504924
Q8IUW3	SPA2L_HUMAN	SPATA2L	Spermatogenesis-associated protein 2-like protein	2.33157e+06
Q8IV08	PLD3_HUMAN	PLD3	5'-3' exonuclease PLD3	5.15856e+06
Q8IV38	ANKY2_HUMAN	ANKMY2	Ankyrin repeat and MYND domain-containing protein 2	2.03043e+06
Q8IV48	ERI1_HUMAN	ERI1	3'-5' exoribonuclease 1	2.44035e+06
Q8IV63	VRK3_HUMAN	VRK3	Inactive serine/threonine-protein kinase VRK3	502500
Q8IVB5	LIX1L_HUMAN	LIX1L	LIX1-like protein	566181
Q8IVD9	NUDC3_HUMAN	NUDCD3	NudC domain-containing protein 3	1.7155e+06
Q8IVF2	AHNK2_HUMAN	AHNAK2	Protein AHNAK2	8.8309e+06
Q8IVF7;Q96PY5	FMNL2_HUMAN;FMNL3_HUMAN	FMNL2;FMNL3	Formin-like protein 3	857430
Q8IVM0	CCD50_HUMAN	CCDC50	Coiled-coil domain-containing protein 50	2.8224e+06
Q8IVS2	FABD_HUMAN	MCAT	Malonyl-CoA-acyl carrier protein transacylase, mitochondrial	1.82004e+06
Q8IVT2	MISP_HUMAN	MISP	Mitotic interactor and substrate of PLK1	1.73952e+07
Q8IW41	MAPK5_HUMAN	MAPKAPK5	MAP kinase-activated protein kinase 5	8.75563e+06
Q8IW45	NNRD_HUMAN	NAXD	ATP-dependent (S)-NAD(P)H-hydrate dehydratase	746116
Q8IWA0	WDR75_HUMAN	WDR75	WD repeat-containing protein 75	3.6646e+06
Q8IWA4	MFN1_HUMAN	MFN1	Mitofusin-1	1.05726e+06
Q8IWE2	NXP20_HUMAN	FAM114A1	Protein NOXP20	2.24356e+06
Q8IWF6	DEN6A_HUMAN	DENND6A	Protein DENND6A	312559
Q8IWJ2	GCC2_HUMAN	GCC2	GRIP and coiled-coil domain-containing protein 2	507609
Q8IWR0	Z3H7A_HUMAN	ZC3H7A	Zinc finger CCCH domain-containing protein 7A	1.48559e+06
Q8IWS0	PHF6_HUMAN	PHF6	PHD finger protein 6	8.92036e+06
Q8IWT0	ARCH_HUMAN	ZBTB8OS	Protein archease	1.03027e+06
Q8IWV7	UBR1_HUMAN	UBR1	E3 ubiquitin-protein ligase UBR1	2.29917e+06
Q8IWX8	CHERP_HUMAN	CHERP	Calcium homeostasis endoplasmic reticulum protein	9.35185e+06
Q8IWZ3	ANKH1_HUMAN	ANKHD1	Ankyrin repeat and KH domain-containing protein 1	4.90128e+06
Q8IWZ8	SUGP1_HUMAN	SUGP1	SURP and G-patch domain-containing protein 1	2.94938e+06
Q8IX01	SUGP2_HUMAN	SUGP2	SURP and G-patch domain-containing protein 2	872508
Q8IX12	CCAR1_HUMAN	CCAR1	Cell division cycle and apoptosis regulator protein 1	1.12516e+07
Q8IX18	DHX40_HUMAN	DHX40	Probable ATP-dependent RNA helicase DHX40	2.64859e+06
Q8IXB1	DJC10_HUMAN	DNAJC10	DnaJ homolog subfamily C member 10	2.12147e+06
Q8IXH7	NELFD_HUMAN	NELFCD	Negative elongation factor C/D	4.20945e+06
Q8IXI1	MIRO2_HUMAN	RHOT2	Mitochondrial Rho GTPase 2	3.7118e+06
Q8IXI2	MIRO1_HUMAN	RHOT1	Mitochondrial Rho GTPase 1	5.46232e+06
Q8IXK0	PHC2_HUMAN	PHC2	Polyhomeotic-like protein 2	1.52831e+06
Q8IXM2	BAP18_HUMAN	BAP18	Chromatin complexes subunit BAP18	4.89483e+06
Q8IXM3	RM41_HUMAN	MRPL41	39S ribosomal protein L41, mitochondrial	3.79269e+06
Q8IXQ3	CI040_HUMAN	C9orf40	Uncharacterized protein C9orf40	3.944e+06
Q8IXQ4	GPAM1_HUMAN	GPALPP1	GPALPP motifs-containing protein 1	984331
Q8IXT5	RB12B_HUMAN	RBM12B	RNA-binding protein 12B	1.02164e+07
Q8IXW5	RPAP2_HUMAN	RPAP2	Putative RNA polymerase II subunit B1 CTD phosphatase RPAP2	180411
Q8IY17	PLPL6_HUMAN	PNPLA6	Patatin-like phospholipase domain-containing protein 6	954716
Q8IY18	SMC5_HUMAN	SMC5	Structural maintenance of chromosomes protein 5	937139
Q8IY31	IFT20_HUMAN	IFT20	Intraflagellar transport protein 20 homolog	440133
Q8IY37	DHX37_HUMAN	DHX37	Probable ATP-dependent RNA helicase DHX37	2.13943e+06
Q8IY67	RAVR1_HUMAN	RAVER1	Ribonucleoprotein PTB-binding 1	1.68745e+07
Q8IY81	SPB1_HUMAN	FTSJ3	pre-rRNA 2'-O-ribose RNA methyltransferase FTSJ3	1.5762e+07
Q8IYB3	SRRM1_HUMAN	SRRM1	Serine/arginine repetitive matrix protein 1	1.01961e+07
Q8IYB5	SMAP1_HUMAN	SMAP1	Stromal membrane-associated protein 1	3.41006e+06
Q8IYB7	DI3L2_HUMAN	DIS3L2	DIS3-like exonuclease 2	907074
Q8IYB8	SUV3_HUMAN	SUPV3L1	ATP-dependent RNA helicase SUPV3L1, mitochondrial	9.97369e+06
Q8IYD1	ERF3B_HUMAN	GSPT2	Eukaryotic peptide chain release factor GTP-binding subunit ERF3B	2.04807e+07
Q8IYI6	EXOC8_HUMAN	EXOC8	Exocyst complex component 8	1.56446e+06
Q8IYL3	CA174_HUMAN	C1orf174	UPF0688 protein C1orf174	4.98824e+06
Q8IYS1	P20D2_HUMAN	PM20D2	Peptidase M20 domain-containing protein 2	1.03264e+07
Q8IYS2	K2013_HUMAN	KIAA2013	Uncharacterized protein KIAA2013	868659
Q8IYS8	BD1L2_HUMAN	BOD1L2	Biorientation of chromosomes in cell division protein 1-like 2	1.19174e+06
Q8IYU8	MICU2_HUMAN	MICU2	Calcium uptake protein 2, mitochondrial	1.09628e+06
Q8IZ21	PHAR4_HUMAN	PHACTR4	Phosphatase and actin regulator 4	2.93496e+06
Q8IZ69	TRM2A_HUMAN	TRMT2A	tRNA (uracil-5-)-methyltransferase homolog A	1.23751e+06
Q8IZ73	RUSD2_HUMAN	RPUSD2	RNA pseudouridylate synthase domain-containing protein 2	6.245e+06
Q8IZ83	A16A1_HUMAN	ALDH16A1	Aldehyde dehydrogenase family 16 member A1	3.81004e+06
Q8IZH2	XRN1_HUMAN	XRN1	5'-3' exoribonuclease 1	2.39888e+06
Q8IZL8	PELP1_HUMAN	PELP1	Proline-, glutamic acid- and leucine-rich protein 1	6.05429e+06
Q8IZP0	ABI1_HUMAN	ABI1	Abl interactor 1	1.30059e+08
Q8IZP7	H6ST3_HUMAN	HS6ST3	Heparan-sulfate 6-O-sulfotransferase 3	4.77753e+06
Q8IZQ5	SELH_HUMAN	SELENOH	Selenoprotein H	1.40473e+07
Q8IZT6	ASPM_HUMAN	ASPM	Abnormal spindle-like microcephaly-associated protein	2.46088e+06
Q8IZV5	RDH10_HUMAN	RDH10	Retinol dehydrogenase 10	103727
Q8MNU8	FMC1_CAEEL	C29E4.12	Protein FMC1 homolog	3.1639e+06
Q8MNV0	SPAST_CAEEL	spas-1	Probable spastin homolog spas-1	295083
Q8MPX3	DNJ20_CAEEL	dnj-20	DnaJ homolog dnj-20	4.63697e+06
Q8MXQ7	CDKAL_CAEEL	Y92H12BL.1	Threonylcarbamoyladenosine tRNA methylthiotransferase	314422
Q8MXS1	RAB18_CAEEL	rab-18	Ras-related protein Rab-18	1.37257e+06
Q8N0U8	VKORL_HUMAN	VKORC1L1	Vitamin K epoxide reductase complex subunit 1-like protein 1	4.12021e+06
Q8N0W3	FCSK_HUMAN	FCSK	L-fucose kinase	779464
Q8N0X7	SPART_HUMAN	SPART	Spartin	5.30225e+06
Q8N108	MIER1_HUMAN	MIER1	Mesoderm induction early response protein 1	3.87311e+06
Q8N122	RPTOR_HUMAN	RPTOR	Regulatory-associated protein of mTOR	548818
Q8N142	PURA1_HUMAN	ADSS1	Adenylosuccinate synthetase isozyme 1	4.41648e+06
Q8N163	CCAR2_HUMAN	CCAR2	Cell cycle and apoptosis regulator protein 2	2.4836e+07
Q8N183	NDUF2_HUMAN	NDUFAF2	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex assembly factor 2	1.02115e+07
Q8N1B4	VPS52_HUMAN	VPS52	Vacuolar protein sorting-associated protein 52 homolog	2.78958e+06
Q8N1F7	NUP93_HUMAN	NUP93	Nuclear pore complex protein Nup93	1.82376e+07
Q8N1G0	ZN687_HUMAN	ZNF687	Zinc finger protein 687	3.23906e+06
Q8N1G2	CMTR1_HUMAN	CMTR1	Cap-specific mRNA (nucleoside-2'-O-)-methyltransferase 1	2.87123e+06
Q8N1G4	LRC47_HUMAN	LRRC47	Leucine-rich repeat-containing protein 47	1.30643e+07
Q8N201	INT1_HUMAN	INTS1	Integrator complex subunit 1	4.0551e+06
Q8N2F6	ARM10_HUMAN	ARMC10	Armadillo repeat-containing protein 10	1.08651e+06
Q8N2K0	ABD12_HUMAN	ABHD12	Lysophosphatidylserine lipase ABHD12	805123
Q8N2U0	TM256_HUMAN	TMEM256	Transmembrane protein 256	6.12649e+06
Q8N335	GPD1L_HUMAN	GPD1L	Glycerol-3-phosphate dehydrogenase 1-like protein	1.2418e+07
Q8N357	S35F6_HUMAN	SLC35F6	Solute carrier family 35 member F6	3.5914e+06
Q8N3C0	ASCC3_HUMAN	ASCC3	Activating signal cointegrator 1 complex subunit 3	1.01007e+07
Q8N3D4	EH1L1_HUMAN	EHBP1L1	EH domain-binding protein 1-like protein 1	2.05279e+06
Q8N3E9	PLCD3_HUMAN	PLCD3	1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase delta-3	455267
Q8N3F8	MILK1_HUMAN	MICALL1	MICAL-like protein 1	1.17063e+06
Q8N3R9	MPP5_HUMAN	MPP5	MAGUK p55 subfamily member 5	1.15166e+06
Q8N3U4	STAG2_HUMAN	STAG2	Cohesin subunit SA-2	8.13802e+06
Q8N3V7	SYNPO_HUMAN	SYNPO	Synaptopodin	1.28399e+06
Q8N3X1	FNBP4_HUMAN	FNBP4	Formin-binding protein 4	2.31687e+06
Q8N490	PNKD_HUMAN	PNKD	Probable hydrolase PNKD	1.07112e+06
Q8N4H5	TOM5_HUMAN	TOMM5	Mitochondrial import receptor subunit TOM5 homolog	8.12104e+06
Q8N4P3	MESH1_HUMAN	HDDC3	Guanosine-3',5'-bis(diphosphate) 3'-pyrophosphohydrolase MESH1	1.33605e+06
Q8N4Q0	PTGR3_HUMAN	ZADH2	Prostaglandin reductase 3	1.21284e+06
Q8N4Q1	MIA40_HUMAN	CHCHD4	Mitochondrial intermembrane space import and assembly protein 40	4.37108e+06
Q8N4V1	MMGT1_HUMAN	MMGT1	Membrane magnesium transporter 1	3.01462e+06
Q8N543	OGFD1_HUMAN	OGFOD1	Prolyl 3-hydroxylase OGFOD1	5.06425e+06
Q8N567	ZCHC9_HUMAN	ZCCHC9	Zinc finger CCHC domain-containing protein 9	1.2252e+06
Q8N5A5	ZGPAT_HUMAN	ZGPAT	Zinc finger CCCH-type with G patch domain-containing protein	1.82619e+06
Q8N5C7	DTWD1_HUMAN	DTWD1	tRNA-uridine aminocarboxypropyltransferase 1	936421
Q8N5F7	NKAP_HUMAN	NKAP	NF-kappa-B-activating protein	671664
Q8N5I2	ARRD1_HUMAN	ARRDC1	Arrestin domain-containing protein 1	1.45176e+06
Q8N5I9	CL045_HUMAN	C12orf45	Uncharacterized protein C12orf45	2.39961e+06
Q8N5K1	CISD2_HUMAN	CISD2	CDGSH iron-sulfur domain-containing protein 2	8.14383e+06
Q8N5M1	ATPF2_HUMAN	ATPAF2	ATP synthase mitochondrial F1 complex assembly factor 2	2.76792e+06
Q8N5M4	TTC9C_HUMAN	TTC9C	Tetratricopeptide repeat protein 9C	2.40795e+06
Q8N5M9	JAGN1_HUMAN	JAGN1	Protein jagunal homolog 1	5.96027e+06
Q8N5N7	RM50_HUMAN	MRPL50	39S ribosomal protein L50, mitochondrial	8.37731e+06
Q8N5S9	KKCC1_HUMAN	CAMKK1	Calcium/calmodulin-dependent protein kinase kinase 1	2.01316e+06
Q8N684	CPSF7_HUMAN	CPSF7	Cleavage and polyadenylation specificity factor subunit 7	1.07929e+07
Q8N6H7	ARFG2_HUMAN	ARFGAP2	ADP-ribosylation factor GTPase-activating protein 2	1.2561e+06
Q8N6M0	OTU6B_HUMAN	OTUD6B	Deubiquitinase OTUD6B	4.50743e+06
Q8N6R0	EFNMT_HUMAN	EEF1AKNMT	eEF1A lysine and N-terminal methyltransferase	1.39857e+06
Q8N6T3	ARFG1_HUMAN	ARFGAP1	ADP-ribosylation factor GTPase-activating protein 1	5.04544e+06
Q8N6T7	SIR6_HUMAN	SIRT6	NAD-dependent protein deacetylase sirtuin-6	531488
Q8N766	EMC1_HUMAN	EMC1	ER membrane protein complex subunit 1	4.03556e+06
Q8N7H5	PAF1_HUMAN	PAF1	RNA polymerase II-associated factor 1 homolog	5.7968e+06
Q8N806	UBR7_HUMAN	UBR7	Putative E3 ubiquitin-protein ligase UBR7	7.5132e+06
Q8N8A6	DDX51_HUMAN	DDX51	ATP-dependent RNA helicase DDX51	3.07139e+06
Q8N8N7	PTGR2_HUMAN	PTGR2	Prostaglandin reductase 2	2.69084e+06
Q8N8S7	ENAH_HUMAN	ENAH	Protein enabled homolog	6.49922e+06
Q8N8U2	CDYL2_HUMAN	CDYL2	Chromodomain Y-like protein 2	870970
Q8N954	GPT11_HUMAN	GPATCH11	G patch domain-containing protein 11	610876
Q8N983	RM43_HUMAN	MRPL43	39S ribosomal protein L43, mitochondrial	1.05507e+07
Q8N9M1	CS047_HUMAN	C19orf47	Uncharacterized protein C19orf47	1.7468e+06
Q8N9N2	ASCC1_HUMAN	ASCC1	Activating signal cointegrator 1 complex subunit 1	1.36576e+06
Q8N9N7	LRC57_HUMAN	LRRC57	Leucine-rich repeat-containing protein 57	1.50967e+06
Q8N9N8	EIF1A_HUMAN	EIF1AD	Probable RNA-binding protein EIF1AD	474125
Q8N9Q2	SR1IP_HUMAN	SREK1IP1	Protein SREK1IP1	1.92459e+06
Q8N9T8	KRI1_HUMAN	KRI1	Protein KRI1 homolog	9.26925e+06
Q8NAV1	PR38A_HUMAN	PRPF38A	Pre-mRNA-splicing factor 38A	1.1304e+07
Q8NB16	MLKL_HUMAN	MLKL	Mixed lineage kinase domain-like protein	8.70277e+06
Q8NB37	GALD1_HUMAN	GATD1	Glutamine amidotransferase-like class 1 domain-containing protein 1	2.37918e+06
Q8NB78	KDM1B_HUMAN	KDM1B	Lysine-specific histone demethylase 1B	683244
Q8NB90	AFG2H_HUMAN	SPATA5	ATPase family protein 2 homolog	5.4038e+06
Q8NBF2	NHLC2_HUMAN	NHLRC2	NHL repeat-containing protein 2	3.76374e+06
Q8NBJ4	GOLM1_HUMAN	GOLM1	Golgi membrane protein 1	3.09747e+07
Q8NBJ5	GT251_HUMAN	COLGALT1	Procollagen galactosyltransferase 1	2.37162e+07
Q8NBJ7	SUMF2_HUMAN	SUMF2	Inactive C-alpha-formylglycine-generating enzyme 2	5.20214e+06
Q8NBK3	SUMF1_HUMAN	SUMF1	Formylglycine-generating enzyme	2.01865e+06
Q8NBL1	PGLT1_HUMAN	POGLUT1	Protein O-glucosyltransferase 1	1.58165e+06
Q8NBM4	UBAC2_HUMAN	UBAC2	Ubiquitin-associated domain-containing protein 2	1.14938e+06
Q8NBN7	RDH13_HUMAN	RDH13	Retinol dehydrogenase 13	6.75033e+06
Q8NBP7	PCSK9_HUMAN	PCSK9	Proprotein convertase subtilisin/kexin type 9	1.59548e+06
Q8NBQ5	DHB11_HUMAN	HSD17B11	Estradiol 17-beta-dehydrogenase 11	3.59087e+06
Q8NBS9	TXND5_HUMAN	TXNDC5	Thioredoxin domain-containing protein 5	2.00118e+07
Q8NBT2	SPC24_HUMAN	SPC24	Kinetochore protein Spc24	1.68588e+06
Q8NBU5	ATAD1_HUMAN	ATAD1	ATPase family AAA domain-containing protein 1	1.96382e+07
Q8NC42	RN149_HUMAN	RNF149	E3 ubiquitin-protein ligase RNF149	2.08907e+06
Q8NC51	PAIRB_HUMAN	SERBP1	Plasminogen activator inhibitor 1 RNA-binding protein	8.91219e+07
Q8NC56	LEMD2_HUMAN	LEMD2	LEM domain-containing protein 2	1.19e+08
Q8NCA5	FA98A_HUMAN	FAM98A	Protein FAM98A	9.80796e+06
Q8NCE0	SEN2_HUMAN	TSEN2	tRNA-splicing endonuclease subunit Sen2	1.03257e+06
Q8NCF5	NF2IP_HUMAN	NFATC2IP	NFATC2-interacting protein	2.42738e+06
Q8NCG7	DGLB_HUMAN	DAGLB	Diacylglycerol lipase-beta	5.22765e+06
Q8NCH0	CHSTE_HUMAN	CHST14	Carbohydrate sulfotransferase 14	5.95874e+06
Q8NCN5	PDPR_HUMAN	PDPR	Pyruvate dehydrogenase phosphatase regulatory subunit, mitochondrial	1.25776e+06
Q8NCW5	NNRE_HUMAN	NAXE	NAD(P)H-hydrate epimerase	2.17147e+07
Q8ND04	SMG8_HUMAN	SMG8	Protein SMG8	1.93702e+06
Q8ND24	RN214_HUMAN	RNF214	RING finger protein 214	572803
Q8ND56	LS14A_HUMAN	LSM14A	Protein LSM14 homolog A	1.04774e+07
Q8NDF8	PAPD5_HUMAN	TENT4B	Terminal nucleotidyltransferase 4B	1.47009e+06
Q8NDH3	PEPL1_HUMAN	NPEPL1	Probable aminopeptidase NPEPL1	5.04133e+06
Q8NDT2	RB15B_HUMAN	RBM15B	Putative RNA-binding protein 15B	1.1229e+06
Q8NDX6	ZN740_HUMAN	ZNF740	Zinc finger protein 740	2.66871e+06
Q8NE01	CNNM3_HUMAN	CNNM3	Metal transporter CNNM3	388296
Q8NE71	ABCF1_HUMAN	ABCF1	ATP-binding cassette sub-family F member 1	1.98638e+07
Q8NE86	MCU_HUMAN	MCU	Calcium uniporter protein, mitochondrial	1.26889e+07
Q8NEJ9	NGDN_HUMAN	NGDN	Neuroguidin	4.64396e+07
Q8NEM2	SHCBP_HUMAN	SHCBP1	SHC SH2 domain-binding protein 1	2.68807e+06
Q8NEW0	ZNT7_HUMAN	SLC30A7	Zinc transporter 7	826541
Q8NEY8	PPHLN_HUMAN	PPHLN1	Periphilin-1	4.56572e+06
Q8NEZ5	FBX22_HUMAN	FBXO22	F-box only protein 22	6.46443e+06
Q8NF37	PCAT1_HUMAN	LPCAT1	Lysophosphatidylcholine acyltransferase 1	1.31798e+07
Q8NFC6	BD1L1_HUMAN	BOD1L1	Biorientation of chromosomes in cell division protein 1-like 1	3.48475e+06
Q8NFF5	FAD1_HUMAN	FLAD1	FAD synthase	2.55486e+06
Q8NFH3	NUP43_HUMAN	NUP43	Nucleoporin Nup43	3.83586e+06
Q8NFH4	NUP37_HUMAN	NUP37	Nucleoporin Nup37	8.72725e+06
Q8NFH5	NUP35_HUMAN	NUP35	Nucleoporin NUP35	8.34985e+06
Q8NFJ5	RAI3_HUMAN	GPRC5A	Retinoic acid-induced protein 3	5.684e+07
Q8NFQ8	TOIP2_HUMAN	TOR1AIP2	Torsin-1A-interacting protein 2	4.66426e+06
Q8NFV4	ABHDB_HUMAN	ABHD11	Protein ABHD11	1.3563e+06
Q8NFW8	NEUA_HUMAN	CMAS	N-acylneuraminate cytidylyltransferase	2.9747e+06
Q8NHH9	ATLA2_HUMAN	ATL2	Atlastin-2	5.31514e+06
Q8NHP6	MSPD2_HUMAN	MOSPD2	Motile sperm domain-containing protein 2	2.47994e+06
Q8NHQ9	DDX55_HUMAN	DDX55	ATP-dependent RNA helicase DDX55	2.41841e+06
Q8NHV4	NEDD1_HUMAN	NEDD1	Protein NEDD1	727514
Q8NI22	MCFD2_HUMAN	MCFD2	Multiple coagulation factor deficiency protein 2	3.57858e+06
Q8NI27	THOC2_HUMAN	THOC2	THO complex subunit 2	6.32143e+06
Q8NI36	WDR36_HUMAN	WDR36	WD repeat-containing protein 36	1.12469e+07
Q8NI60	COQ8A_HUMAN	COQ8A	Atypical kinase COQ8A, mitochondrial	3.29136e+06
Q8TA83	DNJ10_CAEEL	dnj-10	DnaJ homolog dnj-10	2.11548e+06
Q8TAD8	SNIP1_HUMAN	SNIP1	Smad nuclear-interacting protein 1	2.59155e+06
Q8TAE8	G45IP_HUMAN	GADD45GIP1	Growth arrest and DNA damage-inducible proteins-interacting protein 1	3.22069e+06
Q8TAF3	WDR48_HUMAN	WDR48	WD repeat-containing protein 48	2.92514e+06
Q8TAQ2	SMRC2_HUMAN	SMARCC2	SWI/SNF complex subunit SMARCC2	2.07017e+07
Q8TAT6	NPL4_HUMAN	NPLOC4	Nuclear protein localization protein 4 homolog	4.97446e+06
Q8TB03	CX038_HUMAN	CXorf38	Uncharacterized protein CXorf38	1.3892e+06
Q8TB37	NUBPL_HUMAN	NUBPL	Iron-sulfur protein NUBPL	2.59909e+06
Q8TB61	S35B2_HUMAN	SLC35B2	Adenosine 3'-phospho 5'-phosphosulfate transporter 1	4.07069e+06
Q8TB72	PUM2_HUMAN	PUM2	Pumilio homolog 2	693400
Q8TBB5	KLDC4_HUMAN	KLHDC4	Kelch domain-containing protein 4	4.01887e+06
Q8TBC4	UBA3_HUMAN	UBA3	NEDD8-activating enzyme E1 catalytic subunit	9.38548e+06
Q8TBE9	NANP_HUMAN	NANP	N-acylneuraminate-9-phosphatase	491248
Q8TBF4	ZCRB1_HUMAN	ZCRB1	Zinc finger CCHC-type and RNA-binding motif-containing protein 1	3.33719e+06
Q8TBP6	S2540_HUMAN	SLC25A40	Solute carrier family 25 member 40	1.01638e+06
Q8TBQ9	KISHA_HUMAN	TMEM167A	Protein kish-A	1.73066e+06
Q8TBX8	PI42C_HUMAN	PIP4K2C	Phosphatidylinositol 5-phosphate 4-kinase type-2 gamma	1.60325e+06
Q8TC07	TBC15_HUMAN	TBC1D15	TBC1 domain family member 15	5.17306e+06
Q8TC12	RDH11_HUMAN	RDH11	Retinol dehydrogenase 11	1.46032e+07
Q8TCC3	RM30_HUMAN	MRPL30	39S ribosomal protein L30, mitochondrial	3.32369e+06
Q8TCD1	CR032_HUMAN	C18orf32	UPF0729 protein C18orf32	752601
Q8TCD5	NT5C_HUMAN	NT5C	5'(3')-deoxyribonucleotidase, cytosolic type	5.57225e+06
Q8TCJ2	STT3B_HUMAN	STT3B	Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit STT3B	6.00711e+06
Q8TCS8	PNPT1_HUMAN	PNPT1	Polyribonucleotide nucleotidyltransferase 1, mitochondrial	1.28702e+07
Q8TCT9	HM13_HUMAN	HM13	Minor histocompatibility antigen H13	1.70407e+07
Q8TCZ2	C99L2_HUMAN	CD99L2	CD99 antigen-like protein 2	2.26825e+06
