Protein.Group	Protein.Names	Genes	First.Protein.Description	C:\Users\Administrator\Desktop\HYC\MP-LFC-MS1var-OT-S1-120kMS1_MHRM_R01\MP-LFC-MS1var-OT-S1-120kMS1_MHRM_R01.mzML
Q9HD42	CHM1A_HUMAN	CHMP1A	Charged multivesicular body protein 1a	1.9586e+07
Q9HD45	TM9S3_HUMAN	TM9SF3	Transmembrane 9 superfamily member 3	4.42737e+06
Q9HD47	MOG1_HUMAN	RANGRF	Ran guanine nucleotide release factor	1.62904e+06
Q9HDC9	APMAP_HUMAN	APMAP	Adipocyte plasma membrane-associated protein	1.50703e+07
Q9N2U6	LTOR2_CAEEL	lmtr-2	Ragulator complex protein LAMTOR2 homolog	1.04851e+06
Q9N2W5	UBXN2_CAEEL	ubxn-2	UBX domain-containing protein 2	1.01744e+07
Q9N2W7	NDUAC_CAEEL	Y94H6A.8	Probable NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 12	2.04314e+07
Q9N358	TCPQ_CAEEL	cct-8	T-complex protein 1 subunit theta	1.92696e+07
Q9N359	CSN4_CAEEL	csn-4	COP9 signalosome complex subunit 4	1.05353e+06
Q9N361	RT25_CAEEL	mrps-25	Probable 28S ribosomal protein S25, mitochondrial	2.21576e+06
Q9N3B0	MANF_CAEEL	manf-1	Mesencephalic astrocyte-derived neurotrophic factor homolog	2.20145e+07
Q9N3F0	RPF2_CAEEL	Y54E10A.10	Ribosome production factor 2 homolog	2.43893e+06
Q9N3T5	AFG3_CAEEL	spg-7	AFG3-like protein spg-7	6.84073e+06
Q9N3X2	RS4_CAEEL	rps-4	40S ribosomal protein S4	2.0137e+08
Q9N408	TIM8_CAEEL	ddp-1	Mitochondrial import inner membrane translocase subunit Tim8	2.81709e+07
Q9N425	CSN3_CAEEL	csn-3	COP9 signalosome complex subunit 3	1.91784e+06
Q9N4A7	SEC13_CAEEL	npp-20	Protein SEC13 homolog	7.24277e+06
Q9N4D8	NLP40_CAEEL	nlp-40	Neuropeptide-like peptides nlp-40	7.56186e+06
Q9N4G9	RUXG_CAEEL	snr-7	Probable small nuclear ribonucleoprotein G	1.20654e+07
Q9N4I0	ARP3_CAEEL	arx-1	Actin-related protein 3	2.26184e+06
Q9N4I4	RL10A_CAEEL	rpl-1	60S ribosomal protein L10a	7.90396e+07
Q9N4J2	VIT3_CAEEL	vit-3	Vitellogenin-3	3.40735e+07
Q9N4J8	TCPG_CAEEL	cct-3	T-complex protein 1 subunit gamma	3.01686e+07
Q9N4K0	MIC10_CAEEL	F54A3.5	MICOS complex subunit Mic10	1.29491e+07
Q9N4M4	ANC1_CAEEL	anc-1	Nuclear anchorage protein 1	3.84734e+07
Q9N4X8	GSTPA_CAEEL	gst-10	Glutathione S-transferase P 10	1.71861e+07
Q9N599	PSA4_CAEEL	pas-3	Proteasome subunit alpha type-4	1.3066e+07
Q9N5K2	RPAB1_CAEEL	rpb-5	DNA-directed RNA polymerases I, II, and III subunit RPABC1	3.11956e+06
Q9N5M2	PFD2_CAEEL	pfd-2	Prefoldin subunit 2	1.10845e+07
Q9N5R9	SPT16_CAEEL	spt-16	FACT complex subunit spt-16	826116
Q9N5Y2	TECR_CAEEL	art-1	Probable very-long-chain enoyl-CoA reductase art-1	7.00746e+06
Q9NA26	VPS28_CAEEL	vps-28	Vacuolar protein sorting-associated protein 28 homolog	2.88181e+06
Q9NA72	SDHF2_CAEEL	Y57A10A.29	Succinate dehydrogenase assembly factor 2, mitochondrial	8.3517e+06
Q9NA75	T38B1_CAEEL	tric-1B.1	Trimeric intracellular cation channel type 1B.1	926091
Q9NAE2	HUTU_CAEEL	Y51H4A.7	Probable urocanate hydratase	1.92309e+06
Q9NAH4	DENR_CAEEL	Y47D3A.21	Density-regulated protein homolog	4.11151e+06
Q9NAH6	KS6B_CAEEL	rsks-1	Ribosomal protein S6 kinase beta	2.62862e+06
Q9NAN1	SAE2_CAEEL	uba-2	SUMO-activating enzyme subunit uba-2	1.02223e+06
Q9NAP9	RT15_CAEEL	mrps-15	28S ribosomal protein S15, mitochondrial	1.0288e+06
Q9NDC9	LIS1_CAEEL	lis-1	Lissencephaly-1 homolog	2.25811e+06
Q9NEN6	RS6_CAEEL	rps-6	40S ribosomal protein S6	1.60224e+08
Q9NEQ0	FAT1_CAEEL	fat-1	Omega-3 fatty acid desaturase fat-1	1.92838e+06
Q9NES8	PPP5_CAEEL	pph-5	Serine/threonine-protein phosphatase 5	3.14688e+06
Q9NEU5	NOP53_CAEEL	Y39B6A.33	Ribosome biogenesis protein NOP53	5.1641e+06
Q9NEW6	RSP3_CAEEL	rsp-3	Probable splicing factor, arginine/serine-rich 3	3.37816e+07
Q9NEZ5	UNC95_CAEEL	unc-95	LIM domain-containing protein unc-95	1.02106e+07
Q9NNW5	WDR6_HUMAN	WDR6	WD repeat-containing protein 6	2.16027e+06
Q9NNW7	TRXR2_HUMAN	TXNRD2	Thioredoxin reductase 2, mitochondrial	7.04758e+06
Q9NP50	SHCAF_HUMAN	SINHCAF	SIN3-HDAC complex-associated factor	456426
Q9NP58	ABCB6_HUMAN	ABCB6	ATP-binding cassette sub-family B member 6, mitochondrial	1.68467e+06
Q9NP61	ARFG3_HUMAN	ARFGAP3	ADP-ribosylation factor GTPase-activating protein 3	1.50471e+06
Q9NP66	HM20A_HUMAN	HMG20A	High mobility group protein 20A	2.0538e+06
Q9NP72	RAB18_HUMAN	RAB18	Ras-related protein Rab-18	8.51415e+06
Q9NP73	ALG13_HUMAN	ALG13	Putative bifunctional UDP-N-acetylglucosamine transferase and deubiquitinase ALG13	5.69858e+06
Q9NP77	SSU72_HUMAN	SSU72	RNA polymerase II subunit A C-terminal domain phosphatase SSU72	5.9741e+06
Q9NP79	VTA1_HUMAN	VTA1	Vacuolar protein sorting-associated protein VTA1 homolog	1.30059e+07
Q9NP81	SYSM_HUMAN	SARS2	Serine--tRNA ligase, mitochondrial	7.65586e+06
Q9NP92	RT30_HUMAN	MRPS30	39S ribosomal protein S30, mitochondrial	1.08385e+07
Q9NP97	DLRB1_HUMAN	DYNLRB1	Dynein light chain roadblock-type 1	6.75974e+06
Q9NPA0	EMC7_HUMAN	EMC7	ER membrane protein complex subunit 7	2.89372e+06
Q9NPA8	ENY2_HUMAN	ENY2	Transcription and mRNA export factor ENY2	1.04574e+07
Q9NPD3	EXOS4_HUMAN	EXOSC4	Exosome complex component RRP41	2.52617e+07
Q9NPD8	UBE2T_HUMAN	UBE2T	Ubiquitin-conjugating enzyme E2 T	8.07562e+06
Q9NPE3	NOP10_HUMAN	NOP10	H/ACA ribonucleoprotein complex subunit 3	1.155e+07
Q9NPF0	CD320_HUMAN	CD320	CD320 antigen	2.16563e+06
Q9NPF4	OSGEP_HUMAN	OSGEP	Probable tRNA N6-adenosine threonylcarbamoyltransferase	1.00837e+07
Q9NPF5	DMAP1_HUMAN	DMAP1	DNA methyltransferase 1-associated protein 1	6.001e+06
Q9NPI6	DCP1A_HUMAN	DCP1A	mRNA-decapping enzyme 1A	1.88745e+06
Q9NPJ3	ACO13_HUMAN	ACOT13	Acyl-coenzyme A thioesterase 13	4.49478e+07
Q9NPJ6	MED4_HUMAN	MED4	Mediator of RNA polymerase II transcription subunit 4	2.2079e+06
Q9NPQ8	RIC8A_HUMAN	RIC8A	Synembryn-A	2.22388e+07
Q9NQ29	LUC7L_HUMAN	LUC7L	Putative RNA-binding protein Luc7-like 1	6.20886e+06
Q9NQ48	LZTL1_HUMAN	LZTFL1	Leucine zipper transcription factor-like protein 1	4.68082e+06
Q9NQ50	RM40_HUMAN	MRPL40	39S ribosomal protein L40, mitochondrial	1.7521e+07
Q9NQ55	SSF1_HUMAN	PPAN	Suppressor of SWI4 1 homolog	1.4078e+07
Q9NQ88	TIGAR_HUMAN	TIGAR	Fructose-2,6-bisphosphatase TIGAR	3.3124e+06
Q9NQC3	RTN4_HUMAN	RTN4	Reticulon-4	3.56517e+07
Q9NQG1	MANBL_HUMAN	MANBAL	Protein MANBAL	1.47119e+06
Q9NQG5	RPR1B_HUMAN	RPRD1B	Regulation of nuclear pre-mRNA domain-containing protein 1B	1.32018e+07
Q9NQP4	PFD4_HUMAN	PFDN4	Prefoldin subunit 4	1.37377e+07
Q9NQR4	NIT2_HUMAN	NIT2	Omega-amidase NIT2	2.06968e+07
Q9NQS7	INCE_HUMAN	INCENP	Inner centromere protein	7.89448e+06
Q9NQT4	EXOS5_HUMAN	EXOSC5	Exosome complex component RRP46	1.02845e+07
Q9NQT5	EXOS3_HUMAN	EXOSC3	Exosome complex component RRP40	1.46995e+07
Q9NQT8	KI13B_HUMAN	KIF13B	Kinesin-like protein KIF13B	2.07865e+06
Q9NQW6	ANLN_HUMAN	ANLN	Anillin	2.06673e+07
Q9NQW7	XPP1_HUMAN	XPNPEP1	Xaa-Pro aminopeptidase 1	1.0464e+07
Q9NQX3	GEPH_HUMAN	GPHN	Gephyrin	4.28205e+06
Q9NQZ2	SAS10_HUMAN	UTP3	Something about silencing protein 10	9.17676e+06
Q9NR09	BIRC6_HUMAN	BIRC6	Baculoviral IAP repeat-containing protein 6	1.33174e+06
Q9NR12	PDLI7_HUMAN	PDLIM7	PDZ and LIM domain protein 7	3.52897e+06
Q9NR19	ACSA_HUMAN	ACSS2	Acetyl-coenzyme A synthetase, cytoplasmic	5.93039e+06
Q9NR28	DBLOH_HUMAN	DIABLO	Diablo homolog, mitochondrial	1.5761e+07
Q9NR30	DDX21_HUMAN	DDX21	Nucleolar RNA helicase 2	5.26946e+07
Q9NR31	SAR1A_HUMAN	SAR1A	GTP-binding protein SAR1a	3.42166e+07
Q9NR33	DPOE4_HUMAN	POLE4	DNA polymerase epsilon subunit 4	4.19913e+06
Q9NR45	SIAS_HUMAN	NANS	Sialic acid synthase	2.58613e+07
Q9NR46	SHLB2_HUMAN	SH3GLB2	Endophilin-B2	7.5099e+06
Q9NR50	EI2BG_HUMAN	EIF2B3	Translation initiation factor eIF-2B subunit gamma	5.50119e+06
Q9NR56	MBNL1_HUMAN	MBNL1	Muscleblind-like protein 1	1.64105e+07
Q9NR77	PXMP2_HUMAN	PXMP2	Peroxisomal membrane protein 2	5.98244e+06
Q9NRA2	S17A5_HUMAN	SLC17A5	Sialin	540896
Q9NRF8	PYRG2_HUMAN	CTPS2	CTP synthase 2	4.19916e+06
Q9NRF9	DPOE3_HUMAN	POLE3	DNA polymerase epsilon subunit 3	1.57644e+06
Q9NRG0	CHRC1_HUMAN	CHRAC1	Chromatin accessibility complex protein 1	1.59672e+07
Q9NRG9	AAAS_HUMAN	AAAS	Aladin	9.0728e+06
Q9NRK6	ABCBA_HUMAN	ABCB10	ATP-binding cassette sub-family B member 10, mitochondrial	1.60613e+06
Q9NRL2	BAZ1A_HUMAN	BAZ1A	Bromodomain adjacent to zinc finger domain protein 1A	7.55478e+08
Q9NRN7	ADPPT_HUMAN	AASDHPPT	L-aminoadipate-semialdehyde dehydrogenase-phosphopantetheinyl transferase	3.13037e+06
Q9NRP0	OSTC_HUMAN	OSTC	Oligosaccharyltransferase complex subunit OSTC	1.00073e+07
Q9NRP2	COXM2_HUMAN	CMC2	COX assembly mitochondrial protein 2 homolog	1.46405e+07
Q9NRR5	UBQL4_HUMAN	UBQLN4	Ubiquilin-4	2.59067e+06
Q9NRV9	HEBP1_HUMAN	HEBP1	Heme-binding protein 1	1.12212e+07
Q9NRW7	VPS45_HUMAN	VPS45	Vacuolar protein sorting-associated protein 45	2.8179e+06
Q9NRX1	PNO1_HUMAN	PNO1	RNA-binding protein PNO1	1.80829e+07
Q9NRX2	RM17_HUMAN	MRPL17	39S ribosomal protein L17, mitochondrial	6.77854e+06
Q9NRX4	PHP14_HUMAN	PHPT1	14 kDa phosphohistidine phosphatase	3.1567e+07
Q9NRX5	SERC1_HUMAN	SERINC1	Serine incorporator 1	1.93808e+06
Q9NRY2	SOSSC_HUMAN	INIP	SOSS complex subunit C	1.55491e+06
Q9NRY4	RHG35_HUMAN	ARHGAP35	Rho GTPase-activating protein 35	408059
Q9NRY5	F1142_HUMAN	FAM114A2	Protein FAM114A2	880723
Q9NRZ9	HELLS_HUMAN	HELLS	Lymphoid-specific helicase	5.85277e+06
Q9NS69	TOM22_HUMAN	TOMM22	Mitochondrial import receptor subunit TOM22 homolog	1.09028e+07
Q9NS86	LANC2_HUMAN	LANCL2	LanC-like protein 2	4.31286e+06
Q9NS87	KIF15_HUMAN	KIF15	Kinesin-like protein KIF15	653609
Q9NS91	RAD18_HUMAN	RAD18	E3 ubiquitin-protein ligase RAD18	4.19198e+06
Q9NSD9	SYFB_HUMAN	FARSB	Phenylalanine--tRNA ligase beta subunit	2.16424e+07
Q9NSE4	SYIM_HUMAN	IARS2	Isoleucine--tRNA ligase, mitochondrial	1.08474e+07
Q9NSI2	F207A_HUMAN	FAM207A	Protein FAM207A	6.91217e+06
Q9NSV4	DIAP3_HUMAN	DIAPH3	Protein diaphanous homolog 3	6.1171e+06
Q9NT62	ATG3_HUMAN	ATG3	Ubiquitin-like-conjugating enzyme ATG3	7.05336e+06
Q9NTI5	PDS5B_HUMAN	PDS5B	Sister chromatid cohesion protein PDS5 homolog B	5.73057e+06
Q9NTJ3	SMC4_HUMAN	SMC4	Structural maintenance of chromosomes protein 4	2.43144e+07
Q9NTJ5	SAC1_HUMAN	SACM1L	Phosphatidylinositol-3-phosphatase SAC1	1.10632e+07
Q9NTK5	OLA1_HUMAN	OLA1	Obg-like ATPase 1	3.7344e+07
Q9NTM9	CUTC_HUMAN	CUTC	Copper homeostasis protein cutC homolog	9.76922e+06
Q9NTX5	ECHD1_HUMAN	ECHDC1	Ethylmalonyl-CoA decarboxylase	5.54202e+06
Q9NTZ6	RBM12_HUMAN	RBM12	RNA-binding protein 12	1.32113e+07
Q9NU22	MDN1_HUMAN	MDN1	Midasin	5.76289e+06
Q9NUD5	ZCHC3_HUMAN	ZCCHC3	Zinc finger CCHC domain-containing protein 3	455884
Q9NUG6	PDRG1_HUMAN	PDRG1	p53 and DNA damage-regulated protein 1	3.87714e+06
Q9NUI1	DECR2_HUMAN	DECR2	Peroxisomal 2,4-dienoyl-CoA reductase	2.36393e+06
Q9NUJ1	ABHDA_HUMAN	ABHD10	Mycophenolic acid acyl-glucuronide esterase, mitochondrial	5.55383e+06
Q9NUJ3	T11L1_HUMAN	TCP11L1	T-complex protein 11-like protein 1	2.50489e+06
Q9NUL3	STAU2_HUMAN	STAU2	Double-stranded RNA-binding protein Staufen homolog 2	1.48798e+06
Q9NUL5	SHFL_HUMAN	SHFL	Shiftless antiviral inhibitor of ribosomal frameshifting protein	808582
Q9NUL7	DDX28_HUMAN	DDX28	Probable ATP-dependent RNA helicase DDX28	1.19298e+06
Q9NUM4	T106B_HUMAN	TMEM106B	Transmembrane protein 106B	5.23649e+06
Q9NUP1	BL1S4_HUMAN	BLOC1S4	Biogenesis of lysosome-related organelles complex 1 subunit 4	1.05843e+06
Q9NUP9	LIN7C_HUMAN	LIN7C	Protein lin-7 homolog C	1.41177e+07
Q9NUQ2	PLCE_HUMAN	AGPAT5	1-acyl-sn-glycerol-3-phosphate acyltransferase epsilon	486507
Q9NUQ3	TXLNG_HUMAN	TXLNG	Gamma-taxilin	1.73279e+07
Q9NUQ7	UFSP2_HUMAN	UFSP2	Ufm1-specific protease 2	734900
Q9NUQ8	ABCF3_HUMAN	ABCF3	ATP-binding cassette sub-family F member 3	5.57041e+06
Q9NUQ9	CYRIB_HUMAN	CYRIB	CYFIP-related Rac1 interactor B	1.47701e+07
Q9NUU7	DD19A_HUMAN	DDX19A	ATP-dependent RNA helicase DDX19A	1.74398e+07
Q9NUW8	TYDP1_HUMAN	TDP1	Tyrosyl-DNA phosphodiesterase 1	1.93379e+06
Q9NUY8	TBC23_HUMAN	TBC1D23	TBC1 domain family member 23	2.48519e+06
Q9NV06	DCA13_HUMAN	DCAF13	DDB1- and CUL4-associated factor 13	1.10312e+07
Q9NV31	IMP3_HUMAN	IMP3	U3 small nucleolar ribonucleoprotein protein IMP3	3.77018e+06
Q9NV35	NUD15_HUMAN	NUDT15	Nucleotide triphosphate diphosphatase NUDT15	2.13386e+06
Q9NV56	MRGBP_HUMAN	MRGBP	MRG/MORF4L-binding protein	2.34894e+06
Q9NV70	EXOC1_HUMAN	EXOC1	Exocyst complex component 1	852208
Q9NV88	INT9_HUMAN	INTS9	Integrator complex subunit 9	3.22349e+06
Q9NV96	CC50A_HUMAN	TMEM30A	Cell cycle control protein 50A	1.53604e+07
Q9NVA1	UQCC1_HUMAN	UQCC1	Ubiquinol-cytochrome-c reductase complex assembly factor 1	1.08241e+06
Q9NVD7	PARVA_HUMAN	PARVA	Alpha-parvin	2.0974e+06
Q9NVE7	PANK4_HUMAN	PANK4	4'-phosphopantetheine phosphatase	3.12027e+06
Q9NVG8	TBC13_HUMAN	TBC1D13	TBC1 domain family member 13	2.323e+06
Q9NVH0	EXD2_HUMAN	EXD2	Exonuclease 3'-5' domain-containing protein 2	654910
Q9NVH1	DJC11_HUMAN	DNAJC11	DnaJ homolog subfamily C member 11	5.48444e+06
Q9NVH2	INT7_HUMAN	INTS7	Integrator complex subunit 7	6.22153e+06
Q9NVI1	FANCI_HUMAN	FANCI	Fanconi anemia group I protein	1.36802e+07
Q9NVI7	ATD3A_HUMAN	ATAD3A	ATPase family AAA domain-containing protein 3A	2.58767e+07
Q9NVJ2	ARL8B_HUMAN	ARL8B	ADP-ribosylation factor-like protein 8B	1.16004e+07
Q9NVM4	ANM7_HUMAN	PRMT7	Protein arginine N-methyltransferase 7	4.32266e+06
Q9NVM6	DJC17_HUMAN	DNAJC17	DnaJ homolog subfamily C member 17	3.12945e+06
Q9NVM9	INT13_HUMAN	INTS13	Integrator complex subunit 13	3.79129e+06
Q9NVN8	GNL3L_HUMAN	GNL3L	Guanine nucleotide-binding protein-like 3-like protein	2.77311e+06
Q9NVP1	DDX18_HUMAN	DDX18	ATP-dependent RNA helicase DDX18	2.8671e+07
Q9NVP2	ASF1B_HUMAN	ASF1B	Histone chaperone ASF1B	1.38067e+07
Q9NVQ4	FAIM1_HUMAN	FAIM	Fas apoptotic inhibitory molecule 1	1.87585e+06
Q9NVR2	INT10_HUMAN	INTS10	Integrator complex subunit 10	2.41643e+06
Q9NVS2	RT18A_HUMAN	MRPS18A	39S ribosomal protein S18a, mitochondrial	5.84999e+06
Q9NVS9	PNPO_HUMAN	PNPO	Pyridoxine-5'-phosphate oxidase	7.20227e+06
Q9NVT9	ARMC1_HUMAN	ARMC1	Armadillo repeat-containing protein 1	2.47219e+06
Q9NVU0	RPC5_HUMAN	POLR3E	DNA-directed RNA polymerase III subunit RPC5	2.54855e+06
Q9NVX2	NLE1_HUMAN	NLE1	Notchless protein homolog 1	1.12028e+07
Q9NVZ3	NECP2_HUMAN	NECAP2	Adaptin ear-binding coat-associated protein 2	8.92181e+06
Q9NW08	RPC2_HUMAN	POLR3B	DNA-directed RNA polymerase III subunit RPC2	5.42868e+06
Q9NW13	RBM28_HUMAN	RBM28	RNA-binding protein 28	9.83612e+06
Q9NW64	RBM22_HUMAN	RBM22	Pre-mRNA-splicing factor RBM22	5.98894e+06
Q9NW68	BSDC1_HUMAN	BSDC1	BSD domain-containing protein 1	452484
Q9NW82	WDR70_HUMAN	WDR70	WD repeat-containing protein 70	7.58397e+06
Q9NW97	TMM51_HUMAN	TMEM51	Transmembrane protein 51	1.03102e+06
Q9NWB6	ARGL1_HUMAN	ARGLU1	Arginine and glutamate-rich protein 1	4.10715e+07
Q9NWH9	SLTM_HUMAN	SLTM	SAFB-like transcription modulator	1.59398e+07
Q9NWS0	PIHD1_HUMAN	PIH1D1	PIH1 domain-containing protein 1	4.23456e+06
Q9NWS8	RMND1_HUMAN	RMND1	Required for meiotic nuclear division protein 1 homolog	1.09242e+06
Q9NWT1	PK1IP_HUMAN	PAK1IP1	p21-activated protein kinase-interacting protein 1	8.02701e+06
Q9NWU1	OXSM_HUMAN	OXSM	3-oxoacyl-[acyl-carrier-protein] synthase, mitochondrial	1.89015e+06
Q9NWU2	GID8_HUMAN	GID8	Glucose-induced degradation protein 8 homolog	1.21156e+06
Q9NWU5	RM22_HUMAN	MRPL22	39S ribosomal protein L22, mitochondrial	8.4161e+06
Q9NWV4	CZIB_HUMAN	CZIB	CXXC motif containing zinc binding protein	7.66771e+06
Q9NWV8	BABA1_HUMAN	BABAM1	BRISC and BRCA1-A complex member 1	4.16796e+06
Q9NWW5	CLN6_HUMAN	CLN6	Ceroid-lipofuscinosis neuronal protein 6	3.51997e+06
Q9NWY4	HPF1_HUMAN	HPF1	Histone PARylation factor 1	1.51203e+06
Q9NWZ5	UCKL1_HUMAN	UCKL1	Uridine-cytidine kinase-like 1	1.61828e+06
Q9NWZ8	GEMI8_HUMAN	GEMIN8	Gem-associated protein 8	784777
Q9NX00	TM160_HUMAN	TMEM160	Transmembrane protein 160	2.75984e+06
Q9NX05	F120C_HUMAN	FAM120C	Constitutive coactivator of PPAR-gamma-like protein 2	1.11437e+06
Q9NX08	COMD8_HUMAN	COMMD8	COMM domain-containing protein 8	3.68296e+06
Q9NX14	NDUBB_HUMAN	NDUFB11	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 11, mitochondrial	3.44548e+07
Q9NX18	SDHF2_HUMAN	SDHAF2	Succinate dehydrogenase assembly factor 2, mitochondrial	4.66806e+06
Q9NX20	RM16_HUMAN	MRPL16	39S ribosomal protein L16, mitochondrial	6.34303e+06
Q9NX24	NHP2_HUMAN	NHP2	H/ACA ribonucleoprotein complex subunit 2	3.23781e+07
Q9NX40	OCAD1_HUMAN	OCIAD1	OCIA domain-containing protein 1	1.93753e+07
Q9NX46	ADPRS_HUMAN	ADPRS	ADP-ribose glycohydrolase ARH3	2.63325e+06
Q9NX47	MARH5_HUMAN	MARCHF5	E3 ubiquitin-protein ligase MARCHF5	9.72195e+06
Q9NX55	HYPK_HUMAN	HYPK	Huntingtin-interacting protein K	1.73219e+07
Q9NX58	LYAR_HUMAN	LYAR	Cell growth-regulating nucleolar protein	9.57835e+06
Q9NX62	IMPA3_HUMAN	BPNT2	Golgi-resident adenosine 3',5'-bisphosphate 3'-phosphatase	1.53546e+06
Q9NX63	MIC19_HUMAN	CHCHD3	MICOS complex subunit MIC19	2.90474e+07
Q9NX70	MED29_HUMAN	MED29	Mediator of RNA polymerase II transcription subunit 29	654939
Q9NX74	DUS2L_HUMAN	DUS2	tRNA-dihydrouridine(20) synthase [NAD(P)+]-like	2.42985e+06
Q9NXA8	SIR5_HUMAN	SIRT5	NAD-dependent protein deacylase sirtuin-5, mitochondrial	1.29145e+06
Q9NXC5	MIO_HUMAN	MIOS	GATOR complex protein MIOS	892342
Q9NXE4	NSMA3_HUMAN	SMPD4	Sphingomyelin phosphodiesterase 4	1.80309e+07
Q9NXF1	TEX10_HUMAN	TEX10	Testis-expressed protein 10	3.46665e+06
Q9NXG2	THUM1_HUMAN	THUMPD1	THUMP domain-containing protein 1	1.40407e+07
Q9NXG6	P4HTM_HUMAN	P4HTM	Transmembrane prolyl 4-hydroxylase	1.49484e+06
Q9NXH9	TRM1_HUMAN	TRMT1	tRNA (guanine(26)-N(2))-dimethyltransferase	8.86061e+06
Q9NXN4	GDAP2_HUMAN	GDAP2	Ganglioside-induced differentiation-associated protein 2	1.59723e+06
Q9NXR1	NDE1_HUMAN	NDE1	Nuclear distribution protein nudE homolog 1	2.73639e+07
Q9NXR7	BABA2_HUMAN	BABAM2	BRISC and BRCA1-A complex member 2	5.6236e+06
Q9NXS2	QPCTL_HUMAN	QPCTL	Glutaminyl-peptide cyclotransferase-like protein	8.67804e+06
Q9NXV6	CARF_HUMAN	CDKN2AIP	CDKN2A-interacting protein	4.06749e+06
Q9NXW2	DJB12_HUMAN	DNAJB12	DnaJ homolog subfamily B member 12	3.46422e+06
Q9NXW9	ALKB4_HUMAN	ALKBH4	Alpha-ketoglutarate-dependent dioxygenase alkB homolog 4	1.07294e+06
Q9NXX6	NSE4A_HUMAN	NSMCE4A	Non-structural maintenance of chromosomes element 4 homolog A	1.98156e+06
Q9NY12	GAR1_HUMAN	GAR1	H/ACA ribonucleoprotein complex subunit 1	2.16427e+07
Q9NY26	S39A1_HUMAN	SLC39A1	Zinc transporter ZIP1	1.87954e+06
Q9NY27	PP4R2_HUMAN	PPP4R2	Serine/threonine-protein phosphatase 4 regulatory subunit 2	5.07296e+06
Q9NY33	DPP3_HUMAN	DPP3	Dipeptidyl peptidase 3	9.97257e+06
Q9NY61	AATF_HUMAN	AATF	Protein AATF	5.62358e+06
Q9NY93	DDX56_HUMAN	DDX56	Probable ATP-dependent RNA helicase DDX56	8.7209e+06
Q9NYB0	TE2IP_HUMAN	TERF2IP	Telomeric repeat-binding factor 2-interacting protein 1	5.16142e+06
Q9NYF8	BCLF1_HUMAN	BCLAF1	Bcl-2-associated transcription factor 1	3.41458e+07
Q9NYH9	UTP6_HUMAN	UTP6	U3 small nucleolar RNA-associated protein 6 homolog	4.98999e+06
Q9NYJ1	COA4_HUMAN	COA4	Cytochrome c oxidase assembly factor 4 homolog, mitochondrial	2.69469e+06
Q9NYK5	RM39_HUMAN	MRPL39	39S ribosomal protein L39, mitochondrial	7.57344e+06
Q9NYL2	M3K20_HUMAN	MAP3K20	Mitogen-activated protein kinase kinase kinase 20	4.01858e+06
Q9NYL4	FKB11_HUMAN	FKBP11	Peptidyl-prolyl cis-trans isomerase FKBP11	2.32362e+07
Q9NYL9	TMOD3_HUMAN	TMOD3	Tropomodulin-3	1.42742e+07
Q9NYR9	KBRS2_HUMAN	NKIRAS2	NF-kappa-B inhibitor-interacting Ras-like protein 2	688411
Q9NYU2	UGGG1_HUMAN	UGGT1	UDP-glucose:glycoprotein glucosyltransferase 1	1.15033e+07
Q9NYV4	CDK12_HUMAN	CDK12	Cyclin-dependent kinase 12	1.65661e+06
Q9NZ01	TECR_HUMAN	TECR	Very-long-chain enoyl-CoA reductase	4.94631e+07
Q9NZ08	ERAP1_HUMAN	ERAP1	Endoplasmic reticulum aminopeptidase 1	2.71325e+06
Q9NZ32	ARP10_HUMAN	ACTR10	Actin-related protein 10	1.63295e+06
Q9NZ43	USE1_HUMAN	USE1	Vesicle transport protein USE1	212007
Q9NZ45	CISD1_HUMAN	CISD1	CDGSH iron-sulfur domain-containing protein 1	2.08291e+07
Q9NZ52	GGA3_HUMAN	GGA3	ADP-ribosylation factor-binding protein GGA3	3.5554e+06
Q9NZ63	TLS1_HUMAN	C9orf78	Telomere length and silencing protein 1 homolog	4.71485e+06
Q9NZB2	F120A_HUMAN	FAM120A	Constitutive coactivator of PPAR-gamma-like protein 1	6.03611e+06
Q9NZC3	GDE1_HUMAN	GDE1	Glycerophosphodiester phosphodiesterase 1	2.93092e+06
Q9NZD8	SPG21_HUMAN	SPG21	Maspardin	2.76136e+06
Q9NZE8	RM35_HUMAN	MRPL35	39S ribosomal protein L35, mitochondrial	2.91384e+06
Q9NZI8	IF2B1_HUMAN	IGF2BP1	Insulin-like growth factor 2 mRNA-binding protein 1	1.29234e+07
Q9NZJ0	DTL_HUMAN	DTL	Denticleless protein homolog	1.87519e+06
Q9NZJ9	NUDT4_HUMAN	NUDT4	Diphosphoinositol polyphosphate phosphohydrolase 2	1.31992e+06
Q9NZL4	HPBP1_HUMAN	HSPBP1	Hsp70-binding protein 1	1.40401e+07
Q9NZL9	MAT2B_HUMAN	MAT2B	Methionine adenosyltransferase 2 subunit beta	4.08916e+07
Q9NZM1	MYOF_HUMAN	MYOF	Myoferlin	2.08187e+07
Q9NZM5	NOP53_HUMAN	NOP53	Ribosome biogenesis protein NOP53	4.2602e+06
Q9NZN3	EHD3_HUMAN	EHD3	EH domain-containing protein 3	5.32355e+06
