Protein.Group	Protein.Names	Genes	First.Protein.Description	C:\Users\Administrator\Desktop\HYC\MP-LFC-MS1var-OT-S2-120kMS1_MHRM_R02\MP-LFC-MS1var-OT-S2-120kMS1_MHRM_R02.mzML
Q9BI88	U587_CAEEL	F46B6.12	UPF0587 protein F46B6.12	4.01216e+06
Q9BKS0	AT5G_CAEEL	Y82E9BR.3	ATP synthase lipid-binding protein, mitochondrial	2.68988e+07
Q9BKU4	PHB1_CAEEL	phb-1	Mitochondrial prohibitin complex protein 1	4.93593e+07
Q9BL07	PLBL3_CAEEL	Y54F10AM.8	Putative phospholipase B-like 3	6.43098e+06
Q9BL19	RL17_CAEEL	rpl-17	60S ribosomal protein L17	1.85734e+08
Q9BLB6	RU2A_CAEEL	mog-2	Probable U2 small nuclear ribonucleoprotein A'	5.51367e+06
Q9BPN8	Y92H3_CAEEL	Y92H12BR.3	Uncharacterized protein Y92H12BR.3	4.81374e+06
Q9BPW8	NIPS1_HUMAN	NIPSNAP1	Protein NipSnap homolog 1	3.03929e+06
Q9BPX3	CND3_HUMAN	NCAPG	Condensin complex subunit 3	7.38895e+06
Q9BPX5	ARP5L_HUMAN	ARPC5L	Actin-related protein 2/3 complex subunit 5-like protein	8.03988e+06
Q9BPX6	MICU1_HUMAN	MICU1	Calcium uptake protein 1, mitochondrial	1.90183e+06
Q9BPZ3	PAIP2_HUMAN	PAIP2	Polyadenylate-binding protein-interacting protein 2	879609
Q9BQ04	RBM4B_HUMAN	RBM4B	RNA-binding protein 4B	1.36181e+06
Q9BQ15	SOSB1_HUMAN	NABP2	SOSS complex subunit B1	1.84849e+06
Q9BQ39	DDX50_HUMAN	DDX50	ATP-dependent RNA helicase DDX50	1.14337e+07
Q9BQ48	RM34_HUMAN	MRPL34	39S ribosomal protein L34, mitochondrial	3.2806e+06
Q9BQ52	RNZ2_HUMAN	ELAC2	Zinc phosphodiesterase ELAC protein 2	5.69202e+06
Q9BQ61	TRIR_HUMAN	TRIR	Telomerase RNA component interacting RNase	1.38128e+07
Q9BQ67	GRWD1_HUMAN	GRWD1	Glutamate-rich WD repeat-containing protein 1	1.16293e+07
Q9BQ69	MACD1_HUMAN	MACROD1	ADP-ribose glycohydrolase MACROD1	2.83461e+07
Q9BQ70	TCF25_HUMAN	TCF25	Transcription factor 25	881277
Q9BQ75	CMS1_HUMAN	CMSS1	Protein CMSS1	5.03429e+06
Q9BQ95	ECSIT_HUMAN	ECSIT	Evolutionarily conserved signaling intermediate in Toll pathway, mitochondrial	3.40518e+06
Q9BQA1	MEP50_HUMAN	WDR77	Methylosome protein 50	1.41836e+07
Q9BQB6	VKOR1_HUMAN	VKORC1	Vitamin K epoxide reductase complex subunit 1	2.04267e+07
Q9BQC3	DPH2_HUMAN	DPH2	2-(3-amino-3-carboxypropyl)histidine synthase subunit 2	2.5843e+06
Q9BQE3	TBA1C_HUMAN	TUBA1C	Tubulin alpha-1C chain	8.65904e+08
Q9BQG0	MBB1A_HUMAN	MYBBP1A	Myb-binding protein 1A	2.40923e+07
Q9BQL6	FERM1_HUMAN	FERMT1	Fermitin family homolog 1	1.24903e+06
Q9BQP7	MGME1_HUMAN	MGME1	Mitochondrial genome maintenance exonuclease 1	2.7101e+06
Q9BR61	ACBD6_HUMAN	ACBD6	Acyl-CoA-binding domain-containing protein 6	1.21645e+06
Q9BR76	COR1B_HUMAN	CORO1B	Coronin-1B	1.09749e+07
Q9BRA2	TXD17_HUMAN	TXNDC17	Thioredoxin domain-containing protein 17	3.59112e+07
Q9BRD0	BUD13_HUMAN	BUD13	BUD13 homolog	2.31388e+06
Q9BRG1	VPS25_HUMAN	VPS25	Vacuolar protein-sorting-associated protein 25	3.45596e+06
Q9BRJ2	RM45_HUMAN	MRPL45	39S ribosomal protein L45, mitochondrial	8.72418e+06
Q9BRJ6	CG050_HUMAN	C7orf50	Uncharacterized protein C7orf50	1.11554e+07
Q9BRK5	CAB45_HUMAN	SDF4	45 kDa calcium-binding protein	1.58958e+06
Q9BRP4	PAAF1_HUMAN	PAAF1	Proteasomal ATPase-associated factor 1	2.65779e+06
Q9BRP8	PYM1_HUMAN	PYM1	Partner of Y14 and mago	9.45902e+06
Q9BRQ0	PYGO2_HUMAN	PYGO2	Pygopus homolog 2	454388
Q9BRQ6	MIC25_HUMAN	CHCHD6	MICOS complex subunit MIC25	2.20788e+06
Q9BRR6	ADPGK_HUMAN	ADPGK	ADP-dependent glucokinase	5.29826e+06
Q9BRS2	RIOK1_HUMAN	RIOK1	Serine/threonine-protein kinase RIO1	1.34737e+06
Q9BRT2	UQCC2_HUMAN	UQCC2	Ubiquinol-cytochrome-c reductase complex assembly factor 2	2.56356e+06
Q9BRT3	MIEN1_HUMAN	MIEN1	Migration and invasion enhancer 1	3.4395e+06
Q9BRT6	LLPH_HUMAN	LLPH	Protein LLP homolog	1.29621e+06
Q9BRT9	SLD5_HUMAN	GINS4	DNA replication complex GINS protein SLD5	6.10644e+06
Q9BRU9	UTP23_HUMAN	UTP23	rRNA-processing protein UTP23 homolog	3.93978e+06
Q9BRX2	PELO_HUMAN	PELO	Protein pelota homolog	4.37816e+06
Q9BRX5	PSF3_HUMAN	GINS3	DNA replication complex GINS protein PSF3	6.18411e+06
Q9BRX8	PXL2A_HUMAN	PRXL2A	Peroxiredoxin-like 2A	8.26324e+06
Q9BRZ2	TRI56_HUMAN	TRIM56	E3 ubiquitin-protein ligase TRIM56	5.27402e+06
Q9BS26	ERP44_HUMAN	ERP44	Endoplasmic reticulum resident protein 44	1.11013e+07
Q9BS40	LXN_HUMAN	LXN	Latexin	4.25681e+06
Q9BSC4	NOL10_HUMAN	NOL10	Nucleolar protein 10	4.49536e+06
Q9BSD7	NTPCR_HUMAN	NTPCR	Cancer-related nucleoside-triphosphatase	5.46345e+06
Q9BSE5	SPEB_HUMAN	AGMAT	Agmatinase, mitochondrial	3.60076e+06
Q9BSF4	TIM29_HUMAN	TIMM29	Mitochondrial import inner membrane translocase subunit Tim29	7.80615e+06
Q9BSH4	TACO1_HUMAN	TACO1	Translational activator of cytochrome c oxidase 1	6.67123e+06
Q9BSH5	HDHD3_HUMAN	HDHD3	Haloacid dehalogenase-like hydrolase domain-containing protein 3	1.24205e+06
Q9BSJ2	GCP2_HUMAN	TUBGCP2	Gamma-tubulin complex component 2	5.73672e+06
Q9BSJ8	ESYT1_HUMAN	ESYT1	Extended synaptotagmin-1	1.28561e+07
Q9BSL1	UBAC1_HUMAN	UBAC1	Ubiquitin-associated domain-containing protein 1	1.99255e+06
Q9BSV6	SEN34_HUMAN	TSEN34	tRNA-splicing endonuclease subunit Sen34	2.70578e+06
Q9BT09	CNPY3_HUMAN	CNPY3	Protein canopy homolog 3	5.0649e+06
Q9BT22	ALG1_HUMAN	ALG1	Chitobiosyldiphosphodolichol beta-mannosyltransferase	6.22977e+06
Q9BT73	PSMG3_HUMAN	PSMG3	Proteasome assembly chaperone 3	3.61572e+06
Q9BT78	CSN4_HUMAN	COPS4	COP9 signalosome complex subunit 4	1.59665e+07
Q9BTC0	DIDO1_HUMAN	DIDO1	Death-inducer obliterator 1	8.17827e+06
Q9BTD8	RBM42_HUMAN	RBM42	RNA-binding protein 42	7.10097e+06
Q9BTE1	DCTN5_HUMAN	DCTN5	Dynactin subunit 5	4.39465e+06
Q9BTE3	MCMBP_HUMAN	MCMBP	Mini-chromosome maintenance complex-binding protein	1.0023e+07
Q9BTE6	AASD1_HUMAN	AARSD1	Alanyl-tRNA editing protein Aarsd1	5.67974e+06
Q9BTE7	DCNL5_HUMAN	DCUN1D5	DCN1-like protein 5	6.3608e+06
Q9BTL3	RAMAC_HUMAN	RAMAC	RNA guanine-N7 methyltransferase activating subunit	3.81837e+06
Q9BTM9	URM1_HUMAN	URM1	Ubiquitin-related modifier 1	3.56618e+06
Q9BTT0	AN32E_HUMAN	ANP32E	Acidic leucine-rich nuclear phosphoprotein 32 family member E	3.81198e+07
Q9BTU6	P4K2A_HUMAN	PI4K2A	Phosphatidylinositol 4-kinase type 2-alpha	2.50027e+06
Q9BTV4	TMM43_HUMAN	TMEM43	Transmembrane protein 43	7.15174e+06
Q9BTW9	TBCD_HUMAN	TBCD	Tubulin-specific chaperone D	1.97079e+07
Q9BTX1	NDC1_HUMAN	NDC1	Nucleoporin NDC1	7.89377e+06
Q9BTY7	HGH1_HUMAN	HGH1	Protein HGH1 homolog	4.05808e+06
Q9BTZ2	DHRS4_HUMAN	DHRS4	Dehydrogenase/reductase SDR family member 4	8.01909e+06
Q9BU23	LMF2_HUMAN	LMF2	Lipase maturation factor 2	551894
Q9BU61	NDUF3_HUMAN	NDUFAF3	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex assembly factor 3	5.6107e+06
Q9BU76	MMTA2_HUMAN	MMTAG2	Multiple myeloma tumor-associated protein 2	4.47753e+06
Q9BU89	DOHH_HUMAN	DOHH	Deoxyhypusine hydroxylase	1.70259e+06
Q9BUA3	SPNDC_HUMAN	SPINDOC	Spindlin interactor and repressor of chromatin-binding protein	474808
Q9BUB7	TMM70_HUMAN	TMEM70	Transmembrane protein 70, mitochondrial	6.71683e+06
Q9BUF5	TBB6_HUMAN	TUBB6	Tubulin beta-6 chain	1.16507e+08
Q9BUH6	PAXX_HUMAN	PAXX	Protein PAXX	1.45328e+07
Q9BUI4	RPC3_HUMAN	POLR3C	DNA-directed RNA polymerase III subunit RPC3	779703
Q9BUJ2	HNRL1_HUMAN	HNRNPUL1	Heterogeneous nuclear ribonucleoprotein U-like protein 1	1.4708e+07
Q9BUK6	MSTO1_HUMAN	MSTO1	Protein misato homolog 1	1.85759e+06
Q9BUL5	PHF23_HUMAN	PHF23	PHD finger protein 23	2.08813e+06
Q9BUL8	PDC10_HUMAN	PDCD10	Programmed cell death protein 10	1.60277e+07
Q9BUL9	RPP25_HUMAN	RPP25	Ribonuclease P protein subunit p25	3.71966e+06
Q9BUM1	G6PC3_HUMAN	G6PC3	Glucose-6-phosphatase 3	572028
Q9BUN8	DERL1_HUMAN	DERL1	Derlin-1	1.05347e+07
Q9BUP3	HTAI2_HUMAN	HTATIP2	Oxidoreductase HTATIP2	2.63636e+07
Q9BUQ8	DDX23_HUMAN	DDX23	Probable ATP-dependent RNA helicase DDX23	1.30269e+07
Q9BUR4	TCAB1_HUMAN	WRAP53	Telomerase Cajal body protein 1	1.07737e+06
Q9BUR5	MIC26_HUMAN	APOO	MICOS complex subunit MIC26	9.48548e+06
Q9BUZ4	TRAF4_HUMAN	TRAF4	TNF receptor-associated factor 4	925856
Q9BV20	MTNA_HUMAN	MRI1	Methylthioribose-1-phosphate isomerase	1.00553e+07
Q9BV38	WDR18_HUMAN	WDR18	WD repeat-containing protein 18	2.28183e+07
Q9BV40	VAMP8_HUMAN	VAMP8	Vesicle-associated membrane protein 8	1.37711e+07
Q9BV44	THUM3_HUMAN	THUMPD3	THUMP domain-containing protein 3	3.91717e+06
Q9BV57	MTND_HUMAN	ADI1	1,2-dihydroxy-3-keto-5-methylthiopentene dioxygenase	9.73518e+06
Q9BV68	RN126_HUMAN	RNF126	E3 ubiquitin-protein ligase RNF126	1.66818e+06
Q9BV79	MECR_HUMAN	MECR	Enoyl-[acyl-carrier-protein] reductase, mitochondrial	809423
Q9BV81	EMC6_HUMAN	EMC6	ER membrane protein complex subunit 6	3.06686e+06
Q9BV86	NTM1A_HUMAN	NTMT1	N-terminal Xaa-Pro-Lys N-methyltransferase 1	1.09325e+07
Q9BVA1	TBB2B_HUMAN	TUBB2B	Tubulin beta-2B chain	87869.6
Q9BVC3	DCC1_HUMAN	DSCC1	Sister chromatid cohesion protein DCC1	2.23557e+06
Q9BVC4	LST8_HUMAN	MLST8	Target of rapamycin complex subunit LST8	1.78098e+06
Q9BVC5	ASHWN_HUMAN	C2orf49	Ashwin	4.22465e+06
Q9BVC6	TM109_HUMAN	TMEM109	Transmembrane protein 109	3.32988e+07
Q9BVG8	KIFC3_HUMAN	KIFC3	Kinesin-like protein KIFC3	858517
Q9BVG9	PTSS2_HUMAN	PTDSS2	Phosphatidylserine synthase 2	3.15243e+06
Q9BVI4	NOC4L_HUMAN	NOC4L	Nucleolar complex protein 4 homolog	1.61682e+07
Q9BVJ6	UT14A_HUMAN	UTP14A	U3 small nucleolar RNA-associated protein 14 homolog A	5.19734e+06
Q9BVK6	TMED9_HUMAN	TMED9	Transmembrane emp24 domain-containing protein 9	1.8318e+07
Q9BVL2	NUP58_HUMAN	NUP58	Nucleoporin p58/p45	4.32796e+06
Q9BVM2	DPCD_HUMAN	DPCD	Protein DPCD	2.62648e+06
Q9BVP2	GNL3_HUMAN	GNL3	Guanine nucleotide-binding protein-like 3	3.0589e+07
Q9BVQ7	SPA5L_HUMAN	SPATA5L1	Spermatogenesis-associated protein 5-like protein 1	1.98273e+06
Q9BVS5	TR61B_HUMAN	TRMT61B	tRNA (adenine(58)-N(1))-methyltransferase, mitochondrial	1.599e+06
Q9BVV7	TIM21_HUMAN	TIMM21	Mitochondrial import inner membrane translocase subunit Tim21	2.40747e+06
Q9BVW5	TIPIN_HUMAN	TIPIN	TIMELESS-interacting protein	1.70111e+06
Q9BW19	KIFC1_HUMAN	KIFC1	Kinesin-like protein KIFC1	4.80585e+06
Q9BW27	NUP85_HUMAN	NUP85	Nuclear pore complex protein Nup85	6.6447e+06
Q9BW61	DDA1_HUMAN	DDA1	DET1- and DDB1-associated protein 1	3.24665e+06
Q9BW71	HIRP3_HUMAN	HIRIP3	HIRA-interacting protein 3	6.74167e+06
Q9BW72	HIG2A_HUMAN	HIGD2A	HIG1 domain family member 2A, mitochondrial	2.2882e+06
Q9BW83	IFT27_HUMAN	IFT27	Intraflagellar transport protein 27 homolog	2.41705e+06
Q9BW85	YJU2_HUMAN	YJU2	Splicing factor YJU2	377831
Q9BW91	NUDT9_HUMAN	NUDT9	ADP-ribose pyrophosphatase, mitochondrial	5.73477e+06
Q9BW92	SYTM_HUMAN	TARS2	Threonine--tRNA ligase, mitochondrial	8.41679e+06
Q9BWD1	THIC_HUMAN	ACAT2	Acetyl-CoA acetyltransferase, cytosolic	1.60378e+07
Q9BWE0	REPI1_HUMAN	REPIN1	Replication initiator 1	1.09431e+07
Q9BWF3	RBM4_HUMAN	RBM4	RNA-binding protein 4	5.53802e+07
Q9BWH6	RPAP1_HUMAN	RPAP1	RNA polymerase II-associated protein 1	824092
Q9BWJ5	SF3B5_HUMAN	SF3B5	Splicing factor 3B subunit 5	1.13389e+07
Q9BWM7	SFXN3_HUMAN	SFXN3	Sideroflexin-3	1.19309e+07
Q9BWS9	CHID1_HUMAN	CHID1	Chitinase domain-containing protein 1	4.06605e+06
Q9BWU0	NADAP_HUMAN	SLC4A1AP	Kanadaptin	2.89756e+06
Q9BWW4	SSBP3_HUMAN	SSBP3	Single-stranded DNA-binding protein 3	2.75499e+06
Q9BX40	LS14B_HUMAN	LSM14B	Protein LSM14 homolog B	1.12488e+07
Q9BX68	HINT2_HUMAN	HINT2	Histidine triad nucleotide-binding protein 2, mitochondrial	7.14095e+06
Q9BX95	SGPP1_HUMAN	SGPP1	Sphingosine-1-phosphate phosphatase 1	2.04063e+06
Q9BXB4	OSB11_HUMAN	OSBPL11	Oxysterol-binding protein-related protein 11	3.35683e+06
Q9BXB5	OSB10_HUMAN	OSBPL10	Oxysterol-binding protein-related protein 10	2.98758e+06
Q9BXF6	RFIP5_HUMAN	RAB11FIP5	Rab11 family-interacting protein 5	1.21821e+06
Q9BXJ9	NAA15_HUMAN	NAA15	N-alpha-acetyltransferase 15, NatA auxiliary subunit	1.36662e+07
Q9BXK1	KLF16_HUMAN	KLF16	Krueppel-like factor 16	1.24827e+06
Q9BXK5	B2L13_HUMAN	BCL2L13	Bcl-2-like protein 13	2.05732e+06
Q9BXP5	SRRT_HUMAN	SRRT	Serrate RNA effector molecule homolog	2.32184e+07
Q9BXR0	TGT_HUMAN	QTRT1	Queuine tRNA-ribosyltransferase catalytic subunit 1	3.53558e+06
Q9BXS5	AP1M1_HUMAN	AP1M1	AP-1 complex subunit mu-1	9.5736e+06
Q9BXS6	NUSAP_HUMAN	NUSAP1	Nucleolar and spindle-associated protein 1	1.38032e+07
Q9BXV9	GON7_HUMAN	GON7	EKC/KEOPS complex subunit GON7	2.24414e+06
Q9BXW6	OSBL1_HUMAN	OSBPL1A	Oxysterol-binding protein-related protein 1	519884
Q9BXW7	HDHD5_HUMAN	HDHD5	Haloacid dehalogenase-like hydrolase domain-containing 5	9.9477e+06
Q9BXW9	FACD2_HUMAN	FANCD2	Fanconi anemia group D2 protein	1.94684e+06
Q9BXY0	MAK16_HUMAN	MAK16	Protein MAK16 homolog	7.13634e+06
Q9BY32	ITPA_HUMAN	ITPA	Inosine triphosphate pyrophosphatase	1.26076e+07
Q9BY42	RTF2_HUMAN	RTF2	Replication termination factor 2	6.70992e+06
Q9BY43	CHM4A_HUMAN	CHMP4A	Charged multivesicular body protein 4a	9.85236e+06
Q9BY44	EIF2A_HUMAN	EIF2A	Eukaryotic translation initiation factor 2A	1.55625e+07
Q9BY77	PDIP3_HUMAN	POLDIP3	Polymerase delta-interacting protein 3	1.18147e+07
Q9BY89	K1671_HUMAN	KIAA1671	Uncharacterized protein KIAA1671	703863
Q9BYC8	RM32_HUMAN	MRPL32	39S ribosomal protein L32, mitochondrial	5.54027e+06
Q9BYC9	RM20_HUMAN	MRPL20	39S ribosomal protein L20, mitochondrial	3.74892e+06
Q9BYD1	RM13_HUMAN	MRPL13	39S ribosomal protein L13, mitochondrial	5.60913e+06
Q9BYD2	RM09_HUMAN	MRPL9	39S ribosomal protein L9, mitochondrial	1.54089e+07
Q9BYD3	RM04_HUMAN	MRPL4	39S ribosomal protein L4, mitochondrial	7.22921e+06
Q9BYD6	RM01_HUMAN	MRPL1	39S ribosomal protein L1, mitochondrial	1.29314e+07
Q9BYG3	MK67I_HUMAN	NIFK	MKI67 FHA domain-interacting nucleolar phosphoprotein	6.34344e+06
Q9BYG4	PAR6G_HUMAN	PARD6G	Partitioning defective 6 homolog gamma	2.67528e+06
Q9BYJ9	YTHD1_HUMAN	YTHDF1	YTH domain-containing family protein 1	1.93847e+06
Q9BYK8	HELZ2_HUMAN	HELZ2	Helicase with zinc finger domain 2	151814
Q9BYN0	SRXN1_HUMAN	SRXN1	Sulfiredoxin-1	355888
Q9BYN8	RT26_HUMAN	MRPS26	28S ribosomal protein S26, mitochondrial	6.62254e+06
Q9BYT8	NEUL_HUMAN	NLN	Neurolysin, mitochondrial	5.27307e+06
Q9BZ95	NSD3_HUMAN	NSD3	Histone-lysine N-methyltransferase NSD3	1.09204e+06
Q9BZD4	NUF2_HUMAN	NUF2	Kinetochore protein Nuf2	1.14195e+06
Q9BZE1	RM37_HUMAN	MRPL37	39S ribosomal protein L37, mitochondrial	6.28228e+06
Q9BZE4	NOG1_HUMAN	GTPBP4	Nucleolar GTP-binding protein 1	1.89075e+07
Q9BZF1	OSBL8_HUMAN	OSBPL8	Oxysterol-binding protein-related protein 8	4.00307e+06
Q9BZG1	RAB34_HUMAN	RAB34	Ras-related protein Rab-34	2.73529e+06
Q9BZG8	DPH1_HUMAN	DPH1	2-(3-amino-3-carboxypropyl)histidine synthase subunit 1	1.07623e+06
Q9BZH6	WDR11_HUMAN	WDR11	WD repeat-containing protein 11	3.52811e+07
Q9BZI7	REN3B_HUMAN	UPF3B	Regulator of nonsense transcripts 3B	4.38946e+06
Q9BZJ0	CRNL1_HUMAN	CRNKL1	Crooked neck-like protein 1	4.08702e+06
Q9BZK3	NACP4_HUMAN	NACA4P	Putative nascent polypeptide-associated complex subunit alpha-like protein	1.82051e+07
Q9BZK7	TBL1R_HUMAN	TBL1XR1	F-box-like/WD repeat-containing protein TBL1XR1	8.46775e+06
Q9BZL1	UBL5_HUMAN	UBL5	Ubiquitin-like protein 5	2.62038e+06
Q9BZL4	PP12C_HUMAN	PPP1R12C	Protein phosphatase 1 regulatory subunit 12C	666973
Q9BZX2	UCK2_HUMAN	UCK2	Uridine-cytidine kinase 2	1.14719e+07
Q9BZZ5	API5_HUMAN	API5	Apoptosis inhibitor 5	2.50907e+07
Q9C005	DPY30_HUMAN	DPY30	Protein dpy-30 homolog	1.35602e+07
Q9C0B1	FTO_HUMAN	FTO	Alpha-ketoglutarate-dependent dioxygenase FTO	1.1507e+07
Q9C0B5	ZDHC5_HUMAN	ZDHHC5	Palmitoyltransferase ZDHHC5	1.23665e+06
Q9C0C2	TB182_HUMAN	TNKS1BP1	182 kDa tankyrase-1-binding protein	3.1962e+06
Q9C0C9	UBE2O_HUMAN	UBE2O	(E3-independent) E2 ubiquitin-conjugating enzyme	6.36871e+06
Q9C0D3	ZY11B_HUMAN	ZYG11B	Protein zyg-11 homolog B	339176
Q9C0D5	TANC1_HUMAN	TANC1	Protein TANC1	1.83344e+06
Q9C0D9	EPT1_HUMAN	SELENOI	Ethanolaminephosphotransferase 1	1.06737e+06
Q9C0E2	XPO4_HUMAN	XPO4	Exportin-4	991195
Q9C0E8	LNP_HUMAN	LNPK	Endoplasmic reticulum junction formation protein lunapark	2.77135e+06
Q9C0F1	CEP44_HUMAN	CEP44	Centrosomal protein of 44 kDa	3.17767e+06
Q9C0J8	WDR33_HUMAN	WDR33	pre-mRNA 3' end processing protein WDR33	4.41044e+06
Q9GR61	RPAB5_CAEEL	rpb-10	DNA-directed RNA polymerases I, II, and III subunit RPABC5	3.30302e+06
Q9GS00	CSN1_CAEEL	csn-1	COP9 signalosome complex subunit 1	1.34027e+06
Q9GUM7	CPLX1_CAEEL	cpx-1	Putative complexin-1	885483
Q9GYF1	TNNI2_CAEEL	unc-27	Troponin I 2	6.45878e+07
Q9GYK2	ITBL_CAEEL	C05D9.3	Uncharacterized integrin beta-like protein C05D9.3	2.56886e+06
Q9GYS9	RM23_CAEEL	mrpl-23	Probable 39S ribosomal protein L23, mitochondrial	1.77231e+06
Q9GZE9	LDP1_CAEEL	ldp-1	Lipid droplet localized protein	1.35174e+07
Q9GZH2	RUVB2_CAEEL	ruvb-2	RuvB-like 2	7.60324e+06
Q9GZH3	IMDH_CAEEL	T22D1.3	Inosine-5'-monophosphate dehydrogenase	1.85393e+07
Q9GZH4	RPN1_CAEEL	ribo-1	Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 1	1.19607e+07
Q9GZL7	WDR12_HUMAN	WDR12	Ribosome biogenesis protein WDR12	1.61507e+07
Q9GZM5	YIPF3_HUMAN	YIPF3	Protein YIPF3	449130
Q9GZN8	CT027_HUMAN	C20orf27	UPF0687 protein C20orf27	3.26282e+06
Q9GZP4	PITH1_HUMAN	PITHD1	PITH domain-containing protein 1	5.80045e+06
Q9GZP8	IMUP_HUMAN	IMUP	Immortalization up-regulated protein	2.08604e+07
Q9GZP9	DERL2_HUMAN	DERL2	Derlin-2	424021
Q9GZQ3	COMD5_HUMAN	COMMD5	COMM domain-containing protein 5	1.10133e+06
Q9GZR2	REXO4_HUMAN	REXO4	RNA exonuclease 4	5.34859e+06
Q9GZR7	DDX24_HUMAN	DDX24	ATP-dependent RNA helicase DDX24	4.62877e+06
Q9GZS1	RPA49_HUMAN	POLR1E	DNA-directed RNA polymerase I subunit RPA49	1.03021e+07
Q9GZS3	WDR61_HUMAN	WDR61	WD repeat-containing protein 61	1.25826e+07
Q9GZT3	SLIRP_HUMAN	SLIRP	SRA stem-loop-interacting RNA-binding protein, mitochondrial	1.60799e+07
Q9GZT6	CC90B_HUMAN	CCDC90B	Coiled-coil domain-containing protein 90B, mitochondrial	386825
Q9GZT8	NIF3L_HUMAN	NIF3L1	NIF3-like protein 1	5.43346e+06
Q9GZT9	EGLN1_HUMAN	EGLN1	Egl nine homolog 1	2.54968e+06
Q9GZU8	PIP30_HUMAN	PSME3IP1	PSME3-interacting protein	1.52974e+07
Q9GZY8	MFF_HUMAN	MFF	Mitochondrial fission factor	4.72438e+06
Q9GZZ1	NAA50_HUMAN	NAA50	N-alpha-acetyltransferase 50	1.7754e+07
Q9GZZ9	UBA5_HUMAN	UBA5	Ubiquitin-like modifier-activating enzyme 5	4.43212e+06
Q9H000	MKRN2_HUMAN	MKRN2	Probable E3 ubiquitin-protein ligase makorin-2	8.53657e+06
Q9H008	LHPP_HUMAN	LHPP	Phospholysine phosphohistidine inorganic pyrophosphate phosphatase	1.59891e+06
Q9H061	T126A_HUMAN	TMEM126A	Transmembrane protein 126A	1.8862e+06
Q9H063	MAF1_HUMAN	MAF1	Repressor of RNA polymerase III transcription MAF1 homolog	1.39113e+06
Q9H074	PAIP1_HUMAN	PAIP1	Polyadenylate-binding protein-interacting protein 1	1.50602e+07
Q9H078	CLPB_HUMAN	CLPB	Caseinolytic peptidase B protein homolog	1.16598e+07
Q9H089	LSG1_HUMAN	LSG1	Large subunit GTPase 1 homolog	2.91651e+06
Q9H098	F107B_HUMAN	FAM107B	Protein FAM107B	3.28714e+06
Q9H0A0	NAT10_HUMAN	NAT10	RNA cytidine acetyltransferase	1.81478e+07
Q9H0A8	COMD4_HUMAN	COMMD4	COMM domain-containing protein 4	1.16645e+06
Q9H0B6	KLC2_HUMAN	KLC2	Kinesin light chain 2	2.08337e+06
Q9H0C8	ILKAP_HUMAN	ILKAP	Integrin-linked kinase-associated serine/threonine phosphatase 2C	6.91887e+06
Q9H0D6	XRN2_HUMAN	XRN2	5'-3' exoribonuclease 2	7.69642e+06
Q9H0E3	SP130_HUMAN	SAP130	Histone deacetylase complex subunit SAP130	3.34595e+06
Q9H0E9	BRD8_HUMAN	BRD8	Bromodomain-containing protein 8	1.74554e+06
Q9H0G5	NSRP1_HUMAN	NSRP1	Nuclear speckle splicing regulatory protein 1	3.47776e+06
Q9H0H0	INT2_HUMAN	INTS2	Integrator complex subunit 2	1.52017e+06
Q9H0H5	RGAP1_HUMAN	RACGAP1	Rac GTPase-activating protein 1	4.95697e+06
Q9H0K6	PUS7L_HUMAN	PUS7L	Pseudouridylate synthase 7 homolog-like protein	705880
Q9H0L4	CSTFT_HUMAN	CSTF2T	Cleavage stimulation factor subunit 2 tau variant	1.16356e+06
Q9H0R4	HDHD2_HUMAN	HDHD2	Haloacid dehalogenase-like hydrolase domain-containing protein 2	2.24347e+06
Q9H0S4	DDX47_HUMAN	DDX47	Probable ATP-dependent RNA helicase DDX47	1.45651e+07
Q9H0U3	MAGT1_HUMAN	MAGT1	Magnesium transporter protein 1	7.54436e+06
Q9H0U4	RAB1B_HUMAN	RAB1B	Ras-related protein Rab-1B	1.20241e+07
Q9H0U6	RM18_HUMAN	MRPL18	39S ribosomal protein L18, mitochondrial	4.36429e+06
Q9H0V9	LMA2L_HUMAN	LMAN2L	VIP36-like protein	1.51169e+06
Q9H0W9	CK054_HUMAN	C11orf54	Ester hydrolase C11orf54	4.54446e+06
Q9H147	TDIF1_HUMAN	DNTTIP1	Deoxynucleotidyltransferase terminal-interacting protein 1	1.85725e+06
Q9H173	SIL1_HUMAN	SIL1	Nucleotide exchange factor SIL1	291857
Q9H1A4	APC1_HUMAN	ANAPC1	Anaphase-promoting complex subunit 1	2.09377e+06
Q9H1B7	I2BPL_HUMAN	IRF2BPL	Probable E3 ubiquitin-protein ligase IRF2BPL	1.99693e+06
Q9H1C4	UN93B_HUMAN	UNC93B1	Protein unc-93 homolog B1	1.59148e+06
Q9H1C7	CYTM1_HUMAN	CYSTM1	Cysteine-rich and transmembrane domain-containing protein 1	7.84869e+06
Q9H1D9	RPC6_HUMAN	POLR3F	DNA-directed RNA polymerase III subunit RPC6	1.64688e+06
Q9H1E3	NUCKS_HUMAN	NUCKS1	Nuclear ubiquitous casein and cyclin-dependent kinase substrate 1	4.43182e+07
Q9H1H9	KI13A_HUMAN	KIF13A	Kinesin-like protein KIF13A	1.21499e+06
